年,路線方向,路段,交流道,縣市,進出口,週類別,交通輛數
2020,國1南向,非主線資料,東湖,臺北市,進口,週2-4,18526
2020,國1北向,非主線資料,東湖,臺北市,出口,週六,14064
2020,國1南向,非主線資料,東湖,臺北市,進口,週六,18321
2020,國1北向,非主線資料,東湖,臺北市,出口,週日,13754
2020,國1南向,非主線資料,東湖,臺北市,進口,週日,16302
2020,國6西向,非主線資料,東草屯,南投縣,出口,週2-4,947
2020,國6東向,非主線資料,東草屯,南投縣,出口,週2-4,3495
2020,國6西向,非主線資料,東草屯,南投縣,進口,週2-4,3657
2020,國6東向,非主線資料,東草屯,南投縣,進口,週2-4,1032
2020,國6西向,非主線資料,東草屯,南投縣,出口,週六,1194
2020,國6東向,非主線資料,東草屯,南投縣,出口,週六,3710
2020,國6西向,非主線資料,東草屯,南投縣,進口,週六,3676
2020,國6東向,非主線資料,東草屯,南投縣,進口,週六,1240
2020,國6西向,非主線資料,東草屯,南投縣,出口,週日,1665
2020,國6東向,非主線資料,東草屯,南投縣,出口,週日,3374
2020,國6西向,非主線資料,東草屯,南投縣,進口,週日,3546
2020,國6東向,非主線資料,東草屯,南投縣,進口,週日,1224
2020,國1北向,非主線資料,林口,新北市,出口,週2-4,41942
2020,國1南向,非主線資料,林口,新北市,出口,週2-4,50824
2020,國1北向,非主線資料,林口,新北市,進口,週2-4,50373
2020,國1南向,非主線資料,林口,新北市,進口,週2-4,41346
2020,國1北向,非主線資料,林口,新北市,出口,週六,32621
2020,國1南向,非主線資料,林口,新北市,出口,週六,43571
2020,國1北向,非主線資料,林口,新北市,進口,週六,43091
2020,國1南向,非主線資料,林口,新北市,進口,週六,32784
2020,國1北向,非主線資料,林口,新北市,出口,週日,30859
2020,國1南向,非主線資料,林口,新北市,出口,週日,39960
2020,國1北向,非主線資料,林口,新北市,進口,週日,38002
2020,國1南向,非主線資料,林口,新北市,進口,週日,27716
2020,國3北向,非主線資料,林邊,屏東縣,進口,週2-4,4766
2020,國3北向,非主線資料,林邊,屏東縣,進口,週六,6904
2020,國3北向,非主線資料,林邊,屏東縣,進口,週日,8531
2020,國3北向,非主線資料,柳營,臺南市,出口,週2-4,2683
2020,國3南向,非主線資料,柳營,臺南市,出口,週2-4,698
2020,國3北向,非主線資料,柳營,臺南市,進口,週2-4,688
2020,國3南向,非主線資料,柳營,臺南市,進口,週2-4,2648
2020,國3北向,非主線資料,柳營,臺南市,出口,週六,2848
2020,國3南向,非主線資料,柳營,臺南市,出口,週六,1017
2020,國3北向,非主線資料,柳營,臺南市,進口,週六,963
2020,國3南向,非主線資料,柳營,臺南市,進口,週六,2817
2020,國3北向,非主線資料,柳營,臺南市,出口,週日,2750
2020,國3南向,非主線資料,柳營,臺南市,出口,週日,1115
2020,國3北向,非主線資料,柳營,臺南市,進口,週日,1128
2020,國3南向,非主線資料,柳營,臺南市,進口,週日,2909
2020,國1北向,非主線資料,桃園,桃園市,出口,週2-4,34938
2020,國1南向,非主線資料,桃園,桃園市,出口,週2-4,36189
2020,國1北向,非主線資料,桃園,桃園市,進口,週2-4,35603
2020,國1南向,非主線資料,桃園,桃園市,進口,週2-4,32304
2020,國1北向,非主線資料,桃園,桃園市,出口,週六,31264
2020,國1南向,非主線資料,桃園,桃園市,出口,週六,31550
2020,國1北向,非主線資料,桃園,桃園市,進口,週六,32369
2020,國1南向,非主線資料,桃園,桃園市,進口,週六,30245
2020,國1北向,非主線資料,桃園,桃園市,出口,週日,29764
2020,國1南向,非主線資料,桃園,桃園市,出口,週日,29234
2020,國1北向,非主線資料,桃園,桃園市,進口,週日,29140
2020,國1南向,非主線資料,桃園,桃園市,進口,週日,26630
2020,國3北向,非主線資料,梅山,嘉義縣,出口,週2-4,4115
2020,國3南向,非主線資料,梅山,嘉義縣,出口,週2-4,1839
2020,國3北向,非主線資料,梅山,嘉義縣,進口,週2-4,1889
2020,國3南向,非主線資料,梅山,嘉義縣,進口,週2-4,4234
2020,國3北向,非主線資料,梅山,嘉義縣,出口,週六,5153
2020,國3南向,非主線資料,梅山,嘉義縣,出口,週六,2462
2020,國3北向,非主線資料,梅山,嘉義縣,進口,週六,2252
2020,國3南向,非主線資料,梅山,嘉義縣,進口,週六,5091
2020,國3北向,非主線資料,梅山,嘉義縣,出口,週日,5074
2020,國3南向,非主線資料,梅山,嘉義縣,出口,週日,2399
2020,國3北向,非主線資料,梅山,嘉義縣,進口,週日,2618
2020,國3南向,非主線資料,梅山,嘉義縣,進口,週日,5315
2020,國1北向,非主線資料,楊梅,桃園市,出口,週2-4,5993
2020,國1南向,非主線資料,楊梅,桃園市,出口,週2-4,24248
2020,國1北向,非主線資料,楊梅,桃園市,進口,週2-4,23948
2020,國1南向,非主線資料,楊梅,桃園市,進口,週2-4,6048
2020,國1北向,非主線資料,楊梅,桃園市,出口,週六,4844
2020,國1南向,非主線資料,楊梅,桃園市,出口,週六,22124
2020,國1北向,非主線資料,楊梅,桃園市,進口,週六,21536
2020,國1南向,非主線資料,楊梅,桃園市,進口,週六,4992
2020,國1北向,非主線資料,楊梅,桃園市,出口,週日,4393
2020,國1南向,非主線資料,楊梅,桃園市,出口,週日,19885
2020,國1北向,非主線資料,楊梅,桃園市,進口,週日,19421
2020,國1南向,非主線資料,楊梅,桃園市,進口,週日,4360
2020,國1高架北向,非主線資料,楊梅端,桃園市,進口,週2-4,32168
2020,國1高架北向,非主線資料,楊梅端,桃園市,進口,週六,36374
2020,國1高架北向,非主線資料,楊梅端,桃園市,進口,週日,39608
2020,國1北向,非主線資料,楠梓,高雄市,出口,週2-4,25121
2020,國1南向,非主線資料,楠梓,高雄市,出口,週2-4,17236
2020,國1北向,非主線資料,楠梓,高雄市,進口,週2-4,18384
2020,國1南向,非主線資料,楠梓,高雄市,進口,週2-4,27300
2020,國1北向,非主線資料,楠梓,高雄市,出口,週六,21505
2020,國1南向,非主線資料,楠梓,高雄市,出口,週六,15600
2020,國1北向,非主線資料,楠梓,高雄市,進口,週六,16910
2020,國1南向,非主線資料,楠梓,高雄市,進口,週六,25041
2020,國1北向,非主線資料,楠梓,高雄市,出口,週日,19483
2020,國1南向,非主線資料,楠梓,高雄市,出口,週日,14432
2020,國1北向,非主線資料,楠梓,高雄市,進口,週日,16164
2020,國1南向,非主線資料,楠梓,高雄市,進口,週日,21309
2020,國3南向,非主線資料,樹林,新北市,出口,週2-4,15928
2020,國3北向,非主線資料,樹林,新北市,進口,週2-4,15688
2020,國3南向,非主線資料,樹林,新北市,出口,週六,14683
2020,國3北向,非主線資料,樹林,新北市,進口,週六,15097
2020,國3南向,非主線資料,樹林,新北市,出口,週日,13046
2020,國3北向,非主線資料,樹林,新北市,進口,週日,13656
2020,國2西向,非主線資料,機場端,桃園市,出口,週2-4,20369
2020,國2東向,非主線資料,機場端,桃園市,進口,週2-4,16710
2020,國2西向,非主線資料,機場端,桃園市,出口,週六,14723
2020,國2東向,非主線資料,機場端,桃園市,進口,週六,13693
2020,國2西向,非主線資料,機場端,桃園市,出口,週日,13988
2020,國2東向,非主線資料,機場端,桃園市,進口,週日,13416
2020,國1北向,非主線資料,機場系統,桃園市,出口,週2-4,26849
2020,國1南向,非主線資料,機場系統,桃園市,出口,週2-4,37541
2020,國1高架北向,非主線資料,機場系統,桃園市,出口,週2-4,4492
2020,國1高架南向,非主線資料,機場系統,桃園市,出口,週2-4,10785
2020,國2西向,非主線資料,機場系統,桃園市,出口,週2-4,44862
2020,國2東向,非主線資料,機場系統,桃園市,出口,週2-4,33676
2020,國1北向,非主線資料,機場系統,桃園市,進口,週2-4,39546
2020,國1南向,非主線資料,機場系統,桃園市,進口,週2-4,25447
2020,國1高架北向,非主線資料,機場系統,桃園市,進口,週2-4,11378
2020,國1高架南向,非主線資料,機場系統,桃園市,進口,週2-4,4627
2020,國2西向,非主線資料,機場系統,桃園市,進口,週2-4,28141
2020,國2東向,非主線資料,機場系統,桃園市,進口,週2-4,49312
2020,國1北向,非主線資料,機場系統,桃園市,出口,週六,24670
2020,國1南向,非主線資料,機場系統,桃園市,出口,週六,34465
2020,國1高架北向,非主線資料,機場系統,桃園市,出口,週六,3814
2020,國1高架南向,非主線資料,機場系統,桃園市,出口,週六,9762
2020,國2西向,非主線資料,機場系統,桃園市,出口,週六,44265
2020,國2東向,非主線資料,機場系統,桃園市,出口,週六,27998
2020,國1北向,非主線資料,機場系統,桃園市,進口,週六,36277
2020,國1南向,非主線資料,機場系統,桃園市,進口,週六,23892
2020,國1高架北向,非主線資料,機場系統,桃園市,進口,週六,9493
2020,國1高架南向,非主線資料,機場系統,桃園市,進口,週六,3769
2020,國2西向,非主線資料,機場系統,桃園市,進口,週六,24214
2020,國2東向,非主線資料,機場系統,桃園市,進口,週六,47974
2020,國1北向,非主線資料,機場系統,桃園市,出口,週日,22466
