年,路線方向,路段,交流道,縣市,進出口,週類別,交通輛數
2025,國1南向路段,非主線資料,漁港路,高雄市,出口,週2-4,
2025,國1北向路段,非主線資料,漁港路,高雄市,進口,週六,18353
2025,國1南向路段,非主線資料,漁港路,高雄市,出口,週六,35716
2025,國1北向路段,非主線資料,漁港路,高雄市,進口,週日,17166
2025,國1南向路段,非主線資料,漁港路,高雄市,出口,週日,33196
2025,國4東向路段,非主線資料,潭子,臺中市,進口,週2-4,
2025,國4西向路段,非主線資料,潭子,臺中市,進口,週2-4,
2025,國4東向路段,非主線資料,潭子,臺中市,出口,週2-4,
2025,國4西向路段,非主線資料,潭子,臺中市,出口,週2-4,
2025,國4東向路段,非主線資料,潭子,臺中市,進口,週六,12383
2025,國4西向路段,非主線資料,潭子,臺中市,進口,週六,2508
2025,國4東向路段,非主線資料,潭子,臺中市,出口,週六,2704
2025,國4西向路段,非主線資料,潭子,臺中市,出口,週六,12518
2025,國4東向路段,非主線資料,潭子,臺中市,進口,週日,10803
2025,國4西向路段,非主線資料,潭子,臺中市,進口,週日,2232
2025,國4東向路段,非主線資料,潭子,臺中市,出口,週日,2367
2025,國4西向路段,非主線資料,潭子,臺中市,出口,週日,11240
2025,國4西向路段,非主線資料,潭子系統,臺中市,進口,週2-4,
2025,國4東向路段,非主線資料,潭子系統,臺中市,出口,週2-4,
2025,國4西向路段,非主線資料,潭子系統,臺中市,進口,週六,34664
2025,國4東向路段,非主線資料,潭子系統,臺中市,出口,週六,32214
2025,國4西向路段,非主線資料,潭子系統,臺中市,進口,週日,33782
2025,國4東向路段,非主線資料,潭子系統,臺中市,出口,週日,29413
2025,國3南向路段,非主線資料,烏山頭,臺南市,進口,週2-4,
2025,國3北向路段,非主線資料,烏山頭,臺南市,進口,週2-4,
2025,國3南向路段,非主線資料,烏山頭,臺南市,出口,週2-4,
2025,國3北向路段,非主線資料,烏山頭,臺南市,出口,週2-4,
2025,國3南向路段,非主線資料,烏山頭,臺南市,進口,週六,3258
2025,國3北向路段,非主線資料,烏山頭,臺南市,進口,週六,995
2025,國3南向路段,非主線資料,烏山頭,臺南市,出口,週六,1113
2025,國3北向路段,非主線資料,烏山頭,臺南市,出口,週六,3260
2025,國3南向路段,非主線資料,烏山頭,臺南市,進口,週日,3186
2025,國3北向路段,非主線資料,烏山頭,臺南市,進口,週日,1077
2025,國3南向路段,非主線資料,烏山頭,臺南市,出口,週日,1066
2025,國3北向路段,非主線資料,烏山頭,臺南市,出口,週日,3078
2025,國3南向路段,非主線資料,烏日,臺中市,進口,週2-4,
2025,國3北向路段,非主線資料,烏日,臺中市,進口,週2-4,
2025,國3南向路段,非主線資料,烏日,臺中市,出口,週2-4,
2025,國3北向路段,非主線資料,烏日,臺中市,出口,週2-4,
2025,國3南向路段,非主線資料,烏日,臺中市,進口,週六,5402
2025,國3北向路段,非主線資料,烏日,臺中市,進口,週六,3908
2025,國3南向路段,非主線資料,烏日,臺中市,出口,週六,3916
2025,國3北向路段,非主線資料,烏日,臺中市,出口,週六,4850
2025,國3南向路段,非主線資料,烏日,臺中市,進口,週日,3861
2025,國3北向路段,非主線資料,烏日,臺中市,進口,週日,2794
2025,國3南向路段,非主線資料,烏日,臺中市,出口,週日,2890
2025,國3北向路段,非主線資料,烏日,臺中市,出口,週日,4464
2025,國10東向路段,非主線資料,燕巢,高雄市,進口,週2-4,
2025,國10西向路段,非主線資料,燕巢,高雄市,進口,週2-4,
2025,國10東向路段,非主線資料,燕巢,高雄市,出口,週2-4,
2025,國10西向路段,非主線資料,燕巢,高雄市,出口,週2-4,
2025,國10東向路段,非主線資料,燕巢,高雄市,進口,週六,8774
2025,國10西向路段,非主線資料,燕巢,高雄市,進口,週六,4044
2025,國10東向路段,非主線資料,燕巢,高雄市,出口,週六,5820
2025,國10西向路段,非主線資料,燕巢,高雄市,出口,週六,9787
2025,國10東向路段,非主線資料,燕巢,高雄市,進口,週日,7529
2025,國10西向路段,非主線資料,燕巢,高雄市,進口,週日,3570
2025,國10東向路段,非主線資料,燕巢,高雄市,出口,週日,4798
2025,國10西向路段,非主線資料,燕巢,高雄市,出口,週日,9645
2025,國3南向路段,非主線資料,燕巢系統,高雄市,進口,週2-4,
2025,國10東向路段,非主線資料,燕巢系統,高雄市,進口,週2-4,
2025,國3北向路段,非主線資料,燕巢系統,高雄市,進口,週2-4,
2025,國10西向路段,非主線資料,燕巢系統,高雄市,進口,週2-4,
2025,國3南向路段,非主線資料,燕巢系統,高雄市,出口,週2-4,
2025,國10東向路段,非主線資料,燕巢系統,高雄市,出口,週2-4,
2025,國3北向路段,非主線資料,燕巢系統,高雄市,出口,週2-4,
2025,國10西向路段,非主線資料,燕巢系統,高雄市,出口,週2-4,
2025,國3南向路段,非主線資料,燕巢系統,高雄市,進口,週六,13510
2025,國10東向路段,非主線資料,燕巢系統,高雄市,進口,週六,7015
2025,國3北向路段,非主線資料,燕巢系統,高雄市,進口,週六,16143
2025,國10西向路段,非主線資料,燕巢系統,高雄市,進口,週六,23735
2025,國3南向路段,非主線資料,燕巢系統,高雄市,出口,週六,17848
2025,國10東向路段,非主線資料,燕巢系統,高雄市,出口,週六,23220
2025,國3北向路段,非主線資料,燕巢系統,高雄市,出口,週六,12624
2025,國10西向路段,非主線資料,燕巢系統,高雄市,出口,週六,6691
2025,國3南向路段,非主線資料,燕巢系統,高雄市,進口,週日,11824
2025,國10東向路段,非主線資料,燕巢系統,高雄市,進口,週日,5435
2025,國3北向路段,非主線資料,燕巢系統,高雄市,進口,週日,14672
2025,國10西向路段,非主線資料,燕巢系統,高雄市,進口,週日,24314
2025,國3南向路段,非主線資料,燕巢系統,高雄市,出口,週日,17392
2025,國10東向路段,非主線資料,燕巢系統,高雄市,出口,週日,20464
2025,國3北向路段,非主線資料,燕巢系統,高雄市,出口,週日,12272
2025,國10西向路段,非主線資料,燕巢系統,高雄市,出口,週日,6117
2025,國1南向路段,非主線資料,王田,臺中市,進口,週2-4,
2025,國1北向路段,非主線資料,王田,臺中市,進口,週2-4,
2025,國1南向路段,非主線資料,王田,臺中市,出口,週2-4,
2025,國1北向路段,非主線資料,王田,臺中市,出口,週2-4,
2025,國1南向路段,非主線資料,王田,臺中市,進口,週六,7416
2025,國1北向路段,非主線資料,王田,臺中市,進口,週六,9036
2025,國1南向路段,非主線資料,王田,臺中市,出口,週六,8744
2025,國1北向路段,非主線資料,王田,臺中市,出口,週六,8301
2025,國1南向路段,非主線資料,王田,臺中市,進口,週日,6675
2025,國1北向路段,非主線資料,王田,臺中市,進口,週日,7568
2025,國1南向路段,非主線資料,王田,臺中市,出口,週日,7013
2025,國1北向路段,非主線資料,王田,臺中市,出口,週日,7916
2025,國1南向路段,非主線資料,瑞隆路出口匝道,高雄市,出口,週2-4,
2025,國1南向路段,非主線資料,瑞隆路出口匝道,高雄市,出口,週六,14508
2025,國1南向路段,非主線資料,瑞隆路出口匝道,高雄市,出口,週日,13748
2025,國3南向路段,非主線資料,瑪東系統,基隆市,進口,週2-4,
2025,國3北向路段,非主線資料,瑪東系統,基隆市,進口,週2-4,
2025,國3南向路段,非主線資料,瑪東系統,基隆市,出口,週2-4,
2025,國3北向路段,非主線資料,瑪東系統,基隆市,出口,週2-4,
2025,國3南向路段,非主線資料,瑪東系統,基隆市,進口,週六,2069
2025,國3北向路段,非主線資料,瑪東系統,基隆市,進口,週六,3114
2025,國3南向路段,非主線資料,瑪東系統,基隆市,出口,週六,3120
2025,國3北向路段,非主線資料,瑪東系統,基隆市,出口,週六,2633
2025,國3南向路段,非主線資料,瑪東系統,基隆市,進口,週日,2406
2025,國3北向路段,非主線資料,瑪東系統,基隆市,進口,週日,2738
2025,國3南向路段,非主線資料,瑪東系統,基隆市,出口,週日,2695
2025,國3北向路段,非主線資料,瑪東系統,基隆市,出口,週日,1400
2025,國1高架南向路段,非主線資料,環北,桃園市,進口,週2-4,
2025,國1高架北向路段,非主線資料,環北,桃園市,出口,週2-4,
2025,國1高架南向路段,非主線資料,環北,桃園市,進口,週六,23406
2025,國1高架北向路段,非主線資料,環北,桃園市,出口,週六,24120
2025,國1高架南向路段,非主線資料,環北,桃園市,進口,週日,21126
2025,國1高架北向路段,非主線資料,環北,桃園市,出口,週日,22868
2025,國3南向路段,非主線資料,田寮,屏東縣,進口,週2-4,
2025,國3北向路段,非主線資料,田寮,屏東縣,進口,週2-4,
2025,國3南向路段,非主線資料,田寮,屏東縣,出口,週2-4,
2025,國3北向路段,非主線資料,田寮,屏東縣,出口,週2-4,
2025,國3南向路段,非主線資料,田寮,屏東縣,進口,週六,3374
2025,國3北向路段,非主線資料,田寮,屏東縣,進口,週六,2636
2025,國3南向路段,非主線資料,田寮,屏東縣,出口,週六,2876
2025,國3北向路段,非主線資料,田寮,屏東縣,出口,週六,3150
2025,國3南向路段,非主線資料,田寮,屏東縣,進口,週日,3223
2025,國3北向路段,非主線資料,田寮,屏東縣,進口,週日,3027
2025,國3南向路段,非主線資料,田寮,屏東縣,出口,週日,3318
2025,國3北向路段,非主線資料,田寮,屏東縣,出口,週日,3327
2025,國3南向路段,非主線資料,白河,臺南市,進口,週2-4,
2025,國3北向路段,非主線資料,白河,臺南市,進口,週2-4,
2025,國3南向路段,非主線資料,白河,臺南市,出口,週2-4,
2025,國3北向路段,非主線資料,白河,臺南市,出口,週2-4,
2025,國3南向路段,非主線資料,白河,臺南市,進口,週六,3186
2025,國3北向路段,非主線資料,白河,臺南市,進口,週六,2293
2025,國3南向路段,非主線資料,白河,臺南市,出口,週六,2628
2025,國3北向路段,非主線資料,白河,臺南市,出口,週六,3395
2025,國3南向路段,非主線資料,白河,臺南市,進口,週日,4021
2025,國3北向路段,非主線資料,白河,臺南市,進口,週日,2818
2025,國3南向路段,非主線資料,白河,臺南市,出口,週日,2638
2025,國3北向路段,非主線資料,白河,臺南市,出口,週日,3708
2025,國5南向路段,非主線資料,石碇,宜蘭縣,進口,週2-4,
2025,國5北向路段,非主線資料,石碇,宜蘭縣,進口,週2-4,
2025,國5南向路段,非主線資料,石碇,宜蘭縣,出口,週2-4,
2025,國5北向路段,非主線資料,石碇,宜蘭縣,出口,週2-4,
2025,國5南向路段,非主線資料,石碇,宜蘭縣,進口,週六,4653
2025,國5北向路段,非主線資料,石碇,宜蘭縣,進口,週六,3489
2025,國5南向路段,非主線資料,石碇,宜蘭縣,出口,週六,2398
2025,國5北向路段,非主線資料,石碇,宜蘭縣,出口,週六,2885
2025,國5南向路段,非主線資料,石碇,宜蘭縣,進口,週日,2848
2025,國5北向路段,非主線資料,石碇,宜蘭縣,進口,週日,3648
2025,國5南向路段,非主線資料,石碇,宜蘭縣,出口,週日,2932
2025,國5北向路段,非主線資料,石碇,宜蘭縣,出口,週日,3391
2025,國4東向路段,非主線資料,神岡,臺中市,進口,週2-4,
2025,國4西向路段,非主線資料,神岡,臺中市,進口,週2-4,
2025,國4東向路段,非主線資料,神岡,臺中市,出口,週2-4,
2025,國4西向路段,非主線資料,神岡,臺中市,出口,週2-4,
2025,國4東向路段,非主線資料,神岡,臺中市,進口,週六,6915
2025,國4西向路段,非主線資料,神岡,臺中市,進口,週六,3043
2025,國4東向路段,非主線資料,神岡,臺中市,出口,週六,2741
2025,國4西向路段,非主線資料,神岡,臺中市,出口,週六,6793
2025,國4東向路段,非主線資料,神岡,臺中市,進口,週日,5839
2025,國4西向路段,非主線資料,神岡,臺中市,進口,週日,2556
2025,國4東向路段,非主線資料,神岡,臺中市,出口,週日,2499
2025,國4西向路段,非主線資料,神岡,臺中市,出口,週日,5434
2025,國1南向路段,非主線資料,竹北,新竹縣,進口,週2-4,
2025,國1北向路段,非主線資料,竹北,新竹縣,進口,週2-4,
2025,國1南向路段,非主線資料,竹北,新竹縣,出口,週2-4,
2025,國1北向路段,非主線資料,竹北,新竹縣,出口,週2-4,
2025,國1南向路段,非主線資料,竹北,新竹縣,進口,週六,17992
2025,國1北向路段,非主線資料,竹北,新竹縣,進口,週六,17200
2025,國1南向路段,非主線資料,竹北,新竹縣,出口,週六,15878
2025,國1北向路段,非主線資料,竹北,新竹縣,出口,週六,18103
2025,國1南向路段,非主線資料,竹北,新竹縣,進口,週日,14490
2025,國1北向路段,非主線資料,竹北,新竹縣,進口,週日,13663
2025,國1南向路段,非主線資料,竹北,新竹縣,出口,週日,16028
2025,國1北向路段,非主線資料,竹北,新竹縣,出口,週日,16054
2025,國3南向路段,非主線資料,竹南,待核對,進口,週2-4,
2025,國3北向路段,非主線資料,竹南,待核對,進口,週2-4,
2025,國3南向路段,非主線資料,竹南,待核對,出口,週2-4,
2025,國3北向路段,非主線資料,竹南,待核對,出口,週2-4,
2025,國3南向路段,非主線資料,竹南,待核對,進口,週六,5568
2025,國3北向路段,非主線資料,竹南,待核對,進口,週六,5691
2025,國3南向路段,非主線資料,竹南,待核對,出口,週六,5019
2025,國3北向路段,非主線資料,竹南,待核對,出口,週六,5221
2025,國3南向路段,非主線資料,竹南,待核對,進口,週日,4344
2025,國3北向路段,非主線資料,竹南,待核對,進口,週日,5236
2025,國3南向路段,非主線資料,竹南,待核對,出口,週日,4357
2025,國3北向路段,非主線資料,竹南,待核對,出口,週日,6340
2025,國3南向路段,非主線資料,竹山,南投縣,進口,週2-4,
2025,國3北向路段,非主線資料,竹山,南投縣,進口,週2-4,
2025,國3南向路段,非主線資料,竹山,南投縣,出口,週2-4,
2025,國3北向路段,非主線資料,竹山,南投縣,出口,週2-4,
2025,國3南向路段,非主線資料,竹山,南投縣,進口,週六,3747
2025,國3北向路段,非主線資料,竹山,南投縣,進口,週六,8515
2025,國3南向路段,非主線資料,竹山,南投縣,出口,週六,9426
2025,國3北向路段,非主線資料,竹山,南投縣,出口,週六,4621
2025,國3南向路段,非主線資料,竹山,南投縣,進口,週日,4609
2025,國3北向路段,非主線資料,竹山,南投縣,進口,週日,9140
2025,國3南向路段,非主線資料,竹山,南投縣,出口,週日,7838
2025,國3北向路段,非主線資料,竹山,南投縣,出口,週日,4183
2025,國3南向路段,非主線資料,竹崎,嘉義縣,進口,週2-4,
2025,國3北向路段,非主線資料,竹崎,嘉義縣,進口,週2-4,
2025,國3南向路段,非主線資料,竹崎,嘉義縣,出口,週2-4,
2025,國3北向路段,非主線資料,竹崎,嘉義縣,出口,週2-4,
2025,國3南向路段,非主線資料,竹崎,嘉義縣,進口,週六,6823
2025,國3北向路段,非主線資料,竹崎,嘉義縣,進口,週六,7497
2025,國3南向路段,非主線資料,竹崎,嘉義縣,出口,週六,7920
2025,國3北向路段,非主線資料,竹崎,嘉義縣,出口,週六,6678
2025,國3南向路段,非主線資料,竹崎,嘉義縣,進口,週日,6667
2025,國3北向路段,非主線資料,竹崎,嘉義縣,進口,週日,7966
2025,國3南向路段,非主線資料,竹崎,嘉義縣,出口,週日,6944
2025,國3北向路段,非主線資料,竹崎,嘉義縣,出口,週日,6176
2025,國3南向路段,非主線資料,竹林,新竹縣,進口,週2-4,
2025,國3北向路段,非主線資料,竹林,新竹縣,進口,週2-4,
2025,國3南向路段,非主線資料,竹林,新竹縣,出口,週2-4,
2025,國3北向路段,非主線資料,竹林,新竹縣,出口,週2-4,
2025,國3南向路段,非主線資料,竹林,新竹縣,進口,週六,6956
2025,國3北向路段,非主線資料,竹林,新竹縣,進口,週六,13523
2025,國3南向路段,非主線資料,竹林,新竹縣,出口,週六,13977
2025,國3北向路段,非主線資料,竹林,新竹縣,出口,週六,6458
2025,國3南向路段,非主線資料,竹林,新竹縣,進口,週日,5734
2025,國3北向路段,非主線資料,竹林,新竹縣,進口,週日,12424
2025,國3南向路段,非主線資料,竹林,新竹縣,出口,週日,13520
2025,國3北向路段,非主線資料,竹林,新竹縣,出口,週日,5681
2025,國3南向路段,非主線資料,竹田系統,屏東縣,進口,週2-4,
2025,國3北向路段,非主線資料,竹田系統,屏東縣,進口,週2-4,
2025,國3南向路段,非主線資料,竹田系統,屏東縣,出口,週2-4,
2025,國3北向路段,非主線資料,竹田系統,屏東縣,出口,週2-4,
2025,國3南向路段,非主線資料,竹田系統,屏東縣,進口,週六,15267
2025,國3北向路段,非主線資料,竹田系統,屏東縣,進口,週六,9931
2025,國3南向路段,非主線資料,竹田系統,屏東縣,出口,週六,10210
2025,國3北向路段,非主線資料,竹田系統,屏東縣,出口,週六,12762
2025,國3南向路段,非主線資料,竹田系統,屏東縣,進口,週日,12715
2025,國3北向路段,非主線資料,竹田系統,屏東縣,進口,週日,9420
2025,國3南向路段,非主線資料,竹田系統,屏東縣,出口,週日,9240
2025,國3北向路段,非主線資料,竹田系統,屏東縣,出口,週日,14996
2025,國5南向路段,非主線資料,羅東,宜蘭縣,進口,週2-4,
2025,國5北向路段,非主線資料,羅東,宜蘭縣,進口,週2-4,
2025,國5南向路段,非主線資料,羅東,宜蘭縣,出口,週2-4,
2025,國5北向路段,非主線資料,羅東,宜蘭縣,出口,週2-4,
2025,國5南向路段,非主線資料,羅東,宜蘭縣,進口,週六,3151
2025,國5北向路段,非主線資料,羅東,宜蘭縣,進口,週六,13328
2025,國5南向路段,非主線資料,羅東,宜蘭縣,出口,週六,16634
2025,國5北向路段,非主線資料,羅東,宜蘭縣,出口,週六,3152
2025,國5南向路段,非主線資料,羅東,宜蘭縣,進口,週日,2816
2025,國5北向路段,非主線資料,羅東,宜蘭縣,進口,週日,10694
2025,國5南向路段,非主線資料,羅東,宜蘭縣,出口,週日,11443
2025,國5北向路段,非主線資料,羅東,宜蘭縣,出口,週日,1758
2025,國6東向路段,非主線資料,舊正,南投縣,進口,週2-4,
2025,國6西向路段,非主線資料,舊正,南投縣,進口,週2-4,
2025,國6東向路段,非主線資料,舊正,南投縣,出口,週2-4,
2025,國6西向路段,非主線資料,舊正,南投縣,出口,週2-4,
2025,國6東向路段,非主線資料,舊正,南投縣,進口,週六,2967
2025,國6西向路段,非主線資料,舊正,南投縣,進口,週六,3108
2025,國6東向路段,非主線資料,舊正,南投縣,出口,週六,3058
2025,國6西向路段,非主線資料,舊正,南投縣,出口,週六,2541
2025,國6東向路段,非主線資料,舊正,南投縣,進口,週日,2274
2025,國6西向路段,非主線資料,舊正,南投縣,進口,週日,2586
2025,國6東向路段,非主線資料,舊正,南投縣,出口,週日,2859
2025,國6西向路段,非主線資料,舊正,南投縣,出口,週日,2408
2025,國3南向路段,非主線資料,苑裡,苗栗縣,進口,週2-4,
2025,國3北向路段,非主線資料,苑裡,苗栗縣,進口,週2-4,
2025,國3南向路段,非主線資料,苑裡,苗栗縣,出口,週2-4,
2025,國3北向路段,非主線資料,苑裡,苗栗縣,出口,週2-4,
2025,國3南向路段,非主線資料,苑裡,苗栗縣,進口,週六,9175
2025,國3北向路段,非主線資料,苑裡,苗栗縣,進口,週六,3320
2025,國3南向路段,非主線資料,苑裡,苗栗縣,出口,週六,3820
2025,國3北向路段,非主線資料,苑裡,苗栗縣,出口,週六,9510
2025,國3南向路段,非主線資料,苑裡,苗栗縣,進口,週日,8296
2025,國3北向路段,非主線資料,苑裡,苗栗縣,進口,週日,3384
2025,國3南向路段,非主線資料,苑裡,苗栗縣,出口,週日,2852
2025,國3北向路段,非主線資料,苑裡,苗栗縣,出口,週日,7876
2025,國1南向路段,非主線資料,苗栗,苗栗縣,進口,週2-4,
2025,國1北向路段,非主線資料,苗栗,苗栗縣,進口,週2-4,
2025,國1南向路段,非主線資料,苗栗,苗栗縣,出口,週2-4,
2025,國1北向路段,非主線資料,苗栗,苗栗縣,出口,週2-4,
2025,國1南向路段,非主線資料,苗栗,苗栗縣,進口,週六,6382
2025,國1北向路段,非主線資料,苗栗,苗栗縣,進口,週六,3708
2025,國1南向路段,非主線資料,苗栗,苗栗縣,出口,週六,4923
2025,國1北向路段,非主線資料,苗栗,苗栗縣,出口,週六,6392
2025,國1南向路段,非主線資料,苗栗,苗栗縣,進口,週日,6371
2025,國1北向路段,非主線資料,苗栗,苗栗縣,進口,週日,4715
2025,國1南向路段,非主線資料,苗栗,苗栗縣,出口,週日,3518
2025,國1北向路段,非主線資料,苗栗,苗栗縣,出口,週日,5787
2025,國3南向路段,非主線資料,茄苳,新竹市,進口,週2-4,
2025,國3北向路段,非主線資料,茄苳,新竹市,進口,週2-4,
2025,國3南向路段,非主線資料,茄苳,新竹市,出口,週2-4,
2025,國3北向路段,非主線資料,茄苳,新竹市,出口,週2-4,
2025,國3南向路段,非主線資料,茄苳,新竹市,進口,週六,6642
2025,國3北向路段,非主線資料,茄苳,新竹市,進口,週六,9713
2025,國3南向路段,非主線資料,茄苳,新竹市,出口,週六,9978
2025,國3北向路段,非主線資料,茄苳,新竹市,出口,週六,6030
2025,國3南向路段,非主線資料,茄苳,新竹市,進口,週日,5160
2025,國3北向路段,非主線資料,茄苳,新竹市,進口,週日,7813
2025,國3南向路段,非主線資料,茄苳,新竹市,出口,週日,9288
2025,國3北向路段,非主線資料,茄苳,新竹市,出口,週日,6187
2025,國3南向路段,非主線資料,草屯,南投縣,進口,週2-4,
2025,國3北向路段,非主線資料,草屯,南投縣,進口,週2-4,
2025,國3南向路段,非主線資料,草屯,南投縣,出口,週2-4,
2025,國3北向路段,非主線資料,草屯,南投縣,出口,週2-4,
2025,國3南向路段,非主線資料,草屯,南投縣,進口,週六,3542
2025,國3北向路段,非主線資料,草屯,南投縣,進口,週六,7020
2025,國3南向路段,非主線資料,草屯,南投縣,出口,週六,6616
2025,國3北向路段,非主線資料,草屯,南投縣,出口,週六,3282
2025,國3南向路段,非主線資料,草屯,南投縣,進口,週日,2820
2025,國3北向路段,非主線資料,草屯,南投縣,進口,週日,6392
2025,國3南向路段,非主線資料,草屯,南投縣,出口,週日,6102
2025,國3北向路段,非主線資料,草屯,南投縣,出口,週日,3127
2025,國3甲東向路段,非主線資料,萬芳,臺北市,進口,週2-4,
2025,國3甲西向路段,非主線資料,萬芳,臺北市,進口,週2-4,
2025,國3甲東向路段,非主線資料,萬芳,臺北市,出口,週2-4,
2025,國3甲西向路段,非主線資料,萬芳,臺北市,出口,週2-4,
2025,國3甲東向路段,非主線資料,萬芳,臺北市,進口,週六,15506
2025,國3甲西向路段,非主線資料,萬芳,臺北市,進口,週六,7094
2025,國3甲東向路段,非主線資料,萬芳,臺北市,出口,週六,6970
2025,國3甲西向路段,非主線資料,萬芳,臺北市,出口,週六,16968
2025,國3甲東向路段,非主線資料,萬芳,臺北市,進口,週日,13360
2025,國3甲西向路段,非主線資料,萬芳,臺北市,進口,週日,5781
2025,國3甲東向路段,非主線資料,萬芳,臺北市,出口,週日,5934
2025,國3甲西向路段,非主線資料,萬芳,臺北市,出口,週日,15577
2025,國5北向路段,非主線資料,蘇澳,宜蘭縣,進口,週2-4,
2025,國5南向路段,非主線資料,蘇澳,宜蘭縣,出口,週2-4,
2025,國5北向路段,非主線資料,蘇澳,宜蘭縣,進口,週六,10824
2025,國5南向路段,非主線資料,蘇澳,宜蘭縣,出口,週六,12033
2025,國5北向路段,非主線資料,蘇澳,宜蘭縣,進口,週日,8826
2025,國5南向路段,非主線資料,蘇澳,宜蘭縣,出口,週日,9375
2025,國1南向路段,非主線資料,虎尾,雲林縣,進口,週2-4,
2025,國1北向路段,非主線資料,虎尾,雲林縣,進口,週2-4,
2025,國1南向路段,非主線資料,虎尾,雲林縣,出口,週2-4,
2025,國1北向路段,非主線資料,虎尾,雲林縣,出口,週2-4,
2025,國1南向路段,非主線資料,虎尾,雲林縣,進口,週六,3058
2025,國1北向路段,非主線資料,虎尾,雲林縣,進口,週六,4562
2025,國1南向路段,非主線資料,虎尾,雲林縣,出口,週六,5131
2025,國1北向路段,非主線資料,虎尾,雲林縣,出口,週六,3024
2025,國1南向路段,非主線資料,虎尾,雲林縣,進口,週日,3116
2025,國1北向路段,非主線資料,虎尾,雲林縣,進口,週日,4712
2025,國1南向路段,非主線資料,虎尾,雲林縣,出口,週日,5038
2025,國1北向路段,非主線資料,虎尾,雲林縣,出口,週日,2791
2025,國3南向路段,非主線資料,西湖服務區,苗栗縣,進口,週2-4,
2025,國3北向路段,非主線資料,西湖服務區,苗栗縣,進口,週2-4,
2025,國3南向路段,非主線資料,西湖服務區,苗栗縣,出口,週2-4,
2025,國3北向路段,非主線資料,西湖服務區,苗栗縣,出口,週2-4,
2025,國3南向路段,非主線資料,西湖服務區,苗栗縣,進口,週六,805
2025,國3北向路段,非主線資料,西湖服務區,苗栗縣,進口,週六,454
2025,國3南向路段,非主線資料,西湖服務區,苗栗縣,出口,週六,574
2025,國3北向路段,非主線資料,西湖服務區,苗栗縣,出口,週六,696
2025,國3南向路段,非主線資料,西湖服務區,苗栗縣,進口,週日,658
2025,國3北向路段,非主線資料,西湖服務區,苗栗縣,進口,週日,617
2025,國3南向路段,非主線資料,西湖服務區,苗栗縣,出口,週日,432
2025,國3北向路段,非主線資料,西湖服務區,苗栗縣,出口,週日,932
2025,國3北向路段,非主線資料,西濱,苗栗縣,進口,週2-4,
2025,國3南向路段,非主線資料,西濱,苗栗縣,出口,週2-4,
2025,國3北向路段,非主線資料,西濱,苗栗縣,進口,週六,7149
2025,國3南向路段,非主線資料,西濱,苗栗縣,出口,週六,7287
2025,國3北向路段,非主線資料,西濱,苗栗縣,進口,週日,7007
2025,國3南向路段,非主線資料,西濱,苗栗縣,出口,週日,6244
2025,國1南向路段,非主線資料,西螺,雲林縣,進口,週2-4,
2025,國1北向路段,非主線資料,西螺,雲林縣,進口,週2-4,
2025,國1南向路段,非主線資料,西螺,雲林縣,出口,週2-4,
2025,國1北向路段,非主線資料,西螺,雲林縣,出口,週2-4,
2025,國1南向路段,非主線資料,西螺,雲林縣,進口,週六,6570
2025,國1北向路段,非主線資料,西螺,雲林縣,進口,週六,5751
2025,國1南向路段,非主線資料,西螺,雲林縣,出口,週六,5353
2025,國1北向路段,非主線資料,西螺,雲林縣,出口,週六,6165
2025,國1南向路段,非主線資料,西螺,雲林縣,進口,週日,6099
2025,國1北向路段,非主線資料,西螺,雲林縣,進口,週日,5669
2025,國1南向路段,非主線資料,西螺,雲林縣,出口,週日,4379
2025,國1北向路段,非主線資料,西螺,雲林縣,出口,週日,5407
2025,國4東向路段,非主線資料,豐勢,臺中市,進口,週2-4,
2025,國4西向路段,非主線資料,豐勢,臺中市,進口,週2-4,
2025,國4東向路段,非主線資料,豐勢,臺中市,出口,週2-4,
2025,國4西向路段,非主線資料,豐勢,臺中市,出口,週2-4,
2025,國4東向路段,非主線資料,豐勢,臺中市,進口,週六,8602
2025,國4西向路段,非主線資料,豐勢,臺中市,進口,週六,10948
2025,國4東向路段,非主線資料,豐勢,臺中市,出口,週六,11639
2025,國4西向路段,非主線資料,豐勢,臺中市,出口,週六,9023
2025,國4東向路段,非主線資料,豐勢,臺中市,進口,週日,8483
2025,國4西向路段,非主線資料,豐勢,臺中市,進口,週日,11420
2025,國4東向路段,非主線資料,豐勢,臺中市,出口,週日,10072
2025,國4西向路段,非主線資料,豐勢,臺中市,出口,週日,8619
2025,國1南向路段,非主線資料,豐原,臺中市,進口,週2-4,
2025,國1北向路段,非主線資料,豐原,臺中市,進口,週2-4,
2025,國1南向路段,非主線資料,豐原,臺中市,出口,週2-4,
2025,國1北向路段,非主線資料,豐原,臺中市,出口,週2-4,
2025,國1南向路段,非主線資料,豐原,臺中市,進口,週六,11998
2025,國1北向路段,非主線資料,豐原,臺中市,進口,週六,10265
2025,國1南向路段,非主線資料,豐原,臺中市,出口,週六,8964
2025,國1北向路段,非主線資料,豐原,臺中市,出口,週六,11806
2025,國1南向路段,非主線資料,豐原,臺中市,進口,週日,10157
2025,國1北向路段,非主線資料,豐原,臺中市,進口,週日,9496
2025,國1南向路段,非主線資料,豐原,臺中市,出口,週日,8350
2025,國1北向路段,非主線資料,豐原,臺中市,出口,週日,10566
2025,國1南向路段,非主線資料,路竹,高雄市,進口,週2-4,
