年月,年,月,行業別,用電量
2021年9月,2021,9,電子產品及電力設備製造業,5274027.6
2021年9月,2021,9,住宅用電,5503505.1
2021年9月,2021,9,服務業用電,4391210.6
2021年9月,2021,9,運輸及倉儲業,319070.3
2021年9月,2021,9,住宿及餐飲業,662525.7
2021年9月,2021,9,出版影音及資通訊業,345382.5
2021年9月,2021,9,金融及保險業,152340.6
2021年9月,2021,9,不動產業,76076.7
2021年9月,2021,9,醫療保健及社會工作服務業,335094
2021年9月,2021,9,藝術、娛樂及休閒服務業,102948.1
2021年9月,2021,9,運輸用電,130792.9
2021年9月,2021,9,公路,11925
2021年9月,2021,9,鐵路,116476.5
2021年9月,2021,9,管線運輸,2391.3
2021年9月,2021,9,能源部門自用,1626234.7
2021年9月,2021,9,農業部門,304033.3
2021年10月,2021,10,全國用電量,25938934.6
2021年10月,2021,10,工業用電,14086159.1
2021年10月,2021,10,紡織成衣及服飾品製造業,450321.3
2021年10月,2021,10,紙漿、紙及紙製品製造業,318587.2
2021年10月,2021,10,化學材料及肥料製造業,2884574.8
2021年10月,2021,10,塑膠製品製造業,488735.8
2021年10月,2021,10,非金屬礦物製品製造業,491710.5
2021年10月,2021,10,基本金屬製造業,1708059.8
2021年10月,2021,10,金屬製品製造業,669776.4
2021年10月,2021,10,電子產品及電力設備製造業,5339875.3
2021年10月,2021,10,住宅用電,5419271.6
2021年10月,2021,10,服務業用電,4341482.9
2021年10月,2021,10,運輸及倉儲業,312135.2
2021年10月,2021,10,住宿及餐飲業,692210.9
2021年10月,2021,10,出版影音及資通訊業,343606.1
2021年10月,2021,10,金融及保險業,140055.7
2021年10月,2021,10,不動產業,71818.4
2021年10月,2021,10,醫療保健及社會工作服務業,318598.3
2021年10月,2021,10,藝術、娛樂及休閒服務業,110307.5
2021年10月,2021,10,運輸用電,132301.3
2021年10月,2021,10,公路,12181.2
2021年10月,2021,10,鐵路,117695.6
2021年10月,2021,10,管線運輸,2424.4
2021年10月,2021,10,能源部門自用,1642522.7
2021年10月,2021,10,農業部門,317196.7
2021年11月,2021,11,全國用電量,24167058.1
2021年11月,2021,11,工業用電,13392518.2
2021年11月,2021,11,紡織成衣及服飾品製造業,429858.3
2021年11月,2021,11,紙漿、紙及紙製品製造業,311829.2
2021年11月,2021,11,化學材料及肥料製造業,2778121.7
2021年11月,2021,11,塑膠製品製造業,467157.5
2021年11月,2021,11,非金屬礦物製品製造業,481615.9
2021年11月,2021,11,基本金屬製造業,1638540.5
2021年11月,2021,11,金屬製品製造業,636861.4
2021年11月,2021,11,電子產品及電力設備製造業,5017648.9
2021年11月,2021,11,住宅用電,4923093.6
2021年11月,2021,11,服務業用電,3977918
2021年11月,2021,11,運輸及倉儲業,272976.9
2021年11月,2021,11,住宿及餐飲業,636316.6
2021年11月,2021,11,出版影音及資通訊業,324594.4
2021年11月,2021,11,金融及保險業,128590.7
2021年11月,2021,11,不動產業,66895.8
2021年11月,2021,11,醫療保健及社會工作服務業,270181.5
2021年11月,2021,11,藝術、娛樂及休閒服務業,108995.5
2021年11月,2021,11,運輸用電,129726.8
2021年11月,2021,11,公路,12603.8
2021年11月,2021,11,鐵路,115016
2021年11月,2021,11,管線運輸,2106.8
2021年11月,2021,11,能源部門自用,1467960.9
2021年11月,2021,11,農業部門,275840.3
2021年12月,2021,12,全國用電量,22765361.4
2021年12月,2021,12,工業用電,13508039.5
2021年12月,2021,12,紡織成衣及服飾品製造業,432674.4
2021年12月,2021,12,紙漿、紙及紙製品製造業,314078.4
2021年12月,2021,12,化學材料及肥料製造業,2789674.6
2021年12月,2021,12,塑膠製品製造業,466345.2
2021年12月,2021,12,非金屬礦物製品製造業,507958.3
2021年12月,2021,12,基本金屬製造業,1679361.7
2021年12月,2021,12,金屬製品製造業,635663.8
2021年12月,2021,12,電子產品及電力設備製造業,5088908.3
2021年12月,2021,12,住宅用電,3843362.5
2021年12月,2021,12,服務業用電,3618519.3
2021年12月,2021,12,運輸及倉儲業,255664.7
2021年12月,2021,12,住宿及餐飲業,567185
2021年12月,2021,12,出版影音及資通訊業,317675.4
2021年12月,2021,12,金融及保險業,111466.5
2021年12月,2021,12,不動產業,57276.2
2021年12月,2021,12,醫療保健及社會工作服務業,251450.8
2021年12月,2021,12,藝術、娛樂及休閒服務業,106597.1
2021年12月,2021,12,運輸用電,134085.4
2021年12月,2021,12,公路,13019.7
2021年12月,2021,12,鐵路,119004.2
2021年12月,2021,12,管線運輸,2061.3
2021年12月,2021,12,能源部門自用,1404619.5
2021年12月,2021,12,農業部門,256735
2022年1月,2022,1,全國用電量,21910523.6
2022年1月,2022,1,工業用電,13030019.8
2022年1月,2022,1,紡織成衣及服飾品製造業,415212
2022年1月,2022,1,紙漿、紙及紙製品製造業,301056.9
2022年1月,2022,1,化學材料及肥料製造業,2677146.8
2022年1月,2022,1,塑膠製品製造業,454736.2
2022年1月,2022,1,非金屬礦物製品製造業,484682.7
2022年1月,2022,1,基本金屬製造業,1582467.1
2022年1月,2022,1,金屬製品製造業,587207.9
2022年1月,2022,1,電子產品及電力設備製造業,4930304.9
2022年1月,2022,1,住宅用電,3543733.9
2022年1月,2022,1,服務業用電,3516978.9
2022年1月,2022,1,運輸及倉儲業,249874.4
2022年1月,2022,1,住宿及餐飲業,545683
2022年1月,2022,1,出版影音及資通訊業,322243.3
2022年1月,2022,1,金融及保險業,106552.2
2022年1月,2022,1,不動產業,56053.7
2022年1月,2022,1,醫療保健及社會工作服務業,240918.3
2022年1月,2022,1,藝術、娛樂及休閒服務業,102828.1
2022年1月,2022,1,運輸用電,133468.7
2022年1月,2022,1,公路,13104.1
2022年1月,2022,1,鐵路,118032.9
2022年1月,2022,1,管線運輸,2331.5
2022年1月,2022,1,能源部門自用,1441962
2022年1月,2022,1,農業部門,244360.2
2022年2月,2022,2,全國用電量,20139364.1
2022年2月,2022,2,工業用電,11535728.9
2022年2月,2022,2,紡織成衣及服飾品製造業,352424.5
2022年2月,2022,2,紙漿、紙及紙製品製造業,259785.7
2022年2月,2022,2,化學材料及肥料製造業,2366279.5
2022年2月,2022,2,塑膠製品製造業,387128.5
2022年2月,2022,2,非金屬礦物製品製造業,398997.4
2022年2月,2022,2,基本金屬製造業,1409083
2022年2月,2022,2,金屬製品製造業,509758.4
2022年2月,2022,2,電子產品及電力設備製造業,4492105.4
2022年2月,2022,2,住宅用電,3724085.6
2022年2月,2022,2,服務業用電,3159068
2022年2月,2022,2,運輸及倉儲業,216723.6
2022年2月,2022,2,住宿及餐飲業,506462.4
2022年2月,2022,2,出版影音及資通訊業,294600.1
2022年2月,2022,2,金融及保險業,89704
2022年2月,2022,2,不動產業,47490.8
2022年2月,2022,2,醫療保健及社會工作服務業,212806.4
2022年2月,2022,2,藝術、娛樂及休閒服務業,95802.9
2022年2月,2022,2,運輸用電,128596.7
2022年2月,2022,2,公路,13487.1
2022年2月,2022,2,鐵路,113178.4
2022年2月,2022,2,管線運輸,1931.1
2022年2月,2022,2,能源部門自用,1350610.5
2022年2月,2022,2,農業部門,241274.3
2022年3月,2022,3,全國用電量,22808923.8
2022年3月,2022,3,工業用電,13304432.1
2022年3月,2022,3,紡織成衣及服飾品製造業,435277
2022年3月,2022,3,紙漿、紙及紙製品製造業,317147
2022年3月,2022,3,化學材料及肥料製造業,2594154.5
2022年3月,2022,3,塑膠製品製造業,486111.9
2022年3月,2022,3,非金屬礦物製品製造業,482175.6
2022年3月,2022,3,基本金屬製造業,1641047.7
2022年3月,2022,3,金屬製品製造業,624850.6
2022年3月,2022,3,電子產品及電力設備製造業,5068971.5
2022年3月,2022,3,住宅用電,3990279.4
2022年3月,2022,3,服務業用電,3618414.9
2022年3月,2022,3,運輸及倉儲業,264807.3
2022年3月,2022,3,住宿及餐飲業,545751.1
2022年3月,2022,3,出版影音及資通訊業,322271
2022年3月,2022,3,金融及保險業,107709
2022年3月,2022,3,不動產業,57219.8
2022年3月,2022,3,醫療保健及社會工作服務業,260262.3
2022年3月,2022,3,藝術、娛樂及休閒服務業,108199.2
2022年3月,2022,3,運輸用電,132222.6
2022年3月,2022,3,公路,14339.7
2022年3月,2022,3,鐵路,115940.4
2022年3月,2022,3,管線運輸,1942.4
2022年3月,2022,3,能源部門自用,1520195.7
2022年3月,2022,3,農業部門,243378.9
2022年4月,2022,4,全國用電量,21624774.6
2022年4月,2022,4,工業用電,12977974
2022年4月,2022,4,紡織成衣及服飾品製造業,401229.2
2022年4月,2022,4,紙漿、紙及紙製品製造業,289286.8
2022年4月,2022,4,化學材料及肥料製造業,2576184.4
2022年4月,2022,4,塑膠製品製造業,453230.7
2022年4月,2022,4,非金屬礦物製品製造業,463000.3
2022年4月,2022,4,基本金屬製造業,1587163.2
2022年4月,2022,4,金屬製品製造業,585460.5
2022年4月,2022,4,電子產品及電力設備製造業,5069553.7
2022年4月,2022,4,住宅用電,3398198.6
2022年4月,2022,4,服務業用電,3371646.9
2022年4月,2022,4,運輸及倉儲業,250274.8
2022年4月,2022,4,住宿及餐飲業,498770.4
2022年4月,2022,4,出版影音及資通訊業,293116.2
2022年4月,2022,4,金融及保險業,99989.5
2022年4月,2022,4,不動產業,52299.4
2022年4月,2022,4,醫療保健及社會工作服務業,260057.8
2022年4月,2022,4,藝術、娛樂及休閒服務業,103612.5
2022年4月,2022,4,運輸用電,136561.7
2022年4月,2022,4,公路,14643.1
2022年4月,2022,4,鐵路,119701.4
2022年4月,2022,4,管線運輸,2217.1
2022年4月,2022,4,能源部門自用,1522489.3
2022年4月,2022,4,農業部門,217903.9
2022年5月,2022,5,全國用電量,22697425.2
2022年5月,2022,5,工業用電,13659586.5
2022年5月,2022,5,紡織成衣及服飾品製造業,406006.8
2022年5月,2022,5,紙漿、紙及紙製品製造業,313931.8
2022年5月,2022,5,化學材料及肥料製造業,2704837.2
2022年5月,2022,5,塑膠製品製造業,469930.1
2022年5月,2022,5,非金屬礦物製品製造業,492415.4
2022年5月,2022,5,基本金屬製造業,1657496.8
2022年5月,2022,5,金屬製品製造業,604911.6
2022年5月,2022,5,電子產品及電力設備製造業,5357508.6
2022年5月,2022,5,住宅用電,3299286.6
2022年5月,2022,5,服務業用電,3705035.2
2022年5月,2022,5,運輸及倉儲業,277897.9
2022年5月,2022,5,住宿及餐飲業,548605.4
2022年5月,2022,5,出版影音及資通訊業,320293.8
2022年5月,2022,5,金融及保險業,113557.2
2022年5月,2022,5,不動產業,58721.4
2022年5月,2022,5,醫療保健及社會工作服務業,288110.2
2022年5月,2022,5,藝術、娛樂及休閒服務業,111503.4
2022年5月,2022,5,運輸用電,134069.6
2022年5月,2022,5,公路,15399.4
2022年5月,2022,5,鐵路,116549.4
2022年5月,2022,5,管線運輸,2120.7
2022年5月,2022,5,能源部門自用,1650429.5
2022年5月,2022,5,農業部門,249017.7
2022年6月,2022,6,全國用電量,23316339.4
2022年6月,2022,6,工業用電,13437201.3
2022年6月,2022,6,紡織成衣及服飾品製造業,408400.8
2022年6月,2022,6,紙漿、紙及紙製品製造業,286125.1
2022年6月,2022,6,化學材料及肥料製造業,2519350.1
2022年6月,2022,6,塑膠製品製造業,466738.3
2022年6月,2022,6,非金屬礦物製品製造業,462904.8
2022年6月,2022,6,基本金屬製造業,1547291.2
2022年6月,2022,6,金屬製品製造業,614010
2022年6月,2022,6,電子產品及電力設備製造業,5394390.3
2022年6月,2022,6,住宅用電,3746063.2
2022年6月,2022,6,服務業用電,4027350.4
2022年6月,2022,6,運輸及倉儲業,303928.2
2022年6月,2022,6,住宿及餐飲業,600951.6
2022年6月,2022,6,出版影音及資通訊業,330221.2
2022年6月,2022,6,金融及保險業,125540.3
2022年6月,2022,6,不動產業,64037.7
2022年6月,2022,6,醫療保健及社會工作服務業,318300.9
2022年6月,2022,6,藝術、娛樂及休閒服務業,125178.8
2022年6月,2022,6,運輸用電,133441.8
2022年6月,2022,6,公路,15340.1
2022年6月,2022,6,鐵路,115751.3
2022年6月,2022,6,管線運輸,2350.4
2022年6月,2022,6,能源部門自用,1699376.7
2022年6月,2022,6,農業部門,272905.7
2022年7月,2022,7,全國用電量,25382834.3
2022年7月,2022,7,工業用電,13879260.9
2022年7月,2022,7,紡織成衣及服飾品製造業,421417.3
2022年7月,2022,7,紙漿、紙及紙製品製造業,293856.7
2022年7月,2022,7,化學材料及肥料製造業,2599879.1
2022年7月,2022,7,塑膠製品製造業,473019.9
2022年7月,2022,7,非金屬礦物製品製造業,484933.2
2022年7月,2022,7,基本金屬製造業,1522457
2022年7月,2022,7,金屬製品製造業,624595.5
2022年7月,2022,7,電子產品及電力設備製造業,5562331.5
2022年7月,2022,7,住宅用電,4690832.1
2022年7月,2022,7,服務業用電,4515496.5
2022年7月,2022,7,運輸及倉儲業,337011.5
2022年7月,2022,7,住宿及餐飲業,709662.3
2022年7月,2022,7,出版影音及資通訊業,349011.9
2022年7月,2022,7,金融及保險業,146659.3
2022年7月,2022,7,不動產業,70513.3
2022年7月,2022,7,醫療保健及社會工作服務業,354230.4
2022年7月,2022,7,藝術、娛樂及休閒服務業,139260.1
2022年7月,2022,7,運輸用電,142854.2
2022年7月,2022,7,公路,15232.8
2022年7月,2022,7,鐵路,125279.4
2022年7月,2022,7,管線運輸,2341.9
2022年7月,2022,7,能源部門自用,1852778.2
2022年7月,2022,7,農業部門,301612.2
2022年8月,2022,8,全國用電量,25795322.5
2022年8月,2022,8,工業用電,13614362.8
2022年8月,2022,8,紡織成衣及服飾品製造業,425427
2022年8月,2022,8,紙漿、紙及紙製品製造業,290149.9
2022年8月,2022,8,化學材料及肥料製造業,2388271.9
2022年8月,2022,8,塑膠製品製造業,470032.4
2022年8月,2022,8,非金屬礦物製品製造業,478430.9
2022年8月,2022,8,基本金屬製造業,1458175.5
2022年8月,2022,8,金屬製品製造業,618177.2
2022年8月,2022,8,電子產品及電力設備製造業,5577227
2022年8月,2022,8,住宅用電,5313245.1
2022年8月,2022,8,服務業用電,4626638.6
2022年8月,2022,8,運輸及倉儲業,337408
2022年8月,2022,8,住宿及餐飲業,750913.7
2022年8月,2022,8,出版影音及資通訊業,342930
2022年8月,2022,8,金融及保險業,149760.9
2022年8月,2022,8,不動產業,72211.6
2022年8月,2022,8,醫療保健及社會工作服務業,357309.8
2022年8月,2022,8,藝術、娛樂及休閒服務業,145709.7
2022年8月,2022,8,運輸用電,148600.8
2022年8月,2022,8,公路,16009.6
2022年8月,2022,8,鐵路,130414.8
2022年8月,2022,8,管線運輸,2176.3
2022年8月,2022,8,能源部門自用,1777395.4
2022年8月,2022,8,農業部門,315079.6
2022年9月,2022,9,全國用電量,26023490.1
2022年9月,2022,9,工業用電,12962975.7
2022年9月,2022,9,紡織成衣及服飾品製造業,394757.4
2022年9月,2022,9,紙漿、紙及紙製品製造業,283479.4
2022年9月,2022,9,化學材料及肥料製造業,2335258
2022年9月,2022,9,塑膠製品製造業,445586.2
2022年9月,2022,9,非金屬礦物製品製造業,455578.4
2022年9月,2022,9,基本金屬製造業,1393571.4
2022年9月,2022,9,金屬製品製造業,608046.4
2022年9月,2022,9,電子產品及電力設備製造業,5207532.1
2022年9月,2022,9,住宅用電,6040837.9
2022年9月,2022,9,服務業用電,4831934.9
2022年9月,2022,9,運輸及倉儲業,327022.2
2022年9月,2022,9,住宿及餐飲業,821904.8
2022年9月,2022,9,出版影音及資通訊業,363289.6
2022年9月,2022,9,金融及保險業,153219.8
2022年9月,2022,9,不動產業,75277.7
2022年9月,2022,9,醫療保健及社會工作服務業,332898
2022年9月,2022,9,藝術、娛樂及休閒服務業,147637.1
2022年9月,2022,9,運輸用電,144006.5
2022年9月,2022,9,公路,16700.2
2022年9月,2022,9,鐵路,125185.8
2022年9月,2022,9,管線運輸,2120.4
2022年9月,2022,9,能源部門自用,1707481.3
2022年9月,2022,9,農業部門,336253.6
2022年10月,2022,10,全國用電量,24888374.4
2022年10月,2022,10,工業用電,13183065.5
2022年10月,2022,10,紡織成衣及服飾品製造業,370738.9
2022年10月,2022,10,紙漿、紙及紙製品製造業,303820.5
2022年10月,2022,10,化學材料及肥料製造業,2548753.9
2022年10月,2022,10,塑膠製品製造業,428199
2022年10月,2022,10,非金屬礦物製品製造業,452968.3
2022年10月,2022,10,基本金屬製造業,1486703.9
2022年10月,2022,10,金屬製品製造業,579288.1
2022年10月,2022,10,電子產品及電力設備製造業,5274302.3
2022年10月,2022,10,住宅用電,5343821.7
2022年10月,2022,10,服務業用電,4351638.5
2022年10月,2022,10,運輸及倉儲業,306689.5
2022年10月,2022,10,住宿及餐飲業,726880.4
2022年10月,2022,10,出版影音及資通訊業,336817.6
2022年10月,2022,10,金融及保險業,132910
2022年10月,2022,10,不動產業,65586
2022年10月,2022,10,醫療保健及社會工作服務業,308818.2
2022年10月,2022,10,藝術、娛樂及休閒服務業,134600
2022年10月,2022,10,運輸用電,140341.2
2022年10月,2022,10,公路,16894.5
2022年10月,2022,10,鐵路,121288.2
2022年10月,2022,10,管線運輸,2158.4
2022年10月,2022,10,能源部門自用,1563351.6
2022年10月,2022,10,農業部門,306155.7
2022年11月,2022,11,全國用電量,22879676.8
2022年11月,2022,11,工業用電,12713114.3
2022年11月,2022,11,紡織成衣及服飾品製造業,349161.3
2022年11月,2022,11,紙漿、紙及紙製品製造業,287254.9
2022年11月,2022,11,化學材料及肥料製造業,2446125.6
2022年11月,2022,11,塑膠製品製造業,420902.6
2022年11月,2022,11,非金屬礦物製品製造業,442514.5
2022年11月,2022,11,基本金屬製造業,1418756.7
2022年11月,2022,11,金屬製品製造業,551242.4
2022年11月,2022,11,電子產品及電力設備製造業,5111722
2022年11月,2022,11,住宅用電,4300294.2
2022年11月,2022,11,服務業用電,4019924.5
2022年11月,2022,11,運輸及倉儲業,279599.6
2022年11月,2022,11,住宿及餐飲業,640430.3
2022年11月,2022,11,出版影音及資通訊業,319202
2022年11月,2022,11,金融及保險業,124413.7
2022年11月,2022,11,不動產業,61606.5
2022年11月,2022,11,醫療保健及社會工作服務業,286780.3
2022年11月,2022,11,藝術、娛樂及休閒服務業,118877.3
2022年11月,2022,11,運輸用電,140427.7
2022年11月,2022,11,公路,17394.8
2022年11月,2022,11,鐵路,121124.8
2022年11月,2022,11,管線運輸,1908.1
2022年11月,2022,11,能源部門自用,1437695.7
2022年11月,2022,11,農業部門,268220.1
2022年12月,2022,12,全國用電量,21561416.1
2022年12月,2022,12,工業用電,12642101.1
2022年12月,2022,12,紡織成衣及服飾品製造業,337909.3
2022年12月,2022,12,紙漿、紙及紙製品製造業,299335.1
2022年12月,2022,12,化學材料及肥料製造業,2439565.4
2022年12月,2022,12,塑膠製品製造業,420958.3
2022年12月,2022,12,非金屬礦物製品製造業,471414.1
2022年12月,2022,12,基本金屬製造業,1448494.1
2022年12月,2022,12,金屬製品製造業,546129.8
2022年12月,2022,12,電子產品及電力設備製造業,5061878.2
2022年12月,2022,12,住宅用電,3396727.4
2022年12月,2022,12,服務業用電,3668299.7
2022年12月,2022,12,運輸及倉儲業,258611.8
2022年12月,2022,12,住宿及餐飲業,607093.6
2022年12月,2022,12,出版影音及資通訊業,316113.3
2022年12月,2022,12,金融及保險業,110651.5
2022年12月,2022,12,不動產業,53218.4
2022年12月,2022,12,醫療保健及社會工作服務業,254893
2022年12月,2022,12,藝術、娛樂及休閒服務業,111189.1
2022年12月,2022,12,運輸用電,143372.3
2022年12月,2022,12,公路,18720.1
2022年12月,2022,12,鐵路,122379.8
2022年12月,2022,12,管線運輸,2272.4
2022年12月,2022,12,能源部門自用,1444456.2
2022年12月,2022,12,農業部門,266459
2023年1月,2023,1,全國用電量,20888635.9
2023年1月,2023,1,工業用電,11594263.4
2023年1月,2023,1,紡織成衣及服飾品製造業,279291
2023年1月,2023,1,紙漿、紙及紙製品製造業,250412.4
2023年1月,2023,1,化學材料及肥料製造業,2250305.5
2023年1月,2023,1,塑膠製品製造業,344868.8
2023年1月,2023,1,非金屬礦物製品製造業,410974.2
2023年1月,2023,1,基本金屬製造業,1290443.5
2023年1月,2023,1,金屬製品製造業,426741
2023年1月,2023,1,電子產品及電力設備製造業,4921283.6
2023年1月,2023,1,住宅用電,3847514.6
2023年1月,2023,1,服務業用電,3550822.7
2023年1月,2023,1,運輸及倉儲業,246362.4
2023年1月,2023,1,住宿及餐飲業,575240.9
2023年1月,2023,1,出版影音及資通訊業,320079.2
2023年1月,2023,1,金融及保險業,103271.1
2023年1月,2023,1,不動產業,51757.6
2023年1月,2023,1,醫療保健及社會工作服務業,240500.9
2023年1月,2023,1,藝術、娛樂及休閒服務業,102658.7
2023年1月,2023,1,運輸用電,145590.6
2023年1月,2023,1,公路,18664.6
2023年1月,2023,1,鐵路,124528
2023年1月,2023,1,管線運輸,2397.9
2023年1月,2023,1,能源部門自用,1496581.2
2023年1月,2023,1,農業部門,253863.1
2023年2月,2023,2,全國用電量,20317560.8
2023年2月,2023,2,工業用電,11325247.3
2023年2月,2023,2,紡織成衣及服飾品製造業,330614.4
2023年2月,2023,2,紙漿、紙及紙製品製造業,270405.8
2023年2月,2023,2,化學材料及肥料製造業,2202526.8
2023年2月,2023,2,塑膠製品製造業,362731.8
2023年2月,2023,2,非金屬礦物製品製造業,405347
2023年2月,2023,2,基本金屬製造業,1363998.9
2023年2月,2023,2,金屬製品製造業,483140.3
2023年2月,2023,2,電子產品及電力設備製造業,4461561.9
2023年2月,2023,2,住宅用電,4003534.3
2023年2月,2023,2,服務業用電,3283890.2
2023年2月,2023,2,運輸及倉儲業,223214.3
2023年2月,2023,2,住宿及餐飲業,541810.9
2023年2月,2023,2,出版影音及資通訊業,294370.8
2023年2月,2023,2,金融及保險業,93248.6
2023年2月,2023,2,不動產業,46244.9
2023年2月,2023,2,醫療保健及社會工作服務業,225100.1
2023年2月,2023,2,藝術、娛樂及休閒服務業,99194.1
2023年2月,2023,2,運輸用電,135252.1
2023年2月,2023,2,公路,18928.9
2023年2月,2023,2,鐵路,114250
2023年2月,2023,2,管線運輸,2073
2023年2月,2023,2,能源部門自用,1319008.6
2023年2月,2023,2,農業部門,250628.1
2023年3月,2023,3,全國用電量,21770317.4
2023年3月,2023,3,工業用電,12645203.4
2023年3月,2023,3,紡織成衣及服飾品製造業,333873.1
2023年3月,2023,3,紙漿、紙及紙製品製造業,305408
2023年3月,2023,3,化學材料及肥料製造業,2378253.9
2023年3月,2023,3,塑膠製品製造業,399258.5
2023年3月,2023,3,非金屬礦物製品製造業,464997.5
2023年3月,2023,3,基本金屬製造業,1572343.7
2023年3月,2023,3,金屬製品製造業,494982.7
2023年3月,2023,3,電子產品及電力設備製造業,5086614
2023年3月,2023,3,住宅用電,3780073.1
2023年3月,2023,3,服務業用電,3456764.2
2023年3月,2023,3,運輸及倉儲業,248516.2
2023年3月,2023,3,住宿及餐飲業,525288.7
2023年3月,2023,3,出版影音及資通訊業,316802.8
2023年3月,2023,3,金融及保險業,103678.9
2023年3月,2023,3,不動產業,50432.9
2023年3月,2023,3,醫療保健及社會工作服務業,252651.5
2023年3月,2023,3,藝術、娛樂及休閒服務業,101089.1
2023年3月,2023,3,運輸用電,147614.7
2023年3月,2023,3,公路,20450.1
2023年3月,2023,3,鐵路,124774.5
2023年3月,2023,3,管線運輸,2390
2023年3月,2023,3,能源部門自用,1508764
2023年3月,2023,3,農業部門,231897.8
2023年4月,2023,4,全國用電量,20839992.4
2023年4月,2023,4,工業用電,12086494.2
2023年4月,2023,4,紡織成衣及服飾品製造業,299680.6
2023年4月,2023,4,紙漿、紙及紙製品製造業,268841.7
2023年4月,2023,4,化學材料及肥料製造業,2194985.6
2023年4月,2023,4,塑膠製品製造業,347945.3
2023年4月,2023,4,非金屬礦物製品製造業,437297.4
2023年4月,2023,4,基本金屬製造業,1573871.8
2023年4月,2023,4,金屬製品製造業,446684.8
2023年4月,2023,4,電子產品及電力設備製造業,5008123.6
2023年4月,2023,4,住宅用電,3326238.8
2023年4月,2023,4,服務業用電,3451134.4
2023年4月,2023,4,運輸及倉儲業,251843.9
2023年4月,2023,4,住宿及餐飲業,537078
2023年4月,2023,4,出版影音及資通訊業,301613.2
2023年4月,2023,4,金融及保險業,99857
2023年4月,2023,4,不動產業,48379.5
2023年4月,2023,4,醫療保健及社會工作服務業,259901.5
2023年4月,2023,4,藝術、娛樂及休閒服務業,104760.5
2023年4月,2023,4,運輸用電,146090.5
2023年4月,2023,4,公路,20621.6
2023年4月,2023,4,鐵路,123116.7
2023年4月,2023,4,管線運輸,2352.1
2023年4月,2023,4,能源部門自用,1588042.7
2023年4月,2023,4,農業部門,241991.5
2023年5月,2023,5,全國用電量,22489556.7
2023年5月,2023,5,工業用電,13041172
2023年5月,2023,5,紡織成衣及服飾品製造業,323740
2023年5月,2023,5,紙漿、紙及紙製品製造業,303482.9
2023年5月,2023,5,化學材料及肥料製造業,2384933.8
2023年5月,2023,5,塑膠製品製造業,388487.9
2023年5月,2023,5,非金屬礦物製品製造業,447646.2
2023年5月,2023,5,基本金屬製造業,1580891.1
2023年5月,2023,5,金屬製品製造業,500227.7
2023年5月,2023,5,電子產品及電力設備製造業,5411855.3
2023年5月,2023,5,住宅用電,3455048.8
2023年5月,2023,5,服務業用電,3945539.7
2023年5月,2023,5,運輸及倉儲業,282644.5
2023年5月,2023,5,住宿及餐飲業,611036.3
2023年5月,2023,5,出版影音及資通訊業,325921.6
2023年5月,2023,5,金融及保險業,120856.5
2023年5月,2023,5,不動產業,58240.3
2023年5月,2023,5,醫療保健及社會工作服務業,300678.4
2023年5月,2023,5,藝術、娛樂及休閒服務業,117727.6
2023年5月,2023,5,運輸用電,155933.4
2023年5月,2023,5,公路,21722
2023年5月,2023,5,鐵路,131917.7
2023年5月,2023,5,管線運輸,2293.7
2023年5月,2023,5,能源部門自用,1635608.7
2023年5月,2023,5,農業部門,256253.8
2023年6月,2023,6,全國用電量,22913939.6
2023年6月,2023,6,工業用電,12918058.6
2023年6月,2023,6,紡織成衣及服飾品製造業,318572.2
2023年6月,2023,6,紙漿、紙及紙製品製造業,296144.7
2023年6月,2023,6,化學材料及肥料製造業,2367870.7
2023年6月,2023,6,塑膠製品製造業,374497.5
2023年6月,2023,6,非金屬礦物製品製造業,432550.8
2023年6月,2023,6,基本金屬製造業,1508622.9
2023年6月,2023,6,金屬製品製造業,487359.4
2023年6月,2023,6,電子產品及電力設備製造業,5415312.9
2023年6月,2023,6,住宅用電,3843845.3
2023年6月,2023,6,服務業用電,4121545.5
2023年6月,2023,6,運輸及倉儲業,301717.8
2023年6月,2023,6,住宿及餐飲業,644681.8
2023年6月,2023,6,出版影音及資通訊業,319156.1
2023年6月,2023,6,金融及保險業,125548
2023年6月,2023,6,不動產業,60566.8
2023年6月,2023,6,醫療保健及社會工作服務業,324314.8
2023年6月,2023,6,藝術、娛樂及休閒服務業,127063.5
2023年6月,2023,6,運輸用電,156946.3
2023年6月,2023,6,公路,22467.2
2023年6月,2023,6,鐵路,132123.3
2023年6月,2023,6,管線運輸,2355.7
2023年6月,2023,6,能源部門自用,1608837.9
2023年6月,2023,6,農業部門,264705.6
2023年7月,2023,7,全國用電量,25100935
2023年7月,2023,7,工業用電,13624397.9
2023年7月,2023,7,紡織成衣及服飾品製造業,345514.2
2023年7月,2023,7,紙漿、紙及紙製品製造業,295043.1
2023年7月,2023,7,化學材料及肥料製造業,2481350.6
2023年7月,2023,7,塑膠製品製造業,393903.9
2023年7月,2023,7,非金屬礦物製品製造業,456760.2
2023年7月,2023,7,基本金屬製造業,1581529.5
2023年7月,2023,7,金屬製品製造業,512892.8
2023年7月,2023,7,電子產品及電力設備製造業,5734997.8
2023年7月,2023,7,住宅用電,4662959.5
2023年7月,2023,7,服務業用電,4634700.3
2023年7月,2023,7,運輸及倉儲業,333161.7
2023年7月,2023,7,住宿及餐飲業,770543.3
2023年7月,2023,7,出版影音及資通訊業,351908.3
