年月,年,月,行業別,用電量
2019年11月,2019,11,化學材料及肥料製造業,2638655.4
2019年11月,2019,11,塑膠製品製造業,447732.2
2019年11月,2019,11,非金屬礦物製品製造業,488334.5
2019年11月,2019,11,基本金屬製造業,1461640.7
2019年11月,2019,11,金屬製品製造業,545879.4
2019年11月,2019,11,電子產品及電力設備製造業,4261736.7
2019年11月,2019,11,住宅用電,4086702.5
2019年11月,2019,11,服務業用電,3829241.3
2019年11月,2019,11,運輸及倉儲業,263030.1
2019年11月,2019,11,住宿及餐飲業,642611.7
2019年11月,2019,11,出版影音及資通訊業,287220.5
2019年11月,2019,11,金融及保險業,133956.8
2019年11月,2019,11,不動產業,72339.7
2019年11月,2019,11,醫療保健及社會工作服務業,261697.5
2019年11月,2019,11,藝術、娛樂及休閒服務業,116060.8
2019年11月,2019,11,運輸用電,129057.4
2019年11月,2019,11,公路,7805.6
2019年11月,2019,11,鐵路,118437.1
2019年11月,2019,11,管線運輸,2814.6
2019年11月,2019,11,能源部門自用,1564295.5
2019年11月,2019,11,農業部門,269640.6
2019年12月,2019,12,全國用電量,20750989.3
2019年12月,2019,12,工業用電,12294957.5
2019年12月,2019,12,紡織成衣及服飾品製造業,450508.8
2019年12月,2019,12,紙漿、紙及紙製品製造業,319160.8
2019年12月,2019,12,化學材料及肥料製造業,2642873.5
2019年12月,2019,12,塑膠製品製造業,453184.3
2019年12月,2019,12,非金屬礦物製品製造業,498566.6
2019年12月,2019,12,基本金屬製造業,1519051.7
2019年12月,2019,12,金屬製品製造業,546841.2
2019年12月,2019,12,電子產品及電力設備製造業,4323639
2019年12月,2019,12,住宅用電,3105834.4
2019年12月,2019,12,服務業用電,3380467.4
2019年12月,2019,12,運輸及倉儲業,244021.9
2019年12月,2019,12,住宿及餐飲業,548394.4
2019年12月,2019,12,出版影音及資通訊業,273736.7
2019年12月,2019,12,金融及保險業,115466.1
2019年12月,2019,12,不動產業,57848.5
2019年12月,2019,12,醫療保健及社會工作服務業,244847.7
2019年12月,2019,12,藝術、娛樂及休閒服務業,103691.7
2019年12月,2019,12,運輸用電,132328.9
2019年12月,2019,12,公路,8626.2
2019年12月,2019,12,鐵路,120983
2019年12月,2019,12,管線運輸,2719.6
2019年12月,2019,12,能源部門自用,1596061.1
2019年12月,2019,12,農業部門,241339.7
2020年1月,2020,1,全國用電量,19982095.6
2020年1月,2020,1,工業用電,11694837.5
2020年1月,2020,1,紡織成衣及服飾品製造業,400964.1
2020年1月,2020,1,紙漿、紙及紙製品製造業,289124.2
2020年1月,2020,1,化學材料及肥料製造業,2640606.6
2020年1月,2020,1,塑膠製品製造業,388666.5
2020年1月,2020,1,非金屬礦物製品製造業,444568.5
2020年1月,2020,1,基本金屬製造業,1454483.1
2020年1月,2020,1,金屬製品製造業,462908.7
2020年1月,2020,1,電子產品及電力設備製造業,4232037.8
2020年1月,2020,1,住宅用電,3156055.6
2020年1月,2020,1,服務業用電,3228265
2020年1月,2020,1,運輸及倉儲業,235315.2
2020年1月,2020,1,住宿及餐飲業,513866.1
2020年1月,2020,1,出版影音及資通訊業,268941.4
2020年1月,2020,1,金融及保險業,106034.6
2020年1月,2020,1,不動產業,55330.3
2020年1月,2020,1,醫療保健及社會工作服務業,232234.3
2020年1月,2020,1,藝術、娛樂及休閒服務業,95332.6
2020年1月,2020,1,運輸用電,132182.5
2020年1月,2020,1,公路,7314.2
2020年1月,2020,1,鐵路,122055.9
2020年1月,2020,1,管線運輸,2812.3
2020年1月,2020,1,能源部門自用,1551360.1
2020年1月,2020,1,農業部門,219394.7
2020年2月,2020,2,全國用電量,20085772.8
2020年2月,2020,2,工業用電,11549282.6
2020年2月,2020,2,紡織成衣及服飾品製造業,425432
2020年2月,2020,2,紙漿、紙及紙製品製造業,274928.8
2020年2月,2020,2,化學材料及肥料製造業,2410447.6
2020年2月,2020,2,塑膠製品製造業,422556.8
2020年2月,2020,2,非金屬礦物製品製造業,447814.1
2020年2月,2020,2,基本金屬製造業,1507095.1
2020年2月,2020,2,金屬製品製造業,506942.7
2020年2月,2020,2,電子產品及電力設備製造業,4103400.2
2020年2月,2020,2,住宅用電,3484946.7
2020年2月,2020,2,服務業用電,3187123.8
2020年2月,2020,2,運輸及倉儲業,227127
2020年2月,2020,2,住宿及餐飲業,522809.9
2020年2月,2020,2,出版影音及資通訊業,273334.1
2020年2月,2020,2,金融及保險業,103039.9
2020年2月,2020,2,不動產業,51372.9
2020年2月,2020,2,醫療保健及社會工作服務業,226495.9
2020年2月,2020,2,藝術、娛樂及休閒服務業,98366.3
2020年2月,2020,2,運輸用電,119628
2020年2月,2020,2,公路,7388
2020年2月,2020,2,鐵路,109853.2
2020年2月,2020,2,管線運輸,2386.7
2020年2月,2020,2,能源部門自用,1493474.6
2020年2月,2020,2,農業部門,251316.8
2020年3月,2020,3,全國用電量,21298531.7
2020年3月,2020,3,工業用電,12429784.2
2020年3月,2020,3,紡織成衣及服飾品製造業,460718.8
2020年3月,2020,3,紙漿、紙及紙製品製造業,313972.3
2020年3月,2020,3,化學材料及肥料製造業,2499940.5
2020年3月,2020,3,塑膠製品製造業,444059
2020年3月,2020,3,非金屬礦物製品製造業,490032.6
2020年3月,2020,3,基本金屬製造業,1619076.6
2020年3月,2020,3,金屬製品製造業,563494
2020年3月,2020,3,電子產品及電力設備製造業,4478231.4
2020年3月,2020,3,住宅用電,3596554
2020年3月,2020,3,服務業用電,3293301
2020年3月,2020,3,運輸及倉儲業,242882.5
2020年3月,2020,3,住宿及餐飲業,495564.4
2020年3月,2020,3,出版影音及資通訊業,276329.3
2020年3月,2020,3,金融及保險業,111584.5
2020年3月,2020,3,不動產業,55914.8
2020年3月,2020,3,醫療保健及社會工作服務業,249190.8
2020年3月,2020,3,藝術、娛樂及休閒服務業,97005.8
2020年3月,2020,3,運輸用電,129107.6
2020年3月,2020,3,公路,7964
2020年3月,2020,3,鐵路,119129
2020年3月,2020,3,管線運輸,2014.5
2020年3月,2020,3,能源部門自用,1620981
2020年3月,2020,3,農業部門,228803.6
2020年4月,2020,4,全國用電量,20359060.3
2020年4月,2020,4,工業用電,11802214.6
2020年4月,2020,4,紡織成衣及服飾品製造業,344883.8
2020年4月,2020,4,紙漿、紙及紙製品製造業,305410.7
2020年4月,2020,4,化學材料及肥料製造業,2377810.9
2020年4月,2020,4,塑膠製品製造業,429528.7
2020年4月,2020,4,非金屬礦物製品製造業,464200.4
2020年4月,2020,4,基本金屬製造業,1499062.2
2020年4月,2020,4,金屬製品製造業,538748.5
2020年4月,2020,4,電子產品及電力設備製造業,4354421.6
2020年4月,2020,4,住宅用電,3349521.5
2020年4月,2020,4,服務業用電,3270255.1
2020年4月,2020,4,運輸及倉儲業,238167.1
2020年4月,2020,4,住宿及餐飲業,494497.8
2020年4月,2020,4,出版影音及資通訊業,274655.2
2020年4月,2020,4,金融及保險業,109138.5
2020年4月,2020,4,不動產業,52357.8
2020年4月,2020,4,醫療保健及社會工作服務業,244503.7
2020年4月,2020,4,藝術、娛樂及休閒服務業,96792.1
2020年4月,2020,4,運輸用電,124868.5
2020年4月,2020,4,公路,8015
2020年4月,2020,4,鐵路,114497.7
2020年4月,2020,4,管線運輸,2355.7
2020年4月,2020,4,能源部門自用,1561732.4
2020年4月,2020,4,農業部門,250467.9
2020年5月,2020,5,全國用電量,21916106.1
2020年5月,2020,5,工業用電,12542201.7
2020年5月,2020,5,紡織成衣及服飾品製造業,341486.2
2020年5月,2020,5,紙漿、紙及紙製品製造業,305339.4
2020年5月,2020,5,化學材料及肥料製造業,2590471.5
2020年5月,2020,5,塑膠製品製造業,435862.1
2020年5月,2020,5,非金屬礦物製品製造業,490801.9
2020年5月,2020,5,基本金屬製造業,1508743.1
2020年5月,2020,5,金屬製品製造業,530436.3
2020年5月,2020,5,電子產品及電力設備製造業,4757244.1
2020年5月,2020,5,住宅用電,3600445.9
2020年5月,2020,5,服務業用電,3762745.9
2020年5月,2020,5,運輸及倉儲業,282033.8
2020年5月,2020,5,住宿及餐飲業,555370.8
2020年5月,2020,5,出版影音及資通訊業,292984.8
2020年5月,2020,5,金融及保險業,129417.7
2020年5月,2020,5,不動產業,64207.1
2020年5月,2020,5,醫療保健及社會工作服務業,298722.9
2020年5月,2020,5,藝術、娛樂及休閒服務業,110767.5
2020年5月,2020,5,運輸用電,124551.6
2020年5月,2020,5,公路,8189.9
2020年5月,2020,5,鐵路,113617.6
2020年5月,2020,5,管線運輸,2744
2020年5月,2020,5,能源部門自用,1623137.2
2020年5月,2020,5,農業部門,263023.5
2020年6月,2020,6,全國用電量,22945986.4
2020年6月,2020,6,工業用電,12587521.4
2020年6月,2020,6,紡織成衣及服飾品製造業,352694.7
2020年6月,2020,6,紙漿、紙及紙製品製造業,292031.2
2020年6月,2020,6,化學材料及肥料製造業,2634269.1
2020年6月,2020,6,塑膠製品製造業,443041.6
2020年6月,2020,6,非金屬礦物製品製造業,487679.3
2020年6月,2020,6,基本金屬製造業,1482004.5
2020年6月,2020,6,金屬製品製造業,529143.7
2020年6月,2020,6,電子產品及電力設備製造業,4722445.5
2020年6月,2020,6,住宅用電,4238831.3
2020年6月,2020,6,服務業用電,4083530.4
2020年6月,2020,6,運輸及倉儲業,295070.3
2020年6月,2020,6,住宿及餐飲業,634250.2
2020年6月,2020,6,出版影音及資通訊業,294683.5
2020年6月,2020,6,金融及保險業,141788.6
2020年6月,2020,6,不動產業,68075.6
2020年6月,2020,6,醫療保健及社會工作服務業,324893.7
2020年6月,2020,6,藝術、娛樂及休閒服務業,128287.7
2020年6月,2020,6,運輸用電,132066.4
2020年6月,2020,6,公路,8317.5
2020年6月,2020,6,鐵路,121247
2020年6月,2020,6,管線運輸,2501.7
2020年6月,2020,6,能源部門自用,1618869
2020年6月,2020,6,農業部門,285167.7
2020年7月,2020,7,全國用電量,25442564.6
2020年7月,2020,7,工業用電,13306413.7
2020年7月,2020,7,紡織成衣及服飾品製造業,399133.5
2020年7月,2020,7,紙漿、紙及紙製品製造業,316417
2020年7月,2020,7,化學材料及肥料製造業,2724455.5
2020年7月,2020,7,塑膠製品製造業,489968.1
2020年7月,2020,7,非金屬礦物製品製造業,493458.3
2020年7月,2020,7,基本金屬製造業,1448192
2020年7月,2020,7,金屬製品製造業,590489.3
2020年7月,2020,7,電子產品及電力設備製造業,4994954.7
2020年7月,2020,7,住宅用電,5243627.9
2020年7月,2020,7,服務業用電,4663313.8
2020年7月,2020,7,運輸及倉儲業,328275
2020年7月,2020,7,住宿及餐飲業,784718.2
2020年7月,2020,7,出版影音及資通訊業,328420.3
2020年7月,2020,7,金融及保險業,167655.6
2020年7月,2020,7,不動產業,82600.8
2020年7月,2020,7,醫療保健及社會工作服務業,356758.2
2020年7月,2020,7,藝術、娛樂及休閒服務業,154691.5
2020年7月,2020,7,運輸用電,139389.9
2020年7月,2020,7,公路,8526.1
2020年7月,2020,7,鐵路,128182.9
2020年7月,2020,7,管線運輸,2680.8
2020年7月,2020,7,能源部門自用,1757880.6
2020年7月,2020,7,農業部門,331938.5
2020年8月,2020,8,全國用電量,25231268.9
2020年8月,2020,8,工業用電,13120368.2
2020年8月,2020,8,紡織成衣及服飾品製造業,408574.5
2020年8月,2020,8,紙漿、紙及紙製品製造業,295875.5
2020年8月,2020,8,化學材料及肥料製造業,2613252.7
2020年8月,2020,8,塑膠製品製造業,480360.4
2020年8月,2020,8,非金屬礦物製品製造業,494966.4
2020年8月,2020,8,基本金屬製造業,1508167.3
2020年8月,2020,8,金屬製品製造業,575710.4
2020年8月,2020,8,電子產品及電力設備製造業,4976697.7
2020年8月,2020,8,住宅用電,5522824.1
2020年8月,2020,8,服務業用電,4375801.3
2020年8月,2020,8,運輸及倉儲業,314483.3
2020年8月,2020,8,住宿及餐飲業,743002.7
2020年8月,2020,8,出版影音及資通訊業,304079.2
2020年8月,2020,8,金融及保險業,153250.1
2020年8月,2020,8,不動產業,77131.7
2020年8月,2020,8,醫療保健及社會工作服務業,343057.5
2020年8月,2020,8,藝術、娛樂及休閒服務業,148619.5
2020年8月,2020,8,運輸用電,140697
2020年8月,2020,8,公路,8750.2
2020年8月,2020,8,鐵路,129184.8
2020年8月,2020,8,管線運輸,2761.9
2020年8月,2020,8,能源部門自用,1769315.6
2020年8月,2020,8,農業部門,302262.3
2020年9月,2020,9,全國用電量,25361004.2
2020年9月,2020,9,工業用電,12977174.8
2020年9月,2020,9,紡織成衣及服飾品製造業,421583.1
2020年9月,2020,9,紙漿、紙及紙製品製造業,297824.9
2020年9月,2020,9,化學材料及肥料製造業,2556894.6
2020年9月,2020,9,塑膠製品製造業,496419.3
2020年9月,2020,9,非金屬礦物製品製造業,473121.1
2020年9月,2020,9,基本金屬製造業,1488124.7
2020年9月,2020,9,金屬製品製造業,608289.4
2020年9月,2020,9,電子產品及電力設備製造業,4821671.5
2020年9月,2020,9,住宅用電,5606457.5
2020年9月,2020,9,服務業用電,4630702.7
2020年9月,2020,9,運輸及倉儲業,314333.6
2020年9月,2020,9,住宿及餐飲業,799538.2
2020年9月,2020,9,出版影音及資通訊業,323035.1
2020年9月,2020,9,金融及保險業,162576.7
2020年9月,2020,9,不動產業,80401.9
2020年9月,2020,9,醫療保健及社會工作服務業,329519.6
2020年9月,2020,9,藝術、娛樂及休閒服務業,149976.9
2020年9月,2020,9,運輸用電,136862
2020年9月,2020,9,公路,9117.9
2020年9月,2020,9,鐵路,125143.9
2020年9月,2020,9,管線運輸,2600.1
2020年9月,2020,9,能源部門自用,1684907.3
2020年9月,2020,9,農業部門,324899.7
2020年10月,2020,10,全國用電量,24049959
2020年10月,2020,10,工業用電,13011970.5
2020年10月,2020,10,紡織成衣及服飾品製造業,408194
2020年10月,2020,10,紙漿、紙及紙製品製造業,312280.6
2020年10月,2020,10,化學材料及肥料製造業,2746709
2020年10月,2020,10,塑膠製品製造業,465195.6
2020年10月,2020,10,非金屬礦物製品製造業,487823.6
2020年10月,2020,10,基本金屬製造業,1536028.8
2020年10月,2020,10,金屬製品製造業,577043.2
2020年10月,2020,10,電子產品及電力設備製造業,4811702.7
2020年10月,2020,10,住宅用電,4962034.3
2020年10月,2020,10,服務業用電,4062145.3
2020年10月,2020,10,運輸及倉儲業,285712.6
2020年10月,2020,10,住宿及餐飲業,694231.9
2020年10月,2020,10,出版影音及資通訊業,295803.1
2020年10月,2020,10,金融及保險業,134825.1
2020年10月,2020,10,不動產業,68487.1
2020年10月,2020,10,醫療保健及社會工作服務業,298654.4
2020年10月,2020,10,藝術、娛樂及休閒服務業,133701
2020年10月,2020,10,運輸用電,136880.4
2020年10月,2020,10,公路,9237.3
2020年10月,2020,10,鐵路,125048.4
2020年10月,2020,10,管線運輸,2594.5
2020年10月,2020,10,能源部門自用,1583862
2020年10月,2020,10,農業部門,293066.3
2020年11月,2020,11,全國用電量,22640894.8
2020年11月,2020,11,工業用電,12773048.3
2020年11月,2020,11,紡織成衣及服飾品製造業,405765.9
2020年11月,2020,11,紙漿、紙及紙製品製造業,308945.3
2020年11月,2020,11,化學材料及肥料製造業,2664490.1
2020年11月,2020,11,塑膠製品製造業,467903.6
2020年11月,2020,11,非金屬礦物製品製造業,477287.7
2020年11月,2020,11,基本金屬製造業,1549111.5
2020年11月,2020,11,金屬製品製造業,582827.2
2020年11月,2020,11,電子產品及電力設備製造業,4680023.7
2020年11月,2020,11,住宅用電,4108157.1
2020年11月,2020,11,服務業用電,3851729.2
2020年11月,2020,11,運輸及倉儲業,264670.8
2020年11月,2020,11,住宿及餐飲業,635409
2020年11月,2020,11,出版影音及資通訊業,294386.9
2020年11月,2020,11,金融及保險業,130002.5
2020年11月,2020,11,不動產業,65235.4
2020年11月,2020,11,醫療保健及社會工作服務業,272574.5
2020年11月,2020,11,藝術、娛樂及休閒服務業,122328.9
2020年11月,2020,11,運輸用電,131907.9
2020年11月,2020,11,公路,9392.5
2020年11月,2020,11,鐵路,119901.2
2020年11月,2020,11,管線運輸,2614
2020年11月,2020,11,能源部門自用,1503350.2
2020年11月,2020,11,農業部門,272701.9
2020年12月,2020,12,全國用電量,21922497.2
2020年12月,2020,12,工業用電,13081030.3
2020年12月,2020,12,紡織成衣及服飾品製造業,416483.2
2020年12月,2020,12,紙漿、紙及紙製品製造業,320658.5
2020年12月,2020,12,化學材料及肥料製造業,2716897.4
2020年12月,2020,12,塑膠製品製造業,476598.1
2020年12月,2020,12,非金屬礦物製品製造業,504096.3
2020年12月,2020,12,基本金屬製造業,1643088.8
2020年12月,2020,12,金屬製品製造業,612573.1
2020年12月,2020,12,電子產品及電力設備製造業,4741524.3
2020年12月,2020,12,住宅用電,3211394.6
2020年12月,2020,12,服務業用電,3709116.3
2020年12月,2020,12,運輸及倉儲業,253069.2
2020年12月,2020,12,住宿及餐飲業,614454.9
2020年12月,2020,12,出版影音及資通訊業,292488.6
2020年12月,2020,12,金融及保險業,123288.8
2020年12月,2020,12,不動產業,62750.5
2020年12月,2020,12,醫療保健及社會工作服務業,254202.7
2020年12月,2020,12,藝術、娛樂及休閒服務業,113638.2
2020年12月,2020,12,運輸用電,132422.1
2020年12月,2020,12,公路,10061
2020年12月,2020,12,鐵路,119529.2
2020年12月,2020,12,管線運輸,2831.8
2020年12月,2020,12,能源部門自用,1537147.9
2020年12月,2020,12,農業部門,251385.7
2021年1月,2021,1,全國用電量,21607600.7
2021年1月,2021,1,工業用電,12815664.8
2021年1月,2021,1,紡織成衣及服飾品製造業,422191.2
2021年1月,2021,1,紙漿、紙及紙製品製造業,309073.6
2021年1月,2021,1,化學材料及肥料製造業,2780085.1
2021年1月,2021,1,塑膠製品製造業,468987.9
2021年1月,2021,1,非金屬礦物製品製造業,501908.4
2021年1月,2021,1,基本金屬製造業,1650089.7
2021年1月,2021,1,金屬製品製造業,604102
2021年1月,2021,1,電子產品及電力設備製造業,4494081.5
2021年1月,2021,1,住宅用電,3526160.4
2021年1月,2021,1,服務業用電,3396382.9
2021年1月,2021,1,運輸及倉儲業,235478.9
2021年1月,2021,1,住宿及餐飲業,540607.9
2021年1月,2021,1,出版影音及資通訊業,290238.6
2021年1月,2021,1,金融及保險業,108763.9
2021年1月,2021,1,不動產業,56189.1
2021年1月,2021,1,醫療保健及社會工作服務業,233934.8
2021年1月,2021,1,藝術、娛樂及休閒服務業,103231.1
2021年1月,2021,1,運輸用電,131925.6
2021年1月,2021,1,公路,10070.7
2021年1月,2021,1,鐵路,119246.3
2021年1月,2021,1,管線運輸,2608.5
2021年1月,2021,1,能源部門自用,1491366.1
2021年1月,2021,1,農業部門,246100.5
2021年2月,2021,2,全國用電量,19576618.6
2021年2月,2021,2,工業用電,11265255.6
2021年2月,2021,2,紡織成衣及服飾品製造業,343827.3
2021年2月,2021,2,紙漿、紙及紙製品製造業,265004.4
2021年2月,2021,2,化學材料及肥料製造業,2472404.1
2021年2月,2021,2,塑膠製品製造業,387435.2
2021年2月,2021,2,非金屬礦物製品製造業,398099.4
2021年2月,2021,2,基本金屬製造業,1401893.9
2021年2月,2021,2,金屬製品製造業,487146.2
2021年2月,2021,2,電子產品及電力設備製造業,4181902.8
2021年2月,2021,2,住宅用電,3599355.4
2021年2月,2021,2,服務業用電,2998605.4
2021年2月,2021,2,運輸及倉儲業,214324.4
2021年2月,2021,2,住宿及餐飲業,484274.3
2021年2月,2021,2,出版影音及資通訊業,263882.6
2021年2月,2021,2,金融及保險業,92387.1
2021年2月,2021,2,不動產業,48065
2021年2月,2021,2,醫療保健及社會工作服務業,213856.1
2021年2月,2021,2,藝術、娛樂及休閒服務業,94318.2
2021年2月,2021,2,運輸用電,124264.4
2021年2月,2021,2,公路,9923.4
2021年2月,2021,2,鐵路,111831
2021年2月,2021,2,管線運輸,2509.9
2021年2月,2021,2,能源部門自用,1356334
2021年2月,2021,2,農業部門,232803.4
2021年3月,2021,3,全國用電量,22567342.6
2021年3月,2021,3,工業用電,13330912.8
2021年3月,2021,3,紡織成衣及服飾品製造業,436028.3
2021年3月,2021,3,紙漿、紙及紙製品製造業,319948.1
2021年3月,2021,3,化學材料及肥料製造業,2758523.5
2021年3月,2021,3,塑膠製品製造業,506372.3
2021年3月,2021,3,非金屬礦物製品製造業,489224.7
2021年3月,2021,3,基本金屬製造業,1688862.2
2021年3月,2021,3,金屬製品製造業,628898.6
2021年3月,2021,3,電子產品及電力設備製造業,4794309.3
2021年3月,2021,3,住宅用電,3766586.2
2021年3月,2021,3,服務業用電,3541644.9
2021年3月,2021,3,運輸及倉儲業,248797.6
2021年3月,2021,3,住宿及餐飲業,560037.6
2021年3月,2021,3,出版影音及資通訊業,308582.7
2021年3月,2021,3,金融及保險業,110878.5
2021年3月,2021,3,不動產業,57050.3
2021年3月,2021,3,醫療保健及社會工作服務業,256451.8
2021年3月,2021,3,藝術、娛樂及休閒服務業,111091.2
2021年3月,2021,3,運輸用電,136424.7
2021年3月,2021,3,公路,10509.5
2021年3月,2021,3,鐵路,123136.1
2021年3月,2021,3,管線運輸,2779
2021年3月,2021,3,能源部門自用,1527707.2
2021年3月,2021,3,農業部門,264066.7
2021年4月,2021,4,全國用電量,21861495
2021年4月,2021,4,工業用電,12939855.6
2021年4月,2021,4,紡織成衣及服飾品製造業,425513
2021年4月,2021,4,紙漿、紙及紙製品製造業,294259.8
2021年4月,2021,4,化學材料及肥料製造業,2729072.8
2021年4月,2021,4,塑膠製品製造業,477386.4
2021年4月,2021,4,非金屬礦物製品製造業,479370.7
2021年4月,2021,4,基本金屬製造業,1627175.9
2021年4月,2021,4,金屬製品製造業,617174.9
2021年4月,2021,4,電子產品及電力設備製造業,4683808.8
2021年4月,2021,4,住宅用電,3522039.2
2021年4月,2021,4,服務業用電,3483670
2021年4月,2021,4,運輸及倉儲業,253298.7
2021年4月,2021,4,住宿及餐飲業,552103.6
2021年4月,2021,4,出版影音及資通訊業,290954.6
2021年4月,2021,4,金融及保險業,107688.7
2021年4月,2021,4,不動產業,55062.4
2021年4月,2021,4,醫療保健及社會工作服務業,259893.4
2021年4月,2021,4,藝術、娛樂及休閒服務業,112443.4
2021年4月,2021,4,運輸用電,135415.9
2021年4月,2021,4,公路,10652.9
2021年4月,2021,4,鐵路,122194.6
2021年4月,2021,4,管線運輸,2568.3
2021年4月,2021,4,能源部門自用,1525521.7
2021年4月,2021,4,農業部門,254992.5
2021年5月,2021,5,全國用電量,23563701.1
2021年5月,2021,5,工業用電,13950764.8
2021年5月,2021,5,紡織成衣及服飾品製造業,467724.4
2021年5月,2021,5,紙漿、紙及紙製品製造業,320474.4
2021年5月,2021,5,化學材料及肥料製造業,2862954.9
2021年5月,2021,5,塑膠製品製造業,504238.2
2021年5月,2021,5,非金屬礦物製品製造業,509413.1
2021年5月,2021,5,基本金屬製造業,1713873.5
2021年5月,2021,5,金屬製品製造業,657729.3
2021年5月,2021,5,電子產品及電力設備製造業,5201758.8
2021年5月,2021,5,住宅用電,3559758.4
2021年5月,2021,5,服務業用電,3915749.4
2021年5月,2021,5,運輸及倉儲業,293911
2021年5月,2021,5,住宿及餐飲業,606854.6
2021年5月,2021,5,出版影音及資通訊業,319649.1
2021年5月,2021,5,金融及保險業,128608.9
2021年5月,2021,5,不動產業,63306.2
2021年5月,2021,5,醫療保健及社會工作服務業,311901.2
2021年5月,2021,5,藝術、娛樂及休閒服務業,115415.4
2021年5月,2021,5,運輸用電,131352.1
2021年5月,2021,5,公路,10948.2
2021年5月,2021,5,鐵路,117739
2021年5月,2021,5,管線運輸,2664.8
2021年5月,2021,5,能源部門自用,1727974.1
2021年5月,2021,5,農業部門,278102
2021年6月,2021,6,全國用電量,24006022.8
2021年6月,2021,6,工業用電,13794678.8
2021年6月,2021,6,紡織成衣及服飾品製造業,449118
2021年6月,2021,6,紙漿、紙及紙製品製造業,313970
2021年6月,2021,6,化學材料及肥料製造業,2857189.4
2021年6月,2021,6,塑膠製品製造業,496751.6
2021年6月,2021,6,非金屬礦物製品製造業,484667.8
2021年6月,2021,6,基本金屬製造業,1672395.8
2021年6月,2021,6,金屬製品製造業,661918.9
2021年6月,2021,6,電子產品及電力設備製造業,5146990.6
2021年6月,2021,6,住宅用電,4389408
2021年6月,2021,6,服務業用電,3757482.6
2021年6月,2021,6,運輸及倉儲業,294113.5
2021年6月,2021,6,住宿及餐飲業,545716.4
2021年6月,2021,6,出版影音及資通訊業,306841.9
2021年6月,2021,6,金融及保險業,129911.8
2021年6月,2021,6,不動產業,58916
2021年6月,2021,6,醫療保健及社會工作服務業,312840.2
2021年6月,2021,6,藝術、娛樂及休閒服務業,84252.6
2021年6月,2021,6,運輸用電,107007.1
2021年6月,2021,6,公路,10600.3
2021年6月,2021,6,鐵路,94009.9
2021年6月,2021,6,管線運輸,2396.9
2021年6月,2021,6,能源部門自用,1662607.7
2021年6月,2021,6,農業部門,294838.5
2021年7月,2021,7,全國用電量,25657646.8
2021年7月,2021,7,工業用電,14431784.7
2021年7月,2021,7,紡織成衣及服飾品製造業,470703.5
2021年7月,2021,7,紙漿、紙及紙製品製造業,325013.2
2021年7月,2021,7,化學材料及肥料製造業,2964458.4
2021年7月,2021,7,塑膠製品製造業,519142.4
2021年7月,2021,7,非金屬礦物製品製造業,511225.1
2021年7月,2021,7,基本金屬製造業,1689032.1
2021年7月,2021,7,金屬製品製造業,687923.2
2021年7月,2021,7,電子產品及電力設備製造業,5440005.3
2021年7月,2021,7,住宅用電,5153130
2021年7月,2021,7,服務業用電,3957070.9
2021年7月,2021,7,運輸及倉儲業,318532.1
2021年7月,2021,7,住宿及餐飲業,549462.3
2021年7月,2021,7,出版影音及資通訊業,331173.2
2021年7月,2021,7,金融及保險業,144629.2
2021年7月,2021,7,不動產業,68590.7
2021年7月,2021,7,醫療保健及社會工作服務業,339491.6
2021年7月,2021,7,藝術、娛樂及休閒服務業,79448.3
2021年7月,2021,7,運輸用電,112832.3
2021年7月,2021,7,公路,10830.2
2021年7月,2021,7,鐵路,99562.5
2021年7月,2021,7,管線運輸,2439.5
2021年7月,2021,7,能源部門自用,1713979.5
2021年7月,2021,7,農業部門,288849.2
2021年8月,2021,8,全國用電量,25698069.1
2021年8月,2021,8,工業用電,14275161.2
2021年8月,2021,8,紡織成衣及服飾品製造業,463842
2021年8月,2021,8,紙漿、紙及紙製品製造業,320004.1
2021年8月,2021,8,化學材料及肥料製造業,2932736.6
2021年8月,2021,8,塑膠製品製造業,506742.2
2021年8月,2021,8,非金屬礦物製品製造業,489191.3
2021年8月,2021,8,基本金屬製造業,1689525.5
2021年8月,2021,8,金屬製品製造業,686140.4
2021年8月,2021,8,電子產品及電力設備製造業,5409238.8
2021年8月,2021,8,住宅用電,5313241
2021年8月,2021,8,服務業用電,4016276.8
2021年8月,2021,8,運輸及倉儲業,318975.9
2021年8月,2021,8,住宿及餐飲業,574307.4
2021年8月,2021,8,出版影音及資通訊業,331520.9
2021年8月,2021,8,金融及保險業,143562.2
2021年8月,2021,8,不動產業,69523
2021年8月,2021,8,醫療保健及社會工作服務業,336634.9
2021年8月,2021,8,藝術、娛樂及休閒服務業,89954.9
2021年8月,2021,8,運輸用電,128066.2
2021年8月,2021,8,公路,11316.9
2021年8月,2021,8,鐵路,114282.9
2021年8月,2021,8,管線運輸,2466.2
2021年8月,2021,8,能源部門自用,1670840.1
2021年8月,2021,8,農業部門,294483.6
2021年9月,2021,9,全國用電量,25769077.7
2021年9月,2021,9,工業用電,13813301
2021年9月,2021,9,紡織成衣及服飾品製造業,448593.2
2021年9月,2021,9,紙漿、紙及紙製品製造業,308329.7
2021年9月,2021,9,化學材料及肥料製造業,2740043.4
2021年9月,2021,9,塑膠製品製造業,486800.4
2021年9月,2021,9,非金屬礦物製品製造業,476047.1
2021年9月,2021,9,基本金屬製造業,1630018.1
2021年9月,2021,9,金屬製品製造業,671906.4
