年,縣市,行政區,店面數,土地面積,超商密度,月
2018,高雄市,前鎮區,33,19.1207,1.725878,12
2018,高雄市,美濃區,5,120.0316,0.041656,12
2018,高雄市,茄萣區,5,15.7624,0.317211,12
2018,高雄市,苓雅區,43,8.1522,5.274650,12
2018,高雄市,梓官區,6,11.5967,0.517389,12
2018,高雄市,鳥松區,13,24.5927,0.528612,12
2018,高雄市,湖內區,2,20.1615,0.099199,12
2018,高雄市,新興區,17,1.9764,8.601498,12
2018,高雄市,楠梓區,36,25.8276,1.393858,12
2018,高雄市,路竹區,11,48.4348,0.227109,12
2018,高雄市,鼓山區,42,14.7523,2.847014,12
2018,高雄市,旗山區,3,94.6122,0.031708,12
2018,高雄市,旗津區,4,1.7341,2.306672,12
2018,高雄市,鳳山區,73,26.7590,2.728054,12
2018,高雄市,橋頭區,6,25.9379,0.231322,12
2018,高雄市,燕巢區,5,65.3950,0.076458,12
2018,高雄市,彌陀區,1,14.7772,0.067672,12
2018,高雄市,鹽埕區,10,1.4161,7.061648,12
2018,基隆市,七堵區,20,56.2659,0.355455,12
2018,基隆市,中山區,12,10.5238,1.140273,12
2018,基隆市,中正區,22,10.2118,2.154371,12
2018,基隆市,仁愛區,23,4.2335,5.432857,12
2018,基隆市,安樂區,26,18.0250,1.442441,12
2018,基隆市,信義區,14,10.6706,1.312016,12
2018,基隆市,暖暖區,11,22.8283,0.481858,12
2018,連江縣,北竿鄉,1,9.9000,0.101010,12
2018,連江縣,東引鄉,1,3.8000,0.263158,12
2018,連江縣,南竿鄉,2,10.4000,0.192308,12
2018,雲林縣,二崙鄉,3,59.5625,0.050367,12
2018,雲林縣,口湖鄉,2,80.4612,0.024857,12
2018,雲林縣,土庫鎮,3,49.0212,0.061198,12
2018,雲林縣,大埤鄉,3,44.9973,0.066671,12
2018,雲林縣,斗六市,30,93.7151,0.320119,12
2018,雲林縣,斗南鎮,8,48.1505,0.166146,12
2018,雲林縣,北港鎮,6,41.4999,0.144579,12
2018,雲林縣,古坑鄉,3,166.6059,0.018007,12
2018,雲林縣,四湖鄉,1,77.1189,0.012967,12
2018,雲林縣,西螺鎮,12,49.7985,0.240971,12
2018,雲林縣,東勢鄉,1,48.3562,0.020680,12
2018,雲林縣,林內鄉,1,37.6035,0.026593,12
2018,雲林縣,虎尾鎮,25,68.7420,0.363679,12
2018,雲林縣,崙背鄉,3,58.4840,0.051296,12
2018,雲林縣,麥寮鄉,9,80.1668,0.112266,12
2018,雲林縣,莿桐鄉,5,50.8502,0.098328,12
2018,雲林縣,臺西鄉,4,54.0983,0.073939,12
2018,雲林縣,褒忠鄉,2,37.0552,0.053974,12
2018,新北市,八里區,20,39.4933,0.506415,12
2018,新北市,三芝區,4,65.9909,0.060614,12
2018,新北市,三重區,127,16.3170,7.783294,12
2018,新北市,三峽區,36,191.4508,0.188038,12
2018,新北市,土城區,67,29.5578,2.266745,12
2018,新北市,中和區,129,20.1440,6.403892,12
2018,新北市,五股區,35,34.8632,1.003924,12
2018,新北市,平溪區,3,71.3382,0.042053,12
2018,新北市,永和區,53,5.7138,9.275789,12
2018,新北市,石門區,1,51.2645,0.019507,12
2018,新北市,石碇區,1,144.3498,0.006928,12
2018,新北市,汐止區,71,71.2354,0.996696,12
2018,新北市,坪林區,1,170.8350,0.005854,12
2018,新北市,林口區,44,54.1519,0.812529,12
2018,新北市,板橋區,162,23.1373,7.001681,12
2018,新北市,金山區,5,49.2132,0.101599,12
2018,新北市,泰山區,18,19.1603,0.939443,12
2018,新北市,烏來區,2,321.1306,0.006228,12
2018,新北市,貢寮區,3,99.9734,0.030008,12
2018,新北市,淡水區,70,70.6565,0.990709,12
2018,新北市,深坑區,5,20.5787,0.242970,12
2018,新北市,新店區,89,120.2255,0.740276,12
2018,新北市,新莊區,107,19.7383,5.420933,12
2018,新北市,瑞芳區,10,70.7336,0.141376,12
2018,新北市,萬里區,2,63.3766,0.031557,12
2018,新北市,樹林區,51,33.1288,1.539446,12
2018,新北市,蘆洲區,62,7.4351,8.338825,12
2018,新北市,鶯歌區,19,21.1248,0.899417,12
2018,新竹市,北區,46,15.7267,2.924962,12
2018,新竹市,東區,79,33.5768,2.352815,12
2018,新竹市,香山區,23,54.8491,0.419332,12
2018,新竹縣,北埔鄉,1,50.6676,0.019736,12
2018,新竹縣,尖石鄉,1,527.5795,0.001895,12
2018,新竹縣,竹北市,89,46.8341,1.900325,12
2018,新竹縣,竹東鎮,25,53.5133,0.467174,12
2018,新竹縣,芎林鄉,6,40.7858,0.147110,12
2018,新竹縣,湖口鄉,36,58.4303,0.616119,12
2018,新竹縣,新埔鎮,14,72.1911,0.193930,12
2018,新竹縣,新豐鄉,19,46.3496,0.409928,12
2018,新竹縣,橫山鄉,2,66.3502,0.030143,12
2018,新竹縣,關西鎮,5,125.5193,0.039835,12
2018,新竹縣,寶山鄉,3,64.7871,0.046306,12
2018,嘉義市,西區,37,29.8700,1.238701,12
2018,嘉義市,東區,31,30.1556,1.028001,12
2018,嘉義縣,大林鎮,11,64.1663,0.171430,12
2018,嘉義縣,大埔鄉,1,173.2472,0.005772,12
2018,嘉義縣,中埔鄉,8,129.5016,0.061775,12
2018,嘉義縣,六腳鄉,2,62.2619,0.032122,12
2018,嘉義縣,太保市,4,66.8964,0.059794,12
2018,嘉義縣,水上鄉,8,69.1198,0.115741,12
2018,嘉義縣,布袋鎮,7,61.7307,0.113396,12
2018,嘉義縣,民雄鄉,13,85.4969,0.152052,12
2018,嘉義縣,朴子市,10,49.5737,0.201720,12
2018,嘉義縣,竹崎鄉,1,162.2256,0.006164,12
2018,嘉義縣,東石鄉,2,81.5821,0.024515,12
2018,嘉義縣,梅山鄉,4,119.7571,0.033401,12
2018,嘉義縣,鹿草鄉,1,54.3151,0.018411,12
2018,嘉義縣,番路鄉,2,117.5269,0.017017,12
2018,嘉義縣,新港鄉,4,66.0495,0.060561,12
2018,嘉義縣,義竹鄉,2,79.2925,0.025223,12
2018,彰化縣,二水鄉,1,29.4449,0.033962,12
2018,彰化縣,二林鎮,12,92.8478,0.129244,12
2018,彰化縣,大村鄉,6,30.7837,0.194908,12
2018,彰化縣,大城鄉,2,63.7406,0.031377,12
2018,彰化縣,北斗鎮,5,19.2547,0.259677,12
2018,彰化縣,永靖鄉,7,20.6382,0.339177,12
2018,彰化縣,田中鎮,9,34.6056,0.260074,12
2018,彰化縣,竹塘鄉,2,42.1662,0.047431,12
2018,彰化縣,伸港鄉,1,22.3268,0.044789,12
2018,彰化縣,秀水鄉,3,29.3447,0.102233,12
2018,彰化縣,和美鎮,22,39.9345,0.550902,12
2018,彰化縣,社頭鄉,9,36.1449,0.248998,12
2018,彰化縣,芳苑鄉,5,91.3827,0.054715,12
2018,彰化縣,花壇鄉,9,36.3469,0.247614,12
2018,彰化縣,芬園鄉,2,38.0204,0.052603,12
2018,彰化縣,員林市,27,40.0380,0.674359,12
2018,彰化縣,埔心鄉,6,20.9526,0.286361,12
2018,彰化縣,埔鹽鄉,3,38.6081,0.077704,12
2018,彰化縣,埤頭鄉,6,42.7508,0.140348,12
2018,彰化縣,鹿港鎮,11,39.4625,0.278746,12
2018,彰化縣,溪州鄉,3,75.8310,0.039562,12
2018,彰化縣,溪湖鎮,7,32.0592,0.218346,12
2018,彰化縣,彰化市,46,65.6947,0.700209,12
2018,彰化縣,福興鄉,10,49.8934,0.200427,12
2018,彰化縣,線西鄉,1,18.0856,0.055293,12
2018,臺中市,大甲區,14,58.5192,0.239238,12
2018,臺中市,大安區,2,27.4045,0.072981,12
2018,臺中市,大肚區,11,37.0024,0.297278,12
2018,臺中市,大里區,51,28.8758,1.766185,12
2018,臺中市,大雅區,16,32.4109,0.493661,12
2018,臺中市,中區,15,0.8803,17.039646,12
2018,臺中市,太平區,38,120.7473,0.314707,12
2018,臺中市,北屯區,61,62.7034,0.972834,12
2018,臺中市,北區,45,6.9376,6.486393,12
2018,臺中市,外埔區,1,42.4099,0.023579,12
2018,臺中市,石岡區,2,18.2105,0.109827,12
2018,臺中市,后里區,10,58.9439,0.169653,12
2018,臺中市,西屯區,80,39.8467,2.007695,12
2018,臺中市,西區,31,5.7042,5.434592,12
2018,臺中市,沙鹿區,20,40.4604,0.494310,12
2018,臺中市,和平區,3,1037.8199,0.002891,12
2018,臺中市,東區,14,9.2855,1.507727,12
2018,臺中市,東勢區,3,117.4065,0.025552,12
2018,臺中市,南屯區,40,31.2578,1.279681,12
2018,臺中市,南區,29,6.8101,4.258381,12
2018,臺中市,烏日區,21,43.4032,0.483835,12
2018,臺中市,神岡區,11,35.0445,0.313887,12
2018,臺中市,梧棲區,24,16.6049,1.445356,12
2018,臺中市,清水區,13,64.1709,0.202584,12
2018,臺中市,新社區,2,68.8874,0.029033,12
2018,臺中市,潭子區,19,25.8497,0.735018,12
2018,臺中市,龍井區,18,38.0377,0.473215,12
2018,臺中市,豐原區,29,41.1845,0.704148,12
2018,臺中市,霧峰區,15,98.0779,0.152940,12
2018,臺北市,士林區,75,62.3682,1.202536,12
2018,臺北市,大同區,35,5.6815,6.160345,12
2018,臺北市,大安區,90,11.3614,7.921559,12
2018,臺北市,中山區,117,13.6821,8.551319,12
2018,臺北市,中正區,68,7.6071,8.939017,12
2018,臺北市,內湖區,95,31.5787,3.008357,12
2018,臺北市,文山區,48,31.5090,1.523374,12
2018,臺北市,北投區,53,56.8216,0.932744,12
2018,臺北市,松山區,74,9.2878,7.967441,12
2018,臺北市,信義區,63,11.2077,5.621136,12
2018,臺北市,南港區,39,21.8424,1.785518,12
2018,臺北市,萬華區,58,8.8522,6.552044,12
2018,臺東縣,大武鄉,1,69.1454,0.014462,12
2018,臺東縣,太麻里鄉,3,96.6523,0.031039,12
2018,臺東縣,池上鄉,1,82.6854,0.012094,12
2018,臺東縣,卑南鄉,1,412.6871,0.002423,12
2018,臺東縣,東河鄉,1,210.1908,0.004758,12
2018,臺東縣,達仁鄉,1,306.4454,0.003263,12
2018,臺東縣,臺東市,25,109.7691,0.227751,12
2018,臺東縣,關山鎮,3,58.7351,0.051077,12
2018,臺東縣,蘭嶼鄉,2,48.3892,0.041332,12
2018,臺南市,七股區,1,110.1492,0.009079,12
2018,臺南市,下營區,2,33.5291,0.059650,12
2018,臺南市,大內區,1,70.3125,0.014222,12
2018,臺南市,中西區,21,6.2600,3.354632,12
2018,臺南市,仁德區,12,50.7664,0.236377,12
2018,臺南市,六甲區,4,67.5471,0.059218,12
2018,臺南市,北門區,1,44.1003,0.022676,12
2018,臺南市,北區,21,10.4340,2.012651,12
2018,臺南市,永康區,71,40.2753,1.762867,12
2018,臺南市,玉井區,2,76.3662,0.026190,12
2018,臺南市,白河區,7,126.4046,0.055378,12
2018,臺南市,安平區,19,11.0663,1.716924,12
2018,臺南市,安定區,8,31.2700,0.255836,12
2018,臺南市,安南區,26,107.2016,0.242534,12
2018,臺南市,西港區,5,33.7666,0.148075,12
2018,臺南市,佳里區,18,38.9422,0.462224,12
2018,臺南市,官田區,4,70.7953,0.056501,12
2018,臺南市,東山區,1,124.9178,0.008005,12
2018,臺南市,東區,38,13.4156,2.832523,12
2018,臺南市,南化區,1,171.5198,0.005830,12
2018,臺南市,南區,29,27.2681,1.063514,12
2018,臺南市,後壁區,3,72.2189,0.041540,12
2018,臺南市,柳營區,4,61.2929,0.065260,12
2018,臺南市,將軍區,1,41.9796,0.023821,12
2018,臺南市,麻豆區,12,53.9744,0.222328,12
2018,臺南市,善化區,9,55.3097,0.162720,12
2018,臺南市,新化區,7,62.0579,0.112798,12
2018,臺南市,新市區,14,47.8096,0.292828,12
2018,臺南市,新營區,9,38.5386,0.233532,12
2018,臺南市,楠西區,1,109.6316,0.009121,12
2018,臺南市,學甲區,4,53.9919,0.074085,12
2018,臺南市,歸仁區,5,55.7913,0.089620,12
2018,臺南市,關廟區,6,53.6413,0.111854,12
2018,臺南市,鹽水區,4,52.2455,0.076562,12
2018,澎湖縣,七美鄉,1,6.9868,0.143127,12
2018,澎湖縣,西嶼鄉,2,18.7148,0.106867,12
2018,澎湖縣,馬公市,16,33.9918,0.470702,12
2018,澎湖縣,湖西鄉,3,33.3008,0.090088,12
2019,宜蘭縣,三星鄉,3,144.2238,0.020801,1
2019,宜蘭縣,五結鄉,9,38.8671,0.231558,1
2019,宜蘭縣,冬山鄉,7,79.8573,0.087656,1
2019,宜蘭縣,壯圍鄉,3,38.4769,0.077969,1
2019,宜蘭縣,宜蘭市,40,29.4080,1.360174,1
2019,宜蘭縣,南澳鄉,2,740.6520,0.002700,1
2019,宜蘭縣,員山鄉,2,111.9106,0.017871,1
2019,宜蘭縣,頭城鎮,8,100.8930,0.079292,1
2019,宜蘭縣,礁溪鄉,8,101.4278,0.078874,1
2019,宜蘭縣,羅東鎮,28,11.3448,2.468091,1
2019,宜蘭縣,蘇澳鎮,12,89.0196,0.134802,1
2019,花蓮縣,玉里鎮,4,252.3719,0.015850,1
2019,花蓮縣,光復鄉,2,157.1100,0.012730,1
2019,花蓮縣,吉安鄉,10,65.2582,0.153237,1
2019,花蓮縣,秀林鄉,3,1641.8600,0.001827,1
2019,花蓮縣,花蓮市,25,29.4095,0.850065,1
2019,花蓮縣,新城鄉,3,29.4095,0.102008,1
2019,花蓮縣,瑞穗鄉,1,135.5862,0.007375,1
2019,花蓮縣,壽豐鄉,4,218.4448,0.018311,1
2019,花蓮縣,鳳林鎮,2,120.5181,0.016595,1
2019,金門縣,金沙鎮,2,41.1900,0.048555,1
2019,金門縣,金城鎮,4,21.7130,0.184221,1
2019,金門縣,金湖鎮,5,41.6960,0.119916,1
2019,金門縣,金寧鄉,3,29.8540,0.100489,1
2019,南投縣,仁愛鄉,5,1273.5300,0.003926,1
2019,南投縣,水里鄉,2,106.8424,0.018719,1
2019,南投縣,名間鄉,4,83.0955,0.048137,1
2019,南投縣,竹山鎮,9,247.3339,0.036388,1
2019,南投縣,信義鄉,1,1422.4200,0.000703,1
2019,南投縣,南投市,18,71.6021,0.251389,1
2019,南投縣,埔里鎮,27,162.2227,0.166438,1
2019,南投縣,草屯鎮,14,104.0327,0.134573,1
2019,南投縣,國姓鄉,2,175.7042,0.011383,1
2019,南投縣,魚池鄉,6,121.3735,0.049434,1
2019,南投縣,鹿谷鄉,4,141.8981,0.028189,1
2019,南投縣,集集鎮,2,49.7268,0.040220,1
2019,屏東縣,九如鄉,7,42.0187,0.166592,1
2019,屏東縣,三地門鄉,1,196.3965,0.005092,1
2019,屏東縣,內埔鄉,19,81.8554,0.232117,1
2019,屏東縣,車城鄉,4,49.8517,0.080238,1
2019,屏東縣,里港鄉,3,68.9208,0.043528,1
2019,屏東縣,佳冬鄉,3,30.9842,0.096824,1
2019,屏東縣,枋山鄉,2,17.2697,0.115810,1
2019,屏東縣,枋寮鄉,5,57.7347,0.086603,1
2019,屏東縣,東港鎮,9,29.4635,0.305463,1
2019,屏東縣,林邊鄉,2,15.6233,0.128014,1
2019,屏東縣,長治鄉,7,39.8861,0.175500,1
2019,屏東縣,南州鄉,2,18.9700,0.105430,1
2019,屏東縣,屏東市,38,65.0670,0.584013,1
2019,屏東縣,恆春鎮,10,136.7630,0.073119,1
2019,屏東縣,崁頂鄉,2,31.2659,0.063967,1
2019,屏東縣,琉球鄉,2,6.8018,0.294040,1
2019,屏東縣,高樹鄉,2,90.1522,0.022185,1
2019,屏東縣,新埤鄉,2,59.0102,0.033892,1
2019,屏東縣,新園鄉,5,38.3109,0.130511,1
2019,屏東縣,萬丹鄉,9,57.4679,0.156609,1
2019,屏東縣,萬巒鄉,4,60.7315,0.065864,1
2019,屏東縣,潮州鎮,12,42.4331,0.282798,1
2019,屏東縣,麟洛鄉,1,16.2600,0.061501,1
2019,屏東縣,鹽埔鄉,4,64.3493,0.062161,1
2019,苗栗縣,三義鄉,3,69.3424,0.043264,1
2019,苗栗縣,三灣鄉,2,52.2964,0.038244,1
2019,苗栗縣,大湖鄉,4,90.8396,0.044034,1
2019,苗栗縣,公館鄉,6,71.4523,0.083972,1
2019,苗栗縣,竹南鎮,29,37.5592,0.772114,1
2019,苗栗縣,卓蘭鎮,4,76.3153,0.052414,1
2019,苗栗縣,南庄鄉,3,165.4938,0.018128,1
2019,苗栗縣,後龍鎮,9,75.8079,0.118721,1
2019,苗栗縣,苗栗市,27,37.8878,0.712630,1
2019,苗栗縣,苑裡鎮,8,68.2473,0.117221,1
2019,苗栗縣,泰安鄉,3,614.5127,0.004882,1
2019,苗栗縣,通霄鎮,1,107.8486,0.009272,1
2019,苗栗縣,造橋鄉,1,47.9978,0.020834,1
2019,苗栗縣,銅鑼鄉,2,78.3805,0.025517,1
2019,苗栗縣,頭份市,36,53.3205,0.675162,1
2019,苗栗縣,頭屋鄉,2,52.5046,0.038092,1
2019,桃園市,八德區,68,33.7111,2.017140,1
2019,桃園市,大園區,30,87.3925,0.343279,1
2019,桃園市,大溪區,20,105.1206,0.190258,1
2019,桃園市,中壢區,131,76.5200,1.711971,1
2019,桃園市,平鎮區,59,47.7532,1.235519,1
2019,桃園市,桃園區,119,34.8046,3.419088,1
2019,桃園市,新屋區,12,85.0166,0.141149,1
2019,桃園市,楊梅區,46,89.1229,0.516141,1
2019,桃園市,龍潭區,38,75.2341,0.505090,1
2019,桃園市,龜山區,59,72.0177,0.819243,1
2019,桃園市,蘆竹區,66,75.5025,0.874143,1
2019,桃園市,觀音區,17,87.9807,0.193224,1
2019,高雄市,三民區,62,19.7866,3.133434,1
2019,高雄市,大社區,5,26.5848,0.188077,1
2019,高雄市,大寮區,25,71.0400,0.351914,1
2019,高雄市,大樹區,7,66.9811,0.104507,1
2019,高雄市,小港區,21,45.4426,0.462121,1
2019,高雄市,仁武區,26,36.0808,0.720605,1
2019,高雄市,內門區,2,95.6224,0.020916,1
2019,高雄市,六龜區,1,194.1584,0.005150,1
2019,高雄市,左營區,45,19.3823,2.321706,1
2019,高雄市,永安區,1,22.6141,0.044220,1
2019,高雄市,甲仙區,1,124.0340,0.008062,1
2019,高雄市,杉林區,2,104.0036,0.019230,1
2019,高雄市,岡山區,27,47.9421,0.563179,1
2019,高雄市,林園區,13,32.2860,0.402651,1
2019,高雄市,阿蓮區,2,34.6164,0.057776,1
2019,高雄市,前金區,13,1.8573,6.999408,1
2019,高雄市,前鎮區,33,19.1207,1.725878,1
2019,高雄市,美濃區,5,120.0316,0.041656,1
2019,高雄市,茄萣區,5,15.7624,0.317211,1
2019,高雄市,苓雅區,43,8.1522,5.274650,1
2019,高雄市,梓官區,6,11.5967,0.517389,1
2019,高雄市,鳥松區,13,24.5927,0.528612,1
2019,高雄市,湖內區,2,20.1615,0.099199,1
2019,高雄市,新興區,17,1.9764,8.601498,1
2019,高雄市,楠梓區,37,25.8276,1.432576,1
2019,高雄市,路竹區,11,48.4348,0.227109,1
2019,高雄市,鼓山區,43,14.7523,2.914800,1
2019,高雄市,旗山區,3,94.6122,0.031708,1
2019,高雄市,旗津區,4,1.7341,2.306672,1
2019,高雄市,鳳山區,73,26.7590,2.728054,1
2019,高雄市,橋頭區,6,25.9379,0.231322,1
2019,高雄市,燕巢區,5,65.3950,0.076458,1
2019,高雄市,彌陀區,1,14.7772,0.067672,1
2019,高雄市,鹽埕區,10,1.4161,7.061648,1
2019,基隆市,七堵區,20,56.2659,0.355455,1
2019,基隆市,中山區,12,10.5238,1.140273,1
2019,基隆市,中正區,22,10.2118,2.154371,1
2019,基隆市,仁愛區,23,4.2335,5.432857,1
2019,基隆市,安樂區,26,18.0250,1.442441,1
2019,基隆市,信義區,14,10.6706,1.312016,1
2019,基隆市,暖暖區,11,22.8283,0.481858,1
2019,連江縣,北竿鄉,1,9.9000,0.101010,1
2019,連江縣,東引鄉,1,3.8000,0.263158,1
2019,連江縣,南竿鄉,2,10.4000,0.192308,1
2019,雲林縣,二崙鄉,3,59.5625,0.050367,1
2019,雲林縣,口湖鄉,2,80.4612,0.024857,1
2019,雲林縣,土庫鎮,3,49.0212,0.061198,1
2019,雲林縣,大埤鄉,3,44.9973,0.066671,1
2019,雲林縣,斗六市,30,93.7151,0.320119,1
2019,雲林縣,斗南鎮,8,48.1505,0.166146,1
2019,雲林縣,北港鎮,6,41.4999,0.144579,1
2019,雲林縣,古坑鄉,3,166.6059,0.018007,1
2019,雲林縣,四湖鄉,1,77.1189,0.012967,1
2019,雲林縣,西螺鎮,12,49.7985,0.240971,1
2019,雲林縣,東勢鄉,1,48.3562,0.020680,1
2019,雲林縣,林內鄉,1,37.6035,0.026593,1
2019,雲林縣,虎尾鎮,25,68.7420,0.363679,1
2019,雲林縣,崙背鄉,3,58.4840,0.051296,1
2019,雲林縣,麥寮鄉,9,80.1668,0.112266,1
2019,雲林縣,莿桐鄉,5,50.8502,0.098328,1
2019,雲林縣,臺西鄉,4,54.0983,0.073939,1
2019,雲林縣,褒忠鄉,2,37.0552,0.053974,1
2019,新北市,八里區,20,39.4933,0.506415,1
2019,新北市,三芝區,4,65.9909,0.060614,1
2019,新北市,三重區,128,16.3170,7.844580,1
2019,新北市,三峽區,36,191.4508,0.188038,1
2019,新北市,土城區,68,29.5578,2.300577,1
2019,新北市,中和區,129,20.1440,6.403892,1
2019,新北市,五股區,35,34.8632,1.003924,1
2019,新北市,平溪區,3,71.3382,0.042053,1
2019,新北市,永和區,53,5.7138,9.275789,1
2019,新北市,石門區,1,51.2645,0.019507,1
2019,新北市,石碇區,1,144.3498,0.006928,1
2019,新北市,汐止區,72,71.2354,1.010733,1
2019,新北市,坪林區,1,170.8350,0.005854,1
2019,新北市,林口區,47,54.1519,0.867929,1
2019,新北市,板橋區,163,23.1373,7.044901,1
2019,新北市,金山區,5,49.2132,0.101599,1
2019,新北市,泰山區,18,19.1603,0.939443,1
2019,新北市,烏來區,2,321.1306,0.006228,1
2019,新北市,貢寮區,3,99.9734,0.030008,1
2019,新北市,淡水區,74,70.6565,1.047320,1
2019,新北市,深坑區,5,20.5787,0.242970,1
2019,新北市,新店區,91,120.2255,0.756911,1
2019,新北市,新莊區,109,19.7383,5.522259,1
2019,新北市,瑞芳區,11,70.7336,0.155513,1
2019,新北市,萬里區,2,63.3766,0.031557,1
2019,新北市,樹林區,51,33.1288,1.539446,1
2019,新北市,蘆洲區,62,7.4351,8.338825,1
2019,新北市,鶯歌區,19,21.1248,0.899417,1
2019,新竹市,北區,46,15.7267,2.924962,1
2019,新竹市,東區,79,33.5768,2.352815,1
2019,新竹市,香山區,23,54.8491,0.419332,1
2019,新竹縣,北埔鄉,1,50.6676,0.019736,1
2019,新竹縣,尖石鄉,1,527.5795,0.001895,1
2019,新竹縣,竹北市,90,46.8341,1.921677,1
2019,新竹縣,竹東鎮,26,53.5133,0.485861,1
2019,新竹縣,芎林鄉,6,40.7858,0.147110,1
2019,新竹縣,湖口鄉,37,58.4303,0.633233,1
2019,新竹縣,新埔鎮,14,72.1911,0.193930,1
2019,新竹縣,新豐鄉,19,46.3496,0.409928,1
2019,新竹縣,橫山鄉,2,66.3502,0.030143,1
2019,新竹縣,關西鎮,5,125.5193,0.039835,1
2019,新竹縣,寶山鄉,3,64.7871,0.046306,1
2019,嘉義市,西區,37,29.8700,1.238701,1
2019,嘉義市,東區,31,30.1556,1.028001,1
2019,嘉義縣,大林鎮,11,64.1663,0.171430,1
2019,嘉義縣,大埔鄉,1,173.2472,0.005772,1
2019,嘉義縣,中埔鄉,8,129.5016,0.061775,1
2019,嘉義縣,六腳鄉,2,62.2619,0.032122,1
2019,嘉義縣,太保市,4,66.8964,0.059794,1
2019,嘉義縣,水上鄉,8,69.1198,0.115741,1
2019,嘉義縣,布袋鎮,7,61.7307,0.113396,1
2019,嘉義縣,民雄鄉,13,85.4969,0.152052,1
2019,嘉義縣,朴子市,10,49.5737,0.201720,1
2019,嘉義縣,竹崎鄉,1,162.2256,0.006164,1
2019,嘉義縣,東石鄉,2,81.5821,0.024515,1
2019,嘉義縣,梅山鄉,4,119.7571,0.033401,1
2019,嘉義縣,鹿草鄉,1,54.3151,0.018411,1
2019,嘉義縣,番路鄉,2,117.5269,0.017017,1
2019,嘉義縣,新港鄉,4,66.0495,0.060561,1
2019,嘉義縣,義竹鄉,2,79.2925,0.025223,1
2019,彰化縣,二水鄉,1,29.4449,0.033962,1
2019,彰化縣,二林鎮,12,92.8478,0.129244,1
2019,彰化縣,大村鄉,6,30.7837,0.194908,1
2019,彰化縣,大城鄉,2,63.7406,0.031377,1
2019,彰化縣,北斗鎮,5,19.2547,0.259677,1
2019,彰化縣,永靖鄉,7,20.6382,0.339177,1
2019,彰化縣,田中鎮,9,34.6056,0.260074,1
2019,彰化縣,竹塘鄉,2,42.1662,0.047431,1
2019,彰化縣,伸港鄉,1,22.3268,0.044789,1
2019,彰化縣,秀水鄉,3,29.3447,0.102233,1
2019,彰化縣,和美鎮,22,39.9345,0.550902,1
2019,彰化縣,社頭鄉,9,36.1449,0.248998,1
2019,彰化縣,芳苑鄉,5,91.3827,0.054715,1
2019,彰化縣,花壇鄉,9,36.3469,0.247614,1
2019,彰化縣,芬園鄉,2,38.0204,0.052603,1
2019,彰化縣,員林市,27,40.0380,0.674359,1
2019,彰化縣,埔心鄉,6,20.9526,0.286361,1
2019,彰化縣,埔鹽鄉,3,38.6081,0.077704,1
2019,彰化縣,埤頭鄉,6,42.7508,0.140348,1
2019,彰化縣,鹿港鎮,11,39.4625,0.278746,1
2019,彰化縣,溪州鄉,3,75.8310,0.039562,1
2019,彰化縣,溪湖鎮,7,32.0592,0.218346,1
2019,彰化縣,彰化市,46,65.6947,0.700209,1
2019,彰化縣,福興鄉,10,49.8934,0.200427,1
2019,彰化縣,線西鄉,1,18.0856,0.055293,1
2019,臺中市,大甲區,14,58.5192,0.239238,1
2019,臺中市,大安區,2,27.4045,0.072981,1
2019,臺中市,大肚區,11,37.0024,0.297278,1
2019,臺中市,大里區,51,28.8758,1.766185,1
2019,臺中市,大雅區,16,32.4109,0.493661,1
2019,臺中市,中區,15,0.8803,17.039646,1
2019,臺中市,太平區,39,120.7473,0.322989,1
2019,臺中市,北屯區,64,62.7034,1.020678,1
2019,臺中市,北區,45,6.9376,6.486393,1
2019,臺中市,外埔區,1,42.4099,0.023579,1
2019,臺中市,石岡區,2,18.2105,0.109827,1
2019,臺中市,后里區,14,58.9439,0.237514,1
2019,臺中市,西屯區,80,39.8467,2.007695,1
2019,臺中市,西區,31,5.7042,5.434592,1
2019,臺中市,沙鹿區,22,40.4604,0.543742,1
2019,臺中市,和平區,3,1037.8199,0.002891,1
2019,臺中市,東區,14,9.2855,1.507727,1
2019,臺中市,東勢區,3,117.4065,0.025552,1
2019,臺中市,南屯區,41,31.2578,1.311673,1
2019,臺中市,南區,29,6.8101,4.258381,1
2019,臺中市,烏日區,21,43.4032,0.483835,1
2019,臺中市,神岡區,11,35.0445,0.313887,1
2019,臺中市,梧棲區,24,16.6049,1.445356,1
2019,臺中市,清水區,13,64.1709,0.202584,1
2019,臺中市,新社區,2,68.8874,0.029033,1
2019,臺中市,潭子區,19,25.8497,0.735018,1
2019,臺中市,龍井區,18,38.0377,0.473215,1
2019,臺中市,豐原區,29,41.1845,0.704148,1
2019,臺中市,霧峰區,15,98.0779,0.152940,1
2019,臺北市,士林區,75,62.3682,1.202536,1
2019,臺北市,大同區,37,5.6815,6.512365,1
2019,臺北市,大安區,91,11.3614,8.009577,1
2019,臺北市,中山區,118,13.6821,8.624407,1
2019,臺北市,中正區,70,7.6071,9.201930,1
2019,臺北市,內湖區,96,31.5787,3.040024,1
2019,臺北市,文山區,48,31.5090,1.523374,1
2019,臺北市,北投區,53,56.8216,0.932744,1
2019,臺北市,松山區,74,9.2878,7.967441,1
2019,臺北市,信義區,64,11.2077,5.710360,1
2019,臺北市,南港區,40,21.8424,1.831301,1
2019,臺北市,萬華區,58,8.8522,6.552044,1
