年,縣市,行政區,店面數,土地面積,超商密度,月
2023,臺東縣,臺東市,35,109.7691,0.318851,1
2023,臺東縣,關山鎮,3,58.7351,0.051077,1
2023,臺東縣,蘭嶼鄉,2,48.3892,0.041332,1
2023,臺南市,七股區,2,110.1492,0.018157,1
2023,臺南市,下營區,2,33.5291,0.059650,1
2023,臺南市,大內區,2,70.3125,0.028444,1
2023,臺南市,山上區,2,27.8780,0.071741,1
2023,臺南市,中西區,34,6.2600,5.431310,1
2023,臺南市,仁德區,26,50.7664,0.512150,1
2023,臺南市,六甲區,5,67.5471,0.074022,1
2023,臺南市,北門區,1,44.1003,0.022676,1
2023,臺南市,北區,35,10.4340,3.354418,1
2023,臺南市,永康區,100,40.2753,2.482911,1
2023,臺南市,玉井區,3,76.3662,0.039284,1
2023,臺南市,白河區,8,126.4046,0.063289,1
2023,臺南市,安平區,28,11.0663,2.530204,1
2023,臺南市,安定區,12,31.2700,0.383754,1
2023,臺南市,安南區,50,107.2016,0.466411,1
2023,臺南市,西港區,6,33.7666,0.177690,1
2023,臺南市,佳里區,23,38.9422,0.590619,1
2023,臺南市,官田區,4,70.7953,0.056501,1
2023,臺南市,東山區,5,124.9178,0.040026,1
2023,臺南市,東區,61,13.4156,4.546945,1
2023,臺南市,南化區,2,171.5198,0.011660,1
2023,臺南市,南區,46,27.2681,1.686953,1
2023,臺南市,後壁區,4,72.2189,0.055387,1
2023,臺南市,柳營區,5,61.2929,0.081576,1
2023,臺南市,將軍區,2,41.9796,0.047642,1
2023,臺南市,麻豆區,18,53.9744,0.333491,1
2023,臺南市,善化區,20,55.3097,0.361600,1
2023,臺南市,新化區,11,62.0579,0.177254,1
2023,臺南市,新市區,22,47.8096,0.460159,1
2023,臺南市,新營區,16,38.5386,0.415168,1
2023,臺南市,楠西區,3,109.6316,0.027364,1
2023,臺南市,學甲區,5,53.9919,0.092606,1
2023,臺南市,龍崎區,2,64.0814,0.031210,1
2023,臺南市,歸仁區,17,55.7913,0.304707,1
2023,臺南市,關廟區,9,53.6413,0.167781,1
2023,臺南市,鹽水區,4,52.2455,0.076562,1
2023,澎湖縣,七美鄉,1,6.9868,0.143127,1
2023,澎湖縣,白沙鄉,2,20.0875,0.099564,1
2023,澎湖縣,西嶼鄉,2,18.7148,0.106867,1
2023,澎湖縣,馬公市,28,33.9918,0.823728,1
2023,澎湖縣,望安鄉,1,13.7824,0.072556,1
2023,澎湖縣,湖西鄉,3,33.3008,0.090088,1
2023,宜蘭縣,三星鄉,7,144.2238,0.048536,2
2023,宜蘭縣,大同鄉,2,657.5442,0.003042,2
2023,宜蘭縣,五結鄉,13,38.8671,0.334473,2
2023,宜蘭縣,冬山鄉,14,79.8573,0.175313,2
2023,宜蘭縣,壯圍鄉,6,38.4769,0.155938,2
2023,宜蘭縣,宜蘭市,54,29.4080,1.836235,2
2023,宜蘭縣,南澳鄉,3,740.6520,0.004050,2
2023,宜蘭縣,員山鄉,3,111.9106,0.026807,2
2023,宜蘭縣,頭城鎮,13,100.8930,0.128849,2
2023,宜蘭縣,礁溪鄉,14,101.4278,0.138029,2
2023,宜蘭縣,羅東鎮,34,11.3448,2.996968,2
2023,宜蘭縣,蘇澳鎮,20,89.0196,0.224670,2
2023,花蓮縣,玉里鎮,7,252.3719,0.027737,2
2023,花蓮縣,光復鄉,3,157.1100,0.019095,2
2023,花蓮縣,吉安鄉,19,65.2582,0.291151,2
2023,花蓮縣,秀林鄉,6,1641.8600,0.003654,2
2023,花蓮縣,卓溪鄉,1,1021.3100,0.000979,2
2023,花蓮縣,花蓮市,37,29.4095,1.258097,2
2023,花蓮縣,富里鄉,2,176.3705,0.011340,2
2023,花蓮縣,新城鄉,6,29.4095,0.204016,2
2023,花蓮縣,瑞穗鄉,3,135.5862,0.022126,2
2023,花蓮縣,壽豐鄉,7,218.4448,0.032045,2
2023,花蓮縣,鳳林鎮,3,120.5181,0.024893,2
2023,金門縣,金沙鎮,3,41.1900,0.072833,2
2023,金門縣,金城鎮,12,21.7130,0.552664,2
2023,金門縣,金湖鎮,12,41.6960,0.287797,2
2023,金門縣,金寧鄉,7,29.8540,0.234474,2
2023,金門縣,烈嶼鄉,2,16.0030,0.124977,2
2023,南投縣,中寮鄉,1,146.6541,0.006819,2
2023,南投縣,仁愛鄉,5,1273.5300,0.003926,2
2023,南投縣,水里鄉,3,106.8424,0.028079,2
2023,南投縣,名間鄉,6,83.0955,0.072206,2
2023,南投縣,竹山鎮,17,247.3339,0.068733,2
2023,南投縣,信義鄉,1,1422.4200,0.000703,2
2023,南投縣,南投市,26,71.6021,0.363118,2
2023,南投縣,埔里鎮,32,162.2227,0.197260,2
2023,南投縣,草屯鎮,22,104.0327,0.211472,2
2023,南投縣,國姓鄉,2,175.7042,0.011383,2
2023,南投縣,魚池鄉,9,121.3735,0.074151,2
2023,南投縣,鹿谷鄉,7,141.8981,0.049331,2
2023,南投縣,集集鎮,2,49.7268,0.040220,2
2023,屏東縣,九如鄉,9,42.0187,0.214190,2
2023,屏東縣,三地門鄉,1,196.3965,0.005092,2
2023,屏東縣,內埔鄉,22,81.8554,0.268767,2
2023,屏東縣,竹田鄉,2,29.0732,0.068792,2
2023,屏東縣,牡丹鄉,2,181.8366,0.010999,2
2023,屏東縣,車城鄉,5,49.8517,0.100297,2
2023,屏東縣,里港鄉,4,68.9208,0.058038,2
2023,屏東縣,佳冬鄉,5,30.9842,0.161373,2
2023,屏東縣,來義鄉,1,167.7756,0.005960,2
2023,屏東縣,枋山鄉,3,17.2697,0.173715,2
2023,屏東縣,枋寮鄉,10,57.7347,0.173206,2
2023,屏東縣,東港鎮,15,29.4635,0.509105,2
2023,屏東縣,林邊鄉,3,15.6233,0.192021,2
2023,屏東縣,長治鄉,10,39.8861,0.250714,2
2023,屏東縣,南州鄉,3,18.9700,0.158144,2
2023,屏東縣,屏東市,52,65.0670,0.799176,2
2023,屏東縣,恆春鎮,15,136.7630,0.109679,2
2023,屏東縣,崁頂鄉,3,31.2659,0.095951,2
2023,屏東縣,泰武鄉,1,118.6266,0.008430,2
2023,屏東縣,琉球鄉,2,6.8018,0.294040,2
2023,屏東縣,高樹鄉,2,90.1522,0.022185,2
2023,屏東縣,新埤鄉,4,59.0102,0.067785,2
2023,屏東縣,新園鄉,8,38.3109,0.208818,2
2023,屏東縣,獅子鄉,1,301.0018,0.003322,2
2023,屏東縣,萬丹鄉,11,57.4679,0.191411,2
2023,屏東縣,萬巒鄉,5,60.7315,0.082330,2
2023,屏東縣,滿州鄉,1,142.2013,0.007032,2
2023,屏東縣,瑪家鄉,1,78.7008,0.012706,2
2023,屏東縣,潮州鎮,20,42.4331,0.471330,2
2023,屏東縣,霧臺鄉,1,278.7960,0.003587,2
2023,屏東縣,麟洛鄉,1,16.2600,0.061501,2
2023,屏東縣,鹽埔鄉,5,64.3493,0.077701,2
2023,苗栗縣,三義鄉,7,69.3424,0.100948,2
2023,苗栗縣,三灣鄉,2,52.2964,0.038244,2
2023,苗栗縣,大湖鄉,6,90.8396,0.066050,2
2023,苗栗縣,公館鄉,8,71.4523,0.111963,2
2023,苗栗縣,竹南鎮,41,37.5592,1.091610,2
2023,苗栗縣,西湖鄉,1,41.0758,0.024345,2
2023,苗栗縣,卓蘭鎮,6,76.3153,0.078621,2
2023,苗栗縣,南庄鄉,3,165.4938,0.018128,2
2023,苗栗縣,後龍鎮,12,75.8079,0.158295,2
2023,苗栗縣,苗栗市,37,37.8878,0.976568,2
2023,苗栗縣,苑裡鎮,17,68.2473,0.249094,2
2023,苗栗縣,泰安鄉,3,614.5127,0.004882,2
2023,苗栗縣,通霄鎮,6,107.8486,0.055634,2
2023,苗栗縣,造橋鄉,3,47.9978,0.062503,2
2023,苗栗縣,獅潭鄉,2,79.4324,0.025179,2
2023,苗栗縣,銅鑼鄉,7,78.3805,0.089308,2
2023,苗栗縣,頭份市,51,53.3205,0.956480,2
2023,苗栗縣,頭屋鄉,5,52.5046,0.095230,2
2023,桃園市,八德區,89,33.7111,2.640080,2
2023,桃園市,大園區,49,87.3925,0.560689,2
2023,桃園市,大溪區,28,105.1206,0.266361,2
2023,桃園市,中壢區,198,76.5200,2.587559,2
2023,桃園市,平鎮區,83,47.7532,1.738103,2
2023,桃園市,桃園區,195,34.8046,5.602708,2
2023,桃園市,復興區,2,350.7775,0.005702,2
2023,桃園市,新屋區,15,85.0166,0.176436,2
2023,桃園市,楊梅區,74,89.1229,0.830314,2
2023,桃園市,龍潭區,55,75.2341,0.731051,2
2023,桃園市,龜山區,109,72.0177,1.513517,2
2023,桃園市,蘆竹區,95,75.5025,1.258236,2
2023,桃園市,觀音區,30,87.9807,0.340984,2
2023,高雄市,三民區,91,19.7866,4.599072,2
2023,高雄市,大社區,11,26.5848,0.413770,2
2023,高雄市,大寮區,44,71.0400,0.619369,2
2023,高雄市,大樹區,12,66.9811,0.179155,2
2023,高雄市,小港區,40,45.4426,0.880231,2
2023,高雄市,仁武區,40,36.0808,1.108623,2
2023,高雄市,內門區,3,95.6224,0.031373,2
2023,高雄市,六龜區,1,194.1584,0.005150,2
2023,高雄市,左營區,72,19.3823,3.714730,2
2023,高雄市,永安區,1,22.6141,0.044220,2
2023,高雄市,田寮區,1,92.6802,0.010790,2
2023,高雄市,甲仙區,2,124.0340,0.016125,2
2023,高雄市,杉林區,2,104.0036,0.019230,2
2023,高雄市,那瑪夏區,1,252.9895,0.003953,2
2023,高雄市,岡山區,36,47.9421,0.750906,2
2023,高雄市,林園區,19,32.2860,0.588490,2
2023,高雄市,阿蓮區,5,34.6164,0.144440,2
2023,高雄市,前金區,18,1.8573,9.691487,2
2023,高雄市,前鎮區,58,19.1207,3.033362,2
2023,高雄市,美濃區,5,120.0316,0.041656,2
2023,高雄市,茄萣區,6,15.7624,0.380653,2
2023,高雄市,茂林區,1,194.0000,0.005155,2
2023,高雄市,苓雅區,64,8.1522,7.850642,2
2023,高雄市,桃源區,1,928.9800,0.001076,2
2023,高雄市,梓官區,8,11.5967,0.689851,2
2023,高雄市,鳥松區,15,24.5927,0.609937,2
2023,高雄市,湖內區,5,20.1615,0.247997,2
2023,高雄市,新興區,31,1.9764,15.685084,2
2023,高雄市,楠梓區,59,25.8276,2.284378,2
2023,高雄市,路竹區,18,48.4348,0.371634,2
2023,高雄市,鼓山區,69,14.7523,4.677237,2
2023,高雄市,旗山區,3,94.6122,0.031708,2
2023,高雄市,旗津區,4,1.7341,2.306672,2
2023,高雄市,鳳山區,101,26.7590,3.774431,2
2023,高雄市,橋頭區,14,25.9379,0.539751,2
2023,高雄市,燕巢區,7,65.3950,0.107042,2
2023,高雄市,彌陀區,4,14.7772,0.270687,2
2023,高雄市,鹽埕區,13,1.4161,9.180142,2
2023,基隆市,七堵區,24,56.2659,0.426546,2
2023,基隆市,中山區,14,10.5238,1.330318,2
2023,基隆市,中正區,28,10.2118,2.741926,2
2023,基隆市,仁愛區,31,4.2335,7.322546,2
2023,基隆市,安樂區,33,18.0250,1.830791,2
2023,基隆市,信義區,20,10.6706,1.874309,2
2023,基隆市,暖暖區,13,22.8283,0.569469,2
2023,連江縣,北竿鄉,3,9.9000,0.303030,2
2023,連江縣,東引鄉,1,3.8000,0.263158,2
2023,連江縣,南竿鄉,5,10.4000,0.480769,2
2023,連江縣,莒光鄉,1,4.7000,0.212766,2
2023,雲林縣,二崙鄉,4,59.5625,0.067156,2
2023,雲林縣,口湖鄉,4,80.4612,0.049713,2
2023,雲林縣,土庫鎮,8,49.0212,0.163195,2
2023,雲林縣,大埤鄉,4,44.9973,0.088894,2
2023,雲林縣,元長鄉,2,71.5872,0.027938,2
2023,雲林縣,斗六市,47,93.7151,0.501520,2
2023,雲林縣,斗南鎮,13,48.1505,0.269987,2
2023,雲林縣,水林鄉,1,72.9582,0.013706,2
2023,雲林縣,北港鎮,8,41.4999,0.192772,2
2023,雲林縣,古坑鄉,5,166.6059,0.030011,2
2023,雲林縣,四湖鄉,4,77.1189,0.051868,2
2023,雲林縣,西螺鎮,17,49.7985,0.341376,2
2023,雲林縣,東勢鄉,1,48.3562,0.020680,2
2023,雲林縣,林內鄉,3,37.6035,0.079780,2
2023,雲林縣,虎尾鎮,37,68.7420,0.538244,2
2023,雲林縣,崙背鄉,4,58.4840,0.068395,2
2023,雲林縣,麥寮鄉,12,80.1668,0.149688,2
2023,雲林縣,莿桐鄉,8,50.8502,0.157325,2
2023,雲林縣,臺西鄉,6,54.0983,0.110909,2
2023,雲林縣,褒忠鄉,4,37.0552,0.107947,2
2023,新北市,八里區,30,39.4933,0.759622,2
2023,新北市,三芝區,6,65.9909,0.090922,2
2023,新北市,三重區,187,16.3170,11.460440,2
2023,新北市,三峽區,46,191.4508,0.240271,2
2023,新北市,土城區,90,29.5578,3.044882,2
2023,新北市,中和區,172,20.1440,8.538523,2
2023,新北市,五股區,46,34.8632,1.319443,2
2023,新北市,平溪區,4,71.3382,0.056071,2
2023,新北市,永和區,70,5.7138,12.251041,2
2023,新北市,石門區,2,51.2645,0.039013,2
2023,新北市,石碇區,2,144.3498,0.013855,2
2023,新北市,汐止區,102,71.2354,1.431872,2
2023,新北市,坪林區,1,170.8350,0.005854,2
2023,新北市,林口區,71,54.1519,1.311127,2
2023,新北市,板橋區,234,23.1373,10.113539,2
2023,新北市,金山區,5,49.2132,0.101599,2
2023,新北市,泰山區,26,19.1603,1.356973,2
2023,新北市,烏來區,2,321.1306,0.006228,2
2023,新北市,貢寮區,6,99.9734,0.060016,2
2023,新北市,淡水區,118,70.6565,1.670052,2
2023,新北市,深坑區,8,20.5787,0.388751,2
2023,新北市,新店區,132,120.2255,1.097937,2
2023,新北市,新莊區,163,19.7383,8.258057,2
2023,新北市,瑞芳區,16,70.7336,0.226201,2
2023,新北市,萬里區,4,63.3766,0.063115,2
2023,新北市,樹林區,69,33.1288,2.082780,2
2023,新北市,蘆洲區,84,7.4351,11.297763,2
2023,新北市,鶯歌區,32,21.1248,1.514807,2
2023,新竹市,北區,58,15.7267,3.687996,2
2023,新竹市,東區,108,33.5768,3.216507,2
2023,新竹市,香山區,33,54.8491,0.601651,2
2023,新竹縣,五峰鄉,1,227.7280,0.004391,2
2023,新竹縣,北埔鄉,3,50.6676,0.059209,2
2023,新竹縣,尖石鄉,1,527.5795,0.001895,2
2023,新竹縣,竹北市,139,46.8341,2.967923,2
2023,新竹縣,竹東鎮,30,53.5133,0.560608,2
2023,新竹縣,芎林鄉,8,40.7858,0.196147,2
2023,新竹縣,峨眉鄉,1,46.8010,0.021367,2
2023,新竹縣,湖口鄉,54,58.4303,0.924178,2
2023,新竹縣,新埔鎮,21,72.1911,0.290895,2
2023,新竹縣,新豐鄉,23,46.3496,0.496229,2
2023,新竹縣,橫山鄉,3,66.3502,0.045215,2
2023,新竹縣,關西鎮,5,125.5193,0.039835,2
2023,新竹縣,寶山鄉,7,64.7871,0.108046,2
2023,嘉義市,西區,56,29.8700,1.874791,2
2023,嘉義市,東區,42,30.1556,1.392776,2
2023,嘉義縣,大林鎮,14,64.1663,0.218183,2
2023,嘉義縣,大埔鄉,1,173.2472,0.005772,2
2023,嘉義縣,中埔鄉,12,129.5016,0.092663,2
2023,嘉義縣,六腳鄉,2,62.2619,0.032122,2
2023,嘉義縣,太保市,10,66.8964,0.149485,2
2023,嘉義縣,水上鄉,14,69.1198,0.202547,2
2023,嘉義縣,布袋鎮,8,61.7307,0.129595,2
2023,嘉義縣,民雄鄉,27,85.4969,0.315801,2
2023,嘉義縣,朴子市,17,49.5737,0.342924,2
2023,嘉義縣,竹崎鄉,1,162.2256,0.006164,2
2023,嘉義縣,東石鄉,4,81.5821,0.049030,2
2023,嘉義縣,梅山鄉,5,119.7571,0.041751,2
2023,嘉義縣,鹿草鄉,1,54.3151,0.018411,2
2023,嘉義縣,番路鄉,3,117.5269,0.025526,2
2023,嘉義縣,新港鄉,6,66.0495,0.090841,2
2023,嘉義縣,義竹鄉,2,79.2925,0.025223,2
2023,彰化縣,二水鄉,4,29.4449,0.135847,2
2023,彰化縣,二林鎮,16,92.8478,0.172325,2
2023,彰化縣,大村鄉,6,30.7837,0.194908,2
2023,彰化縣,大城鄉,2,63.7406,0.031377,2
2023,彰化縣,北斗鎮,10,19.2547,0.519354,2
2023,彰化縣,永靖鄉,10,20.6382,0.484538,2
2023,彰化縣,田中鎮,10,34.6056,0.288971,2
2023,彰化縣,田尾鄉,4,24.0375,0.166407,2
2023,彰化縣,竹塘鄉,2,42.1662,0.047431,2
2023,彰化縣,伸港鄉,1,22.3268,0.044789,2
2023,彰化縣,秀水鄉,6,29.3447,0.204466,2
2023,彰化縣,和美鎮,30,39.9345,0.751230,2
2023,彰化縣,社頭鄉,14,36.1449,0.387330,2
2023,彰化縣,芳苑鄉,7,91.3827,0.076601,2
2023,彰化縣,花壇鄉,12,36.3469,0.330152,2
2023,彰化縣,芬園鄉,2,38.0204,0.052603,2
2023,彰化縣,員林市,37,40.0380,0.924122,2
2023,彰化縣,埔心鄉,8,20.9526,0.381814,2
2023,彰化縣,埔鹽鄉,6,38.6081,0.155408,2
2023,彰化縣,埤頭鄉,8,42.7508,0.187131,2
2023,彰化縣,鹿港鎮,28,39.4625,0.709534,2
2023,彰化縣,溪州鄉,8,75.8310,0.105498,2
2023,彰化縣,溪湖鎮,10,32.0592,0.311923,2
2023,彰化縣,彰化市,72,65.6947,1.095979,2
2023,彰化縣,福興鄉,12,49.8934,0.240513,2
2023,彰化縣,線西鄉,4,18.0856,0.221170,2
2023,臺中市,大甲區,28,58.5192,0.478475,2
2023,臺中市,大安區,3,27.4045,0.109471,2
2023,臺中市,大肚區,16,37.0024,0.432404,2
2023,臺中市,大里區,69,28.8758,2.389544,2
2023,臺中市,大雅區,29,32.4109,0.894761,2
2023,臺中市,中區,21,0.8803,23.855504,2
2023,臺中市,太平區,62,120.7473,0.513469,2
2023,臺中市,北屯區,111,62.7034,1.770239,2
2023,臺中市,北區,67,6.9376,9.657518,2
2023,臺中市,外埔區,1,42.4099,0.023579,2
2023,臺中市,石岡區,4,18.2105,0.219653,2
2023,臺中市,后里區,24,58.9439,0.407167,2
2023,臺中市,西屯區,134,39.8467,3.362888,2
2023,臺中市,西區,43,5.7042,7.538305,2
2023,臺中市,沙鹿區,45,40.4604,1.112199,2
2023,臺中市,和平區,4,1037.8199,0.003854,2
2023,臺中市,東區,32,9.2855,3.446234,2
2023,臺中市,東勢區,7,117.4065,0.059622,2
2023,臺中市,南屯區,69,31.2578,2.207449,2
2023,臺中市,南區,46,6.8101,6.754673,2
2023,臺中市,烏日區,34,43.4032,0.783352,2
2023,臺中市,神岡區,20,35.0445,0.570703,2
2023,臺中市,梧棲區,37,16.6049,2.228258,2
2023,臺中市,清水區,25,64.1709,0.389585,2
2023,臺中市,新社區,3,68.8874,0.043549,2
2023,臺中市,潭子區,31,25.8497,1.199240,2
2023,臺中市,龍井區,27,38.0377,0.709822,2
2023,臺中市,豐原區,44,41.1845,1.068363,2
2023,臺中市,霧峰區,27,98.0779,0.275291,2
2023,臺北市,士林區,103,62.3682,1.651483,2
2023,臺北市,大同區,56,5.6815,9.856552,2
2023,臺北市,大安區,130,11.3614,11.442252,2
2023,臺北市,中山區,175,13.6821,12.790434,2
2023,臺北市,中正區,103,7.6071,13.539982,2
2023,臺北市,內湖區,144,31.5787,4.560036,2
2023,臺北市,文山區,79,31.5090,2.507220,2
2023,臺北市,北投區,74,56.8216,1.302322,2
2023,臺北市,松山區,105,9.2878,11.305153,2
2023,臺北市,信義區,96,11.2077,8.565540,2
2023,臺北市,南港區,59,21.8424,2.701168,2
2023,臺北市,萬華區,74,8.8522,8.359504,2
2023,臺東縣,大武鄉,1,69.1454,0.014462,2
2023,臺東縣,太麻里鄉,4,96.6523,0.041385,2
2023,臺東縣,成功鎮,3,143.9939,0.020834,2
2023,臺東縣,池上鄉,2,82.6854,0.024188,2
2023,臺東縣,卑南鄉,1,412.6871,0.002423,2
2023,臺東縣,延平鄉,1,455.8805,0.002194,2
2023,臺東縣,東河鄉,1,210.1908,0.004758,2
2023,臺東縣,海端鄉,1,880.0382,0.001136,2
2023,臺東縣,鹿野鄉,1,89.6980,0.011149,2
2023,臺東縣,達仁鄉,2,306.4454,0.006526,2
2023,臺東縣,臺東市,36,109.7691,0.327961,2
2023,臺東縣,關山鎮,3,58.7351,0.051077,2
2023,臺東縣,蘭嶼鄉,2,48.3892,0.041332,2
2023,臺南市,七股區,2,110.1492,0.018157,2
2023,臺南市,下營區,2,33.5291,0.059650,2
2023,臺南市,大內區,2,70.3125,0.028444,2
2023,臺南市,山上區,2,27.8780,0.071741,2
2023,臺南市,中西區,34,6.2600,5.431310,2
2023,臺南市,仁德區,26,50.7664,0.512150,2
2023,臺南市,六甲區,5,67.5471,0.074022,2
2023,臺南市,北門區,1,44.1003,0.022676,2
2023,臺南市,北區,35,10.4340,3.354418,2
2023,臺南市,永康區,100,40.2753,2.482911,2
2023,臺南市,玉井區,3,76.3662,0.039284,2
2023,臺南市,白河區,8,126.4046,0.063289,2
2023,臺南市,安平區,28,11.0663,2.530204,2
2023,臺南市,安定區,12,31.2700,0.383754,2
2023,臺南市,安南區,50,107.2016,0.466411,2
2023,臺南市,西港區,6,33.7666,0.177690,2
2023,臺南市,佳里區,23,38.9422,0.590619,2
2023,臺南市,官田區,4,70.7953,0.056501,2
2023,臺南市,東山區,6,124.9178,0.048032,2
2023,臺南市,東區,61,13.4156,4.546945,2
2023,臺南市,南化區,2,171.5198,0.011660,2
2023,臺南市,南區,46,27.2681,1.686953,2
2023,臺南市,後壁區,4,72.2189,0.055387,2
2023,臺南市,柳營區,5,61.2929,0.081576,2
2023,臺南市,將軍區,2,41.9796,0.047642,2
2023,臺南市,麻豆區,18,53.9744,0.333491,2
2023,臺南市,善化區,20,55.3097,0.361600,2
2023,臺南市,新化區,12,62.0579,0.193368,2
2023,臺南市,新市區,22,47.8096,0.460159,2
2023,臺南市,新營區,17,38.5386,0.441116,2
2023,臺南市,楠西區,3,109.6316,0.027364,2
2023,臺南市,學甲區,5,53.9919,0.092606,2
2023,臺南市,龍崎區,2,64.0814,0.031210,2
2023,臺南市,歸仁區,17,55.7913,0.304707,2
2023,臺南市,關廟區,9,53.6413,0.167781,2
2023,臺南市,鹽水區,4,52.2455,0.076562,2
2023,澎湖縣,七美鄉,1,6.9868,0.143127,2
2023,澎湖縣,白沙鄉,2,20.0875,0.099564,2
2023,澎湖縣,西嶼鄉,2,18.7148,0.106867,2
2023,澎湖縣,馬公市,28,33.9918,0.823728,2
2023,澎湖縣,望安鄉,1,13.7824,0.072556,2
2023,澎湖縣,湖西鄉,3,33.3008,0.090088,2
2023,宜蘭縣,三星鄉,7,144.2238,0.048536,3
2023,宜蘭縣,大同鄉,2,657.5442,0.003042,3
2023,宜蘭縣,五結鄉,13,38.8671,0.334473,3
2023,宜蘭縣,冬山鄉,14,79.8573,0.175313,3
2023,宜蘭縣,壯圍鄉,6,38.4769,0.155938,3
2023,宜蘭縣,宜蘭市,54,29.4080,1.836235,3
2023,宜蘭縣,南澳鄉,3,740.6520,0.004050,3
2023,宜蘭縣,員山鄉,3,111.9106,0.026807,3
2023,宜蘭縣,頭城鎮,13,100.8930,0.128849,3
2023,宜蘭縣,礁溪鄉,14,101.4278,0.138029,3
2023,宜蘭縣,羅東鎮,34,11.3448,2.996968,3
2023,宜蘭縣,蘇澳鎮,20,89.0196,0.224670,3
2023,花蓮縣,玉里鎮,7,252.3719,0.027737,3
2023,花蓮縣,光復鄉,3,157.1100,0.019095,3
2023,花蓮縣,吉安鄉,19,65.2582,0.291151,3
2023,花蓮縣,秀林鄉,6,1641.8600,0.003654,3
2023,花蓮縣,卓溪鄉,1,1021.3100,0.000979,3
2023,花蓮縣,花蓮市,37,29.4095,1.258097,3
2023,花蓮縣,富里鄉,2,176.3705,0.011340,3
2023,花蓮縣,新城鄉,6,29.4095,0.204016,3
2023,花蓮縣,瑞穗鄉,3,135.5862,0.022126,3
2023,花蓮縣,壽豐鄉,7,218.4448,0.032045,3
2023,花蓮縣,鳳林鎮,3,120.5181,0.024893,3
2023,金門縣,金沙鎮,3,41.1900,0.072833,3
2023,金門縣,金城鎮,12,21.7130,0.552664,3
2023,金門縣,金湖鎮,12,41.6960,0.287797,3
2023,金門縣,金寧鄉,7,29.8540,0.234474,3
2023,金門縣,烈嶼鄉,2,16.0030,0.124977,3
2023,南投縣,中寮鄉,1,146.6541,0.006819,3
2023,南投縣,仁愛鄉,5,1273.5300,0.003926,3
2023,南投縣,水里鄉,3,106.8424,0.028079,3
2023,南投縣,名間鄉,6,83.0955,0.072206,3
2023,南投縣,竹山鎮,17,247.3339,0.068733,3
2023,南投縣,信義鄉,1,1422.4200,0.000703,3
2023,南投縣,南投市,26,71.6021,0.363118,3
2023,南投縣,埔里鎮,32,162.2227,0.197260,3
2023,南投縣,草屯鎮,23,104.0327,0.221084,3
2023,南投縣,國姓鄉,2,175.7042,0.011383,3
2023,南投縣,魚池鄉,9,121.3735,0.074151,3
2023,南投縣,鹿谷鄉,7,141.8981,0.049331,3
2023,南投縣,集集鎮,2,49.7268,0.040220,3
2023,屏東縣,九如鄉,9,42.0187,0.214190,3
2023,屏東縣,三地門鄉,1,196.3965,0.005092,3
2023,屏東縣,內埔鄉,22,81.8554,0.268767,3
2023,屏東縣,竹田鄉,2,29.0732,0.068792,3
2023,屏東縣,牡丹鄉,2,181.8366,0.010999,3
2023,屏東縣,車城鄉,5,49.8517,0.100297,3
2023,屏東縣,里港鄉,4,68.9208,0.058038,3
2023,屏東縣,佳冬鄉,5,30.9842,0.161373,3
2023,屏東縣,來義鄉,1,167.7756,0.005960,3
2023,屏東縣,枋山鄉,3,17.2697,0.173715,3
2023,屏東縣,枋寮鄉,10,57.7347,0.173206,3
2023,屏東縣,東港鎮,15,29.4635,0.509105,3
2023,屏東縣,林邊鄉,3,15.6233,0.192021,3
2023,屏東縣,長治鄉,10,39.8861,0.250714,3
2023,屏東縣,南州鄉,3,18.9700,0.158144,3
2023,屏東縣,屏東市,53,65.0670,0.814545,3
2023,屏東縣,恆春鎮,15,136.7630,0.109679,3
2023,屏東縣,崁頂鄉,3,31.2659,0.095951,3
2023,屏東縣,泰武鄉,1,118.6266,0.008430,3
2023,屏東縣,琉球鄉,2,6.8018,0.294040,3
2023,屏東縣,高樹鄉,3,90.1522,0.033277,3
2023,屏東縣,新埤鄉,4,59.0102,0.067785,3
2023,屏東縣,新園鄉,8,38.3109,0.208818,3
2023,屏東縣,獅子鄉,1,301.0018,0.003322,3
2023,屏東縣,萬丹鄉,11,57.4679,0.191411,3
2023,屏東縣,萬巒鄉,5,60.7315,0.082330,3
2023,屏東縣,滿州鄉,1,142.2013,0.007032,3
2023,屏東縣,瑪家鄉,1,78.7008,0.012706,3
2023,屏東縣,潮州鎮,20,42.4331,0.471330,3
2023,屏東縣,霧臺鄉,1,278.7960,0.003587,3
2023,屏東縣,麟洛鄉,1,16.2600,0.061501,3
2023,屏東縣,鹽埔鄉,5,64.3493,0.077701,3
2023,苗栗縣,三義鄉,7,69.3424,0.100948,3
2023,苗栗縣,三灣鄉,2,52.2964,0.038244,3
2023,苗栗縣,大湖鄉,6,90.8396,0.066050,3
2023,苗栗縣,公館鄉,8,71.4523,0.111963,3
2023,苗栗縣,竹南鎮,41,37.5592,1.091610,3
2023,苗栗縣,西湖鄉,1,41.0758,0.024345,3
2023,苗栗縣,卓蘭鎮,6,76.3153,0.078621,3
2023,苗栗縣,南庄鄉,3,165.4938,0.018128,3
2023,苗栗縣,後龍鎮,12,75.8079,0.158295,3
2023,苗栗縣,苗栗市,37,37.8878,0.976568,3
2023,苗栗縣,苑裡鎮,17,68.2473,0.249094,3
2023,苗栗縣,泰安鄉,3,614.5127,0.004882,3
