年,月,年月,居住地,年齡層,性別,旅客數,年月KEY
2024,9,2024-09-01,其他未列明(Unknow),13-19歲,女,0,202409
2024,10,2024-10-01,亞洲地區(Asia),13-19歲,女,8784,202410
2024,10,2024-10-01,非洲地區(Africa),13-19歲,女,0,202410
2024,10,2024-10-01,美洲地區(Americas),13-19歲,女,169,202410
2024,10,2024-10-01,大洋洲地區(Oceania),13-19歲,女,132,202410
2024,10,2024-10-01,歐洲地區(Europe),13-19歲,女,154,202410
2024,10,2024-10-01,其他未列明(Unknow),13-19歲,女,24,202410
2024,11,2024-11-01,亞洲地區(Asia),13-19歲,女,7640,202411
2024,11,2024-11-01,非洲地區(Africa),13-19歲,女,0,202411
2024,11,2024-11-01,美洲地區(Americas),13-19歲,女,184,202411
2024,11,2024-11-01,大洋洲地區(Oceania),13-19歲,女,55,202411
2024,11,2024-11-01,歐洲地區(Europe),13-19歲,女,138,202411
2024,11,2024-11-01,其他未列明(Unknow),13-19歲,女,5,202411
2024,12,2024-12-01,亞洲地區(Asia),13-19歲,女,12923,202412
2024,12,2024-12-01,非洲地區(Africa),13-19歲,女,0,202412
2024,12,2024-12-01,美洲地區(Americas),13-19歲,女,420,202412
2024,12,2024-12-01,大洋洲地區(Oceania),13-19歲,女,135,202412
2024,12,2024-12-01,歐洲地區(Europe),13-19歲,女,178,202412
2024,12,2024-12-01,其他未列明(Unknow),13-19歲,女,0,202412
2025,1,2025-01-01,亞洲地區(Asia),13-19歲,女,49550,202501
2025,1,2025-01-01,非洲地區(Africa),13-19歲,女,0,202501
2025,1,2025-01-01,美洲地區(Americas),13-19歲,女,2233,202501
2025,1,2025-01-01,大洋洲地區(Oceania),13-19歲,女,847,202501
2025,1,2025-01-01,歐洲地區(Europe),13-19歲,女,1005,202501
2025,1,2025-01-01,其他未列明(Unknow),13-19歲,女,1,202501
2025,2,2025-02-01,亞洲地區(Asia),13-19歲,女,32279,202502
2025,2,2025-02-01,非洲地區(Africa),13-19歲,女,0,202502
2025,2,2025-02-01,美洲地區(Americas),13-19歲,女,443,202502
2025,2,2025-02-01,大洋洲地區(Oceania),13-19歲,女,434,202502
2025,2,2025-02-01,歐洲地區(Europe),13-19歲,女,277,202502
2025,2,2025-02-01,其他未列明(Unknow),13-19歲,女,0,202502
2025,3,2025-03-01,亞洲地區(Asia),13-19歲,女,11112,202503
2025,3,2025-03-01,非洲地區(Africa),13-19歲,女,0,202503
2025,3,2025-03-01,美洲地區(Americas),13-19歲,女,530,202503
2025,3,2025-03-01,大洋洲地區(Oceania),13-19歲,女,131,202503
2025,3,2025-03-01,歐洲地區(Europe),13-19歲,女,188,202503
2025,3,2025-03-01,其他未列明(Unknow),13-19歲,女,15,202503
2025,4,2025-04-01,亞洲地區(Asia),13-19歲,女,18034,202504
2025,4,2025-04-01,非洲地區(Africa),13-19歲,女,0,202504
2025,4,2025-04-01,美洲地區(Americas),13-19歲,女,465,202504
2025,4,2025-04-01,大洋洲地區(Oceania),13-19歲,女,232,202504
2025,4,2025-04-01,歐洲地區(Europe),13-19歲,女,215,202504
2025,4,2025-04-01,其他未列明(Unknow),13-19歲,女,1,202504
2025,5,2025-05-01,亞洲地區(Asia),13-19歲,女,20546,202505
2025,5,2025-05-01,非洲地區(Africa),13-19歲,女,0,202505
2025,5,2025-05-01,美洲地區(Americas),13-19歲,女,360,202505
2025,5,2025-05-01,大洋洲地區(Oceania),13-19歲,女,258,202505
2025,5,2025-05-01,歐洲地區(Europe),13-19歲,女,421,202505
2025,5,2025-05-01,其他未列明(Unknow),13-19歲,女,0,202505
2025,6,2025-06-01,亞洲地區(Asia),13-19歲,女,41228,202506
2025,6,2025-06-01,非洲地區(Africa),13-19歲,女,1,202506
2025,6,2025-06-01,美洲地區(Americas),13-19歲,女,1984,202506
2025,6,2025-06-01,大洋洲地區(Oceania),13-19歲,女,681,202506
2025,6,2025-06-01,歐洲地區(Europe),13-19歲,女,1041,202506
2025,6,2025-06-01,其他未列明(Unknow),13-19歲,女,18,202506
2025,7,2025-07-01,亞洲地區(Asia),13-19歲,女,87220,202507
2025,7,2025-07-01,非洲地區(Africa),13-19歲,女,2,202507
2025,7,2025-07-01,美洲地區(Americas),13-19歲,女,3568,202507
2025,7,2025-07-01,大洋洲地區(Oceania),13-19歲,女,1686,202507
2025,7,2025-07-01,歐洲地區(Europe),13-19歲,女,1862,202507
2025,7,2025-07-01,其他未列明(Unknow),13-19歲,女,4,202507
2025,8,2025-08-01,亞洲地區(Asia),13-19歲,女,70981,202508
2025,8,2025-08-01,非洲地區(Africa),13-19歲,女,3,202508
2025,8,2025-08-01,美洲地區(Americas),13-19歲,女,3404,202508
2025,8,2025-08-01,大洋洲地區(Oceania),13-19歲,女,1003,202508
2025,8,2025-08-01,歐洲地區(Europe),13-19歲,女,1234,202508
2025,8,2025-08-01,其他未列明(Unknow),13-19歲,女,1,202508
2025,9,2025-09-01,亞洲地區(Asia),13-19歲,女,10904,202509
2025,9,2025-09-01,非洲地區(Africa),13-19歲,女,0,202509
2025,9,2025-09-01,美洲地區(Americas),13-19歲,女,659,202509
2025,9,2025-09-01,大洋洲地區(Oceania),13-19歲,女,161,202509
2025,9,2025-09-01,歐洲地區(Europe),13-19歲,女,327,202509
2025,9,2025-09-01,其他未列明(Unknow),13-19歲,女,1,202509
2025,10,2025-10-01,亞洲地區(Asia),13-19歲,女,14638,202510
2025,10,2025-10-01,非洲地區(Africa),13-19歲,女,0,202510
2025,10,2025-10-01,美洲地區(Americas),13-19歲,女,272,202510
2025,10,2025-10-01,大洋洲地區(Oceania),13-19歲,女,219,202510
2025,10,2025-10-01,歐洲地區(Europe),13-19歲,女,192,202510
2025,10,2025-10-01,其他未列明(Unknow),13-19歲,女,0,202510
2025,11,2025-11-01,亞洲地區(Asia),13-19歲,女,9558,202511
2025,11,2025-11-01,非洲地區(Africa),13-19歲,女,1,202511
2025,11,2025-11-01,美洲地區(Americas),13-19歲,女,267,202511
2025,11,2025-11-01,大洋洲地區(Oceania),13-19歲,女,57,202511
2025,11,2025-11-01,歐洲地區(Europe),13-19歲,女,95,202511
2025,11,2025-11-01,其他未列明(Unknow),13-19歲,女,18,202511
2025,12,2025-12-01,亞洲地區(Asia),13-19歲,女,16165,202512
2025,12,2025-12-01,非洲地區(Africa),13-19歲,女,3,202512
2025,12,2025-12-01,美洲地區(Americas),13-19歲,女,500,202512
2025,12,2025-12-01,大洋洲地區(Oceania),13-19歲,女,190,202512
2025,12,2025-12-01,歐洲地區(Europe),13-19歲,女,263,202512
2025,12,2025-12-01,其他未列明(Unknow),13-19歲,女,2,202512
2026,1,2026-01-01,亞洲地區(Asia),13-19歲,女,47682,202601
2026,1,2026-01-01,非洲地區(Africa),13-19歲,女,1,202601
2026,1,2026-01-01,美洲地區(Americas),13-19歲,女,1987,202601
2026,1,2026-01-01,大洋洲地區(Oceania),13-19歲,女,1129,202601
2026,1,2026-01-01,歐洲地區(Europe),13-19歲,女,894,202601
2026,1,2026-01-01,其他未列明(Unknow),13-19歲,女,3,202601
2019,1,2019-01-01,亞洲地區(Asia),20-29歲,男,69533,201901
2019,1,2019-01-01,非洲地區(Africa),20-29歲,男,0,201901
2019,1,2019-01-01,美洲地區(Americas),20-29歲,男,5529,201901
2019,1,2019-01-01,大洋洲地區(Oceania),20-29歲,男,1142,201901
2019,1,2019-01-01,歐洲地區(Europe),20-29歲,男,1753,201901
2019,1,2019-01-01,其他未列明(Unknow),20-29歲,男,7,201901
2019,2,2019-02-01,亞洲地區(Asia),20-29歲,男,90717,201902
2019,2,2019-02-01,非洲地區(Africa),20-29歲,男,0,201902
2019,2,2019-02-01,美洲地區(Americas),20-29歲,男,2774,201902
2019,2,2019-02-01,大洋洲地區(Oceania),20-29歲,男,1906,201902
2019,2,2019-02-01,歐洲地區(Europe),20-29歲,男,1473,201902
2019,2,2019-02-01,其他未列明(Unknow),20-29歲,男,164,201902
2019,3,2019-03-01,亞洲地區(Asia),20-29歲,男,77972,201903
2019,3,2019-03-01,非洲地區(Africa),20-29歲,男,0,201903
2019,3,2019-03-01,美洲地區(Americas),20-29歲,男,2601,201903
2019,3,2019-03-01,大洋洲地區(Oceania),20-29歲,男,1232,201903
2019,3,2019-03-01,歐洲地區(Europe),20-29歲,男,1507,201903
2019,3,2019-03-01,其他未列明(Unknow),20-29歲,男,543,201903
2019,4,2019-04-01,亞洲地區(Asia),20-29歲,男,69618,201904
2019,4,2019-04-01,非洲地區(Africa),20-29歲,男,0,201904
2019,4,2019-04-01,美洲地區(Americas),20-29歲,男,1973,201904
2019,4,2019-04-01,大洋洲地區(Oceania),20-29歲,男,1073,201904
2019,4,2019-04-01,歐洲地區(Europe),20-29歲,男,1218,201904
2019,4,2019-04-01,其他未列明(Unknow),20-29歲,男,296,201904
2019,5,2019-05-01,亞洲地區(Asia),20-29歲,男,71429,201905
2019,5,2019-05-01,非洲地區(Africa),20-29歲,男,0,201905
2019,5,2019-05-01,美洲地區(Americas),20-29歲,男,2610,201905
2019,5,2019-05-01,大洋洲地區(Oceania),20-29歲,男,1126,201905
2019,5,2019-05-01,歐洲地區(Europe),20-29歲,男,1220,201905
2019,5,2019-05-01,其他未列明(Unknow),20-29歲,男,205,201905
2019,6,2019-06-01,亞洲地區(Asia),20-29歲,男,84131,201906
2019,6,2019-06-01,非洲地區(Africa),20-29歲,男,0,201906
2019,6,2019-06-01,美洲地區(Americas),20-29歲,男,2865,201906
2019,6,2019-06-01,大洋洲地區(Oceania),20-29歲,男,1402,201906
2019,6,2019-06-01,歐洲地區(Europe),20-29歲,男,1394,201906
2019,6,2019-06-01,其他未列明(Unknow),20-29歲,男,352,201906
2019,7,2019-07-01,亞洲地區(Asia),20-29歲,男,75722,201907
2019,7,2019-07-01,非洲地區(Africa),20-29歲,男,0,201907
2019,7,2019-07-01,美洲地區(Americas),20-29歲,男,2906,201907
2019,7,2019-07-01,大洋洲地區(Oceania),20-29歲,男,1164,201907
2019,7,2019-07-01,歐洲地區(Europe),20-29歲,男,1586,201907
2019,7,2019-07-01,其他未列明(Unknow),20-29歲,男,385,201907
2019,8,2019-08-01,亞洲地區(Asia),20-29歲,男,82709,201908
2019,8,2019-08-01,非洲地區(Africa),20-29歲,男,0,201908
2019,8,2019-08-01,美洲地區(Americas),20-29歲,男,4883,201908
2019,8,2019-08-01,大洋洲地區(Oceania),20-29歲,男,1598,201908
2019,8,2019-08-01,歐洲地區(Europe),20-29歲,男,2006,201908
2019,8,2019-08-01,其他未列明(Unknow),20-29歲,男,26,201908
2019,9,2019-09-01,亞洲地區(Asia),20-29歲,男,82043,201909
2019,9,2019-09-01,非洲地區(Africa),20-29歲,男,0,201909
2019,9,2019-09-01,美洲地區(Americas),20-29歲,男,4055,201909
2019,9,2019-09-01,大洋洲地區(Oceania),20-29歲,男,1456,201909
2019,9,2019-09-01,歐洲地區(Europe),20-29歲,男,2241,201909
2019,9,2019-09-01,其他未列明(Unknow),20-29歲,男,120,201909
2019,10,2019-10-01,亞洲地區(Asia),20-29歲,男,78364,201910
2019,10,2019-10-01,非洲地區(Africa),20-29歲,男,3,201910
2019,10,2019-10-01,美洲地區(Americas),20-29歲,男,2574,201910
2019,10,2019-10-01,大洋洲地區(Oceania),20-29歲,男,1330,201910
2019,10,2019-10-01,歐洲地區(Europe),20-29歲,男,1546,201910
2019,10,2019-10-01,其他未列明(Unknow),20-29歲,男,137,201910
2019,11,2019-11-01,亞洲地區(Asia),20-29歲,男,65260,201911
2019,11,2019-11-01,非洲地區(Africa),20-29歲,男,0,201911
2019,11,2019-11-01,美洲地區(Americas),20-29歲,男,2139,201911
2019,11,2019-11-01,大洋洲地區(Oceania),20-29歲,男,1159,201911
2019,11,2019-11-01,歐洲地區(Europe),20-29歲,男,1282,201911
2019,11,2019-11-01,其他未列明(Unknow),20-29歲,男,375,201911
2019,12,2019-12-01,亞洲地區(Asia),20-29歲,男,71369,201912
2019,12,2019-12-01,非洲地區(Africa),20-29歲,男,0,201912
2019,12,2019-12-01,美洲地區(Americas),20-29歲,男,2513,201912
2019,12,2019-12-01,大洋洲地區(Oceania),20-29歲,男,1197,201912
2019,12,2019-12-01,歐洲地區(Europe),20-29歲,男,1161,201912
2019,12,2019-12-01,其他未列明(Unknow),20-29歲,男,168,201912
2020,1,2020-01-01,亞洲地區(Asia),20-29歲,男,81095,202001
2020,1,2020-01-01,非洲地區(Africa),20-29歲,男,0,202001
2020,1,2020-01-01,美洲地區(Americas),20-29歲,男,6571,202001
2020,1,2020-01-01,大洋洲地區(Oceania),20-29歲,男,1512,202001
2020,1,2020-01-01,歐洲地區(Europe),20-29歲,男,2175,202001
2020,1,2020-01-01,其他未列明(Unknow),20-29歲,男,254,202001
2020,2,2020-02-01,亞洲地區(Asia),20-29歲,男,40206,202002
2020,2,2020-02-01,非洲地區(Africa),20-29歲,男,0,202002
2020,2,2020-02-01,美洲地區(Americas),20-29歲,男,2371,202002
2020,2,2020-02-01,大洋洲地區(Oceania),20-29歲,男,2290,202002
2020,2,2020-02-01,歐洲地區(Europe),20-29歲,男,1349,202002
2020,2,2020-02-01,其他未列明(Unknow),20-29歲,男,87,202002
2020,3,2020-03-01,亞洲地區(Asia),20-29歲,男,5962,202003
2020,3,2020-03-01,非洲地區(Africa),20-29歲,男,0,202003
2020,3,2020-03-01,美洲地區(Americas),20-29歲,男,613,202003
2020,3,2020-03-01,大洋洲地區(Oceania),20-29歲,男,510,202003
2020,3,2020-03-01,歐洲地區(Europe),20-29歲,男,240,202003
2020,3,2020-03-01,其他未列明(Unknow),20-29歲,男,14,202003
2020,4,2020-04-01,亞洲地區(Asia),20-29歲,男,710,202004
2020,4,2020-04-01,非洲地區(Africa),20-29歲,男,0,202004
2020,4,2020-04-01,美洲地區(Americas),20-29歲,男,29,202004
2020,4,2020-04-01,大洋洲地區(Oceania),20-29歲,男,4,202004
2020,4,2020-04-01,歐洲地區(Europe),20-29歲,男,7,202004
2020,4,2020-04-01,其他未列明(Unknow),20-29歲,男,8,202004
2020,5,2020-05-01,亞洲地區(Asia),20-29歲,男,1011,202005
2020,5,2020-05-01,非洲地區(Africa),20-29歲,男,0,202005
2020,5,2020-05-01,美洲地區(Americas),20-29歲,男,126,202005
2020,5,2020-05-01,大洋洲地區(Oceania),20-29歲,男,3,202005
2020,5,2020-05-01,歐洲地區(Europe),20-29歲,男,54,202005
2020,5,2020-05-01,其他未列明(Unknow),20-29歲,男,17,202005
2020,6,2020-06-01,亞洲地區(Asia),20-29歲,男,1070,202006
2020,6,2020-06-01,非洲地區(Africa),20-29歲,男,0,202006
2020,6,2020-06-01,美洲地區(Americas),20-29歲,男,274,202006
2020,6,2020-06-01,大洋洲地區(Oceania),20-29歲,男,8,202006
2020,6,2020-06-01,歐洲地區(Europe),20-29歲,男,97,202006
2020,6,2020-06-01,其他未列明(Unknow),20-29歲,男,18,202006
2020,7,2020-07-01,亞洲地區(Asia),20-29歲,男,1647,202007
2020,7,2020-07-01,非洲地區(Africa),20-29歲,男,1,202007
2020,7,2020-07-01,美洲地區(Americas),20-29歲,男,418,202007
2020,7,2020-07-01,大洋洲地區(Oceania),20-29歲,男,12,202007
2020,7,2020-07-01,歐洲地區(Europe),20-29歲,男,171,202007
2020,7,2020-07-01,其他未列明(Unknow),20-29歲,男,34,202007
2020,8,2020-08-01,亞洲地區(Asia),20-29歲,男,2431,202008
2020,8,2020-08-01,非洲地區(Africa),20-29歲,男,0,202008
2020,8,2020-08-01,美洲地區(Americas),20-29歲,男,1291,202008
2020,8,2020-08-01,大洋洲地區(Oceania),20-29歲,男,2,202008
2020,8,2020-08-01,歐洲地區(Europe),20-29歲,男,475,202008
2020,8,2020-08-01,其他未列明(Unknow),20-29歲,男,34,202008
2020,9,2020-09-01,亞洲地區(Asia),20-29歲,男,2397,202009
2020,9,2020-09-01,非洲地區(Africa),20-29歲,男,0,202009
2020,9,2020-09-01,美洲地區(Americas),20-29歲,男,660,202009
2020,9,2020-09-01,大洋洲地區(Oceania),20-29歲,男,7,202009
2020,9,2020-09-01,歐洲地區(Europe),20-29歲,男,690,202009
2020,9,2020-09-01,其他未列明(Unknow),20-29歲,男,39,202009
2020,10,2020-10-01,亞洲地區(Asia),20-29歲,男,1803,202010
2020,10,2020-10-01,非洲地區(Africa),20-29歲,男,0,202010
2020,10,2020-10-01,美洲地區(Americas),20-29歲,男,268,202010
2020,10,2020-10-01,大洋洲地區(Oceania),20-29歲,男,4,202010
2020,10,2020-10-01,歐洲地區(Europe),20-29歲,男,315,202010
2020,10,2020-10-01,其他未列明(Unknow),20-29歲,男,54,202010
2020,11,2020-11-01,亞洲地區(Asia),20-29歲,男,1452,202011
2020,11,2020-11-01,非洲地區(Africa),20-29歲,男,0,202011
2020,11,2020-11-01,美洲地區(Americas),20-29歲,男,245,202011
2020,11,2020-11-01,大洋洲地區(Oceania),20-29歲,男,13,202011
2020,11,2020-11-01,歐洲地區(Europe),20-29歲,男,71,202011
2020,11,2020-11-01,其他未列明(Unknow),20-29歲,男,10,202011
2020,12,2020-12-01,亞洲地區(Asia),20-29歲,男,1198,202012
2020,12,2020-12-01,非洲地區(Africa),20-29歲,男,0,202012
2020,12,2020-12-01,美洲地區(Americas),20-29歲,男,353,202012
2020,12,2020-12-01,大洋洲地區(Oceania),20-29歲,男,10,202012
2020,12,2020-12-01,歐洲地區(Europe),20-29歲,男,36,202012
2020,12,2020-12-01,其他未列明(Unknow),20-29歲,男,32,202012
2021,1,2021-01-01,亞洲地區(Asia),20-29歲,男,966,202101
2021,1,2021-01-01,非洲地區(Africa),20-29歲,男,0,202101
2021,1,2021-01-01,美洲地區(Americas),20-29歲,男,1088,202101
2021,1,2021-01-01,大洋洲地區(Oceania),20-29歲,男,9,202101
2021,1,2021-01-01,歐洲地區(Europe),20-29歲,男,85,202101
2021,1,2021-01-01,其他未列明(Unknow),20-29歲,男,17,202101
2021,2,2021-02-01,亞洲地區(Asia),20-29歲,男,1907,202102
2021,2,2021-02-01,非洲地區(Africa),20-29歲,男,0,202102
2021,2,2021-02-01,美洲地區(Americas),20-29歲,男,452,202102
2021,2,2021-02-01,大洋洲地區(Oceania),20-29歲,男,14,202102
2021,2,2021-02-01,歐洲地區(Europe),20-29歲,男,34,202102
2021,2,2021-02-01,其他未列明(Unknow),20-29歲,男,9,202102
2021,3,2021-03-01,亞洲地區(Asia),20-29歲,男,1969,202103
2021,3,2021-03-01,非洲地區(Africa),20-29歲,男,1,202103
2021,3,2021-03-01,美洲地區(Americas),20-29歲,男,395,202103
2021,3,2021-03-01,大洋洲地區(Oceania),20-29歲,男,23,202103
2021,3,2021-03-01,歐洲地區(Europe),20-29歲,男,63,202103
2021,3,2021-03-01,其他未列明(Unknow),20-29歲,男,13,202103
2021,4,2021-04-01,亞洲地區(Asia),20-29歲,男,1359,202104
2021,4,2021-04-01,非洲地區(Africa),20-29歲,男,0,202104
2021,4,2021-04-01,美洲地區(Americas),20-29歲,男,335,202104
2021,4,2021-04-01,大洋洲地區(Oceania),20-29歲,男,18,202104
2021,4,2021-04-01,歐洲地區(Europe),20-29歲,男,63,202104
2021,4,2021-04-01,其他未列明(Unknow),20-29歲,男,5,202104
2021,5,2021-05-01,亞洲地區(Asia),20-29歲,男,1146,202105
2021,5,2021-05-01,非洲地區(Africa),20-29歲,男,1,202105
2021,5,2021-05-01,美洲地區(Americas),20-29歲,男,418,202105
2021,5,2021-05-01,大洋洲地區(Oceania),20-29歲,男,21,202105
2021,5,2021-05-01,歐洲地區(Europe),20-29歲,男,37,202105
2021,5,2021-05-01,其他未列明(Unknow),20-29歲,男,10,202105
2021,6,2021-06-01,亞洲地區(Asia),20-29歲,男,1272,202106
2021,6,2021-06-01,非洲地區(Africa),20-29歲,男,0,202106
2021,6,2021-06-01,美洲地區(Americas),20-29歲,男,983,202106
2021,6,2021-06-01,大洋洲地區(Oceania),20-29歲,男,6,202106
2021,6,2021-06-01,歐洲地區(Europe),20-29歲,男,61,202106
2021,6,2021-06-01,其他未列明(Unknow),20-29歲,男,6,202106
2021,7,2021-07-01,亞洲地區(Asia),20-29歲,男,1449,202107
2021,7,2021-07-01,非洲地區(Africa),20-29歲,男,0,202107
2021,7,2021-07-01,美洲地區(Americas),20-29歲,男,1424,202107
2021,7,2021-07-01,大洋洲地區(Oceania),20-29歲,男,21,202107
2021,7,2021-07-01,歐洲地區(Europe),20-29歲,男,39,202107
2021,7,2021-07-01,其他未列明(Unknow),20-29歲,男,18,202107
2021,8,2021-08-01,亞洲地區(Asia),20-29歲,男,2110,202108
2021,8,2021-08-01,非洲地區(Africa),20-29歲,男,0,202108
2021,8,2021-08-01,美洲地區(Americas),20-29歲,男,3505,202108
2021,8,2021-08-01,大洋洲地區(Oceania),20-29歲,男,73,202108
2021,8,2021-08-01,歐洲地區(Europe),20-29歲,男,171,202108
2021,8,2021-08-01,其他未列明(Unknow),20-29歲,男,17,202108
2021,9,2021-09-01,亞洲地區(Asia),20-29歲,男,2346,202109
2021,9,2021-09-01,非洲地區(Africa),20-29歲,男,1,202109
2021,9,2021-09-01,美洲地區(Americas),20-29歲,男,998,202109
2021,9,2021-09-01,大洋洲地區(Oceania),20-29歲,男,102,202109
2021,9,2021-09-01,歐洲地區(Europe),20-29歲,男,299,202109
2021,9,2021-09-01,其他未列明(Unknow),20-29歲,男,7,202109
2021,10,2021-10-01,亞洲地區(Asia),20-29歲,男,1521,202110
2021,10,2021-10-01,非洲地區(Africa),20-29歲,男,0,202110
2021,10,2021-10-01,美洲地區(Americas),20-29歲,男,400,202110
2021,10,2021-10-01,大洋洲地區(Oceania),20-29歲,男,47,202110
2021,10,2021-10-01,歐洲地區(Europe),20-29歲,男,81,202110
2021,10,2021-10-01,其他未列明(Unknow),20-29歲,男,23,202110
2021,11,2021-11-01,亞洲地區(Asia),20-29歲,男,1041,202111
2021,11,2021-11-01,非洲地區(Africa),20-29歲,男,0,202111
2021,11,2021-11-01,美洲地區(Americas),20-29歲,男,209,202111
2021,11,2021-11-01,大洋洲地區(Oceania),20-29歲,男,7,202111
2021,11,2021-11-01,歐洲地區(Europe),20-29歲,男,43,202111
2021,11,2021-11-01,其他未列明(Unknow),20-29歲,男,18,202111
2021,12,2021-12-01,亞洲地區(Asia),20-29歲,男,1166,202112
2021,12,2021-12-01,非洲地區(Africa),20-29歲,男,3,202112
2021,12,2021-12-01,美洲地區(Americas),20-29歲,男,455,202112
2021,12,2021-12-01,大洋洲地區(Oceania),20-29歲,男,41,202112
2021,12,2021-12-01,歐洲地區(Europe),20-29歲,男,30,202112
2021,12,2021-12-01,其他未列明(Unknow),20-29歲,男,13,202112
2022,1,2022-01-01,亞洲地區(Asia),20-29歲,男,1254,202201
2022,1,2022-01-01,非洲地區(Africa),20-29歲,男,0,202201
2022,1,2022-01-01,美洲地區(Americas),20-29歲,男,1016,202201
2022,1,2022-01-01,大洋洲地區(Oceania),20-29歲,男,85,202201
2022,1,2022-01-01,歐洲地區(Europe),20-29歲,男,99,202201
2022,1,2022-01-01,其他未列明(Unknow),20-29歲,男,15,202201
2022,2,2022-02-01,亞洲地區(Asia),20-29歲,男,2885,202202
2022,2,2022-02-01,非洲地區(Africa),20-29歲,男,1,202202
2022,2,2022-02-01,美洲地區(Americas),20-29歲,男,487,202202
2022,2,2022-02-01,大洋洲地區(Oceania),20-29歲,男,229,202202
2022,2,2022-02-01,歐洲地區(Europe),20-29歲,男,96,202202
2022,2,2022-02-01,其他未列明(Unknow),20-29歲,男,13,202202
2022,3,2022-03-01,亞洲地區(Asia),20-29歲,男,2824,202203
2022,3,2022-03-01,非洲地區(Africa),20-29歲,男,1,202203
2022,3,2022-03-01,美洲地區(Americas),20-29歲,男,437,202203
2022,3,2022-03-01,大洋洲地區(Oceania),20-29歲,男,102,202203
2022,3,2022-03-01,歐洲地區(Europe),20-29歲,男,110,202203
2022,3,2022-03-01,其他未列明(Unknow),20-29歲,男,25,202203
2022,4,2022-04-01,亞洲地區(Asia),20-29歲,男,2470,202204
2022,4,2022-04-01,非洲地區(Africa),20-29歲,男,0,202204
2022,4,2022-04-01,美洲地區(Americas),20-29歲,男,483,202204
2022,4,2022-04-01,大洋洲地區(Oceania),20-29歲,男,96,202204
2022,4,2022-04-01,歐洲地區(Europe),20-29歲,男,120,202204
2022,4,2022-04-01,其他未列明(Unknow),20-29歲,男,25,202204
2022,5,2022-05-01,亞洲地區(Asia),20-29歲,男,1980,202205
2022,5,2022-05-01,非洲地區(Africa),20-29歲,男,0,202205
2022,5,2022-05-01,美洲地區(Americas),20-29歲,男,634,202205
2022,5,2022-05-01,大洋洲地區(Oceania),20-29歲,男,95,202205
2022,5,2022-05-01,歐洲地區(Europe),20-29歲,男,151,202205
2022,5,2022-05-01,其他未列明(Unknow),20-29歲,男,13,202205
2022,6,2022-06-01,亞洲地區(Asia),20-29歲,男,3090,202206
2022,6,2022-06-01,非洲地區(Africa),20-29歲,男,0,202206
2022,6,2022-06-01,美洲地區(Americas),20-29歲,男,1199,202206
2022,6,2022-06-01,大洋洲地區(Oceania),20-29歲,男,136,202206
2022,6,2022-06-01,歐洲地區(Europe),20-29歲,男,181,202206
2022,6,2022-06-01,其他未列明(Unknow),20-29歲,男,22,202206
2022,7,2022-07-01,亞洲地區(Asia),20-29歲,男,4784,202207
2022,7,2022-07-01,非洲地區(Africa),20-29歲,男,0,202207
2022,7,2022-07-01,美洲地區(Americas),20-29歲,男,1648,202207
2022,7,2022-07-01,大洋洲地區(Oceania),20-29歲,男,323,202207
2022,7,2022-07-01,歐洲地區(Europe),20-29歲,男,260,202207
2022,7,2022-07-01,其他未列明(Unknow),20-29歲,男,17,202207
2022,8,2022-08-01,亞洲地區(Asia),20-29歲,男,6184,202208
2022,8,2022-08-01,非洲地區(Africa),20-29歲,男,1,202208
2022,8,2022-08-01,美洲地區(Americas),20-29歲,男,3793,202208
2022,8,2022-08-01,大洋洲地區(Oceania),20-29歲,男,248,202208
2022,8,2022-08-01,歐洲地區(Europe),20-29歲,男,544,202208
2022,8,2022-08-01,其他未列明(Unknow),20-29歲,男,20,202208
2022,9,2022-09-01,亞洲地區(Asia),20-29歲,男,6945,202209
2022,9,2022-09-01,非洲地區(Africa),20-29歲,男,4,202209
2022,9,2022-09-01,美洲地區(Americas),20-29歲,男,2196,202209
2022,9,2022-09-01,大洋洲地區(Oceania),20-29歲,男,271,202209
2022,9,2022-09-01,歐洲地區(Europe),20-29歲,男,1043,202209
2022,9,2022-09-01,其他未列明(Unknow),20-29歲,男,31,202209
2022,10,2022-10-01,亞洲地區(Asia),20-29歲,男,8170,202210
2022,10,2022-10-01,非洲地區(Africa),20-29歲,男,0,202210
2022,10,2022-10-01,美洲地區(Americas),20-29歲,男,1120,202210
2022,10,2022-10-01,大洋洲地區(Oceania),20-29歲,男,339,202210
2022,10,2022-10-01,歐洲地區(Europe),20-29歲,男,566,202210
2022,10,2022-10-01,其他未列明(Unknow),20-29歲,男,6,202210
2022,11,2022-11-01,亞洲地區(Asia),20-29歲,男,13352,202211
2022,11,2022-11-01,非洲地區(Africa),20-29歲,男,2,202211
2022,11,2022-11-01,美洲地區(Americas),20-29歲,男,1012,202211
2022,11,2022-11-01,大洋洲地區(Oceania),20-29歲,男,351,202211
2022,11,2022-11-01,歐洲地區(Europe),20-29歲,男,561,202211
2022,11,2022-11-01,其他未列明(Unknow),20-29歲,男,14,202211
2022,12,2022-12-01,亞洲地區(Asia),20-29歲,男,22422,202212
2022,12,2022-12-01,非洲地區(Africa),20-29歲,男,1,202212
2022,12,2022-12-01,美洲地區(Americas),20-29歲,男,1524,202212
2022,12,2022-12-01,大洋洲地區(Oceania),20-29歲,男,500,202212
2022,12,2022-12-01,歐洲地區(Europe),20-29歲,男,607,202212
