年,月,年月,居住地,年齡層,性別,旅客數,年月KEY
2019,1,2019-01-01,大洋洲地區(Oceania),50-59歲,男,1095,201901
2019,1,2019-01-01,歐洲地區(Europe),50-59歲,男,1815,201901
2019,1,2019-01-01,其他未列明(Unknow),50-59歲,男,6,201901
2019,2,2019-02-01,亞洲地區(Asia),50-59歲,男,126769,201902
2019,2,2019-02-01,非洲地區(Africa),50-59歲,男,0,201902
2019,2,2019-02-01,美洲地區(Americas),50-59歲,男,4198,201902
2019,2,2019-02-01,大洋洲地區(Oceania),50-59歲,男,1368,201902
2019,2,2019-02-01,歐洲地區(Europe),50-59歲,男,1916,201902
2019,2,2019-02-01,其他未列明(Unknow),50-59歲,男,477,201902
2019,3,2019-03-01,亞洲地區(Asia),50-59歲,男,118351,201903
2019,3,2019-03-01,非洲地區(Africa),50-59歲,男,0,201903
2019,3,2019-03-01,美洲地區(Americas),50-59歲,男,4237,201903
2019,3,2019-03-01,大洋洲地區(Oceania),50-59歲,男,1116,201903
2019,3,2019-03-01,歐洲地區(Europe),50-59歲,男,2479,201903
2019,3,2019-03-01,其他未列明(Unknow),50-59歲,男,1961,201903
2019,4,2019-04-01,亞洲地區(Asia),50-59歲,男,127899,201904
2019,4,2019-04-01,非洲地區(Africa),50-59歲,男,0,201904
2019,4,2019-04-01,美洲地區(Americas),50-59歲,男,4228,201904
2019,4,2019-04-01,大洋洲地區(Oceania),50-59歲,男,1227,201904
2019,4,2019-04-01,歐洲地區(Europe),50-59歲,男,2393,201904
2019,4,2019-04-01,其他未列明(Unknow),50-59歲,男,1023,201904
2019,5,2019-05-01,亞洲地區(Asia),50-59歲,男,127761,201905
2019,5,2019-05-01,非洲地區(Africa),50-59歲,男,0,201905
2019,5,2019-05-01,美洲地區(Americas),50-59歲,男,5600,201905
2019,5,2019-05-01,大洋洲地區(Oceania),50-59歲,男,1081,201905
2019,5,2019-05-01,歐洲地區(Europe),50-59歲,男,2962,201905
2019,5,2019-05-01,其他未列明(Unknow),50-59歲,男,1310,201905
2019,6,2019-06-01,亞洲地區(Asia),50-59歲,男,124869,201906
2019,6,2019-06-01,非洲地區(Africa),50-59歲,男,1,201906
2019,6,2019-06-01,美洲地區(Americas),50-59歲,男,4806,201906
2019,6,2019-06-01,大洋洲地區(Oceania),50-59歲,男,1106,201906
2019,6,2019-06-01,歐洲地區(Europe),50-59歲,男,2905,201906
2019,6,2019-06-01,其他未列明(Unknow),50-59歲,男,782,201906
2019,7,2019-07-01,亞洲地區(Asia),50-59歲,男,122572,201907
2019,7,2019-07-01,非洲地區(Africa),50-59歲,男,0,201907
2019,7,2019-07-01,美洲地區(Americas),50-59歲,男,3919,201907
2019,7,2019-07-01,大洋洲地區(Oceania),50-59歲,男,986,201907
2019,7,2019-07-01,歐洲地區(Europe),50-59歲,男,2377,201907
2019,7,2019-07-01,其他未列明(Unknow),50-59歲,男,831,201907
2019,8,2019-08-01,亞洲地區(Asia),50-59歲,男,119808,201908
2019,8,2019-08-01,非洲地區(Africa),50-59歲,男,0,201908
2019,8,2019-08-01,美洲地區(Americas),50-59歲,男,4459,201908
2019,8,2019-08-01,大洋洲地區(Oceania),50-59歲,男,1468,201908
2019,8,2019-08-01,歐洲地區(Europe),50-59歲,男,2670,201908
2019,8,2019-08-01,其他未列明(Unknow),50-59歲,男,30,201908
2019,9,2019-09-01,亞洲地區(Asia),50-59歲,男,119503,201909
2019,9,2019-09-01,非洲地區(Africa),50-59歲,男,0,201909
2019,9,2019-09-01,美洲地區(Americas),50-59歲,男,5000,201909
2019,9,2019-09-01,大洋洲地區(Oceania),50-59歲,男,1190,201909
2019,9,2019-09-01,歐洲地區(Europe),50-59歲,男,3335,201909
2019,9,2019-09-01,其他未列明(Unknow),50-59歲,男,478,201909
2019,10,2019-10-01,亞洲地區(Asia),50-59歲,男,134168,201910
2019,10,2019-10-01,非洲地區(Africa),50-59歲,男,0,201910
2019,10,2019-10-01,美洲地區(Americas),50-59歲,男,4761,201910
2019,10,2019-10-01,大洋洲地區(Oceania),50-59歲,男,1322,201910
2019,10,2019-10-01,歐洲地區(Europe),50-59歲,男,3113,201910
2019,10,2019-10-01,其他未列明(Unknow),50-59歲,男,370,201910
2019,11,2019-11-01,亞洲地區(Asia),50-59歲,男,124362,201911
2019,11,2019-11-01,非洲地區(Africa),50-59歲,男,0,201911
2019,11,2019-11-01,美洲地區(Americas),50-59歲,男,4109,201911
2019,11,2019-11-01,大洋洲地區(Oceania),50-59歲,男,1211,201911
2019,11,2019-11-01,歐洲地區(Europe),50-59歲,男,2295,201911
2019,11,2019-11-01,其他未列明(Unknow),50-59歲,男,1151,201911
2019,12,2019-12-01,亞洲地區(Asia),50-59歲,男,104834,201912
2019,12,2019-12-01,非洲地區(Africa),50-59歲,男,0,201912
2019,12,2019-12-01,美洲地區(Americas),50-59歲,男,3890,201912
2019,12,2019-12-01,大洋洲地區(Oceania),50-59歲,男,1031,201912
2019,12,2019-12-01,歐洲地區(Europe),50-59歲,男,1331,201912
2019,12,2019-12-01,其他未列明(Unknow),50-59歲,男,792,201912
2020,1,2020-01-01,亞洲地區(Asia),50-59歲,男,106547,202001
2020,1,2020-01-01,非洲地區(Africa),50-59歲,男,0,202001
2020,1,2020-01-01,美洲地區(Americas),50-59歲,男,5478,202001
2020,1,2020-01-01,大洋洲地區(Oceania),50-59歲,男,1454,202001
2020,1,2020-01-01,歐洲地區(Europe),50-59歲,男,2201,202001
2020,1,2020-01-01,其他未列明(Unknow),50-59歲,男,589,202001
2020,2,2020-02-01,亞洲地區(Asia),50-59歲,男,41559,202002
2020,2,2020-02-01,非洲地區(Africa),50-59歲,男,0,202002
2020,2,2020-02-01,美洲地區(Americas),50-59歲,男,2987,202002
2020,2,2020-02-01,大洋洲地區(Oceania),50-59歲,男,1038,202002
2020,2,2020-02-01,歐洲地區(Europe),50-59歲,男,1310,202002
2020,2,2020-02-01,其他未列明(Unknow),50-59歲,男,161,202002
2020,3,2020-03-01,亞洲地區(Asia),50-59歲,男,9864,202003
2020,3,2020-03-01,非洲地區(Africa),50-59歲,男,0,202003
2020,3,2020-03-01,美洲地區(Americas),50-59歲,男,950,202003
2020,3,2020-03-01,大洋洲地區(Oceania),50-59歲,男,246,202003
2020,3,2020-03-01,歐洲地區(Europe),50-59歲,男,268,202003
2020,3,2020-03-01,其他未列明(Unknow),50-59歲,男,16,202003
2020,4,2020-04-01,亞洲地區(Asia),50-59歲,男,1282,202004
2020,4,2020-04-01,非洲地區(Africa),50-59歲,男,0,202004
2020,4,2020-04-01,美洲地區(Americas),50-59歲,男,63,202004
2020,4,2020-04-01,大洋洲地區(Oceania),50-59歲,男,6,202004
2020,4,2020-04-01,歐洲地區(Europe),50-59歲,男,0,202004
2020,4,2020-04-01,其他未列明(Unknow),50-59歲,男,9,202004
2020,5,2020-05-01,亞洲地區(Asia),50-59歲,男,1852,202005
2020,5,2020-05-01,非洲地區(Africa),50-59歲,男,0,202005
2020,5,2020-05-01,美洲地區(Americas),50-59歲,男,100,202005
2020,5,2020-05-01,大洋洲地區(Oceania),50-59歲,男,4,202005
2020,5,2020-05-01,歐洲地區(Europe),50-59歲,男,4,202005
2020,5,2020-05-01,其他未列明(Unknow),50-59歲,男,29,202005
2020,6,2020-06-01,亞洲地區(Asia),50-59歲,男,1611,202006
2020,6,2020-06-01,非洲地區(Africa),50-59歲,男,0,202006
2020,6,2020-06-01,美洲地區(Americas),50-59歲,男,262,202006
2020,6,2020-06-01,大洋洲地區(Oceania),50-59歲,男,18,202006
2020,6,2020-06-01,歐洲地區(Europe),50-59歲,男,11,202006
2020,6,2020-06-01,其他未列明(Unknow),50-59歲,男,10,202006
2020,7,2020-07-01,亞洲地區(Asia),50-59歲,男,2853,202007
2020,7,2020-07-01,非洲地區(Africa),50-59歲,男,0,202007
2020,7,2020-07-01,美洲地區(Americas),50-59歲,男,323,202007
2020,7,2020-07-01,大洋洲地區(Oceania),50-59歲,男,9,202007
2020,7,2020-07-01,歐洲地區(Europe),50-59歲,男,27,202007
2020,7,2020-07-01,其他未列明(Unknow),50-59歲,男,16,202007
2020,8,2020-08-01,亞洲地區(Asia),50-59歲,男,3215,202008
2020,8,2020-08-01,非洲地區(Africa),50-59歲,男,1,202008
2020,8,2020-08-01,美洲地區(Americas),50-59歲,男,339,202008
2020,8,2020-08-01,大洋洲地區(Oceania),50-59歲,男,8,202008
2020,8,2020-08-01,歐洲地區(Europe),50-59歲,男,36,202008
2020,8,2020-08-01,其他未列明(Unknow),50-59歲,男,14,202008
2020,9,2020-09-01,亞洲地區(Asia),50-59歲,男,2910,202009
2020,9,2020-09-01,非洲地區(Africa),50-59歲,男,0,202009
2020,9,2020-09-01,美洲地區(Americas),50-59歲,男,342,202009
2020,9,2020-09-01,大洋洲地區(Oceania),50-59歲,男,10,202009
2020,9,2020-09-01,歐洲地區(Europe),50-59歲,男,37,202009
2020,9,2020-09-01,其他未列明(Unknow),50-59歲,男,24,202009
2020,10,2020-10-01,亞洲地區(Asia),50-59歲,男,3696,202010
2020,10,2020-10-01,非洲地區(Africa),50-59歲,男,0,202010
2020,10,2020-10-01,美洲地區(Americas),50-59歲,男,344,202010
2020,10,2020-10-01,大洋洲地區(Oceania),50-59歲,男,7,202010
2020,10,2020-10-01,歐洲地區(Europe),50-59歲,男,32,202010
2020,10,2020-10-01,其他未列明(Unknow),50-59歲,男,21,202010
2020,11,2020-11-01,亞洲地區(Asia),50-59歲,男,2436,202011
2020,11,2020-11-01,非洲地區(Africa),50-59歲,男,0,202011
2020,11,2020-11-01,美洲地區(Americas),50-59歲,男,403,202011
2020,11,2020-11-01,大洋洲地區(Oceania),50-59歲,男,13,202011
2020,11,2020-11-01,歐洲地區(Europe),50-59歲,男,11,202011
2020,11,2020-11-01,其他未列明(Unknow),50-59歲,男,13,202011
2020,12,2020-12-01,亞洲地區(Asia),50-59歲,男,1705,202012
2020,12,2020-12-01,非洲地區(Africa),50-59歲,男,0,202012
2020,12,2020-12-01,美洲地區(Americas),50-59歲,男,405,202012
2020,12,2020-12-01,大洋洲地區(Oceania),50-59歲,男,11,202012
2020,12,2020-12-01,歐洲地區(Europe),50-59歲,男,17,202012
2020,12,2020-12-01,其他未列明(Unknow),50-59歲,男,28,202012
2021,1,2021-01-01,亞洲地區(Asia),50-59歲,男,1251,202101
2021,1,2021-01-01,非洲地區(Africa),50-59歲,男,0,202101
2021,1,2021-01-01,美洲地區(Americas),50-59歲,男,371,202101
2021,1,2021-01-01,大洋洲地區(Oceania),50-59歲,男,17,202101
2021,1,2021-01-01,歐洲地區(Europe),50-59歲,男,14,202101
2021,1,2021-01-01,其他未列明(Unknow),50-59歲,男,15,202101
2021,2,2021-02-01,亞洲地區(Asia),50-59歲,男,5867,202102
2021,2,2021-02-01,非洲地區(Africa),50-59歲,男,0,202102
2021,2,2021-02-01,美洲地區(Americas),50-59歲,男,305,202102
2021,2,2021-02-01,大洋洲地區(Oceania),50-59歲,男,12,202102
2021,2,2021-02-01,歐洲地區(Europe),50-59歲,男,9,202102
2021,2,2021-02-01,其他未列明(Unknow),50-59歲,男,7,202102
2021,3,2021-03-01,亞洲地區(Asia),50-59歲,男,4679,202103
2021,3,2021-03-01,非洲地區(Africa),50-59歲,男,0,202103
2021,3,2021-03-01,美洲地區(Americas),50-59歲,男,338,202103
2021,3,2021-03-01,大洋洲地區(Oceania),50-59歲,男,17,202103
2021,3,2021-03-01,歐洲地區(Europe),50-59歲,男,25,202103
2021,3,2021-03-01,其他未列明(Unknow),50-59歲,男,19,202103
2021,4,2021-04-01,亞洲地區(Asia),50-59歲,男,3172,202104
2021,4,2021-04-01,非洲地區(Africa),50-59歲,男,0,202104
2021,4,2021-04-01,美洲地區(Americas),50-59歲,男,358,202104
2021,4,2021-04-01,大洋洲地區(Oceania),50-59歲,男,29,202104
2021,4,2021-04-01,歐洲地區(Europe),50-59歲,男,14,202104
2021,4,2021-04-01,其他未列明(Unknow),50-59歲,男,7,202104
2021,5,2021-05-01,亞洲地區(Asia),50-59歲,男,2049,202105
2021,5,2021-05-01,非洲地區(Africa),50-59歲,男,0,202105
2021,5,2021-05-01,美洲地區(Americas),50-59歲,男,445,202105
2021,5,2021-05-01,大洋洲地區(Oceania),50-59歲,男,22,202105
2021,5,2021-05-01,歐洲地區(Europe),50-59歲,男,2,202105
2021,5,2021-05-01,其他未列明(Unknow),50-59歲,男,6,202105
2021,6,2021-06-01,亞洲地區(Asia),50-59歲,男,1856,202106
2021,6,2021-06-01,非洲地區(Africa),50-59歲,男,1,202106
2021,6,2021-06-01,美洲地區(Americas),50-59歲,男,1008,202106
2021,6,2021-06-01,大洋洲地區(Oceania),50-59歲,男,10,202106
2021,6,2021-06-01,歐洲地區(Europe),50-59歲,男,19,202106
2021,6,2021-06-01,其他未列明(Unknow),50-59歲,男,8,202106
2021,7,2021-07-01,亞洲地區(Asia),50-59歲,男,1904,202107
2021,7,2021-07-01,非洲地區(Africa),50-59歲,男,1,202107
2021,7,2021-07-01,美洲地區(Americas),50-59歲,男,895,202107
2021,7,2021-07-01,大洋洲地區(Oceania),50-59歲,男,23,202107
2021,7,2021-07-01,歐洲地區(Europe),50-59歲,男,21,202107
2021,7,2021-07-01,其他未列明(Unknow),50-59歲,男,21,202107
2021,8,2021-08-01,亞洲地區(Asia),50-59歲,男,1813,202108
2021,8,2021-08-01,非洲地區(Africa),50-59歲,男,0,202108
2021,8,2021-08-01,美洲地區(Americas),50-59歲,男,874,202108
2021,8,2021-08-01,大洋洲地區(Oceania),50-59歲,男,63,202108
2021,8,2021-08-01,歐洲地區(Europe),50-59歲,男,27,202108
2021,8,2021-08-01,其他未列明(Unknow),50-59歲,男,22,202108
2021,9,2021-09-01,亞洲地區(Asia),50-59歲,男,1871,202109
2021,9,2021-09-01,非洲地區(Africa),50-59歲,男,2,202109
2021,9,2021-09-01,美洲地區(Americas),50-59歲,男,470,202109
2021,9,2021-09-01,大洋洲地區(Oceania),50-59歲,男,91,202109
2021,9,2021-09-01,歐洲地區(Europe),50-59歲,男,38,202109
2021,9,2021-09-01,其他未列明(Unknow),50-59歲,男,8,202109
2021,10,2021-10-01,亞洲地區(Asia),50-59歲,男,2622,202110
2021,10,2021-10-01,非洲地區(Africa),50-59歲,男,1,202110
2021,10,2021-10-01,美洲地區(Americas),50-59歲,男,487,202110
2021,10,2021-10-01,大洋洲地區(Oceania),50-59歲,男,36,202110
2021,10,2021-10-01,歐洲地區(Europe),50-59歲,男,60,202110
2021,10,2021-10-01,其他未列明(Unknow),50-59歲,男,17,202110
2021,11,2021-11-01,亞洲地區(Asia),50-59歲,男,2115,202111
2021,11,2021-11-01,非洲地區(Africa),50-59歲,男,3,202111
2021,11,2021-11-01,美洲地區(Americas),50-59歲,男,480,202111
2021,11,2021-11-01,大洋洲地區(Oceania),50-59歲,男,2,202111
2021,11,2021-11-01,歐洲地區(Europe),50-59歲,男,34,202111
2021,11,2021-11-01,其他未列明(Unknow),50-59歲,男,12,202111
2021,12,2021-12-01,亞洲地區(Asia),50-59歲,男,2171,202112
2021,12,2021-12-01,非洲地區(Africa),50-59歲,男,1,202112
2021,12,2021-12-01,美洲地區(Americas),50-59歲,男,618,202112
2021,12,2021-12-01,大洋洲地區(Oceania),50-59歲,男,51,202112
2021,12,2021-12-01,歐洲地區(Europe),50-59歲,男,11,202112
2021,12,2021-12-01,其他未列明(Unknow),50-59歲,男,8,202112
2022,1,2022-01-01,亞洲地區(Asia),50-59歲,男,1537,202201
2022,1,2022-01-01,非洲地區(Africa),50-59歲,男,0,202201
2022,1,2022-01-01,美洲地區(Americas),50-59歲,男,555,202201
2022,1,2022-01-01,大洋洲地區(Oceania),50-59歲,男,29,202201
2022,1,2022-01-01,歐洲地區(Europe),50-59歲,男,31,202201
2022,1,2022-01-01,其他未列明(Unknow),50-59歲,男,14,202201
2022,2,2022-02-01,亞洲地區(Asia),50-59歲,男,9096,202202
2022,2,2022-02-01,非洲地區(Africa),50-59歲,男,5,202202
2022,2,2022-02-01,美洲地區(Americas),50-59歲,男,509,202202
2022,2,2022-02-01,大洋洲地區(Oceania),50-59歲,男,24,202202
2022,2,2022-02-01,歐洲地區(Europe),50-59歲,男,44,202202
2022,2,2022-02-01,其他未列明(Unknow),50-59歲,男,13,202202
2022,3,2022-03-01,亞洲地區(Asia),50-59歲,男,4376,202203
2022,3,2022-03-01,非洲地區(Africa),50-59歲,男,1,202203
2022,3,2022-03-01,美洲地區(Americas),50-59歲,男,655,202203
2022,3,2022-03-01,大洋洲地區(Oceania),50-59歲,男,64,202203
2022,3,2022-03-01,歐洲地區(Europe),50-59歲,男,63,202203
2022,3,2022-03-01,其他未列明(Unknow),50-59歲,男,23,202203
2022,4,2022-04-01,亞洲地區(Asia),50-59歲,男,3217,202204
2022,4,2022-04-01,非洲地區(Africa),50-59歲,男,0,202204
2022,4,2022-04-01,美洲地區(Americas),50-59歲,男,752,202204
2022,4,2022-04-01,大洋洲地區(Oceania),50-59歲,男,62,202204
2022,4,2022-04-01,歐洲地區(Europe),50-59歲,男,65,202204
2022,4,2022-04-01,其他未列明(Unknow),50-59歲,男,10,202204
2022,5,2022-05-01,亞洲地區(Asia),50-59歲,男,2978,202205
2022,5,2022-05-01,非洲地區(Africa),50-59歲,男,3,202205
2022,5,2022-05-01,美洲地區(Americas),50-59歲,男,1121,202205
2022,5,2022-05-01,大洋洲地區(Oceania),50-59歲,男,59,202205
2022,5,2022-05-01,歐洲地區(Europe),50-59歲,男,132,202205
2022,5,2022-05-01,其他未列明(Unknow),50-59歲,男,13,202205
2022,6,2022-06-01,亞洲地區(Asia),50-59歲,男,3738,202206
2022,6,2022-06-01,非洲地區(Africa),50-59歲,男,1,202206
2022,6,2022-06-01,美洲地區(Americas),50-59歲,男,1399,202206
2022,6,2022-06-01,大洋洲地區(Oceania),50-59歲,男,91,202206
2022,6,2022-06-01,歐洲地區(Europe),50-59歲,男,248,202206
2022,6,2022-06-01,其他未列明(Unknow),50-59歲,男,18,202206
2022,7,2022-07-01,亞洲地區(Asia),50-59歲,男,5964,202207
2022,7,2022-07-01,非洲地區(Africa),50-59歲,男,2,202207
2022,7,2022-07-01,美洲地區(Americas),50-59歲,男,1767,202207
2022,7,2022-07-01,大洋洲地區(Oceania),50-59歲,男,133,202207
2022,7,2022-07-01,歐洲地區(Europe),50-59歲,男,271,202207
2022,7,2022-07-01,其他未列明(Unknow),50-59歲,男,10,202207
2022,8,2022-08-01,亞洲地區(Asia),50-59歲,男,7843,202208
2022,8,2022-08-01,非洲地區(Africa),50-59歲,男,2,202208
2022,8,2022-08-01,美洲地區(Americas),50-59歲,男,2175,202208
2022,8,2022-08-01,大洋洲地區(Oceania),50-59歲,男,168,202208
2022,8,2022-08-01,歐洲地區(Europe),50-59歲,男,297,202208
2022,8,2022-08-01,其他未列明(Unknow),50-59歲,男,24,202208
2022,9,2022-09-01,亞洲地區(Asia),50-59歲,男,9293,202209
2022,9,2022-09-01,非洲地區(Africa),50-59歲,男,3,202209
2022,9,2022-09-01,美洲地區(Americas),50-59歲,男,1939,202209
2022,9,2022-09-01,大洋洲地區(Oceania),50-59歲,男,181,202209
2022,9,2022-09-01,歐洲地區(Europe),50-59歲,男,629,202209
2022,9,2022-09-01,其他未列明(Unknow),50-59歲,男,10,202209
2022,10,2022-10-01,亞洲地區(Asia),50-59歲,男,13503,202210
2022,10,2022-10-01,非洲地區(Africa),50-59歲,男,2,202210
2022,10,2022-10-01,美洲地區(Americas),50-59歲,男,2173,202210
2022,10,2022-10-01,大洋洲地區(Oceania),50-59歲,男,221,202210
2022,10,2022-10-01,歐洲地區(Europe),50-59歲,男,730,202210
2022,10,2022-10-01,其他未列明(Unknow),50-59歲,男,6,202210
2022,11,2022-11-01,亞洲地區(Asia),50-59歲,男,20244,202211
2022,11,2022-11-01,非洲地區(Africa),50-59歲,男,1,202211
2022,11,2022-11-01,美洲地區(Americas),50-59歲,男,2317,202211
2022,11,2022-11-01,大洋洲地區(Oceania),50-59歲,男,331,202211
2022,11,2022-11-01,歐洲地區(Europe),50-59歲,男,1079,202211
2022,11,2022-11-01,其他未列明(Unknow),50-59歲,男,23,202211
2022,12,2022-12-01,亞洲地區(Asia),50-59歲,男,23461,202212
2022,12,2022-12-01,非洲地區(Africa),50-59歲,男,3,202212
2022,12,2022-12-01,美洲地區(Americas),50-59歲,男,2568,202212
2022,12,2022-12-01,大洋洲地區(Oceania),50-59歲,男,473,202212
2022,12,2022-12-01,歐洲地區(Europe),50-59歲,男,765,202212
2022,12,2022-12-01,其他未列明(Unknow),50-59歲,男,17,202212
2023,1,2023-01-01,亞洲地區(Asia),50-59歲,男,43311,202301
2023,1,2023-01-01,非洲地區(Africa),50-59歲,男,3,202301
2023,1,2023-01-01,美洲地區(Americas),50-59歲,男,3522,202301
2023,1,2023-01-01,大洋洲地區(Oceania),50-59歲,男,840,202301
2023,1,2023-01-01,歐洲地區(Europe),50-59歲,男,1494,202301
2023,1,2023-01-01,其他未列明(Unknow),50-59歲,男,24,202301
2023,2,2023-02-01,亞洲地區(Asia),50-59歲,男,49166,202302
2023,2,2023-02-01,非洲地區(Africa),50-59歲,男,1,202302
2023,2,2023-02-01,美洲地區(Americas),50-59歲,男,2276,202302
2023,2,2023-02-01,大洋洲地區(Oceania),50-59歲,男,678,202302
2023,2,2023-02-01,歐洲地區(Europe),50-59歲,男,1084,202302
2023,2,2023-02-01,其他未列明(Unknow),50-59歲,男,19,202302
2023,3,2023-03-01,亞洲地區(Asia),50-59歲,男,53884,202303
2023,3,2023-03-01,非洲地區(Africa),50-59歲,男,3,202303
2023,3,2023-03-01,美洲地區(Americas),50-59歲,男,2925,202303
2023,3,2023-03-01,大洋洲地區(Oceania),50-59歲,男,678,202303
2023,3,2023-03-01,歐洲地區(Europe),50-59歲,男,1670,202303
2023,3,2023-03-01,其他未列明(Unknow),50-59歲,男,22,202303
2023,4,2023-04-01,亞洲地區(Asia),50-59歲,男,64675,202304
2023,4,2023-04-01,非洲地區(Africa),50-59歲,男,1,202304
2023,4,2023-04-01,美洲地區(Americas),50-59歲,男,2918,202304
2023,4,2023-04-01,大洋洲地區(Oceania),50-59歲,男,604,202304
2023,4,2023-04-01,歐洲地區(Europe),50-59歲,男,1577,202304
2023,4,2023-04-01,其他未列明(Unknow),50-59歲,男,166,202304
2023,5,2023-05-01,亞洲地區(Asia),50-59歲,男,69052,202305
2023,5,2023-05-01,非洲地區(Africa),50-59歲,男,0,202305
2023,5,2023-05-01,美洲地區(Americas),50-59歲,男,3779,202305
2023,5,2023-05-01,大洋洲地區(Oceania),50-59歲,男,616,202305
2023,5,2023-05-01,歐洲地區(Europe),50-59歲,男,2128,202305
2023,5,2023-05-01,其他未列明(Unknow),50-59歲,男,323,202305
2023,6,2023-06-01,亞洲地區(Asia),50-59歲,男,79928,202306
2023,6,2023-06-01,非洲地區(Africa),50-59歲,男,0,202306
2023,6,2023-06-01,美洲地區(Americas),50-59歲,男,3950,202306
2023,6,2023-06-01,大洋洲地區(Oceania),50-59歲,男,761,202306
2023,6,2023-06-01,歐洲地區(Europe),50-59歲,男,2948,202306
2023,6,2023-06-01,其他未列明(Unknow),50-59歲,男,502,202306
2023,7,2023-07-01,亞洲地區(Asia),50-59歲,男,85842,202307
2023,7,2023-07-01,非洲地區(Africa),50-59歲,男,1,202307
2023,7,2023-07-01,美洲地區(Americas),50-59歲,男,3829,202307
2023,7,2023-07-01,大洋洲地區(Oceania),50-59歲,男,859,202307
2023,7,2023-07-01,歐洲地區(Europe),50-59歲,男,2348,202307
2023,7,2023-07-01,其他未列明(Unknow),50-59歲,男,225,202307
2023,8,2023-08-01,亞洲地區(Asia),50-59歲,男,85058,202308
2023,8,2023-08-01,非洲地區(Africa),50-59歲,男,8,202308
2023,8,2023-08-01,美洲地區(Americas),50-59歲,男,3644,202308
2023,8,2023-08-01,大洋洲地區(Oceania),50-59歲,男,928,202308
2023,8,2023-08-01,歐洲地區(Europe),50-59歲,男,2103,202308
2023,8,2023-08-01,其他未列明(Unknow),50-59歲,男,380,202308
2023,9,2023-09-01,亞洲地區(Asia),50-59歲,男,78512,202309
2023,9,2023-09-01,非洲地區(Africa),50-59歲,男,4,202309
2023,9,2023-09-01,美洲地區(Americas),50-59歲,男,3503,202309
2023,9,2023-09-01,大洋洲地區(Oceania),50-59歲,男,824,202309
2023,9,2023-09-01,歐洲地區(Europe),50-59歲,男,2845,202309
2023,9,2023-09-01,其他未列明(Unknow),50-59歲,男,307,202309
2023,10,2023-10-01,亞洲地區(Asia),50-59歲,男,96228,202310
2023,10,2023-10-01,非洲地區(Africa),50-59歲,男,2,202310
2023,10,2023-10-01,美洲地區(Americas),50-59歲,男,3502,202310
2023,10,2023-10-01,大洋洲地區(Oceania),50-59歲,男,799,202310
2023,10,2023-10-01,歐洲地區(Europe),50-59歲,男,2629,202310
2023,10,2023-10-01,其他未列明(Unknow),50-59歲,男,34,202310
2023,11,2023-11-01,亞洲地區(Asia),50-59歲,男,87388,202311
2023,11,2023-11-01,非洲地區(Africa),50-59歲,男,2,202311
2023,11,2023-11-01,美洲地區(Americas),50-59歲,男,2971,202311
2023,11,2023-11-01,大洋洲地區(Oceania),50-59歲,男,851,202311
2023,11,2023-11-01,歐洲地區(Europe),50-59歲,男,2238,202311
2023,11,2023-11-01,其他未列明(Unknow),50-59歲,男,13,202311
2023,12,2023-12-01,亞洲地區(Asia),50-59歲,男,76365,202312
2023,12,2023-12-01,非洲地區(Africa),50-59歲,男,1,202312
2023,12,2023-12-01,美洲地區(Americas),50-59歲,男,2990,202312
2023,12,2023-12-01,大洋洲地區(Oceania),50-59歲,男,709,202312
2023,12,2023-12-01,歐洲地區(Europe),50-59歲,男,1307,202312
2023,12,2023-12-01,其他未列明(Unknow),50-59歲,男,34,202312
2024,1,2024-01-01,亞洲地區(Asia),50-59歲,男,90523,202401
2024,1,2024-01-01,非洲地區(Africa),50-59歲,男,9,202401
2024,1,2024-01-01,美洲地區(Americas),50-59歲,男,3688,202401
2024,1,2024-01-01,大洋洲地區(Oceania),50-59歲,男,858,202401
2024,1,2024-01-01,歐洲地區(Europe),50-59歲,男,1676,202401
2024,1,2024-01-01,其他未列明(Unknow),50-59歲,男,20,202401
2024,2,2024-02-01,亞洲地區(Asia),50-59歲,男,102258,202402
2024,2,2024-02-01,非洲地區(Africa),50-59歲,男,4,202402
2024,2,2024-02-01,美洲地區(Americas),50-59歲,男,3538,202402
2024,2,2024-02-01,大洋洲地區(Oceania),50-59歲,男,1090,202402
2024,2,2024-02-01,歐洲地區(Europe),50-59歲,男,2148,202402
2024,2,2024-02-01,其他未列明(Unknow),50-59歲,男,19,202402
2024,3,2024-03-01,亞洲地區(Asia),50-59歲,男,94267,202403
2024,3,2024-03-01,非洲地區(Africa),50-59歲,男,5,202403
2024,3,2024-03-01,美洲地區(Americas),50-59歲,男,3500,202403
2024,3,2024-03-01,大洋洲地區(Oceania),50-59歲,男,767,202403
2024,3,2024-03-01,歐洲地區(Europe),50-59歲,男,2133,202403
2024,3,2024-03-01,其他未列明(Unknow),50-59歲,男,17,202403
2024,4,2024-04-01,亞洲地區(Asia),50-59歲,男,101458,202404
2024,4,2024-04-01,非洲地區(Africa),50-59歲,男,1,202404
2024,4,2024-04-01,美洲地區(Americas),50-59歲,男,3671,202404
2024,4,2024-04-01,大洋洲地區(Oceania),50-59歲,男,835,202404
2024,4,2024-04-01,歐洲地區(Europe),50-59歲,男,2406,202404
2024,4,2024-04-01,其他未列明(Unknow),50-59歲,男,14,202404
2024,5,2024-05-01,亞洲地區(Asia),50-59歲,男,101143,202405
2024,5,2024-05-01,非洲地區(Africa),50-59歲,男,2,202405
