年,季,日期標準,資料期別,縣市,鄉鎮市區,住宅買賣移轉筆數,年月KEY
2018,1,2018-01-01,107Q1,新北市,板橋區,781,201801
2018,1,2018-01-01,107Q1,新北市,三重區,566,201801
2018,1,2018-01-01,107Q1,新北市,中和區,539,201801
2018,1,2018-01-01,107Q1,新北市,永和區,277,201801
2018,1,2018-01-01,107Q1,新北市,新莊區,465,201801
2018,1,2018-01-01,107Q1,新北市,新店區,555,201801
2018,1,2018-01-01,107Q1,新北市,樹林區,215,201801
2018,1,2018-01-01,107Q1,新北市,鶯歌區,105,201801
2018,1,2018-01-01,107Q1,新北市,三峽區,166,201801
2018,1,2018-01-01,107Q1,新北市,淡水區,1405,201801
2018,1,2018-01-01,107Q1,新北市,汐止區,494,201801
2018,1,2018-01-01,107Q1,新北市,瑞芳區,41,201801
2018,1,2018-01-01,107Q1,新北市,土城區,345,201801
2018,1,2018-01-01,107Q1,新北市,蘆洲區,290,201801
2018,1,2018-01-01,107Q1,新北市,五股區,87,201801
2018,1,2018-01-01,107Q1,新北市,泰山區,93,201801
2018,1,2018-01-01,107Q1,新北市,林口區,154,201801
2018,1,2018-01-01,107Q1,新北市,深坑區,36,201801
2018,1,2018-01-01,107Q1,新北市,石碇區,2,201801
2018,1,2018-01-01,107Q1,新北市,三芝區,71,201801
2018,1,2018-01-01,107Q1,新北市,石門區,2,201801
2018,1,2018-01-01,107Q1,新北市,八里區,93,201801
2018,1,2018-01-01,107Q1,新北市,雙溪區,2,201801
2018,1,2018-01-01,107Q1,新北市,貢寮區,3,201801
2018,1,2018-01-01,107Q1,新北市,金山區,29,201801
2018,1,2018-01-01,107Q1,新北市,萬里區,28,201801
2018,1,2018-01-01,107Q1,新北市,烏來區,2,201801
2018,1,2018-01-01,107Q1,臺北市,松山區,225,201801
2018,1,2018-01-01,107Q1,臺北市,信義區,265,201801
2018,1,2018-01-01,107Q1,臺北市,大安區,394,201801
2018,1,2018-01-01,107Q1,臺北市,中山區,434,201801
2018,1,2018-01-01,107Q1,臺北市,中正區,169,201801
2018,1,2018-01-01,107Q1,臺北市,大同區,145,201801
2018,1,2018-01-01,107Q1,臺北市,萬華區,232,201801
2018,1,2018-01-01,107Q1,臺北市,文山區,367,201801
2018,1,2018-01-01,107Q1,臺北市,南港區,129,201801
2018,1,2018-01-01,107Q1,臺北市,內湖區,477,201801
2018,1,2018-01-01,107Q1,臺北市,士林區,339,201801
2018,1,2018-01-01,107Q1,臺北市,北投區,378,201801
2018,1,2018-01-01,107Q1,桃園市,桃園區,507,201801
2018,1,2018-01-01,107Q1,桃園市,中壢區,231,201801
2018,1,2018-01-01,107Q1,桃園市,平鎮區,101,201801
2018,1,2018-01-01,107Q1,桃園市,八德區,102,201801
2018,1,2018-01-01,107Q1,桃園市,楊梅區,122,201801
2018,1,2018-01-01,107Q1,桃園市,大溪區,36,201801
2018,1,2018-01-01,107Q1,桃園市,蘆竹區,124,201801
2018,1,2018-01-01,107Q1,桃園市,大園區,59,201801
2018,1,2018-01-01,107Q1,桃園市,龜山區,104,201801
2018,1,2018-01-01,107Q1,桃園市,龍潭區,101,201801
2018,1,2018-01-01,107Q1,桃園市,新屋區,13,201801
2018,1,2018-01-01,107Q1,桃園市,觀音區,22,201801
2018,1,2018-01-01,107Q1,桃園市,復興區,1,201801
2018,1,2018-01-01,107Q1,臺中市,中區,63,201801
2018,1,2018-01-01,107Q1,臺中市,東區,61,201801
2018,1,2018-01-01,107Q1,臺中市,南區,190,201801
2018,1,2018-01-01,107Q1,臺中市,西區,146,201801
2018,1,2018-01-01,107Q1,臺中市,北區,376,201801
2018,1,2018-01-01,107Q1,臺中市,西屯區,646,201801
2018,1,2018-01-01,107Q1,臺中市,南屯區,318,201801
2018,1,2018-01-01,107Q1,臺中市,北屯區,520,201801
2018,1,2018-01-01,107Q1,臺中市,豐原區,159,201801
2018,1,2018-01-01,107Q1,臺中市,東勢區,23,201801
2018,1,2018-01-01,107Q1,臺中市,大甲區,39,201801
2018,1,2018-01-01,107Q1,臺中市,清水區,38,201801
2018,1,2018-01-01,107Q1,臺中市,沙鹿區,75,201801
2018,1,2018-01-01,107Q1,臺中市,梧棲區,40,201801
2018,1,2018-01-01,107Q1,臺中市,后里區,41,201801
2018,1,2018-01-01,107Q1,臺中市,神岡區,17,201801
2018,1,2018-01-01,107Q1,臺中市,潭子區,69,201801
2018,1,2018-01-01,107Q1,臺中市,大雅區,92,201801
2018,1,2018-01-01,107Q1,臺中市,新社區,3,201801
2018,1,2018-01-01,107Q1,臺中市,石岡區,5,201801
2018,1,2018-01-01,107Q1,臺中市,外埔區,8,201801
2018,1,2018-01-01,107Q1,臺中市,大安區,4,201801
2018,1,2018-01-01,107Q1,臺中市,烏日區,23,201801
2018,1,2018-01-01,107Q1,臺中市,大肚區,54,201801
2018,1,2018-01-01,107Q1,臺中市,龍井區,73,201801
2018,1,2018-01-01,107Q1,臺中市,霧峰區,34,201801
2018,1,2018-01-01,107Q1,臺中市,太平區,54,201801
2018,1,2018-01-01,107Q1,臺中市,大里區,91,201801
2018,1,2018-01-01,107Q1,臺南市,新營區,175,201801
2018,1,2018-01-01,107Q1,臺南市,鹽水區,24,201801
2018,1,2018-01-01,107Q1,臺南市,白河區,19,201801
2018,1,2018-01-01,107Q1,臺南市,柳營區,32,201801
2018,1,2018-01-01,107Q1,臺南市,後壁區,12,201801
2018,1,2018-01-01,107Q1,臺南市,東山區,4,201801
2018,1,2018-01-01,107Q1,臺南市,麻豆區,46,201801
2018,1,2018-01-01,107Q1,臺南市,下營區,10,201801
2018,1,2018-01-01,107Q1,臺南市,六甲區,18,201801
2018,1,2018-01-01,107Q1,臺南市,官田區,18,201801
2018,1,2018-01-01,107Q1,臺南市,大內區,3,201801
2018,1,2018-01-01,107Q1,臺南市,佳里區,84,201801
2018,1,2018-01-01,107Q1,臺南市,學甲區,19,201801
2018,1,2018-01-01,107Q1,臺南市,西港區,50,201801
2018,1,2018-01-01,107Q1,臺南市,七股區,9,201801
2018,1,2018-01-01,107Q1,臺南市,將軍區,3,201801
2018,1,2018-01-01,107Q1,臺南市,北門區,1,201801
2018,1,2018-01-01,107Q1,臺南市,新化區,64,201801
2018,1,2018-01-01,107Q1,臺南市,善化區,79,201801
2018,1,2018-01-01,107Q1,臺南市,新市區,54,201801
2018,1,2018-01-01,107Q1,臺南市,安定區,29,201801
2018,1,2018-01-01,107Q1,臺南市,山上區,8,201801
2018,1,2018-01-01,107Q1,臺南市,玉井區,22,201801
2018,1,2018-01-01,107Q1,臺南市,楠西區,5,201801
2018,1,2018-01-01,107Q1,臺南市,南化區,4,201801
2018,1,2018-01-01,107Q1,臺南市,仁德區,202,201801
2018,1,2018-01-01,107Q1,臺南市,歸仁區,85,201801
2018,1,2018-01-01,107Q1,臺南市,關廟區,45,201801
2018,1,2018-01-01,107Q1,臺南市,永康區,915,201801
2018,1,2018-01-01,107Q1,臺南市,東區,347,201801
2018,1,2018-01-01,107Q1,臺南市,南區,124,201801
2018,1,2018-01-01,107Q1,臺南市,北區,158,201801
2018,1,2018-01-01,107Q1,臺南市,安南區,301,201801
2018,1,2018-01-01,107Q1,臺南市,安平區,131,201801
2018,1,2018-01-01,107Q1,臺南市,中西區,180,201801
2018,1,2018-01-01,107Q1,高雄市,鹽埕區,16,201801
2018,1,2018-01-01,107Q1,高雄市,鼓山區,394,201801
2018,1,2018-01-01,107Q1,高雄市,左營區,399,201801
2018,1,2018-01-01,107Q1,高雄市,楠梓區,226,201801
2018,1,2018-01-01,107Q1,高雄市,三民區,418,201801
2018,1,2018-01-01,107Q1,高雄市,新興區,92,201801
2018,1,2018-01-01,107Q1,高雄市,前金區,53,201801
2018,1,2018-01-01,107Q1,高雄市,苓雅區,193,201801
2018,1,2018-01-01,107Q1,高雄市,前鎮區,218,201801
2018,1,2018-01-01,107Q1,高雄市,旗津區,5,201801
2018,1,2018-01-01,107Q1,高雄市,小港區,202,201801
2018,1,2018-01-01,107Q1,高雄市,鳳山區,564,201801
2018,1,2018-01-01,107Q1,高雄市,林園區,49,201801
2018,1,2018-01-01,107Q1,高雄市,大寮區,139,201801
2018,1,2018-01-01,107Q1,高雄市,大樹區,43,201801
2018,1,2018-01-01,107Q1,高雄市,大社區,45,201801
2018,1,2018-01-01,107Q1,高雄市,仁武區,110,201801
2018,1,2018-01-01,107Q1,高雄市,鳥松區,81,201801
2018,1,2018-01-01,107Q1,高雄市,岡山區,151,201801
2018,1,2018-01-01,107Q1,高雄市,橋頭區,43,201801
2018,1,2018-01-01,107Q1,高雄市,燕巢區,26,201801
2018,1,2018-01-01,107Q1,高雄市,阿蓮區,17,201801
2018,1,2018-01-01,107Q1,高雄市,路竹區,40,201801
2018,1,2018-01-01,107Q1,高雄市,湖內區,37,201801
2018,1,2018-01-01,107Q1,高雄市,茄萣區,31,201801
2018,1,2018-01-01,107Q1,高雄市,永安區,4,201801
2018,1,2018-01-01,107Q1,高雄市,彌陀區,8,201801
2018,1,2018-01-01,107Q1,高雄市,梓官區,43,201801
2018,1,2018-01-01,107Q1,高雄市,旗山區,22,201801
2018,1,2018-01-01,107Q1,高雄市,美濃區,13,201801
2018,1,2018-01-01,107Q1,高雄市,六龜區,12,201801
2018,1,2018-01-01,107Q1,高雄市,甲仙區,4,201801
2018,1,2018-01-01,107Q1,高雄市,杉林區,3,201801
2018,1,2018-01-01,107Q1,高雄市,內門區,2,201801
2018,1,2018-01-01,107Q1,宜蘭縣,宜蘭市,148,201801
2018,1,2018-01-01,107Q1,宜蘭縣,羅東鎮,144,201801
2018,1,2018-01-01,107Q1,宜蘭縣,蘇澳鎮,42,201801
2018,1,2018-01-01,107Q1,宜蘭縣,頭城鎮,17,201801
2018,1,2018-01-01,107Q1,宜蘭縣,礁溪鄉,83,201801
2018,1,2018-01-01,107Q1,宜蘭縣,壯圍鄉,26,201801
2018,1,2018-01-01,107Q1,宜蘭縣,員山鄉,31,201801
2018,1,2018-01-01,107Q1,宜蘭縣,冬山鄉,88,201801
2018,1,2018-01-01,107Q1,宜蘭縣,五結鄉,81,201801
2018,1,2018-01-01,107Q1,宜蘭縣,三星鄉,23,201801
2018,1,2018-01-01,107Q1,新竹縣,竹北市,1131,201801
2018,1,2018-01-01,107Q1,新竹縣,關西鎮,37,201801
2018,1,2018-01-01,107Q1,新竹縣,新埔鎮,19,201801
2018,1,2018-01-01,107Q1,新竹縣,竹東鎮,127,201801
2018,1,2018-01-01,107Q1,新竹縣,湖口鄉,172,201801
2018,1,2018-01-01,107Q1,新竹縣,橫山鄉,10,201801
2018,1,2018-01-01,107Q1,新竹縣,新豐鄉,96,201801
2018,1,2018-01-01,107Q1,新竹縣,芎林鄉,25,201801
2018,1,2018-01-01,107Q1,新竹縣,寶山鄉,22,201801
2018,1,2018-01-01,107Q1,新竹縣,北埔鄉,3,201801
2018,1,2018-01-01,107Q1,苗栗縣,苗栗市,204,201801
2018,1,2018-01-01,107Q1,苗栗縣,苑裡鎮,33,201801
2018,1,2018-01-01,107Q1,苗栗縣,通霄鎮,18,201801
2018,1,2018-01-01,107Q1,苗栗縣,竹南鎮,177,201801
2018,1,2018-01-01,107Q1,苗栗縣,頭份鎮,158,201801
2018,1,2018-01-01,107Q1,苗栗縣,後龍鎮,33,201801
2018,1,2018-01-01,107Q1,苗栗縣,卓蘭鎮,6,201801
2018,1,2018-01-01,107Q1,苗栗縣,大湖鄉,7,201801
2018,1,2018-01-01,107Q1,苗栗縣,公館鄉,18,201801
2018,1,2018-01-01,107Q1,苗栗縣,銅鑼鄉,15,201801
2018,1,2018-01-01,107Q1,苗栗縣,南庄鄉,3,201801
2018,1,2018-01-01,107Q1,苗栗縣,頭屋鄉,4,201801
2018,1,2018-01-01,107Q1,苗栗縣,三義鄉,16,201801
2018,1,2018-01-01,107Q1,苗栗縣,造橋鄉,27,201801
2018,1,2018-01-01,107Q1,苗栗縣,三灣鄉,4,201801
2018,1,2018-01-01,107Q1,苗栗縣,獅潭鄉,2,201801
2018,1,2018-01-01,107Q1,苗栗縣,泰安鄉,1,201801
2018,1,2018-01-01,107Q1,彰化縣,彰化市,233,201801
2018,1,2018-01-01,107Q1,彰化縣,鹿港鎮,52,201801
2018,1,2018-01-01,107Q1,彰化縣,和美鎮,61,201801
2018,1,2018-01-01,107Q1,彰化縣,北斗鎮,27,201801
2018,1,2018-01-01,107Q1,彰化縣,員林鎮,101,201801
2018,1,2018-01-01,107Q1,彰化縣,溪湖鎮,23,201801
2018,1,2018-01-01,107Q1,彰化縣,田中鎮,34,201801
2018,1,2018-01-01,107Q1,彰化縣,二林鎮,31,201801
2018,1,2018-01-01,107Q1,彰化縣,線西鄉,4,201801
2018,1,2018-01-01,107Q1,彰化縣,伸港鄉,36,201801
2018,1,2018-01-01,107Q1,彰化縣,福興鄉,30,201801
2018,1,2018-01-01,107Q1,彰化縣,秀水鄉,13,201801
2018,1,2018-01-01,107Q1,彰化縣,花壇鄉,28,201801
2018,1,2018-01-01,107Q1,彰化縣,芬園鄉,13,201801
2018,1,2018-01-01,107Q1,彰化縣,大村鄉,16,201801
2018,1,2018-01-01,107Q1,彰化縣,埔鹽鄉,6,201801
2018,1,2018-01-01,107Q1,彰化縣,埔心鄉,45,201801
2018,1,2018-01-01,107Q1,彰化縣,永靖鄉,13,201801
2018,1,2018-01-01,107Q1,彰化縣,社頭鄉,25,201801
2018,1,2018-01-01,107Q1,彰化縣,二水鄉,6,201801
2018,1,2018-01-01,107Q1,彰化縣,田尾鄉,15,201801
2018,1,2018-01-01,107Q1,彰化縣,埤頭鄉,10,201801
2018,1,2018-01-01,107Q1,彰化縣,芳苑鄉,12,201801
2018,1,2018-01-01,107Q1,彰化縣,竹塘鄉,8,201801
2018,1,2018-01-01,107Q1,彰化縣,溪州鄉,12,201801
2018,1,2018-01-01,107Q1,南投縣,南投市,170,201801
2018,1,2018-01-01,107Q1,南投縣,埔里鎮,78,201801
2018,1,2018-01-01,107Q1,南投縣,草屯鎮,101,201801
2018,1,2018-01-01,107Q1,南投縣,竹山鎮,42,201801
2018,1,2018-01-01,107Q1,南投縣,集集鎮,4,201801
2018,1,2018-01-01,107Q1,南投縣,名間鄉,20,201801
2018,1,2018-01-01,107Q1,南投縣,鹿谷鄉,5,201801
2018,1,2018-01-01,107Q1,南投縣,中寮鄉,7,201801
2018,1,2018-01-01,107Q1,南投縣,魚池鄉,6,201801
2018,1,2018-01-01,107Q1,南投縣,國姓鄉,5,201801
2018,1,2018-01-01,107Q1,南投縣,水里鄉,11,201801
2018,1,2018-01-01,107Q1,南投縣,信義鄉,1,201801
2018,1,2018-01-01,107Q1,南投縣,仁愛鄉,2,201801
2018,1,2018-01-01,107Q1,雲林縣,斗六市,204,201801
2018,1,2018-01-01,107Q1,雲林縣,斗南鎮,48,201801
2018,1,2018-01-01,107Q1,雲林縣,虎尾鎮,85,201801
2018,1,2018-01-01,107Q1,雲林縣,西螺鎮,62,201801
2018,1,2018-01-01,107Q1,雲林縣,土庫鎮,26,201801
2018,1,2018-01-01,107Q1,雲林縣,北港鎮,39,201801
2018,1,2018-01-01,107Q1,雲林縣,古坑鄉,21,201801
2018,1,2018-01-01,107Q1,雲林縣,大埤鄉,8,201801
2018,1,2018-01-01,107Q1,雲林縣,莿桐鄉,16,201801
2018,1,2018-01-01,107Q1,雲林縣,林內鄉,5,201801
2018,1,2018-01-01,107Q1,雲林縣,二崙鄉,7,201801
2018,1,2018-01-01,107Q1,雲林縣,崙背鄉,7,201801
2018,1,2018-01-01,107Q1,雲林縣,麥寮鄉,9,201801
2018,1,2018-01-01,107Q1,雲林縣,東勢鄉,5,201801
2018,1,2018-01-01,107Q1,雲林縣,褒忠鄉,1,201801
2018,1,2018-01-01,107Q1,雲林縣,台西鄉,4,201801
2018,1,2018-01-01,107Q1,雲林縣,元長鄉,5,201801
2018,1,2018-01-01,107Q1,雲林縣,四湖鄉,2,201801
2018,1,2018-01-01,107Q1,雲林縣,口湖鄉,6,201801
2018,1,2018-01-01,107Q1,雲林縣,水林鄉,13,201801
2018,1,2018-01-01,107Q1,嘉義縣,太保市,33,201801
2018,1,2018-01-01,107Q1,嘉義縣,朴子市,51,201801
2018,1,2018-01-01,107Q1,嘉義縣,布袋鎮,9,201801
2018,1,2018-01-01,107Q1,嘉義縣,大林鎮,22,201801
2018,1,2018-01-01,107Q1,嘉義縣,民雄鄉,86,201801
2018,1,2018-01-01,107Q1,嘉義縣,溪口鄉,3,201801
2018,1,2018-01-01,107Q1,嘉義縣,新港鄉,8,201801
2018,1,2018-01-01,107Q1,嘉義縣,六腳鄉,4,201801
2018,1,2018-01-01,107Q1,嘉義縣,東石鄉,3,201801
2018,1,2018-01-01,107Q1,嘉義縣,義竹鄉,2,201801
2018,1,2018-01-01,107Q1,嘉義縣,鹿草鄉,3,201801
2018,1,2018-01-01,107Q1,嘉義縣,水上鄉,58,201801
2018,1,2018-01-01,107Q1,嘉義縣,中埔鄉,33,201801
2018,1,2018-01-01,107Q1,嘉義縣,竹崎鄉,6,201801
2018,1,2018-01-01,107Q1,嘉義縣,梅山鄉,4,201801
2018,1,2018-01-01,107Q1,嘉義縣,番路鄉,5,201801
2018,1,2018-01-01,107Q1,嘉義縣,大埔鄉,2,201801
2018,1,2018-01-01,107Q1,屏東縣,屏東市,364,201801
2018,1,2018-01-01,107Q1,屏東縣,潮州鎮,97,201801
2018,1,2018-01-01,107Q1,屏東縣,東港鎮,30,201801
2018,1,2018-01-01,107Q1,屏東縣,恆春鎮,40,201801
2018,1,2018-01-01,107Q1,屏東縣,萬丹鄉,66,201801
2018,1,2018-01-01,107Q1,屏東縣,長治鄉,33,201801
2018,1,2018-01-01,107Q1,屏東縣,麟洛鄉,18,201801
2018,1,2018-01-01,107Q1,屏東縣,九如鄉,20,201801
2018,1,2018-01-01,107Q1,屏東縣,里港鄉,24,201801
2018,1,2018-01-01,107Q1,屏東縣,鹽埔鄉,10,201801
2018,1,2018-01-01,107Q1,屏東縣,高樹鄉,12,201801
2018,1,2018-01-01,107Q1,屏東縣,萬巒鄉,17,201801
2018,1,2018-01-01,107Q1,屏東縣,內埔鄉,67,201801
2018,1,2018-01-01,107Q1,屏東縣,竹田鄉,11,201801
2018,1,2018-01-01,107Q1,屏東縣,新埤鄉,7,201801
2018,1,2018-01-01,107Q1,屏東縣,枋寮鄉,13,201801
2018,1,2018-01-01,107Q1,屏東縣,新園鄉,22,201801
2018,1,2018-01-01,107Q1,屏東縣,崁頂鄉,3,201801
2018,1,2018-01-01,107Q1,屏東縣,林邊鄉,11,201801
2018,1,2018-01-01,107Q1,屏東縣,南州鄉,8,201801
2018,1,2018-01-01,107Q1,屏東縣,佳冬鄉,10,201801
2018,1,2018-01-01,107Q1,屏東縣,琉球鄉,3,201801
2018,1,2018-01-01,107Q1,屏東縣,車城鄉,4,201801
2018,1,2018-01-01,107Q1,屏東縣,滿州鄉,1,201801
2018,1,2018-01-01,107Q1,屏東縣,枋山鄉,1,201801
2018,1,2018-01-01,107Q1,屏東縣,來義鄉,2,201801
2018,1,2018-01-01,107Q1,屏東縣,牡丹鄉,2,201801
2018,1,2018-01-01,107Q1,臺東縣,台東市,166,201801
2018,1,2018-01-01,107Q1,臺東縣,成功鎮,5,201801
2018,1,2018-01-01,107Q1,臺東縣,關山鎮,5,201801
2018,1,2018-01-01,107Q1,臺東縣,卑南鄉,11,201801
2018,1,2018-01-01,107Q1,臺東縣,太麻里鄉,2,201801
2018,1,2018-01-01,107Q1,臺東縣,東河鄉,4,201801
2018,1,2018-01-01,107Q1,臺東縣,長濱鄉,1,201801
2018,1,2018-01-01,107Q1,臺東縣,鹿野鄉,1,201801
2018,1,2018-01-01,107Q1,臺東縣,池上鄉,4,201801
2018,1,2018-01-01,107Q1,臺東縣,延平鄉,1,201801
2018,1,2018-01-01,107Q1,臺東縣,海端鄉,1,201801
2018,1,2018-01-01,107Q1,花蓮縣,花蓮市,315,201801
2018,1,2018-01-01,107Q1,花蓮縣,鳳林鎮,7,201801
2018,1,2018-01-01,107Q1,花蓮縣,玉里鎮,19,201801
2018,1,2018-01-01,107Q1,花蓮縣,新城鄉,43,201801
2018,1,2018-01-01,107Q1,花蓮縣,吉安鄉,184,201801
2018,1,2018-01-01,107Q1,花蓮縣,壽豐鄉,33,201801
2018,1,2018-01-01,107Q1,花蓮縣,光復鄉,5,201801
2018,1,2018-01-01,107Q1,花蓮縣,豐濱鄉,3,201801
2018,1,2018-01-01,107Q1,花蓮縣,瑞穗鄉,20,201801
2018,1,2018-01-01,107Q1,花蓮縣,富里鄉,2,201801
2018,1,2018-01-01,107Q1,花蓮縣,秀林鄉,4,201801
2018,1,2018-01-01,107Q1,花蓮縣,萬榮鄉,1,201801
2018,1,2018-01-01,107Q1,澎湖縣,馬公市,63,201801
2018,1,2018-01-01,107Q1,澎湖縣,湖西鄉,4,201801
2018,1,2018-01-01,107Q1,澎湖縣,白沙鄉,2,201801
2018,1,2018-01-01,107Q1,澎湖縣,西嶼鄉,3,201801
2018,1,2018-01-01,107Q1,基隆市,中正區,196,201801
2018,1,2018-01-01,107Q1,基隆市,七堵區,90,201801
2018,1,2018-01-01,107Q1,基隆市,暖暖區,110,201801
2018,1,2018-01-01,107Q1,基隆市,仁愛區,66,201801
2018,1,2018-01-01,107Q1,基隆市,中山區,55,201801
2018,1,2018-01-01,107Q1,基隆市,安樂區,212,201801
2018,1,2018-01-01,107Q1,基隆市,信義區,112,201801
2018,1,2018-01-01,107Q1,新竹市,新竹市,459,201801
2018,1,2018-01-01,107Q1,嘉義市,嘉義市,494,201801
2018,1,2018-01-01,107Q1,金門縣,金城鎮,7,201801
2018,1,2018-01-01,107Q1,金門縣,金湖鎮,6,201801
2018,1,2018-01-01,107Q1,金門縣,金沙鎮,2,201801
2018,1,2018-01-01,107Q1,金門縣,金寧鄉,1,201801
2018,2,2018-04-01,107Q2,新北市,板橋區,796,201804
2018,2,2018-04-01,107Q2,新北市,三重區,622,201804
2018,2,2018-04-01,107Q2,新北市,中和區,596,201804
2018,2,2018-04-01,107Q2,新北市,永和區,272,201804
2018,2,2018-04-01,107Q2,新北市,新莊區,501,201804
2018,2,2018-04-01,107Q2,新北市,新店區,640,201804
2018,2,2018-04-01,107Q2,新北市,樹林區,229,201804
2018,2,2018-04-01,107Q2,新北市,鶯歌區,123,201804
2018,2,2018-04-01,107Q2,新北市,三峽區,221,201804
2018,2,2018-04-01,107Q2,新北市,淡水區,1807,201804
2018,2,2018-04-01,107Q2,新北市,汐止區,597,201804
2018,2,2018-04-01,107Q2,新北市,瑞芳區,50,201804
2018,2,2018-04-01,107Q2,新北市,土城區,422,201804
2018,2,2018-04-01,107Q2,新北市,蘆洲區,327,201804
2018,2,2018-04-01,107Q2,新北市,五股區,118,201804
2018,2,2018-04-01,107Q2,新北市,泰山區,109,201804
2018,2,2018-04-01,107Q2,新北市,林口區,233,201804
2018,2,2018-04-01,107Q2,新北市,深坑區,36,201804
2018,2,2018-04-01,107Q2,新北市,石碇區,2,201804
2018,2,2018-04-01,107Q2,新北市,三芝區,96,201804
2018,2,2018-04-01,107Q2,新北市,石門區,1,201804
2018,2,2018-04-01,107Q2,新北市,八里區,72,201804
2018,2,2018-04-01,107Q2,新北市,雙溪區,6,201804
2018,2,2018-04-01,107Q2,新北市,貢寮區,3,201804
2018,2,2018-04-01,107Q2,新北市,金山區,29,201804
2018,2,2018-04-01,107Q2,新北市,萬里區,29,201804
2018,2,2018-04-01,107Q2,臺北市,松山區,219,201804
2018,2,2018-04-01,107Q2,臺北市,信義區,221,201804
2018,2,2018-04-01,107Q2,臺北市,大安區,448,201804
2018,2,2018-04-01,107Q2,臺北市,中山區,495,201804
2018,2,2018-04-01,107Q2,臺北市,中正區,209,201804
2018,2,2018-04-01,107Q2,臺北市,大同區,135,201804
2018,2,2018-04-01,107Q2,臺北市,萬華區,330,201804
2018,2,2018-04-01,107Q2,臺北市,文山區,365,201804
2018,2,2018-04-01,107Q2,臺北市,南港區,146,201804
2018,2,2018-04-01,107Q2,臺北市,內湖區,512,201804
2018,2,2018-04-01,107Q2,臺北市,士林區,359,201804
2018,2,2018-04-01,107Q2,臺北市,北投區,462,201804
2018,2,2018-04-01,107Q2,桃園市,桃園區,1601,201804
2018,2,2018-04-01,107Q2,桃園市,中壢區,715,201804
2018,2,2018-04-01,107Q2,桃園市,平鎮區,450,201804
2018,2,2018-04-01,107Q2,桃園市,八德區,514,201804
2018,2,2018-04-01,107Q2,桃園市,楊梅區,391,201804
2018,2,2018-04-01,107Q2,桃園市,大溪區,117,201804
2018,2,2018-04-01,107Q2,桃園市,蘆竹區,538,201804
2018,2,2018-04-01,107Q2,桃園市,大園區,252,201804
2018,2,2018-04-01,107Q2,桃園市,龜山區,403,201804
2018,2,2018-04-01,107Q2,桃園市,龍潭區,206,201804
2018,2,2018-04-01,107Q2,桃園市,新屋區,29,201804
2018,2,2018-04-01,107Q2,桃園市,觀音區,74,201804
2018,2,2018-04-01,107Q2,桃園市,復興區,1,201804
2018,2,2018-04-01,107Q2,臺中市,中區,64,201804
2018,2,2018-04-01,107Q2,臺中市,東區,112,201804
2018,2,2018-04-01,107Q2,臺中市,南區,266,201804
2018,2,2018-04-01,107Q2,臺中市,西區,188,201804
2018,2,2018-04-01,107Q2,臺中市,北區,489,201804
2018,2,2018-04-01,107Q2,臺中市,西屯區,767,201804
2018,2,2018-04-01,107Q2,臺中市,南屯區,399,201804
2018,2,2018-04-01,107Q2,臺中市,北屯區,633,201804
2018,2,2018-04-01,107Q2,臺中市,豐原區,194,201804
2018,2,2018-04-01,107Q2,臺中市,東勢區,21,201804
2018,2,2018-04-01,107Q2,臺中市,大甲區,39,201804
2018,2,2018-04-01,107Q2,臺中市,清水區,49,201804
2018,2,2018-04-01,107Q2,臺中市,沙鹿區,89,201804
2018,2,2018-04-01,107Q2,臺中市,梧棲區,63,201804
2018,2,2018-04-01,107Q2,臺中市,后里區,30,201804
2018,2,2018-04-01,107Q2,臺中市,神岡區,12,201804
2018,2,2018-04-01,107Q2,臺中市,潭子區,74,201804
2018,2,2018-04-01,107Q2,臺中市,大雅區,126,201804
2018,2,2018-04-01,107Q2,臺中市,新社區,8,201804
2018,2,2018-04-01,107Q2,臺中市,石岡區,7,201804
2018,2,2018-04-01,107Q2,臺中市,外埔區,11,201804
2018,2,2018-04-01,107Q2,臺中市,大安區,7,201804
2018,2,2018-04-01,107Q2,臺中市,烏日區,21,201804
2018,2,2018-04-01,107Q2,臺中市,大肚區,42,201804
2018,2,2018-04-01,107Q2,臺中市,龍井區,103,201804
2018,2,2018-04-01,107Q2,臺中市,霧峰區,36,201804
2018,2,2018-04-01,107Q2,臺中市,太平區,84,201804
2018,2,2018-04-01,107Q2,臺中市,大里區,101,201804
2018,2,2018-04-01,107Q2,臺南市,新營區,151,201804
2018,2,2018-04-01,107Q2,臺南市,鹽水區,44,201804
2018,2,2018-04-01,107Q2,臺南市,白河區,9,201804
2018,2,2018-04-01,107Q2,臺南市,柳營區,20,201804
2018,2,2018-04-01,107Q2,臺南市,後壁區,11,201804
2018,2,2018-04-01,107Q2,臺南市,東山區,8,201804
2018,2,2018-04-01,107Q2,臺南市,麻豆區,35,201804
2018,2,2018-04-01,107Q2,臺南市,下營區,14,201804
2018,2,2018-04-01,107Q2,臺南市,六甲區,19,201804
2018,2,2018-04-01,107Q2,臺南市,官田區,58,201804
2018,2,2018-04-01,107Q2,臺南市,大內區,1,201804
2018,2,2018-04-01,107Q2,臺南市,佳里區,97,201804
2018,2,2018-04-01,107Q2,臺南市,學甲區,17,201804
2018,2,2018-04-01,107Q2,臺南市,西港區,15,201804
2018,2,2018-04-01,107Q2,臺南市,七股區,6,201804
