年,季,日期標準,縣市,鄉鎮市區,住宅拍賣移轉筆數,年月,日期格式
2021,3,2021-01-07,桃園市,蘆竹區,3,202101,2021-07-01
2021,3,2021-01-07,桃園市,大園區,2,202101,2021-07-01
2021,3,2021-01-07,桃園市,龜山區,51,202101,2021-07-01
2021,3,2021-01-07,桃園市,龍潭區,1,202101,2021-07-01
2021,3,2021-01-07,桃園市,新屋區,2,202101,2021-07-01
2021,3,2021-01-07,桃園市,觀音區,2,202101,2021-07-01
2021,3,2021-01-07,臺中市,西區,3,202101,2021-07-01
2021,3,2021-01-07,臺中市,北區,2,202101,2021-07-01
2021,3,2021-01-07,臺中市,西屯區,4,202101,2021-07-01
2021,3,2021-01-07,臺中市,東勢區,1,202101,2021-07-01
2021,3,2021-01-07,臺中市,沙鹿區,2,202101,2021-07-01
2021,3,2021-01-07,臺中市,潭子區,1,202101,2021-07-01
2021,3,2021-01-07,臺中市,大雅區,1,202101,2021-07-01
2021,3,2021-01-07,臺中市,大肚區,1,202101,2021-07-01
2021,3,2021-01-07,臺中市,龍井區,2,202101,2021-07-01
2021,3,2021-01-07,臺南市,新營區,2,202101,2021-07-01
2021,3,2021-01-07,臺南市,鹽水區,3,202101,2021-07-01
2021,3,2021-01-07,臺南市,下營區,1,202101,2021-07-01
2021,3,2021-01-07,臺南市,六甲區,1,202101,2021-07-01
2021,3,2021-01-07,臺南市,官田區,1,202101,2021-07-01
2021,3,2021-01-07,臺南市,佳里區,1,202101,2021-07-01
2021,3,2021-01-07,臺南市,學甲區,1,202101,2021-07-01
2021,3,2021-01-07,臺南市,北門區,1,202101,2021-07-01
2021,3,2021-01-07,臺南市,玉井區,2,202101,2021-07-01
2021,3,2021-01-07,臺南市,仁德區,1,202101,2021-07-01
2021,3,2021-01-07,臺南市,關廟區,3,202101,2021-07-01
2021,3,2021-01-07,臺南市,永康區,3,202101,2021-07-01
2021,3,2021-01-07,臺南市,南區,4,202101,2021-07-01
2021,3,2021-01-07,臺南市,北區,1,202101,2021-07-01
2021,3,2021-01-07,臺南市,安南區,4,202101,2021-07-01
2021,3,2021-01-07,臺南市,安平區,3,202101,2021-07-01
2021,3,2021-01-07,臺南市,中西區,9,202101,2021-07-01
2021,3,2021-01-07,高雄市,鼓山區,3,202101,2021-07-01
2021,3,2021-01-07,高雄市,左營區,2,202101,2021-07-01
2021,3,2021-01-07,高雄市,楠梓區,1,202101,2021-07-01
2021,3,2021-01-07,高雄市,三民區,3,202101,2021-07-01
2021,3,2021-01-07,高雄市,苓雅區,1,202101,2021-07-01
2021,3,2021-01-07,高雄市,前鎮區,4,202101,2021-07-01
2021,3,2021-01-07,高雄市,旗津區,1,202101,2021-07-01
2021,3,2021-01-07,高雄市,小港區,1,202101,2021-07-01
2021,3,2021-01-07,高雄市,鳳山區,6,202101,2021-07-01
2021,3,2021-01-07,高雄市,林園區,1,202101,2021-07-01
2021,3,2021-01-07,高雄市,大寮區,6,202101,2021-07-01
2021,3,2021-01-07,高雄市,大樹區,3,202101,2021-07-01
2021,3,2021-01-07,高雄市,大社區,2,202101,2021-07-01
2021,3,2021-01-07,高雄市,仁武區,2,202101,2021-07-01
2021,3,2021-01-07,高雄市,鳥松區,1,202101,2021-07-01
2021,3,2021-01-07,高雄市,岡山區,2,202101,2021-07-01
2021,3,2021-01-07,高雄市,阿蓮區,1,202101,2021-07-01
2021,3,2021-01-07,高雄市,梓官區,1,202101,2021-07-01
2021,3,2021-01-07,高雄市,甲仙區,1,202101,2021-07-01
2021,3,2021-01-07,宜蘭縣,宜蘭市,1,202101,2021-07-01
2021,3,2021-01-07,宜蘭縣,蘇澳鎮,2,202101,2021-07-01
2021,3,2021-01-07,宜蘭縣,礁溪鄉,1,202101,2021-07-01
2021,3,2021-01-07,宜蘭縣,冬山鄉,1,202101,2021-07-01
2021,3,2021-01-07,新竹縣,竹北市,4,202101,2021-07-01
2021,3,2021-01-07,新竹縣,關西鎮,1,202101,2021-07-01
2021,3,2021-01-07,新竹縣,竹東鎮,4,202101,2021-07-01
2021,3,2021-01-07,新竹縣,湖口鄉,2,202101,2021-07-01
2021,3,2021-01-07,新竹縣,新豐鄉,1,202101,2021-07-01
2021,3,2021-01-07,新竹縣,芎林鄉,2,202101,2021-07-01
2021,3,2021-01-07,新竹縣,寶山鄉,1,202101,2021-07-01
2021,3,2021-01-07,新竹縣,五峰鄉,1,202101,2021-07-01
2021,3,2021-01-07,苗栗縣,苗栗市,4,202101,2021-07-01
2021,3,2021-01-07,苗栗縣,通霄鎮,2,202101,2021-07-01
2021,3,2021-01-07,苗栗縣,竹南鎮,2,202101,2021-07-01
2021,3,2021-01-07,苗栗縣,頭份鎮,5,202101,2021-07-01
2021,3,2021-01-07,苗栗縣,銅鑼鄉,4,202101,2021-07-01
2021,3,2021-01-07,苗栗縣,造橋鄉,1,202101,2021-07-01
2021,3,2021-01-07,彰化縣,彰化市,2,202101,2021-07-01
2021,3,2021-01-07,彰化縣,鹿港鎮,1,202101,2021-07-01
2021,3,2021-01-07,彰化縣,溪湖鎮,2,202101,2021-07-01
2021,3,2021-01-07,彰化縣,福興鄉,1,202101,2021-07-01
2021,3,2021-01-07,彰化縣,社頭鄉,1,202101,2021-07-01
2021,3,2021-01-07,彰化縣,田尾鄉,1,202101,2021-07-01
2021,3,2021-01-07,彰化縣,埤頭鄉,1,202101,2021-07-01
2021,3,2021-01-07,南投縣,南投市,5,202101,2021-07-01
2021,3,2021-01-07,南投縣,埔里鎮,3,202101,2021-07-01
2021,3,2021-01-07,南投縣,草屯鎮,5,202101,2021-07-01
2021,3,2021-01-07,南投縣,集集鎮,1,202101,2021-07-01
2021,3,2021-01-07,南投縣,名間鄉,1,202101,2021-07-01
2021,3,2021-01-07,南投縣,魚池鄉,2,202101,2021-07-01
2021,3,2021-01-07,南投縣,水里鄉,1,202101,2021-07-01
2021,3,2021-01-07,雲林縣,斗六市,4,202101,2021-07-01
2021,3,2021-01-07,雲林縣,斗南鎮,2,202101,2021-07-01
2021,3,2021-01-07,雲林縣,虎尾鎮,1,202101,2021-07-01
2021,3,2021-01-07,雲林縣,西螺鎮,1,202101,2021-07-01
2021,3,2021-01-07,雲林縣,土庫鎮,2,202101,2021-07-01
2021,3,2021-01-07,雲林縣,北港鎮,1,202101,2021-07-01
2021,3,2021-01-07,雲林縣,古坑鄉,1,202101,2021-07-01
2021,3,2021-01-07,雲林縣,大埤鄉,2,202101,2021-07-01
2021,3,2021-01-07,雲林縣,褒忠鄉,1,202101,2021-07-01
2021,3,2021-01-07,雲林縣,台西鄉,1,202101,2021-07-01
2021,3,2021-01-07,嘉義縣,太保市,3,202101,2021-07-01
2021,3,2021-01-07,嘉義縣,朴子市,1,202101,2021-07-01
2021,3,2021-01-07,嘉義縣,大林鎮,2,202101,2021-07-01
2021,3,2021-01-07,嘉義縣,新港鄉,1,202101,2021-07-01
2021,3,2021-01-07,嘉義縣,義竹鄉,1,202101,2021-07-01
2021,3,2021-01-07,嘉義縣,中埔鄉,1,202101,2021-07-01
2021,3,2021-01-07,屏東縣,屏東市,3,202101,2021-07-01
2021,3,2021-01-07,屏東縣,潮州鎮,4,202101,2021-07-01
2021,3,2021-01-07,屏東縣,長治鄉,1,202101,2021-07-01
2021,3,2021-01-07,屏東縣,麟洛鄉,1,202101,2021-07-01
2021,3,2021-01-07,屏東縣,鹽埔鄉,1,202101,2021-07-01
2021,3,2021-01-07,屏東縣,高樹鄉,2,202101,2021-07-01
2021,3,2021-01-07,屏東縣,內埔鄉,2,202101,2021-07-01
2021,3,2021-01-07,屏東縣,竹田鄉,1,202101,2021-07-01
2021,3,2021-01-07,屏東縣,新埤鄉,2,202101,2021-07-01
2021,3,2021-01-07,屏東縣,枋寮鄉,2,202101,2021-07-01
2021,3,2021-01-07,屏東縣,崁頂鄉,2,202101,2021-07-01
2021,3,2021-01-07,屏東縣,林邊鄉,1,202101,2021-07-01
2021,3,2021-01-07,屏東縣,車城鄉,141,202101,2021-07-01
2021,3,2021-01-07,臺東縣,台東市,1,202101,2021-07-01
2021,3,2021-01-07,花蓮縣,花蓮市,2,202101,2021-07-01
2021,3,2021-01-07,花蓮縣,吉安鄉,1,202101,2021-07-01
2021,3,2021-01-07,花蓮縣,秀林鄉,1,202101,2021-07-01
2021,3,2021-01-07,基隆市,中正區,1,202101,2021-07-01
2021,3,2021-01-07,基隆市,暖暖區,1,202101,2021-07-01
2021,3,2021-01-07,基隆市,仁愛區,1,202101,2021-07-01
2021,3,2021-01-07,基隆市,中山區,1,202101,2021-07-01
2021,3,2021-01-07,基隆市,安樂區,1,202101,2021-07-01
2021,3,2021-01-07,基隆市,信義區,2,202101,2021-07-01
2021,3,2021-01-07,新竹市,新竹市,12,202101,2021-07-01
2021,3,2021-01-07,嘉義市,嘉義市,3,202101,2021-07-01
2021,3,2021-01-07,金門縣,金湖鎮,1,202101,2021-07-01
2021,4,2021-01-10,新北市,板橋區,13,202101,2021-10-01
2021,4,2021-01-10,新北市,三重區,12,202101,2021-10-01
2021,4,2021-01-10,新北市,中和區,14,202101,2021-10-01
2021,4,2021-01-10,新北市,永和區,7,202101,2021-10-01
2021,4,2021-01-10,新北市,新莊區,6,202101,2021-10-01
2021,4,2021-01-10,新北市,新店區,10,202101,2021-10-01
2021,4,2021-01-10,新北市,樹林區,3,202101,2021-10-01
2021,4,2021-01-10,新北市,鶯歌區,4,202101,2021-10-01
2021,4,2021-01-10,新北市,三峽區,8,202101,2021-10-01
2021,4,2021-01-10,新北市,淡水區,10,202101,2021-10-01
2021,4,2021-01-10,新北市,汐止區,15,202101,2021-10-01
2021,4,2021-01-10,新北市,瑞芳區,7,202101,2021-10-01
2021,4,2021-01-10,新北市,土城區,4,202101,2021-10-01
2021,4,2021-01-10,新北市,蘆洲區,4,202101,2021-10-01
2021,4,2021-01-10,新北市,五股區,4,202101,2021-10-01
2021,4,2021-01-10,新北市,泰山區,6,202101,2021-10-01
2021,4,2021-01-10,新北市,林口區,4,202101,2021-10-01
2021,4,2021-01-10,新北市,深坑區,1,202101,2021-10-01
2021,4,2021-01-10,新北市,八里區,1,202101,2021-10-01
2021,4,2021-01-10,新北市,金山區,2,202101,2021-10-01
2021,4,2021-01-10,新北市,萬里區,5,202101,2021-10-01
2021,4,2021-01-10,臺北市,松山區,4,202101,2021-10-01
2021,4,2021-01-10,臺北市,信義區,1,202101,2021-10-01
2021,4,2021-01-10,臺北市,大安區,8,202101,2021-10-01
2021,4,2021-01-10,臺北市,中山區,7,202101,2021-10-01
2021,4,2021-01-10,臺北市,中正區,4,202101,2021-10-01
2021,4,2021-01-10,臺北市,大同區,5,202101,2021-10-01
2021,4,2021-01-10,臺北市,萬華區,7,202101,2021-10-01
2021,4,2021-01-10,臺北市,文山區,4,202101,2021-10-01
2021,4,2021-01-10,臺北市,南港區,2,202101,2021-10-01
2021,4,2021-01-10,臺北市,內湖區,6,202101,2021-10-01
2021,4,2021-01-10,臺北市,士林區,7,202101,2021-10-01
2021,4,2021-01-10,臺北市,北投區,13,202101,2021-10-01
2021,4,2021-01-10,桃園市,桃園區,17,202101,2021-10-01
2021,4,2021-01-10,桃園市,中壢區,14,202101,2021-10-01
2021,4,2021-01-10,桃園市,平鎮區,9,202101,2021-10-01
2021,4,2021-01-10,桃園市,八德區,4,202101,2021-10-01
2021,4,2021-01-10,桃園市,楊梅區,13,202101,2021-10-01
2021,4,2021-01-10,桃園市,大溪區,5,202101,2021-10-01
2021,4,2021-01-10,桃園市,蘆竹區,4,202101,2021-10-01
2021,4,2021-01-10,桃園市,大園區,1,202101,2021-10-01
2021,4,2021-01-10,桃園市,龜山區,10,202101,2021-10-01
2021,4,2021-01-10,桃園市,龍潭區,4,202101,2021-10-01
2021,4,2021-01-10,桃園市,觀音區,4,202101,2021-10-01
2021,4,2021-01-10,臺中市,南區,3,202101,2021-10-01
2021,4,2021-01-10,臺中市,西區,2,202101,2021-10-01
2021,4,2021-01-10,臺中市,北區,18,202101,2021-10-01
2021,4,2021-01-10,臺中市,西屯區,9,202101,2021-10-01
2021,4,2021-01-10,臺中市,南屯區,3,202101,2021-10-01
2021,4,2021-01-10,臺中市,北屯區,7,202101,2021-10-01
2021,4,2021-01-10,臺中市,豐原區,3,202101,2021-10-01
2021,4,2021-01-10,臺中市,東勢區,1,202101,2021-10-01
2021,4,2021-01-10,臺中市,大甲區,1,202101,2021-10-01
2021,4,2021-01-10,臺中市,清水區,11,202101,2021-10-01
2021,4,2021-01-10,臺中市,沙鹿區,3,202101,2021-10-01
2021,4,2021-01-10,臺中市,梧棲區,2,202101,2021-10-01
2021,4,2021-01-10,臺中市,后里區,1,202101,2021-10-01
2021,4,2021-01-10,臺中市,神岡區,1,202101,2021-10-01
2021,4,2021-01-10,臺中市,潭子區,1,202101,2021-10-01
2021,4,2021-01-10,臺中市,大雅區,4,202101,2021-10-01
2021,4,2021-01-10,臺中市,外埔區,1,202101,2021-10-01
2021,4,2021-01-10,臺中市,大肚區,2,202101,2021-10-01
2021,4,2021-01-10,臺中市,龍井區,1,202101,2021-10-01
2021,4,2021-01-10,臺中市,霧峰區,2,202101,2021-10-01
2021,4,2021-01-10,臺中市,太平區,3,202101,2021-10-01
2021,4,2021-01-10,臺南市,鹽水區,4,202101,2021-10-01
2021,4,2021-01-10,臺南市,白河區,1,202101,2021-10-01
2021,4,2021-01-10,臺南市,後壁區,1,202101,2021-10-01
2021,4,2021-01-10,臺南市,東山區,1,202101,2021-10-01
2021,4,2021-01-10,臺南市,六甲區,2,202101,2021-10-01
2021,4,2021-01-10,臺南市,官田區,3,202101,2021-10-01
2021,4,2021-01-10,臺南市,佳里區,1,202101,2021-10-01
2021,4,2021-01-10,臺南市,學甲區,1,202101,2021-10-01
2021,4,2021-01-10,臺南市,西港區,1,202101,2021-10-01
2021,4,2021-01-10,臺南市,新化區,1,202101,2021-10-01
2021,4,2021-01-10,臺南市,玉井區,1,202101,2021-10-01
2021,4,2021-01-10,臺南市,仁德區,2,202101,2021-10-01
2021,4,2021-01-10,臺南市,永康區,12,202101,2021-10-01
2021,4,2021-01-10,臺南市,東區,6,202101,2021-10-01
2021,4,2021-01-10,臺南市,南區,5,202101,2021-10-01
2021,4,2021-01-10,臺南市,北區,5,202101,2021-10-01
2021,4,2021-01-10,臺南市,安南區,5,202101,2021-10-01
2021,4,2021-01-10,臺南市,安平區,1,202101,2021-10-01
2021,4,2021-01-10,臺南市,中西區,4,202101,2021-10-01
2021,4,2021-01-10,高雄市,鹽埕區,1,202101,2021-10-01
2021,4,2021-01-10,高雄市,鼓山區,7,202101,2021-10-01
2021,4,2021-01-10,高雄市,左營區,11,202101,2021-10-01
2021,4,2021-01-10,高雄市,楠梓區,5,202101,2021-10-01
2021,4,2021-01-10,高雄市,三民區,10,202101,2021-10-01
2021,4,2021-01-10,高雄市,新興區,1,202101,2021-10-01
2021,4,2021-01-10,高雄市,苓雅區,5,202101,2021-10-01
2021,4,2021-01-10,高雄市,前鎮區,4,202101,2021-10-01
2021,4,2021-01-10,高雄市,小港區,2,202101,2021-10-01
2021,4,2021-01-10,高雄市,鳳山區,21,202101,2021-10-01
2021,4,2021-01-10,高雄市,林園區,9,202101,2021-10-01
2021,4,2021-01-10,高雄市,大寮區,10,202101,2021-10-01
2021,4,2021-01-10,高雄市,大樹區,2,202101,2021-10-01
2021,4,2021-01-10,高雄市,鳥松區,1,202101,2021-10-01
2021,4,2021-01-10,高雄市,岡山區,4,202101,2021-10-01
2021,4,2021-01-10,高雄市,橋頭區,1,202101,2021-10-01
2021,4,2021-01-10,高雄市,阿蓮區,1,202101,2021-10-01
2021,4,2021-01-10,高雄市,茄萣區,7,202101,2021-10-01
2021,4,2021-01-10,高雄市,梓官區,1,202101,2021-10-01
2021,4,2021-01-10,高雄市,旗山區,1,202101,2021-10-01
2021,4,2021-01-10,高雄市,杉林區,1,202101,2021-10-01
2021,4,2021-01-10,高雄市,那瑪夏區,1,202101,2021-10-01
2021,4,2021-01-10,宜蘭縣,宜蘭市,1,202101,2021-10-01
2021,4,2021-01-10,宜蘭縣,羅東鎮,2,202101,2021-10-01
2021,4,2021-01-10,宜蘭縣,蘇澳鎮,3,202101,2021-10-01
2021,4,2021-01-10,宜蘭縣,頭城鎮,1,202101,2021-10-01
2021,4,2021-01-10,宜蘭縣,礁溪鄉,2,202101,2021-10-01
2021,4,2021-01-10,宜蘭縣,壯圍鄉,2,202101,2021-10-01
2021,4,2021-01-10,宜蘭縣,冬山鄉,3,202101,2021-10-01
2021,4,2021-01-10,宜蘭縣,五結鄉,1,202101,2021-10-01
2021,4,2021-01-10,新竹縣,竹北市,7,202101,2021-10-01
2021,4,2021-01-10,新竹縣,新埔鎮,3,202101,2021-10-01
2021,4,2021-01-10,新竹縣,竹東鎮,7,202101,2021-10-01
2021,4,2021-01-10,新竹縣,湖口鄉,5,202101,2021-10-01
2021,4,2021-01-10,新竹縣,新豐鄉,3,202101,2021-10-01
2021,4,2021-01-10,苗栗縣,苗栗市,5,202101,2021-10-01
2021,4,2021-01-10,苗栗縣,苑裡鎮,3,202101,2021-10-01
2021,4,2021-01-10,苗栗縣,通霄鎮,4,202101,2021-10-01
2021,4,2021-01-10,苗栗縣,竹南鎮,7,202101,2021-10-01
2021,4,2021-01-10,苗栗縣,頭份鎮,4,202101,2021-10-01
2021,4,2021-01-10,苗栗縣,後龍鎮,1,202101,2021-10-01
2021,4,2021-01-10,苗栗縣,三義鄉,1,202101,2021-10-01
2021,4,2021-01-10,苗栗縣,造橋鄉,1,202101,2021-10-01
2021,4,2021-01-10,彰化縣,彰化市,12,202101,2021-10-01
2021,4,2021-01-10,彰化縣,鹿港鎮,1,202101,2021-10-01
2021,4,2021-01-10,彰化縣,北斗鎮,1,202101,2021-10-01
2021,4,2021-01-10,彰化縣,員林鎮,6,202101,2021-10-01
2021,4,2021-01-10,彰化縣,溪湖鎮,1,202101,2021-10-01
2021,4,2021-01-10,彰化縣,二林鎮,2,202101,2021-10-01
2021,4,2021-01-10,彰化縣,花壇鄉,2,202101,2021-10-01
2021,4,2021-01-10,彰化縣,大村鄉,1,202101,2021-10-01
2021,4,2021-01-10,彰化縣,埔鹽鄉,2,202101,2021-10-01
2021,4,2021-01-10,彰化縣,永靖鄉,2,202101,2021-10-01
2021,4,2021-01-10,彰化縣,社頭鄉,1,202101,2021-10-01
2021,4,2021-01-10,彰化縣,田尾鄉,1,202101,2021-10-01
2021,4,2021-01-10,彰化縣,埤頭鄉,2,202101,2021-10-01
2021,4,2021-01-10,彰化縣,芳苑鄉,2,202101,2021-10-01
2021,4,2021-01-10,南投縣,南投市,7,202101,2021-10-01
2021,4,2021-01-10,南投縣,埔里鎮,4,202101,2021-10-01
2021,4,2021-01-10,南投縣,草屯鎮,3,202101,2021-10-01
2021,4,2021-01-10,南投縣,竹山鎮,4,202101,2021-10-01
2021,4,2021-01-10,南投縣,名間鄉,3,202101,2021-10-01
2021,4,2021-01-10,南投縣,國姓鄉,1,202101,2021-10-01
2021,4,2021-01-10,南投縣,水里鄉,1,202101,2021-10-01
2021,4,2021-01-10,雲林縣,斗六市,1,202101,2021-10-01
2021,4,2021-01-10,雲林縣,斗南鎮,3,202101,2021-10-01
2021,4,2021-01-10,雲林縣,虎尾鎮,6,202101,2021-10-01
2021,4,2021-01-10,雲林縣,西螺鎮,2,202101,2021-10-01
2021,4,2021-01-10,雲林縣,土庫鎮,1,202101,2021-10-01
2021,4,2021-01-10,雲林縣,北港鎮,4,202101,2021-10-01
2021,4,2021-01-10,雲林縣,古坑鄉,2,202101,2021-10-01
2021,4,2021-01-10,雲林縣,大埤鄉,1,202101,2021-10-01
2021,4,2021-01-10,雲林縣,莿桐鄉,2,202101,2021-10-01
2021,4,2021-01-10,雲林縣,林內鄉,1,202101,2021-10-01
2021,4,2021-01-10,雲林縣,麥寮鄉,1,202101,2021-10-01
2021,4,2021-01-10,雲林縣,台西鄉,1,202101,2021-10-01
2021,4,2021-01-10,雲林縣,元長鄉,1,202101,2021-10-01
2021,4,2021-01-10,雲林縣,口湖鄉,1,202101,2021-10-01
2021,4,2021-01-10,雲林縣,水林鄉,1,202101,2021-10-01
2021,4,2021-01-10,嘉義縣,朴子市,3,202101,2021-10-01
2021,4,2021-01-10,嘉義縣,大林鎮,1,202101,2021-10-01
2021,4,2021-01-10,嘉義縣,民雄鄉,5,202101,2021-10-01
2021,4,2021-01-10,嘉義縣,新港鄉,1,202101,2021-10-01
2021,4,2021-01-10,嘉義縣,六腳鄉,1,202101,2021-10-01
2021,4,2021-01-10,嘉義縣,鹿草鄉,1,202101,2021-10-01
2021,4,2021-01-10,嘉義縣,中埔鄉,1,202101,2021-10-01
2021,4,2021-01-10,屏東縣,屏東市,7,202101,2021-10-01
2021,4,2021-01-10,屏東縣,潮州鎮,7,202101,2021-10-01
2021,4,2021-01-10,屏東縣,東港鎮,1,202101,2021-10-01
2021,4,2021-01-10,屏東縣,恆春鎮,4,202101,2021-10-01
2021,4,2021-01-10,屏東縣,萬丹鄉,1,202101,2021-10-01
2021,4,2021-01-10,屏東縣,九如鄉,1,202101,2021-10-01
2021,4,2021-01-10,屏東縣,高樹鄉,2,202101,2021-10-01
2021,4,2021-01-10,屏東縣,萬巒鄉,1,202101,2021-10-01
2021,4,2021-01-10,屏東縣,內埔鄉,2,202101,2021-10-01
2021,4,2021-01-10,屏東縣,枋寮鄉,1,202101,2021-10-01
2021,4,2021-01-10,屏東縣,新園鄉,3,202101,2021-10-01
2021,4,2021-01-10,屏東縣,崁頂鄉,4,202101,2021-10-01
2021,4,2021-01-10,屏東縣,佳冬鄉,1,202101,2021-10-01
2021,4,2021-01-10,屏東縣,來義鄉,1,202101,2021-10-01
2021,4,2021-01-10,臺東縣,台東市,4,202101,2021-10-01
2021,4,2021-01-10,臺東縣,大武鄉,1,202101,2021-10-01
2021,4,2021-01-10,臺東縣,達仁鄉,1,202101,2021-10-01
2021,4,2021-01-10,花蓮縣,花蓮市,5,202101,2021-10-01
2021,4,2021-01-10,花蓮縣,吉安鄉,1,202101,2021-10-01
2021,4,2021-01-10,花蓮縣,瑞穗鄉,1,202101,2021-10-01
2021,4,2021-01-10,花蓮縣,秀林鄉,1,202101,2021-10-01
2021,4,2021-01-10,澎湖縣,馬公市,6,202101,2021-10-01
2021,4,2021-01-10,澎湖縣,湖西鄉,1,202101,2021-10-01
2021,4,2021-01-10,澎湖縣,白沙鄉,1,202101,2021-10-01
2021,4,2021-01-10,澎湖縣,西嶼鄉,2,202101,2021-10-01
2021,4,2021-01-10,基隆市,中正區,2,202101,2021-10-01
2021,4,2021-01-10,基隆市,七堵區,1,202101,2021-10-01
2021,4,2021-01-10,基隆市,暖暖區,2,202101,2021-10-01
2021,4,2021-01-10,基隆市,仁愛區,1,202101,2021-10-01
2021,4,2021-01-10,基隆市,中山區,2,202101,2021-10-01
2021,4,2021-01-10,基隆市,安樂區,2,202101,2021-10-01
2021,4,2021-01-10,基隆市,信義區,1,202101,2021-10-01
2021,4,2021-01-10,新竹市,新竹市,22,202101,2021-10-01
2021,4,2021-01-10,嘉義市,嘉義市,19,202101,2021-10-01
2021,4,2021-01-10,金門縣,金湖鎮,1,202101,2021-10-01
2021,4,2021-01-10,金門縣,烈嶼鄉,1,202101,2021-10-01
2022,1,2022-01-01,新北市,板橋區,18,202201,2022-01-01
2022,1,2022-01-01,新北市,三重區,10,202201,2022-01-01
2022,1,2022-01-01,新北市,中和區,19,202201,2022-01-01
2022,1,2022-01-01,新北市,永和區,4,202201,2022-01-01
2022,1,2022-01-01,新北市,新莊區,12,202201,2022-01-01
2022,1,2022-01-01,新北市,新店區,11,202201,2022-01-01
2022,1,2022-01-01,新北市,鶯歌區,3,202201,2022-01-01
2022,1,2022-01-01,新北市,三峽區,2,202201,2022-01-01
2022,1,2022-01-01,新北市,淡水區,10,202201,2022-01-01
2022,1,2022-01-01,新北市,汐止區,5,202201,2022-01-01
2022,1,2022-01-01,新北市,瑞芳區,3,202201,2022-01-01
2022,1,2022-01-01,新北市,土城區,7,202201,2022-01-01
2022,1,2022-01-01,新北市,蘆洲區,1,202201,2022-01-01
2022,1,2022-01-01,新北市,五股區,4,202201,2022-01-01
2022,1,2022-01-01,新北市,林口區,1,202201,2022-01-01
2022,1,2022-01-01,新北市,深坑區,1,202201,2022-01-01
2022,1,2022-01-01,新北市,石門區,2,202201,2022-01-01
2022,1,2022-01-01,新北市,八里區,4,202201,2022-01-01
2022,1,2022-01-01,新北市,萬里區,4,202201,2022-01-01
2022,1,2022-01-01,臺北市,松山區,4,202201,2022-01-01
2022,1,2022-01-01,臺北市,信義區,4,202201,2022-01-01
2022,1,2022-01-01,臺北市,大安區,4,202201,2022-01-01
2022,1,2022-01-01,臺北市,中山區,13,202201,2022-01-01
2022,1,2022-01-01,臺北市,中正區,3,202201,2022-01-01
2022,1,2022-01-01,臺北市,大同區,2,202201,2022-01-01
2022,1,2022-01-01,臺北市,萬華區,6,202201,2022-01-01
2022,1,2022-01-01,臺北市,文山區,2,202201,2022-01-01
2022,1,2022-01-01,臺北市,內湖區,7,202201,2022-01-01
2022,1,2022-01-01,臺北市,士林區,9,202201,2022-01-01
2022,1,2022-01-01,臺北市,北投區,42,202201,2022-01-01
2022,1,2022-01-01,桃園市,桃園區,13,202201,2022-01-01
2022,1,2022-01-01,桃園市,中壢區,14,202201,2022-01-01
2022,1,2022-01-01,桃園市,平鎮區,7,202201,2022-01-01
2022,1,2022-01-01,桃園市,八德區,10,202201,2022-01-01
2022,1,2022-01-01,桃園市,楊梅區,7,202201,2022-01-01
2022,1,2022-01-01,桃園市,大溪區,6,202201,2022-01-01
2022,1,2022-01-01,桃園市,蘆竹區,5,202201,2022-01-01
2022,1,2022-01-01,桃園市,龜山區,7,202201,2022-01-01
2022,1,2022-01-01,桃園市,龍潭區,3,202201,2022-01-01
2022,1,2022-01-01,桃園市,新屋區,1,202201,2022-01-01
2022,1,2022-01-01,桃園市,觀音區,4,202201,2022-01-01
2022,1,2022-01-01,臺中市,東區,1,202201,2022-01-01
2022,1,2022-01-01,臺中市,南區,8,202201,2022-01-01
2022,1,2022-01-01,臺中市,北區,5,202201,2022-01-01
2022,1,2022-01-01,臺中市,西屯區,4,202201,2022-01-01
2022,1,2022-01-01,臺中市,南屯區,5,202201,2022-01-01
2022,1,2022-01-01,臺中市,北屯區,8,202201,2022-01-01
2022,1,2022-01-01,臺中市,豐原區,1,202201,2022-01-01
2022,1,2022-01-01,臺中市,大甲區,2,202201,2022-01-01
2022,1,2022-01-01,臺中市,清水區,3,202201,2022-01-01
2022,1,2022-01-01,臺中市,梧棲區,1,202201,2022-01-01
2022,1,2022-01-01,臺中市,潭子區,1,202201,2022-01-01
2022,1,2022-01-01,臺中市,大雅區,1,202201,2022-01-01
2022,1,2022-01-01,臺中市,新社區,1,202201,2022-01-01
2022,1,2022-01-01,臺中市,烏日區,1,202201,2022-01-01
2022,1,2022-01-01,臺中市,龍井區,1,202201,2022-01-01
2022,1,2022-01-01,臺中市,霧峰區,1,202201,2022-01-01
2022,1,2022-01-01,臺中市,太平區,3,202201,2022-01-01
2022,1,2022-01-01,臺中市,大里區,1,202201,2022-01-01
2022,1,2022-01-01,臺南市,新營區,1,202201,2022-01-01
2022,1,2022-01-01,臺南市,鹽水區,2,202201,2022-01-01
2022,1,2022-01-01,臺南市,白河區,2,202201,2022-01-01
2022,1,2022-01-01,臺南市,柳營區,2,202201,2022-01-01
2022,1,2022-01-01,臺南市,麻豆區,2,202201,2022-01-01
2022,1,2022-01-01,臺南市,官田區,1,202201,2022-01-01
2022,1,2022-01-01,臺南市,大內區,1,202201,2022-01-01
2022,1,2022-01-01,臺南市,佳里區,3,202201,2022-01-01
