日期,匯率,年月KEY
2021-05-05,27.89319992,202105
2021-05-06,27.88500023,202105
2021-05-07,27.94799995,202105
2021-05-10,27.75279999,202105
2021-05-11,27.73130035,202105
2021-05-12,27.91699982,202105
2021-05-13,28.02400017,202105
2021-05-14,27.93700027,202105
2021-05-17,27.9598999,202105
2021-05-18,28.05419922,202105
2021-05-19,27.96549988,202105
2021-05-20,27.89089966,202105
2021-05-21,27.95050049,202105
2021-05-24,27.9489994,202105
2021-05-25,28.01239967,202105
2021-05-26,27.82049942,202105
2021-05-27,27.66799927,202105
2021-05-28,27.78700066,202105
2021-05-31,27.62000084,202105
2021-06-01,27.51670074,202106
2021-06-02,27.58180046,202106
2021-06-03,27.54400063,202106
2021-06-04,27.62380028,202106
2021-06-07,27.5359993,202106
2021-06-08,27.62280083,202106
2021-06-09,27.58690071,202106
2021-06-10,27.77949905,202106
2021-06-11,27.55750084,202106
2021-06-14,27.64100075,202106
2021-06-15,27.63680077,202106
2021-06-16,27.56119919,202106
2021-06-17,27.6779995,202106
2021-06-18,27.68499947,202106
2021-06-21,27.78100014,202106
2021-06-22,27.94750023,202106
2021-06-23,27.95030022,202106
2021-06-24,28.03470039,202106
2021-06-25,27.90609932,202106
2021-06-28,27.86580086,202106
2021-06-29,27.81599998,202106
2021-06-30,27.87590027,202106
2021-07-01,27.81800079,202107
2021-07-02,27.87899971,202107
2021-07-05,27.93799973,202107
2021-07-06,27.96879959,202107
2021-07-07,27.89690018,202107
2021-07-08,27.88159943,202107
2021-07-09,27.95999908,202107
2021-07-12,27.95100021,202107
2021-07-13,27.95919991,202107
2021-07-14,28.01919937,202107
2021-07-15,27.96660042,202107
2021-07-16,27.87969971,202107
2021-07-19,27.97200012,202107
2021-07-20,28.07729912,202107
2021-07-21,27.99909973,202107
2021-07-22,27.96159935,202107
2021-07-23,27.99570084,202107
2021-07-26,28.0182991,202107
2021-07-27,28.04719925,202107
2021-07-28,28.02389908,202107
2021-07-29,27.89900017,202107
2021-07-30,27.84499931,202107
2021-08-02,27.92410088,202108
2021-08-03,27.92090034,202108
2021-08-04,27.85029984,202108
2021-08-05,27.7147007,202108
2021-08-06,27.72640038,202108
2021-08-09,27.82229996,202108
2021-08-10,27.78560066,202108
2021-08-11,27.82620049,202108
2021-08-12,27.79150009,202108
2021-08-13,27.79649925,202108
2021-08-16,27.80800056,202108
2021-08-17,27.78969955,202108
2021-08-18,27.89940071,202108
2021-08-19,27.84219933,202108
2021-08-20,28.01799965,202108
2021-08-23,27.97100067,202108
2021-08-24,27.90119934,202108
2021-08-25,27.89310074,202108
2021-08-26,27.88489914,202108
2021-08-27,27.91659927,202108
2021-08-30,27.87299919,202108
2021-08-31,27.72920036,202108
2021-09-01,27.56870079,202109
2021-09-02,27.67160034,202109
2021-09-03,27.62660027,202109
2021-09-06,27.60700035,202109
2021-09-07,27.53310013,202109
2021-09-08,27.59119987,202109
2021-09-09,27.67070007,202109
2021-09-10,27.62960052,202109
2021-09-13,27.65049934,202109
2021-09-14,27.63940048,202109
2021-09-15,27.63559914,202109
2021-09-16,27.61269951,202109
2021-09-17,27.69300079,202109
2021-09-20,27.78199959,202109
2021-09-21,27.76600075,202109
2021-09-22,27.71859932,202109
2021-09-23,27.70389938,202109
2021-09-24,27.68499947,202109
2021-09-27,27.72699928,202109
2021-09-28,27.6541996,202109
2021-09-29,27.73810005,202109
2021-09-30,27.81240082,202109
2021-10-01,27.83659935,202110
2021-10-04,27.75399971,202110
2021-10-05,27.88229942,202110
2021-10-06,27.87100029,202110
2021-10-07,27.95100021,202110
2021-10-08,27.96850014,202110
2021-10-11,28.04999924,202110
2021-10-12,28.04299927,202110
2021-10-13,28.12870026,202110
2021-10-14,27.99950027,202110
2021-10-15,27.98889923,202110
2021-10-18,28.0,202110
2021-10-19,27.94919968,202110
2021-10-20,27.82629967,202110
2021-10-21,27.80599976,202110
2021-10-22,27.81850052,202110
2021-10-25,27.83699989,202110
2021-10-26,27.80620003,202110
2021-10-27,27.79630089,202110
2021-10-28,27.76250076,202110
2021-10-29,27.72330093,202110
2021-11-01,27.81669998,202111
2021-11-02,27.80109978,202111
2021-11-03,27.85849953,202111
2021-11-04,27.78949928,202111
2021-11-05,27.87409973,202111
2021-11-08,27.83009911,202111
2021-11-09,27.80120087,202111
2021-11-10,27.73130035,202111
2021-11-11,27.75900078,202111
2021-11-12,27.80170059,202111
2021-11-15,27.78129959,202111
2021-11-16,27.75250053,202111
2021-11-17,27.80069923,202111
2021-11-18,27.74069977,202111
2021-11-19,27.8064003,202111
2021-11-22,27.79299927,202111
2021-11-23,27.76950073,202111
2021-11-24,27.75139999,202111
2021-11-25,27.7677002,202111
2021-11-26,27.76469994,202111
2021-11-29,27.85390091,202111
2021-11-30,27.74559975,202111
2021-12-01,27.57869911,202112
2021-12-02,27.60449982,202112
2021-12-03,27.67869949,202112
2021-12-06,27.65719986,202112
2021-12-07,27.65920067,202112
2021-12-08,27.74259949,202112
2021-12-09,27.63069916,202112
2021-12-10,27.68560028,202112
2021-12-13,27.63599968,202112
2021-12-14,27.7458992,202112
2021-12-15,27.78420067,202112
2021-12-16,27.73970032,202112
2021-12-17,27.75769997,202112
2021-12-20,27.82719994,202112
2021-12-21,27.81539917,202112
2021-12-22,27.73019981,202112
2021-12-23,27.71100044,202112
2021-12-24,27.62470055,202112
2021-12-27,27.67930031,202112
2021-12-28,27.68370056,202112
2021-12-29,27.53499985,202112
2021-12-30,27.61739922,202112
2021-12-31,27.65870094,202112
2022-01-03,27.70210075,202201
2022-01-04,27.62470055,202201
2022-01-05,27.51549911,202201
2022-01-06,27.59639931,202201
2022-01-07,27.62000084,202201
2022-01-10,27.65800095,202201
2022-01-11,27.59889984,202201
2022-01-12,27.62700081,202201
2022-01-13,27.59860039,202201
2022-01-14,27.56599998,202201
2022-01-17,27.53800011,202201
2022-01-18,27.42370033,202201
2022-01-19,27.51619911,202201
2022-01-20,27.54759979,202201
2022-01-21,27.61569977,202201
2022-01-24,27.69120026,202201
2022-01-25,27.66390038,202201
2022-01-26,27.69799995,202201
2022-01-27,27.66449928,202201
2022-01-28,27.75650024,202201
2022-01-31,27.82699966,202201
2022-02-01,27.77039909,202202
2022-02-02,27.74230003,202202
2022-02-03,27.75079918,202202
2022-02-04,27.7439003,202202
2022-02-07,27.79999924,202202
2022-02-08,27.82600021,202202
2022-02-09,27.80520058,202202
2022-02-10,27.78070068,202202
2022-02-11,27.82640076,202202
2022-02-14,27.90600014,202202
2022-02-15,27.86179924,202202
2022-02-16,27.82069969,202202
2022-02-17,27.81080055,202202
2022-02-18,27.83670044,202202
2022-02-21,27.87000084,202202
2022-02-22,27.81240082,202202
2022-02-23,27.83740044,202202
2022-02-24,27.87269974,202202
2022-02-25,28.06719971,202202
2022-02-28,27.96279907,202202
2022-03-01,27.97559929,202203
2022-03-02,28.04680061,202203
2022-03-03,27.97050095,202203
2022-03-04,28.05050087,202203
2022-03-07,28.12599945,202203
2022-03-08,28.27589989,202203
2022-03-09,28.30340004,202203
2022-03-10,28.26799965,202203
2022-03-11,28.30069923,202203
2022-03-14,28.4109993,202203
2022-03-15,28.51099968,202203
2022-03-16,28.51889992,202203
2022-03-17,28.37899971,202203
2022-03-18,28.1779995,202203
2022-03-21,28.3560009,202203
2022-03-22,28.40999985,202203
2022-03-23,28.4673996,202203
2022-03-24,28.55970001,202203
2022-03-25,28.6515007,202203
2022-03-28,28.66900063,202203
2022-03-29,28.78370094,202203
2022-03-30,28.62829971,202203
2022-03-31,28.52560043,202203
2022-04-01,28.61569977,202204
2022-04-04,28.66799927,202204
2022-04-05,28.58849907,202204
2022-04-06,28.65320015,202204
2022-04-07,28.72540092,202204
2022-04-08,28.79870033,202204
2022-04-11,28.89100075,202204
2022-04-12,29.03100014,202204
2022-04-13,29.03800011,202204
2022-04-14,28.86669922,202204
2022-04-15,28.96619987,202204
2022-04-18,29.11100006,202204
2022-04-19,29.2140007,202204
2022-04-20,29.25370026,202204
2022-04-21,29.16349983,202204
2022-04-22,29.28899956,202204
2022-04-25,29.31100082,202204
2022-04-26,29.19370079,202204
2022-04-27,29.30069923,202204
2022-04-28,29.37470055,202204
2022-04-29,29.45269966,202204
2022-05-02,29.43400002,202205
2022-05-03,29.48460007,202205
2022-05-04,29.42210007,202205
2022-05-05,29.23999977,202205
2022-05-06,29.6067009,202205
2022-05-09,29.64999962,202205
2022-05-10,29.75099945,202205
2022-05-11,29.64170074,202205
2022-05-12,29.68899918,202205
2022-05-13,29.82150078,202205
2022-05-16,29.78199959,202205
2022-05-17,29.71190071,202205
2022-05-18,29.60580063,202205
2022-05-19,29.74020004,202205
2022-05-20,29.60050011,202205
2022-05-23,29.71299934,202205
2022-05-24,29.48999977,202205
2022-05-25,29.53170013,202205
2022-05-26,29.40999985,202205
2022-05-27,29.31299973,202205
2022-05-30,29.29599953,202205
2022-05-31,28.83099937,202205
2022-06-01,28.99150085,202206
2022-06-02,29.12829971,202206
2022-06-03,29.10099983,202206
2022-06-06,29.36100006,202206
2022-06-07,29.38129997,202206
2022-06-08,29.40500069,202206
2022-06-09,29.43880081,202206
2022-06-10,29.58569908,202206
2022-06-13,29.6420002,202206
2022-06-14,29.68869972,202206
2022-06-15,29.57769966,202206
2022-06-16,29.40500069,202206
2022-06-17,29.69599915,202206
2022-06-20,29.70199966,202206
2022-06-21,29.70299911,202206
2022-06-22,29.72400093,202206
2022-06-23,29.67169952,202206
2022-06-24,29.61310005,202206
2022-06-27,29.69400024,202206
2022-06-28,29.43000031,202206
2022-06-29,29.67099953,202206
2022-06-30,29.66500092,202206
2022-07-01,29.65570068,202207
2022-07-04,29.79599953,202207
2022-07-05,29.69000053,202207
2022-07-06,29.78070068,202207
2022-07-07,29.78800011,202207
2022-07-08,29.75200081,202207
2022-07-11,29.75200081,202207
2022-07-12,29.86319923,202207
2022-07-13,29.86499977,202207
2022-07-14,29.76600075,202207
2022-07-15,29.91869926,202207
2022-07-18,29.9109993,202207
2022-07-19,29.81999969,202207
2022-07-20,29.7859993,202207
2022-07-21,29.88069916,202207
2022-07-22,29.88030052,202207
2022-07-25,29.8010006,202207
2022-07-26,29.82799911,202207
2022-07-27,29.92029953,202207
2022-07-28,29.85930061,202207
2022-07-29,29.91500092,202207
2022-08-01,30.00200081,202208
2022-08-02,30.16799927,202208
2022-08-03,29.96629906,202208
2022-08-04,29.94199944,202208
2022-08-05,29.95170021,202208
2022-08-08,29.94499969,202208
2022-08-09,30.0007,202208
2022-08-10,30.02799988,202208
2022-08-11,29.91040039,202208
2022-08-12,29.94930077,202208
2022-08-15,29.94300079,202208
2022-08-16,29.98270035,202208
2022-08-17,29.94379997,202208
2022-08-18,29.93569946,202208
2022-08-19,29.97369957,202208
2022-08-22,30.10199928,202208
2022-08-23,30.13170052,202208
2022-08-24,30.17000008,202208
2022-08-25,30.20499992,202208
2022-08-26,30.18799973,202208
2022-08-29,30.28100014,202208
2022-08-30,30.36800003,202208
2022-08-31,30.43670082,202208
2022-09-01,30.33270073,202209
2022-09-02,30.54820061,202209
2022-09-05,30.61300087,202209
2022-09-06,30.68600082,202209
2022-09-07,30.79870033,202209
2022-09-08,30.8477993,202209
2022-09-09,30.8586998,202209
2022-09-12,30.85000038,202209
2022-09-13,30.88299942,202209
2022-09-14,31.11870003,202209
2022-09-15,31.06900024,202209
2022-09-16,31.22200012,202209
2022-09-19,31.26099968,202209
2022-09-20,31.3220005,202209
2022-09-21,31.3390007,202209
2022-09-22,31.45000076,202209
2022-09-23,31.53829956,202209
2022-09-26,31.79100037,202209
2022-09-27,31.82299995,202209
2022-09-28,31.67499924,202209
2022-09-29,31.67099953,202209
2022-09-30,31.63050079,202209
2022-10-03,31.8029995,202210
2022-10-04,31.78370094,202210
2022-10-05,31.62800026,202210
2022-10-06,31.52350044,202210
2022-10-07,31.53899956,202210
2022-10-10,31.71100044,202210
2022-10-11,31.7928009,202210
2022-10-12,31.82530022,202210
2022-10-13,31.77420044,202210
2022-10-14,31.84860039,202210
2022-10-17,31.96199989,202210
2022-10-18,31.98800087,202210
2022-10-19,32.01699829,202210
2022-10-20,32.15200043,202210
2022-10-21,32.09400177,202210
2022-10-24,32.18000031,202210
2022-10-25,32.31129837,202210
2022-10-26,32.22700119,202210
2022-10-27,31.96290016,202210
2022-10-28,32.04299927,202210
2022-10-31,32.11399841,202210
2022-11-01,32.24769974,202211
2022-11-02,32.12400055,202211
2022-11-03,32.24750137,202211
2022-11-04,32.15000153,202211
2022-11-07,31.99900055,202211
2022-11-08,31.85000038,202211
2022-11-09,31.78980064,202211
2022-11-10,31.91200066,202211
2022-11-11,31.40200043,202211
2022-11-14,31.09659958,202211
2022-11-15,30.88899994,202211
2022-11-16,31.07900047,202211
2022-11-17,31.03499985,202211
2022-11-18,31.02499962,202211
2022-11-21,31.11129951,202211
2022-11-22,31.13100052,202211
2022-11-23,31.10720062,202211
2022-11-24,31.07970047,202211
2022-11-25,30.91300011,202211
2022-11-28,30.92849922,202211
2022-11-29,31.0060997,202211
2022-11-30,30.94599915,202211
2022-12-01,30.77799988,202212
2022-12-02,30.58779907,202212
2022-12-05,30.53800011,202212
2022-12-06,30.56299973,202212
2022-12-07,30.63349915,202212
2022-12-08,30.63699913,202212
2022-12-09,30.46299934,202212
2022-12-12,30.69370079,202212
2022-12-13,30.68000031,202212
2022-12-14,30.60099983,202212
2022-12-15,30.48430061,202212
2022-12-16,30.80999947,202212
2022-12-19,30.77079964,202212
2022-12-20,30.78569984,202212
2022-12-21,30.72400093,202212
2022-12-22,30.67900085,202212
2022-12-23,30.73999977,202212
2022-12-26,30.74510002,202212
2022-12-27,30.71899986,202212
2022-12-28,30.7220993,202212
2022-12-29,30.72800064,202212
2022-12-30,30.68009949,202212
2023-01-02,30.64780045,202301
2023-01-03,30.7201004,202301
2023-01-04,30.65029907,202301
2023-01-05,30.68799973,202301
2023-01-06,30.62299919,202301
2023-01-09,30.56150055,202301
2023-01-10,30.46199989,202301
2023-01-11,30.43260002,202301
2023-01-12,30.43499947,202301
2023-01-13,30.32550049,202301
2023-01-16,30.27930069,202301
2023-01-17,30.32900047,202301
2023-01-18,30.27630043,202301
2023-01-19,30.18499947,202301
2023-01-20,30.3390007,202301
2023-01-23,30.31769943,202301
2023-01-24,30.29299927,202301
2023-01-25,30.26749992,202301
2023-01-26,30.24760056,202301
2023-01-27,30.20879936,202301
2023-01-30,30.25600052,202301
2023-01-31,30.09499931,202301
2023-02-01,30.03100014,202302
2023-02-02,29.53300095,202302
2023-02-03,29.54299927,202302
2023-02-06,29.96579933,202302
2023-02-07,29.99830055,202302
2023-02-08,30.02709961,202302
2023-02-09,30.04150009,202302
2023-02-10,30.00300026,202302
2023-02-13,30.18079948,202302
2023-02-14,30.21999931,202302
2023-02-15,30.24869919,202302
2023-02-16,30.30200005,202302
2023-02-17,30.25300026,202302
2023-02-20,30.37330055,202302
2023-02-21,30.36450005,202302
2023-02-22,30.48450089,202302
2023-02-23,30.47529984,202302
2023-02-24,30.28300095,202302
2023-02-27,30.65679932,202302
2023-02-28,30.5977993,202302
2023-03-01,30.64579964,202303
2023-03-02,30.56069946,202303
2023-03-03,30.60149956,202303
2023-03-06,30.49860001,202303
2023-03-07,30.57500076,202303
2023-03-08,30.72629929,202303
2023-03-09,30.72480011,202303
2023-03-10,30.81389999,202303
2023-03-13,30.82869911,202303
2023-03-14,30.45499992,202303
2023-03-15,30.37899971,202303
2023-03-16,30.52000046,202303
2023-03-17,30.54899979,202303
2023-03-20,30.61800003,202303
2023-03-21,30.50600052,202303
2023-03-22,30.48010063,202303
2023-03-23,30.35000038,202303
2023-03-24,30.13800049,202303
2023-03-27,30.32099915,202303
2023-03-28,30.16300011,202303
2023-03-29,30.34499931,202303
2023-03-30,30.51600075,202303
2023-03-31,30.35199928,202303
2023-04-03,30.52499962,202304
2023-04-04,30.47859955,202304
2023-04-05,30.38529968,202304
2023-04-06,30.54080009,202304
2023-04-07,30.51040077,202304
2023-04-10,30.39299965,202304
2023-04-11,30.52219963,202304
2023-04-12,30.47990036,202304
2023-04-13,30.44650078,202304
2023-04-14,30.45100021,202304
2023-04-17,30.50600052,202304
2023-04-18,30.46649933,202304
2023-04-19,30.45190048,202304
2023-04-20,30.53750038,202304
2023-04-21,30.55929947,202304
2023-04-24,30.625,202304
2023-04-25,30.5720005,202304
2023-04-26,30.69370079,202304
2023-04-27,30.62829971,202304
2023-04-28,30.62680054,202304
2023-05-01,30.74600029,202305
2023-05-02,30.72879982,202305
2023-05-03,30.7548008,202305
2023-05-04,30.64679909,202305
2023-05-05,30.62789917,202305
2023-05-08,30.57799911,202305
2023-05-09,30.58799934,202305
2023-05-10,30.64979935,202305
2023-05-11,30.61440086,202305
2023-05-12,30.69790077,202305
2023-05-15,30.80999947,202305
2023-05-16,30.74300003,202305
2023-05-17,30.77779961,202305
2023-05-18,30.79129982,202305
2023-05-19,30.69029999,202305
2023-05-22,30.62000084,202305
2023-05-23,30.6609993,202305
2023-05-24,30.80540085,202305
2023-05-25,30.8083992,202305
2023-05-26,30.75979996,202305
2023-05-29,30.68499947,202305
2023-05-30,30.5359993,202305
2023-05-31,30.56130028,202305
2023-06-01,30.64590073,202306
2023-06-02,30.58279991,202306
2023-06-05,30.66699982,202306
2023-06-06,30.64579964,202306
2023-06-07,30.6317997,202306
2023-06-08,30.71290016,202306
2023-06-09,30.64579964,202306
2023-06-12,30.6609993,202306
2023-06-13,30.7112999,202306
2023-06-14,30.57799911,202306
2023-06-15,30.73130035,202306
2023-06-16,30.65329933,202306
2023-06-19,30.70800018,202306
2023-06-20,30.79179955,202306
2023-06-21,30.95330048,202306
2023-06-22,30.92300034,202306
2023-06-23,30.99379921,202306
2023-06-26,30.99699974,202306
2023-06-27,31.00399971,202306
2023-06-28,30.99349976,202306
2023-06-29,31.05649948,202306
2023-06-30,31.11730003,202306
2023-07-03,31.14599991,202307
2023-07-04,31.08779907,202307
2023-07-05,31.07799911,202307
2023-07-06,31.2241993,202307
2023-07-07,31.32690048,202307
2023-07-10,31.25900078,202307
2023-07-11,31.36000061,202307
2023-07-12,31.26549911,202307
2023-07-13,31.03380013,202307
2023-07-14,30.95779991,202307
2023-07-17,30.95000076,202307
2023-07-18,30.95000076,202307
2023-07-19,30.90299988,202307
2023-07-20,31.04330063,202307
2023-07-21,31.03779984,202307
2023-07-24,31.3220005,202307
2023-07-25,31.29999924,202307
2023-07-26,31.16600037,202307
2023-07-27,31.2140007,202307
2023-07-28,31.29630089,202307
2023-07-31,31.35350037,202307
2023-08-01,31.39889908,202308
2023-08-02,31.59499931,202308
2023-08-03,31.63010025,202308
2023-08-04,31.64049911,202308
2023-08-07,31.65200043,202308
2023-08-08,31.66550064,202308
2023-08-09,31.7954998,202308
2023-08-10,31.70899963,202308
2023-08-11,31.74150085,202308
2023-08-14,31.8939991,202308
2023-08-15,31.90399933,202308
2023-08-16,31.86490059,202308
2023-08-17,31.91279984,202308
2023-08-18,31.89640045,202308
2023-08-21,31.90200043,202308
2023-08-22,31.91620064,202308
2023-08-23,31.97699928,202308
2023-08-24,31.85580063,202308
2023-08-25,31.81410027,202308
2023-08-28,31.81200027,202308
2023-08-29,31.81800079,202308
2023-08-30,31.7670002,202308
2023-08-31,31.79879951,202308
2023-09-01,31.80780029,202309
2023-09-04,31.86300087,202309
2023-09-05,31.85779953,202309
2023-09-06,31.90449905,202309
2023-09-07,31.93390083,202309
2023-09-08,32.03139877,202309
2023-09-11,32.08499908,202309
2023-09-12,31.90649986,202309
2023-09-13,31.96380043,202309
2023-09-14,31.89489937,202309
2023-09-15,31.8689003,202309
2023-09-18,31.87800026,202309
2023-09-19,31.89850044,202309
2023-09-20,31.97999954,202309
2023-09-21,32.00889969,202309
2023-09-22,32.13800049,202309
2023-09-25,32.13100052,202309
2023-09-26,32.10279846,202309
2023-09-27,32.18980026,202309
2023-09-28,32.22579956,202309
2023-09-29,32.06079865,202309
2023-10-02,32.24499893,202310
2023-10-03,32.30680084,202310
2023-10-04,32.31169891,202310
2023-10-05,32.29119873,202310
2023-10-06,32.20370102,202310
2023-10-09,32.11800003,202310
2023-10-10,32.13729858,202310
2023-10-11,32.01649857,202310
2023-10-12,32.05920029,202310
2023-10-13,32.1697998,202310
2023-10-16,32.19490051,202310
2023-10-17,32.18650055,202310
2023-10-18,32.32500076,202310
2023-10-19,32.39530182,202310
2023-10-20,32.34830093,202310
2023-10-23,32.33200073,202310
2023-10-24,32.23600006,202310
2023-10-25,32.20399857,202310
2023-10-26,32.38029861,202310
2023-10-27,32.35889816,202310
2023-10-30,32.41400146,202310
2023-10-31,32.24750137,202310
2023-11-01,32.4029007,202311
2023-11-02,32.37680054,202311
2023-11-03,32.1590004,202311
2023-11-06,32.08940125,202311
2023-11-07,32.10200119,202311
2023-11-08,32.0802002,202311
2023-11-09,32.2159996,202311
2023-11-10,32.25350189,202311
2023-11-13,32.34579849,202311
2023-11-14,32.24449921,202311
2023-11-15,32.07699966,202311
2023-11-16,32.00859833,202311
2023-11-17,31.83699989,202311
2023-11-20,31.73469925,202311
2023-11-21,31.46800041,202311
2023-11-22,31.37400055,202311
2023-11-23,31.51799965,202311
2023-11-24,31.61400032,202311
2023-11-27,31.63599968,202311
2023-11-28,31.52499962,202311
2023-11-29,31.27199936,202311
2023-11-30,31.06900024,202311
2023-12-01,31.37400055,202312
2023-12-04,31.18899918,202312
2023-12-05,31.42359924,202312
2023-12-06,31.51600075,202312
2023-12-07,31.4890995,202312
2023-12-08,31.42700005,202312
2023-12-11,31.40950012,202312
2023-12-12,31.32799911,202312
2023-12-13,31.47310066,202312
2023-12-14,31.15699959,202312
2023-12-15,31.18429947,202312
2023-12-18,31.3477993,202312
2023-12-19,31.375,202312
2023-12-20,31.27000046,202312
2023-12-21,31.30999947,202312
2023-12-22,31.19300079,202312
2023-12-25,31.07999992,202312
2023-12-26,31.11969948,202312
2023-12-27,30.94300079,202312
2023-12-28,30.84569931,202312
2023-12-29,30.69799995,202312
2024-01-01,30.6821003,202401
2024-01-02,30.66860008,202401
2024-01-03,30.87899971,202401
2024-01-04,31.04190063,202401
2024-01-05,31.05400085,202401
2024-01-08,30.95199966,202401
2024-01-09,30.72100067,202401
2024-01-10,31.06110001,202401
2024-01-11,31.11779976,202401
2024-01-12,30.8939991,202401
2024-01-15,31.07559967,202401
2024-01-16,31.19499969,202401
2024-01-17,31.45800018,202401
2024-01-18,31.54249954,202401
2024-01-19,31.58060074,202401
2024-01-22,31.38380051,202401
2024-01-23,31.36800003,202401
2024-01-24,31.39500046,202401
2024-01-25,31.29199982,202401
2024-01-26,31.31500053,202401
2024-01-29,31.2730999,202401
2024-01-30,31.18499947,202401
2024-01-31,31.15909958,202401
2024-02-01,31.24500084,202402
2024-02-02,31.23399925,202402
2024-02-05,31.32579994,202402
2024-02-06,31.34029961,202402
2024-02-07,31.20199966,202402
2024-02-08,31.36680031,202402
2024-02-09,31.30330086,202402
2024-02-12,31.36779976,202402
2024-02-13,31.28840065,202402
2024-02-14,31.46870041,202402
2024-02-15,31.3451004,202402
2024-02-16,31.26269913,202402
2024-02-19,31.33320045,202402
2024-02-20,31.40209961,202402
2024-02-21,31.37779999,202402
2024-02-22,31.42630005,202402
2024-02-23,31.45400047,202402
2024-02-26,31.60199928,202402
2024-02-27,31.54870033,202402
2024-02-28,31.57600021,202402
2024-02-29,31.64789963,202402
2024-03-01,31.61490059,202403
2024-03-04,31.55929947,202403
2024-03-05,31.50930023,202403
2024-03-06,31.54050064,202403
2024-03-07,31.4640007,202403
2024-03-08,31.43479919,202403
2024-03-11,31.45299911,202403
2024-03-12,31.36219978,202403
2024-03-13,31.3987999,202403
2024-03-14,31.40660095,202403
2024-03-15,31.52599907,202403
2024-03-18,31.60370064,202403
2024-03-19,31.64100075,202403
2024-03-20,31.73040009,202403
2024-03-21,31.7621994,202403
2024-03-22,31.88299942,202403
2024-03-25,31.93499947,202403
2024-03-26,31.73399925,202403
2024-03-27,31.88529968,202403
2024-03-28,31.97940063,202403
2024-03-29,32.01810074,202403
2024-04-01,31.93400002,202404
2024-04-02,32.01499939,202404
2024-04-03,32.03900146,202404
2024-04-04,31.96870041,202404
2024-04-05,32.04800034,202404
2024-04-08,32.11119843,202404
2024-04-09,32.07279968,202404
2024-04-10,31.96619987,202404
2024-04-11,32.18299866,202404
2024-04-12,32.22449875,202404
2024-04-15,32.25400162,202404
2024-04-16,32.38880157,202404
2024-04-17,32.4978981,202404
2024-04-18,32.33800125,202404
2024-04-19,32.41590118,202404
2024-04-22,32.50400162,202404
2024-04-23,32.58300018,202404
2024-04-24,32.50350189,202404
2024-04-25,32.62730026,202404
2024-04-26,32.53099823,202404
2024-04-29,32.55899811,202404
2024-04-30,32.43399811,202404
2024-05-01,32.61380005,202405
2024-05-02,32.47600174,202405
2024-05-03,32.34600067,202405
2024-05-06,32.27690125,202405
2024-05-07,32.26300049,202405
2024-05-08,32.36380005,202405
2024-05-09,32.33300018,202405
2024-05-10,32.33879852,202405
2024-05-13,32.42399979,202405
2024-05-14,32.37149811,202405
2024-05-15,32.31370163,202405
2024-05-16,32.03129959,202405
2024-05-17,32.12379837,202405
2024-05-20,32.16400146,202405
2024-05-21,32.2057991,202405
2024-05-22,32.23479843,202405
2024-05-23,32.22389984,202405
2024-05-24,32.22079849,202405
2024-05-27,32.18899918,202405
2024-05-28,32.06999969,202405
2024-05-29,32.17380142,202405
2024-05-30,32.3769989,202405
2024-05-31,32.35639954,202405
2024-06-03,32.46500015,202406
2024-06-04,32.31430054,202406
2024-06-05,32.3288002,202406
2024-06-06,32.2519989,202406
2024-06-07,32.20890045,202406
2024-06-10,32.40499878,202406
2024-06-11,32.33399963,202406
2024-06-12,32.31579971,202406
2024-06-13,32.20100021,202406
2024-06-14,32.29899979,202406
2024-06-17,32.34899902,202406
2024-06-18,32.30099869,202406
2024-06-19,32.34749985,202406
2024-06-20,32.38079834,202406
2024-06-21,32.3409996,202406
2024-06-24,32.36299896,202406
2024-06-25,32.32149887,202406
2024-06-26,32.4734993,202406
2024-06-27,32.58229828,202406
2024-06-28,32.52199936,202406
2024-07-01,32.50400162,202407
2024-07-02,32.52170181,202407
2024-07-03,32.57279968,202407
2024-07-04,32.62149811,202407
2024-07-05,32.50659943,202407
2024-07-08,32.39300156,202407
2024-07-09,32.47100067,202407
2024-07-10,32.50749969,202407
2024-07-11,32.5868988,202407
2024-07-12,32.38679886,202407
2024-07-15,32.54800034,202407
2024-07-16,32.57400131,202407
2024-07-17,32.56330109,202407
2024-07-18,32.49079895,202407
2024-07-19,32.63899994,202407
2024-07-22,32.78099823,202407
2024-07-23,32.80849838,202407
2024-07-24,32.75130081,202407
2024-07-25,32.71480179,202407
2024-07-26,32.64300156,202407
2024-07-29,32.79800034,202407
2024-07-30,32.84930038,202407
2024-07-31,32.76150131,202407
2024-08-01,32.57229996,202408
2024-08-02,32.71649933,202408
2024-08-05,32.58890152,202408
2024-08-06,32.67900085,202408
2024-08-07,32.77799988,202408
2024-08-08,32.65000153,202408
2024-08-09,32.41019821,202408
2024-08-12,32.43500137,202408
2024-08-13,32.23899841,202408
2024-08-14,32.30500031,202408
2024-08-15,31.99500084,202408
2024-08-16,32.44250107,202408
2024-08-19,32.13550186,202408
2024-08-20,31.91049957,202408
2024-08-21,31.89500046,202408
2024-08-22,31.69499969,202408
2024-08-23,32.03499985,202408
2024-08-26,31.75449944,202408
2024-08-27,31.80900002,202408
2024-08-28,31.69499969,202408
2024-08-29,31.9829998,202408
2024-08-30,31.8579998,202408
2024-09-02,31.99600029,202409
2024-09-03,31.93099976,202409
2024-09-04,31.9810009,202409
2024-09-05,31.95499992,202409
2024-09-06,32.00699997,202409
2024-09-09,32.02590179,202409
