年,路線方向,路段,交流道,縣市,進出口,週類別,交通輛數,年月KEY,日期格式
2020,國1南向,非主線資料,鼎金系統,高雄市,出口,週日,23406.0,202001,2020-01-01
2020,國10西向,非主線資料,鼎金系統,高雄市,進口,週日,25751.0,202001,2020-01-01
2020,國10東向,非主線資料,鼎金系統,高雄市,進口,週日,24140.0,202001,2020-01-01
2020,國1北向,非主線資料,鼎金系統,高雄市,進口,週日,19179.0,202001,2020-01-01
2020,國1南向,非主線資料,鼎金系統,高雄市,進口,週日,47378.0,202001,2020-01-01
2020,國3北向,非主線資料,龍井,臺中市,出口,週2-4,9969.0,202001,2020-01-01
2020,國3南向,非主線資料,龍井,臺中市,出口,週2-4,8195.0,202001,2020-01-01
2020,國3北向,非主線資料,龍井,臺中市,進口,週2-4,8845.0,202001,2020-01-01
2020,國3南向,非主線資料,龍井,臺中市,進口,週2-4,10274.0,202001,2020-01-01
2020,國3北向,非主線資料,龍井,臺中市,出口,週六,9495.0,202001,2020-01-01
2020,國3南向,非主線資料,龍井,臺中市,出口,週六,8097.0,202001,2020-01-01
2020,國3北向,非主線資料,龍井,臺中市,進口,週六,8590.0,202001,2020-01-01
2020,國3南向,非主線資料,龍井,臺中市,進口,週六,10217.0,202001,2020-01-01
2020,國3北向,非主線資料,龍井,臺中市,出口,週日,10114.0,202001,2020-01-01
2020,國3南向,非主線資料,龍井,臺中市,出口,週日,7785.0,202001,2020-01-01
2020,國3北向,非主線資料,龍井,臺中市,進口,週日,8462.0,202001,2020-01-01
2020,國3南向,非主線資料,龍井,臺中市,進口,週日,9504.0,202001,2020-01-01
2020,國3北向,非主線資料,龍潭,桃園市,出口,週2-4,4578.0,202001,2020-01-01
2020,國3南向,非主線資料,龍潭,桃園市,出口,週2-4,15531.0,202001,2020-01-01
2020,國3北向,非主線資料,龍潭,桃園市,進口,週2-4,15405.0,202001,2020-01-01
2020,國3南向,非主線資料,龍潭,桃園市,進口,週2-4,4641.0,202001,2020-01-01
2020,國3北向,非主線資料,龍潭,桃園市,出口,週六,4921.0,202001,2020-01-01
2020,國3南向,非主線資料,龍潭,桃園市,出口,週六,14273.0,202001,2020-01-01
2020,國3北向,非主線資料,龍潭,桃園市,進口,週六,14733.0,202001,2020-01-01
2020,國3南向,非主線資料,龍潭,桃園市,進口,週六,5265.0,202001,2020-01-01
2020,國3北向,非主線資料,龍潭,桃園市,出口,週日,7242.0,202001,2020-01-01
2020,國3南向,非主線資料,龍潭,桃園市,出口,週日,14070.0,202001,2020-01-01
2020,國3北向,非主線資料,龍潭,桃園市,進口,週日,13563.0,202001,2020-01-01
2020,國3南向,非主線資料,龍潭,桃園市,進口,週日,4622.0,202001,2020-01-01
2021,國1北向,非主線資料,三義,苗栗縣,出口,週2-4,2791.0,202101,2021-01-01
2021,國1南向,非主線資料,三義,苗栗縣,出口,週2-4,3709.0,202101,2021-01-01
2021,國1北向,非主線資料,三義,苗栗縣,進口,週2-4,3712.0,202101,2021-01-01
2021,國1南向,非主線資料,三義,苗栗縣,進口,週2-4,2860.0,202101,2021-01-01
2021,國1北向,非主線資料,三義,苗栗縣,出口,週六,3491.0,202101,2021-01-01
2021,國1南向,非主線資料,三義,苗栗縣,出口,週六,4280.0,202101,2021-01-01
2021,國1北向,非主線資料,三義,苗栗縣,進口,週六,3840.0,202101,2021-01-01
2021,國1南向,非主線資料,三義,苗栗縣,進口,週六,3364.0,202101,2021-01-01
2021,國1北向,非主線資料,三義,苗栗縣,出口,週日,3176.0,202101,2021-01-01
2021,國1南向,非主線資料,三義,苗栗縣,出口,週日,3366.0,202101,2021-01-01
2021,國1北向,非主線資料,三義,苗栗縣,進口,週日,3971.0,202101,2021-01-01
2021,國1南向,非主線資料,三義,苗栗縣,進口,週日,3227.0,202101,2021-01-01
2021,國1北向,非主線資料,三重,新北市,出口,週2-4,10157.0,202101,2021-01-01
2021,國1南向,非主線資料,三重,新北市,出口,週2-4,17011.0,202101,2021-01-01
2021,國1北向,非主線資料,三重,新北市,進口,週2-4,18868.0,202101,2021-01-01
2021,國1南向,非主線資料,三重,新北市,進口,週2-4,9674.0,202101,2021-01-01
2021,國1北向,非主線資料,三重,新北市,出口,週六,9922.0,202101,2021-01-01
2021,國1南向,非主線資料,三重,新北市,出口,週六,15083.0,202101,2021-01-01
2021,國1北向,非主線資料,三重,新北市,進口,週六,16943.0,202101,2021-01-01
2021,國1南向,非主線資料,三重,新北市,進口,週六,9979.0,202101,2021-01-01
2021,國1北向,非主線資料,三重,新北市,出口,週日,9195.0,202101,2021-01-01
2021,國1南向,非主線資料,三重,新北市,出口,週日,12791.0,202101,2021-01-01
2021,國1北向,非主線資料,三重,新北市,進口,週日,13813.0,202101,2021-01-01
2021,國1南向,非主線資料,三重,新北市,進口,週日,8372.0,202101,2021-01-01
2021,國3北向,非主線資料,三鶯,新北市,出口,週2-4,16523.0,202101,2021-01-01
2021,國3南向,非主線資料,三鶯,新北市,出口,週2-4,12157.0,202101,2021-01-01
2021,國3北向,非主線資料,三鶯,新北市,進口,週2-4,10976.0,202101,2021-01-01
2021,國3南向,非主線資料,三鶯,新北市,進口,週2-4,16326.0,202101,2021-01-01
2021,國3北向,非主線資料,三鶯,新北市,出口,週六,13674.0,202101,2021-01-01
2021,國3南向,非主線資料,三鶯,新北市,出口,週六,10709.0,202101,2021-01-01
2021,國3北向,非主線資料,三鶯,新北市,進口,週六,9953.0,202101,2021-01-01
2021,國3南向,非主線資料,三鶯,新北市,進口,週六,13804.0,202101,2021-01-01
2021,國3北向,非主線資料,三鶯,新北市,出口,週日,11975.0,202101,2021-01-01
2021,國3南向,非主線資料,三鶯,新北市,出口,週日,9313.0,202101,2021-01-01
2021,國3北向,非主線資料,三鶯,新北市,進口,週日,8770.0,202101,2021-01-01
2021,國3南向,非主線資料,三鶯,新北市,進口,週日,11326.0,202101,2021-01-01
2021,國1高架北向,非主線資料,下塔悠,臺北市,出口,週2-4,6518.0,202101,2021-01-01
2021,國1高架北向,非主線資料,下塔悠,臺北市,出口,週六,3999.0,202101,2021-01-01
2021,國1高架北向,非主線資料,下塔悠,臺北市,出口,週日,3485.0,202101,2021-01-01
2021,國1北向,非主線資料,下營系統,雲林縣,出口,週2-4,6999.0,202101,2021-01-01
2021,國1南向,非主線資料,下營系統,雲林縣,出口,週2-4,3148.0,202101,2021-01-01
2021,國1北向,非主線資料,下營系統,雲林縣,進口,週2-4,3209.0,202101,2021-01-01
2021,國1南向,非主線資料,下營系統,雲林縣,進口,週2-4,7640.0,202101,2021-01-01
2021,國1北向,非主線資料,下營系統,雲林縣,出口,週六,7439.0,202101,2021-01-01
2021,國1南向,非主線資料,下營系統,雲林縣,出口,週六,3285.0,202101,2021-01-01
2021,國1北向,非主線資料,下營系統,雲林縣,進口,週六,3204.0,202101,2021-01-01
2021,國1南向,非主線資料,下營系統,雲林縣,進口,週六,8007.0,202101,2021-01-01
2021,國1北向,非主線資料,下營系統,雲林縣,出口,週日,7142.0,202101,2021-01-01
2021,國1南向,非主線資料,下營系統,雲林縣,出口,週日,3261.0,202101,2021-01-01
2021,國1北向,非主線資料,下營系統,雲林縣,進口,週日,3113.0,202101,2021-01-01
2021,國1南向,非主線資料,下營系統,雲林縣,進口,週日,7251.0,202101,2021-01-01
2021,國3北向,非主線資料,中和,新北市,出口,週2-4,29115.0,202101,2021-01-01
2021,國3南向,非主線資料,中和,新北市,出口,週2-4,21592.0,202101,2021-01-01
2021,國3北向,非主線資料,中和,新北市,進口,週2-4,19323.0,202101,2021-01-01
2021,國3南向,非主線資料,中和,新北市,進口,週2-4,30775.0,202101,2021-01-01
2021,國3北向,非主線資料,中和,新北市,出口,週六,27058.0,202101,2021-01-01
2021,國3南向,非主線資料,中和,新北市,出口,週六,18345.0,202101,2021-01-01
2021,國3北向,非主線資料,中和,新北市,進口,週六,16743.0,202101,2021-01-01
2021,國3南向,非主線資料,中和,新北市,進口,週六,27927.0,202101,2021-01-01
2021,國3北向,非主線資料,中和,新北市,出口,週日,24912.0,202101,2021-01-01
2021,國3南向,非主線資料,中和,新北市,出口,週日,16149.0,202101,2021-01-01
2021,國3北向,非主線資料,中和,新北市,進口,週日,13809.0,202101,2021-01-01
2021,國3南向,非主線資料,中和,新北市,進口,週日,22822.0,202101,2021-01-01
2021,國3北向,非主線資料,中埔,嘉義縣,出口,週2-4,4406.0,202101,2021-01-01
2021,國3南向,非主線資料,中埔,嘉義縣,出口,週2-4,4544.0,202101,2021-01-01
2021,國3北向,非主線資料,中埔,嘉義縣,進口,週2-4,4361.0,202101,2021-01-01
2021,國3南向,非主線資料,中埔,嘉義縣,進口,週2-4,4446.0,202101,2021-01-01
2021,國3北向,非主線資料,中埔,嘉義縣,出口,週六,6225.0,202101,2021-01-01
2021,國3南向,非主線資料,中埔,嘉義縣,出口,週六,5474.0,202101,2021-01-01
2021,國3北向,非主線資料,中埔,嘉義縣,進口,週六,4802.0,202101,2021-01-01
2021,國3南向,非主線資料,中埔,嘉義縣,進口,週六,5932.0,202101,2021-01-01
2021,國3北向,非主線資料,中埔,嘉義縣,出口,週日,5473.0,202101,2021-01-01
2021,國3南向,非主線資料,中埔,嘉義縣,出口,週日,4305.0,202101,2021-01-01
2021,國3北向,非主線資料,中埔,嘉義縣,進口,週日,4841.0,202101,2021-01-01
2021,國3南向,非主線資料,中埔,嘉義縣,進口,週日,6268.0,202101,2021-01-01
2021,國1北向,非主線資料,中壢,桃園市,出口,週2-4,7987.0,202101,2021-01-01
2021,國1南向,非主線資料,中壢,桃園市,出口,週2-4,13115.0,202101,2021-01-01
2021,國1北向,非主線資料,中壢,桃園市,進口,週2-4,12779.0,202101,2021-01-01
2021,國1南向,非主線資料,中壢,桃園市,進口,週2-4,7467.0,202101,2021-01-01
2021,國1北向,非主線資料,中壢,桃園市,出口,週六,7831.0,202101,2021-01-01
2021,國1南向,非主線資料,中壢,桃園市,出口,週六,10394.0,202101,2021-01-01
2021,國1北向,非主線資料,中壢,桃園市,進口,週六,10282.0,202101,2021-01-01
2021,國1南向,非主線資料,中壢,桃園市,進口,週六,6958.0,202101,2021-01-01
2021,國1北向,非主線資料,中壢,桃園市,出口,週日,7158.0,202101,2021-01-01
2021,國1南向,非主線資料,中壢,桃園市,出口,週日,8345.0,202101,2021-01-01
2021,國1北向,非主線資料,中壢,桃園市,進口,週日,8212.0,202101,2021-01-01
2021,國1南向,非主線資料,中壢,桃園市,進口,週日,5946.0,202101,2021-01-01
2021,國1北向,非主線資料,中壢轉接道,桃園市,出口,週2-4,15763.0,202101,2021-01-01
2021,國1南向,非主線資料,中壢轉接道,桃園市,出口,週2-4,12932.0,202101,2021-01-01
2021,國1高架北向,非主線資料,中壢轉接道,桃園市,出口,週2-4,12458.0,202101,2021-01-01
2021,國1高架南向,非主線資料,中壢轉接道,桃園市,出口,週2-4,15721.0,202101,2021-01-01
2021,國1北向,非主線資料,中壢轉接道,桃園市,進口,週2-4,12458.0,202101,2021-01-01
2021,國1南向,非主線資料,中壢轉接道,桃園市,進口,週2-4,15721.0,202101,2021-01-01
2021,國1高架北向,非主線資料,中壢轉接道,桃園市,進口,週2-4,15763.0,202101,2021-01-01
2021,國1高架南向,非主線資料,中壢轉接道,桃園市,進口,週2-4,12932.0,202101,2021-01-01
2021,國1北向,非主線資料,中壢轉接道,桃園市,出口,週六,13799.0,202101,2021-01-01
2021,國1南向,非主線資料,中壢轉接道,桃園市,出口,週六,10608.0,202101,2021-01-01
2021,國1高架北向,非主線資料,中壢轉接道,桃園市,出口,週六,9533.0,202101,2021-01-01
2021,國1高架南向,非主線資料,中壢轉接道,桃園市,出口,週六,14197.0,202101,2021-01-01
2021,國1北向,非主線資料,中壢轉接道,桃園市,進口,週六,9533.0,202101,2021-01-01
2021,國1南向,非主線資料,中壢轉接道,桃園市,進口,週六,14197.0,202101,2021-01-01
2021,國1高架北向,非主線資料,中壢轉接道,桃園市,進口,週六,13799.0,202101,2021-01-01
2021,國1高架南向,非主線資料,中壢轉接道,桃園市,進口,週六,10608.0,202101,2021-01-01
2021,國1北向,非主線資料,中壢轉接道,桃園市,出口,週日,12246.0,202101,2021-01-01
2021,國1南向,非主線資料,中壢轉接道,桃園市,出口,週日,8599.0,202101,2021-01-01
2021,國1高架北向,非主線資料,中壢轉接道,桃園市,出口,週日,9508.0,202101,2021-01-01
2021,國1高架南向,非主線資料,中壢轉接道,桃園市,出口,週日,12225.0,202101,2021-01-01
2021,國1北向,非主線資料,中壢轉接道,桃園市,進口,週日,9508.0,202101,2021-01-01
2021,國1南向,非主線資料,中壢轉接道,桃園市,進口,週日,12225.0,202101,2021-01-01
2021,國1高架北向,非主線資料,中壢轉接道,桃園市,進口,週日,12246.0,202101,2021-01-01
2021,國1高架南向,非主線資料,中壢轉接道,桃園市,進口,週日,8599.0,202101,2021-01-01
2021,國3北向,非主線資料,中投,臺中市,出口,週2-4,10307.0,202101,2021-01-01
2021,國3南向,非主線資料,中投,臺中市,出口,週2-4,7718.0,202101,2021-01-01
2021,國3北向,非主線資料,中投,臺中市,進口,週2-4,7789.0,202101,2021-01-01
2021,國3南向,非主線資料,中投,臺中市,進口,週2-4,8512.0,202101,2021-01-01
2021,國3北向,非主線資料,中投,臺中市,出口,週六,9598.0,202101,2021-01-01
2021,國3南向,非主線資料,中投,臺中市,出口,週六,6092.0,202101,2021-01-01
2021,國3北向,非主線資料,中投,臺中市,進口,週六,6639.0,202101,2021-01-01
2021,國3南向,非主線資料,中投,臺中市,進口,週六,8540.0,202101,2021-01-01
2021,國3北向,非主線資料,中投,臺中市,出口,週日,9419.0,202101,2021-01-01
2021,國3南向,非主線資料,中投,臺中市,出口,週日,4922.0,202101,2021-01-01
2021,國3北向,非主線資料,中投,臺中市,進口,週日,5270.0,202101,2021-01-01
2021,國3南向,非主線資料,中投,臺中市,進口,週日,6774.0,202101,2021-01-01
2021,國1南向,非主線資料,中正路,高雄市,進口,週2-4,23180.0,202101,2021-01-01
2021,國1南向,非主線資料,中正路,高雄市,進口,週六,22041.0,202101,2021-01-01
2021,國1南向,非主線資料,中正路,高雄市,進口,週日,18269.0,202101,2021-01-01
2021,國3北向,非主線資料,中港系統,臺中市,出口,週2-4,6227.0,202101,2021-01-01
2021,國3南向,非主線資料,中港系統,臺中市,出口,週2-4,12513.0,202101,2021-01-01
2021,國4西向,非主線資料,中港系統,臺中市,出口,週2-4,13250.0,202101,2021-01-01
2021,國4東向,非主線資料,中港系統,臺中市,出口,週2-4,5095.0,202101,2021-01-01
2021,國3北向,非主線資料,中港系統,臺中市,進口,週2-4,12073.0,202101,2021-01-01
2021,國3南向,非主線資料,中港系統,臺中市,進口,週2-4,6429.0,202101,2021-01-01
2021,國4西向,非主線資料,中港系統,臺中市,進口,週2-4,4832.0,202101,2021-01-01
2021,國4東向,非主線資料,中港系統,臺中市,進口,週2-4,13796.0,202101,2021-01-01
2021,國3北向,非主線資料,中港系統,臺中市,出口,週六,5129.0,202101,2021-01-01
2021,國3南向,非主線資料,中港系統,臺中市,出口,週六,12134.0,202101,2021-01-01
2021,國4西向,非主線資料,中港系統,臺中市,出口,週六,12246.0,202101,2021-01-01
2021,國4東向,非主線資料,中港系統,臺中市,出口,週六,4723.0,202101,2021-01-01
2021,國3北向,非主線資料,中港系統,臺中市,進口,週六,11744.0,202101,2021-01-01
2021,國3南向,非主線資料,中港系統,臺中市,進口,週六,5442.0,202101,2021-01-01
2021,國4西向,非主線資料,中港系統,臺中市,進口,週六,4527.0,202101,2021-01-01
2021,國4東向,非主線資料,中港系統,臺中市,進口,週六,12606.0,202101,2021-01-01
2021,國3北向,非主線資料,中港系統,臺中市,出口,週日,4476.0,202101,2021-01-01
2021,國3南向,非主線資料,中港系統,臺中市,出口,週日,10438.0,202101,2021-01-01
2021,國4西向,非主線資料,中港系統,臺中市,出口,週日,10938.0,202101,2021-01-01
2021,國4東向,非主線資料,中港系統,臺中市,出口,週日,4287.0,202101,2021-01-01
2021,國3北向,非主線資料,中港系統,臺中市,進口,週日,10482.0,202101,2021-01-01
2021,國3南向,非主線資料,中港系統,臺中市,進口,週日,4617.0,202101,2021-01-01
2021,國4西向,非主線資料,中港系統,臺中市,進口,週日,4048.0,202101,2021-01-01
2021,國4東向,非主線資料,中港系統,臺中市,進口,週日,10243.0,202101,2021-01-01
2021,國3北向,非主線資料,中興,南投縣,出口,週2-4,4462.0,202101,2021-01-01
2021,國3南向,非主線資料,中興,南投縣,出口,週2-4,10242.0,202101,2021-01-01
2021,國3北向,非主線資料,中興,南投縣,進口,週2-4,11559.0,202101,2021-01-01
2021,國3南向,非主線資料,中興,南投縣,進口,週2-4,4344.0,202101,2021-01-01
2021,國3北向,非主線資料,中興,南投縣,出口,週六,4066.0,202101,2021-01-01
2021,國3南向,非主線資料,中興,南投縣,出口,週六,7602.0,202101,2021-01-01
2021,國3北向,非主線資料,中興,南投縣,進口,週六,8491.0,202101,2021-01-01
2021,國3南向,非主線資料,中興,南投縣,進口,週六,4173.0,202101,2021-01-01
2021,國3北向,非主線資料,中興,南投縣,出口,週日,3471.0,202101,2021-01-01
2021,國3南向,非主線資料,中興,南投縣,出口,週日,6149.0,202101,2021-01-01
2021,國3北向,非主線資料,中興,南投縣,進口,週日,7456.0,202101,2021-01-01
2021,國3南向,非主線資料,中興,南投縣,進口,週日,3349.0,202101,2021-01-01
2021,國3北向,非主線資料,中興系統,南投縣,出口,週2-4,4859.0,202101,2021-01-01
2021,國3南向,非主線資料,中興系統,南投縣,出口,週2-4,10652.0,202101,2021-01-01
2021,國3北向,非主線資料,中興系統,南投縣,進口,週2-4,10579.0,202101,2021-01-01
2021,國3南向,非主線資料,中興系統,南投縣,進口,週2-4,4406.0,202101,2021-01-01
2021,國3北向,非主線資料,中興系統,南投縣,出口,週六,4872.0,202101,2021-01-01
2021,國3南向,非主線資料,中興系統,南投縣,出口,週六,11183.0,202101,2021-01-01
2021,國3北向,非主線資料,中興系統,南投縣,進口,週六,10833.0,202101,2021-01-01
2021,國3南向,非主線資料,中興系統,南投縣,進口,週六,4897.0,202101,2021-01-01
2021,國3北向,非主線資料,中興系統,南投縣,出口,週日,4468.0,202101,2021-01-01
2021,國3南向,非主線資料,中興系統,南投縣,出口,週日,9788.0,202101,2021-01-01
2021,國3北向,非主線資料,中興系統,南投縣,進口,週日,11089.0,202101,2021-01-01
2021,國3南向,非主線資料,中興系統,南投縣,進口,週日,4170.0,202101,2021-01-01
2021,國3北向,非主線資料,九如,屏東縣,出口,週2-4,2609.0,202101,2021-01-01
2021,國3南向,非主線資料,九如,屏東縣,出口,週2-4,7297.0,202101,2021-01-01
2021,國3北向,非主線資料,九如,屏東縣,進口,週2-4,6939.0,202101,2021-01-01
2021,國3南向,非主線資料,九如,屏東縣,進口,週2-4,2399.0,202101,2021-01-01
2021,國3北向,非主線資料,九如,屏東縣,出口,週六,2602.0,202101,2021-01-01
2021,國3南向,非主線資料,九如,屏東縣,出口,週六,7733.0,202101,2021-01-01
2021,國3北向,非主線資料,九如,屏東縣,進口,週六,6898.0,202101,2021-01-01
2021,國3南向,非主線資料,九如,屏東縣,進口,週六,2400.0,202101,2021-01-01
2021,國3北向,非主線資料,九如,屏東縣,出口,週日,2283.0,202101,2021-01-01
2021,國3南向,非主線資料,九如,屏東縣,出口,週日,6595.0,202101,2021-01-01
2021,國3北向,非主線資料,九如,屏東縣,進口,週日,7011.0,202101,2021-01-01
2021,國3南向,非主線資料,九如,屏東縣,進口,週日,2065.0,202101,2021-01-01
2021,國1北向,非主線資料,五堵,新北市,出口,週2-4,8998.0,202101,2021-01-01
2021,國1南向,非主線資料,五堵,新北市,出口,週2-4,6183.0,202101,2021-01-01
2021,國1北向,非主線資料,五堵,新北市,進口,週2-4,6081.0,202101,2021-01-01
2021,國1南向,非主線資料,五堵,新北市,進口,週2-4,8712.0,202101,2021-01-01
2021,國1北向,非主線資料,五堵,新北市,出口,週六,6394.0,202101,2021-01-01
2021,國1南向,非主線資料,五堵,新北市,出口,週六,4327.0,202101,2021-01-01
2021,國1北向,非主線資料,五堵,新北市,進口,週六,4356.0,202101,2021-01-01
2021,國1南向,非主線資料,五堵,新北市,進口,週六,6089.0,202101,2021-01-01
2021,國1北向,非主線資料,五堵,新北市,出口,週日,5120.0,202101,2021-01-01
2021,國1南向,非主線資料,五堵,新北市,出口,週日,3880.0,202101,2021-01-01
2021,國1北向,非主線資料,五堵,新北市,進口,週日,3697.0,202101,2021-01-01
2021,國1南向,非主線資料,五堵,新北市,進口,週日,4851.0,202101,2021-01-01
2021,國1北向,非主線資料,五甲,高雄市,出口,週2-4,8433.0,202101,2021-01-01
2021,國1南向,非主線資料,五甲,高雄市,出口,週2-4,6409.0,202101,2021-01-01
2021,國1北向,非主線資料,五甲,高雄市,進口,週2-4,21676.0,202101,2021-01-01
2021,國1南向,非主線資料,五甲,高雄市,進口,週2-4,10810.0,202101,2021-01-01
2021,國1北向,非主線資料,五甲,高雄市,出口,週六,7375.0,202101,2021-01-01
2021,國1南向,非主線資料,五甲,高雄市,出口,週六,4761.0,202101,2021-01-01
2021,國1北向,非主線資料,五甲,高雄市,進口,週六,18367.0,202101,2021-01-01
2021,國1南向,非主線資料,五甲,高雄市,進口,週六,9244.0,202101,2021-01-01
2021,國1北向,非主線資料,五甲,高雄市,出口,週日,6071.0,202101,2021-01-01
2021,國1南向,非主線資料,五甲,高雄市,出口,週日,3738.0,202101,2021-01-01
2021,國1北向,非主線資料,五甲,高雄市,進口,週日,15745.0,202101,2021-01-01
2021,國1南向,非主線資料,五甲,高雄市,進口,週日,7836.0,202101,2021-01-01
2021,國1南向,非主線資料,五甲系統,高雄市,出口,週2-4,31178.0,202101,2021-01-01
2021,國1北向,非主線資料,五甲系統,高雄市,進口,週2-4,47516.0,202101,2021-01-01
2021,國1南向,非主線資料,五甲系統,高雄市,出口,週六,34063.0,202101,2021-01-01
2021,國1北向,非主線資料,五甲系統,高雄市,進口,週六,46428.0,202101,2021-01-01
2021,國1南向,非主線資料,五甲系統,高雄市,出口,週日,27112.0,202101,2021-01-01
2021,國1北向,非主線資料,五甲系統,高雄市,進口,週日,41509.0,202101,2021-01-01
2021,國1北向,非主線資料,五股,新北市,出口,週2-4,19301.0,202101,2021-01-01
2021,國1南向,非主線資料,五股,新北市,出口,週2-4,19797.0,202101,2021-01-01
2021,國1北向,非主線資料,五股,新北市,進口,週2-4,19921.0,202101,2021-01-01
2021,國1南向,非主線資料,五股,新北市,進口,週2-4,24047.0,202101,2021-01-01
2021,國1北向,非主線資料,五股,新北市,出口,週六,15951.0,202101,2021-01-01
2021,國1南向,非主線資料,五股,新北市,出口,週六,15957.0,202101,2021-01-01
2021,國1北向,非主線資料,五股,新北市,進口,週六,16620.0,202101,2021-01-01
2021,國1南向,非主線資料,五股,新北市,進口,週六,21743.0,202101,2021-01-01
2021,國1北向,非主線資料,五股,新北市,出口,週日,14689.0,202101,2021-01-01
2021,國1南向,非主線資料,五股,新北市,出口,週日,12221.0,202101,2021-01-01
2021,國1北向,非主線資料,五股,新北市,進口,週日,12887.0,202101,2021-01-01
2021,國1南向,非主線資料,五股,新北市,進口,週日,16862.0,202101,2021-01-01
2021,國1北向,非主線資料,五股轉接道,新北市,出口,週2-4,47279.0,202101,2021-01-01
2021,國1高架南向,非主線資料,五股轉接道,新北市,出口,週2-4,42743.0,202101,2021-01-01
2021,國1南向,非主線資料,五股轉接道,新北市,進口,週2-4,42743.0,202101,2021-01-01
2021,國1高架北向,非主線資料,五股轉接道,新北市,進口,週2-4,47279.0,202101,2021-01-01
2021,國1北向,非主線資料,五股轉接道,新北市,出口,週六,39452.0,202101,2021-01-01
2021,國1高架南向,非主線資料,五股轉接道,新北市,出口,週六,34567.0,202101,2021-01-01
2021,國1南向,非主線資料,五股轉接道,新北市,進口,週六,34567.0,202101,2021-01-01
2021,國1高架北向,非主線資料,五股轉接道,新北市,進口,週六,39452.0,202101,2021-01-01
2021,國1北向,非主線資料,五股轉接道,新北市,出口,週日,32798.0,202101,2021-01-01
2021,國1高架南向,非主線資料,五股轉接道,新北市,出口,週日,30535.0,202101,2021-01-01
2021,國1南向,非主線資料,五股轉接道,新北市,進口,週日,30535.0,202101,2021-01-01
2021,國1高架北向,非主線資料,五股轉接道,新北市,進口,週日,32798.0,202101,2021-01-01
2021,國1北向,非主線資料,仁德系統,臺南市,出口,週2-4,15091.0,202101,2021-01-01
2021,國1南向,非主線資料,仁德系統,臺南市,出口,週2-4,15205.0,202101,2021-01-01
2021,國1北向,非主線資料,仁德系統,臺南市,進口,週2-4,15578.0,202101,2021-01-01
2021,國1南向,非主線資料,仁德系統,臺南市,進口,週2-4,15098.0,202101,2021-01-01
2021,國1北向,非主線資料,仁德系統,臺南市,出口,週六,13591.0,202101,2021-01-01
2021,國1南向,非主線資料,仁德系統,臺南市,出口,週六,13253.0,202101,2021-01-01
2021,國1北向,非主線資料,仁德系統,臺南市,進口,週六,13027.0,202101,2021-01-01
2021,國1南向,非主線資料,仁德系統,臺南市,進口,週六,13166.0,202101,2021-01-01
2021,國1北向,非主線資料,仁德系統,臺南市,出口,週日,11719.0,202101,2021-01-01
2021,國1南向,非主線資料,仁德系統,臺南市,出口,週日,11265.0,202101,2021-01-01
2021,國1北向,非主線資料,仁德系統,臺南市,進口,週日,11924.0,202101,2021-01-01
2021,國1南向,非主線資料,仁德系統,臺南市,進口,週日,11143.0,202101,2021-01-01
2021,國10西向,非主線資料,仁武,高雄市,出口,週2-4,8939.0,202101,2021-01-01
2021,國10東向,非主線資料,仁武,高雄市,出口,週2-4,16661.0,202101,2021-01-01
2021,國10西向,非主線資料,仁武,高雄市,進口,週2-4,16732.0,202101,2021-01-01
2021,國10東向,非主線資料,仁武,高雄市,進口,週2-4,12717.0,202101,2021-01-01
2021,國10西向,非主線資料,仁武,高雄市,出口,週六,7663.0,202101,2021-01-01
2021,國10東向,非主線資料,仁武,高雄市,出口,週六,14899.0,202101,2021-01-01
2021,國10西向,非主線資料,仁武,高雄市,進口,週六,13514.0,202101,2021-01-01
2021,國10東向,非主線資料,仁武,高雄市,進口,週六,11598.0,202101,2021-01-01
2021,國10西向,非主線資料,仁武,高雄市,出口,週日,7193.0,202101,2021-01-01
2021,國10東向,非主線資料,仁武,高雄市,出口,週日,11635.0,202101,2021-01-01
2021,國10西向,非主線資料,仁武,高雄市,進口,週日,10254.0,202101,2021-01-01
2021,國10東向,非主線資料,仁武,高雄市,進口,週日,9266.0,202101,2021-01-01
2021,國1北向,非主線資料,內壢,桃園市,出口,週2-4,18895.0,202101,2021-01-01
2021,國1南向,非主線資料,內壢,桃園市,出口,週2-4,24165.0,202101,2021-01-01
2021,國1北向,非主線資料,內壢,桃園市,進口,週2-4,25030.0,202101,2021-01-01
2021,國1南向,非主線資料,內壢,桃園市,進口,週2-4,18048.0,202101,2021-01-01
2021,國1北向,非主線資料,內壢,桃園市,出口,週六,14566.0,202101,2021-01-01
2021,國1南向,非主線資料,內壢,桃園市,出口,週六,19301.0,202101,2021-01-01
2021,國1北向,非主線資料,內壢,桃園市,進口,週六,20055.0,202101,2021-01-01
2021,國1南向,非主線資料,內壢,桃園市,進口,週六,14000.0,202101,2021-01-01
2021,國1北向,非主線資料,內壢,桃園市,出口,週日,12475.0,202101,2021-01-01
2021,國1南向,非主線資料,內壢,桃園市,出口,週日,16262.0,202101,2021-01-01
2021,國1北向,非主線資料,內壢,桃園市,進口,週日,16699.0,202101,2021-01-01
2021,國1南向,非主線資料,內壢,桃園市,進口,週日,11249.0,202101,2021-01-01
2021,國1北向,非主線資料,內湖,臺北市,出口,週2-4,16956.0,202101,2021-01-01
2021,國1南向,非主線資料,內湖,臺北市,出口,週2-4,22778.0,202101,2021-01-01
