年月,年,月,行業別,用電量,年月KEY
2022-08-01,2022,8,金屬製品製造業,618177.1875,202208
2022-08-01,2022,8,電子產品及電力設備製造業,5577227.0,202208
2022-08-01,2022,8,住宅用電,5313245.0,202208
2022-08-01,2022,8,服務業用電,4626638.5,202208
2022-08-01,2022,8,運輸及倉儲業,337408.0,202208
2022-08-01,2022,8,住宿及餐飲業,750913.6875,202208
2022-08-01,2022,8,出版影音及資通訊業,342930.0,202208
2022-08-01,2022,8,金融及保險業,149760.90625,202208
2022-08-01,2022,8,不動產業,72211.6015625,202208
2022-08-01,2022,8,醫療保健及社會工作服務業,357309.8125,202208
2022-08-01,2022,8,藝術、娛樂及休閒服務業,145709.703125,202208
2022-08-01,2022,8,運輸用電,148600.796875,202208
2022-08-01,2022,8,公路,16009.599609375,202208
2022-08-01,2022,8,鐵路,130414.796875,202208
2022-08-01,2022,8,管線運輸,2176.300048828125,202208
2022-08-01,2022,8,能源部門自用,1777395.375,202208
2022-08-01,2022,8,農業部門,315079.59375,202208
2022-09-01,2022,9,全國用電量,26023490.0,202209
2022-09-01,2022,9,工業用電,12962976.0,202209
2022-09-01,2022,9,紡織成衣及服飾品製造業,394757.40625,202209
2022-09-01,2022,9,紙漿、紙及紙製品製造業,283479.40625,202209
2022-09-01,2022,9,化學材料及肥料製造業,2335258.0,202209
2022-09-01,2022,9,塑膠製品製造業,445586.1875,202209
2022-09-01,2022,9,非金屬礦物製品製造業,455578.40625,202209
2022-09-01,2022,9,基本金屬製造業,1393571.375,202209
2022-09-01,2022,9,金屬製品製造業,608046.375,202209
2022-09-01,2022,9,電子產品及電力設備製造業,5207532.0,202209
2022-09-01,2022,9,住宅用電,6040838.0,202209
2022-09-01,2022,9,服務業用電,4831935.0,202209
2022-09-01,2022,9,運輸及倉儲業,327022.1875,202209
2022-09-01,2022,9,住宿及餐飲業,821904.8125,202209
2022-09-01,2022,9,出版影音及資通訊業,363289.59375,202209
2022-09-01,2022,9,金融及保險業,153219.796875,202209
2022-09-01,2022,9,不動產業,75277.703125,202209
2022-09-01,2022,9,醫療保健及社會工作服務業,332898.0,202209
2022-09-01,2022,9,藝術、娛樂及休閒服務業,147637.09375,202209
2022-09-01,2022,9,運輸用電,144006.5,202209
2022-09-01,2022,9,公路,16700.19921875,202209
2022-09-01,2022,9,鐵路,125185.796875,202209
2022-09-01,2022,9,管線運輸,2120.39990234375,202209
2022-09-01,2022,9,能源部門自用,1707481.25,202209
2022-09-01,2022,9,農業部門,336253.59375,202209
2022-10-01,2022,10,全國用電量,24888374.0,202210
2022-10-01,2022,10,工業用電,13183066.0,202210
2022-10-01,2022,10,紡織成衣及服飾品製造業,370738.90625,202210
2022-10-01,2022,10,紙漿、紙及紙製品製造業,303820.5,202210
2022-10-01,2022,10,化學材料及肥料製造業,2548754.0,202210
2022-10-01,2022,10,塑膠製品製造業,428199.0,202210
2022-10-01,2022,10,非金屬礦物製品製造業,452968.3125,202210
2022-10-01,2022,10,基本金屬製造業,1486703.875,202210
2022-10-01,2022,10,金屬製品製造業,579288.125,202210
2022-10-01,2022,10,電子產品及電力設備製造業,5274302.5,202210
2022-10-01,2022,10,住宅用電,5343821.5,202210
2022-10-01,2022,10,服務業用電,4351638.5,202210
2022-10-01,2022,10,運輸及倉儲業,306689.5,202210
2022-10-01,2022,10,住宿及餐飲業,726880.375,202210
2022-10-01,2022,10,出版影音及資通訊業,336817.59375,202210
2022-10-01,2022,10,金融及保險業,132910.0,202210
2022-10-01,2022,10,不動產業,65586.0,202210
2022-10-01,2022,10,醫療保健及社會工作服務業,308818.1875,202210
2022-10-01,2022,10,藝術、娛樂及休閒服務業,134600.0,202210
2022-10-01,2022,10,運輸用電,140341.203125,202210
2022-10-01,2022,10,公路,16894.5,202210
2022-10-01,2022,10,鐵路,121288.203125,202210
2022-10-01,2022,10,管線運輸,2158.39990234375,202210
2022-10-01,2022,10,能源部門自用,1563351.625,202210
2022-10-01,2022,10,農業部門,306155.6875,202210
2022-11-01,2022,11,全國用電量,22879676.0,202211
2022-11-01,2022,11,工業用電,12713114.0,202211
2022-11-01,2022,11,紡織成衣及服飾品製造業,349161.3125,202211
2022-11-01,2022,11,紙漿、紙及紙製品製造業,287254.90625,202211
2022-11-01,2022,11,化學材料及肥料製造業,2446125.5,202211
2022-11-01,2022,11,塑膠製品製造業,420902.59375,202211
2022-11-01,2022,11,非金屬礦物製品製造業,442514.5,202211
2022-11-01,2022,11,基本金屬製造業,1418756.75,202211
2022-11-01,2022,11,金屬製品製造業,551242.375,202211
2022-11-01,2022,11,電子產品及電力設備製造業,5111722.0,202211
2022-11-01,2022,11,住宅用電,4300294.0,202211
2022-11-01,2022,11,服務業用電,4019924.5,202211
2022-11-01,2022,11,運輸及倉儲業,279599.59375,202211
2022-11-01,2022,11,住宿及餐飲業,640430.3125,202211
2022-11-01,2022,11,出版影音及資通訊業,319202.0,202211
2022-11-01,2022,11,金融及保險業,124413.703125,202211
2022-11-01,2022,11,不動產業,61606.5,202211
2022-11-01,2022,11,醫療保健及社會工作服務業,286780.3125,202211
2022-11-01,2022,11,藝術、娛樂及休閒服務業,118877.296875,202211
2022-11-01,2022,11,運輸用電,140427.703125,202211
2022-11-01,2022,11,公路,17394.80078125,202211
2022-11-01,2022,11,鐵路,121124.796875,202211
2022-11-01,2022,11,管線運輸,1908.0999755859375,202211
2022-11-01,2022,11,能源部門自用,1437695.75,202211
2022-11-01,2022,11,農業部門,268220.09375,202211
2022-12-01,2022,12,全國用電量,21561416.0,202212
2022-12-01,2022,12,工業用電,12642101.0,202212
2022-12-01,2022,12,紡織成衣及服飾品製造業,337909.3125,202212
2022-12-01,2022,12,紙漿、紙及紙製品製造業,299335.09375,202212
2022-12-01,2022,12,化學材料及肥料製造業,2439565.5,202212
2022-12-01,2022,12,塑膠製品製造業,420958.3125,202212
2022-12-01,2022,12,非金屬礦物製品製造業,471414.09375,202212
2022-12-01,2022,12,基本金屬製造業,1448494.125,202212
2022-12-01,2022,12,金屬製品製造業,546129.8125,202212
2022-12-01,2022,12,電子產品及電力設備製造業,5061878.0,202212
2022-12-01,2022,12,住宅用電,3396727.5,202212
2022-12-01,2022,12,服務業用電,3668299.75,202212
2022-12-01,2022,12,運輸及倉儲業,258611.796875,202212
2022-12-01,2022,12,住宿及餐飲業,607093.625,202212
2022-12-01,2022,12,出版影音及資通訊業,316113.3125,202212
2022-12-01,2022,12,金融及保險業,110651.5,202212
2022-12-01,2022,12,不動產業,53218.3984375,202212
2022-12-01,2022,12,醫療保健及社會工作服務業,254893.0,202212
2022-12-01,2022,12,藝術、娛樂及休閒服務業,111189.1015625,202212
2022-12-01,2022,12,運輸用電,143372.296875,202212
2022-12-01,2022,12,公路,18720.099609375,202212
2022-12-01,2022,12,鐵路,122379.796875,202212
2022-12-01,2022,12,管線運輸,2272.39990234375,202212
2022-12-01,2022,12,能源部門自用,1444456.25,202212
2022-12-01,2022,12,農業部門,266459.0,202212
2023-01-01,2023,1,全國用電量,20888636.0,202301
2023-01-01,2023,1,工業用電,11594263.0,202301
2023-01-01,2023,1,紡織成衣及服飾品製造業,279291.0,202301
2023-01-01,2023,1,紙漿、紙及紙製品製造業,250412.40625,202301
2023-01-01,2023,1,化學材料及肥料製造業,2250305.5,202301
2023-01-01,2023,1,塑膠製品製造業,344868.8125,202301
2023-01-01,2023,1,非金屬礦物製品製造業,410974.1875,202301
2023-01-01,2023,1,基本金屬製造業,1290443.5,202301
2023-01-01,2023,1,金屬製品製造業,426741.0,202301
2023-01-01,2023,1,電子產品及電力設備製造業,4921283.5,202301
2023-01-01,2023,1,住宅用電,3847514.5,202301
2023-01-01,2023,1,服務業用電,3550822.75,202301
2023-01-01,2023,1,運輸及倉儲業,246362.40625,202301
2023-01-01,2023,1,住宿及餐飲業,575240.875,202301
2023-01-01,2023,1,出版影音及資通訊業,320079.1875,202301
2023-01-01,2023,1,金融及保險業,103271.1015625,202301
2023-01-01,2023,1,不動產業,51757.6015625,202301
2023-01-01,2023,1,醫療保健及社會工作服務業,240500.90625,202301
2023-01-01,2023,1,藝術、娛樂及休閒服務業,102658.703125,202301
2023-01-01,2023,1,運輸用電,145590.59375,202301
2023-01-01,2023,1,公路,18664.599609375,202301
2023-01-01,2023,1,鐵路,124528.0,202301
2023-01-01,2023,1,管線運輸,2397.89990234375,202301
2023-01-01,2023,1,能源部門自用,1496581.25,202301
2023-01-01,2023,1,農業部門,253863.09375,202301
2023-02-01,2023,2,全國用電量,20317560.0,202302
2023-02-01,2023,2,工業用電,11325247.0,202302
2023-02-01,2023,2,紡織成衣及服飾品製造業,330614.40625,202302
2023-02-01,2023,2,紙漿、紙及紙製品製造業,270405.8125,202302
2023-02-01,2023,2,化學材料及肥料製造業,2202526.75,202302
2023-02-01,2023,2,塑膠製品製造業,362731.8125,202302
2023-02-01,2023,2,非金屬礦物製品製造業,405347.0,202302
2023-02-01,2023,2,基本金屬製造業,1363998.875,202302
2023-02-01,2023,2,金屬製品製造業,483140.3125,202302
2023-02-01,2023,2,電子產品及電力設備製造業,4461562.0,202302
2023-02-01,2023,2,住宅用電,4003534.25,202302
2023-02-01,2023,2,服務業用電,3283890.25,202302
2023-02-01,2023,2,運輸及倉儲業,223214.296875,202302
2023-02-01,2023,2,住宿及餐飲業,541810.875,202302
2023-02-01,2023,2,出版影音及資通訊業,294370.8125,202302
2023-02-01,2023,2,金融及保險業,93248.6015625,202302
2023-02-01,2023,2,不動產業,46244.8984375,202302
2023-02-01,2023,2,醫療保健及社會工作服務業,225100.09375,202302
2023-02-01,2023,2,藝術、娛樂及休閒服務業,99194.1015625,202302
2023-02-01,2023,2,運輸用電,135252.09375,202302
2023-02-01,2023,2,公路,18928.900390625,202302
2023-02-01,2023,2,鐵路,114250.0,202302
2023-02-01,2023,2,管線運輸,2073.0,202302
2023-02-01,2023,2,能源部門自用,1319008.625,202302
2023-02-01,2023,2,農業部門,250628.09375,202302
2023-03-01,2023,3,全國用電量,21770318.0,202303
2023-03-01,2023,3,工業用電,12645203.0,202303
2023-03-01,2023,3,紡織成衣及服飾品製造業,333873.09375,202303
2023-03-01,2023,3,紙漿、紙及紙製品製造業,305408.0,202303
2023-03-01,2023,3,化學材料及肥料製造業,2378254.0,202303
2023-03-01,2023,3,塑膠製品製造業,399258.5,202303
2023-03-01,2023,3,非金屬礦物製品製造業,464997.5,202303
2023-03-01,2023,3,基本金屬製造業,1572343.75,202303
2023-03-01,2023,3,金屬製品製造業,494982.6875,202303
2023-03-01,2023,3,電子產品及電力設備製造業,5086614.0,202303
2023-03-01,2023,3,住宅用電,3780073.0,202303
2023-03-01,2023,3,服務業用電,3456764.25,202303
2023-03-01,2023,3,運輸及倉儲業,248516.203125,202303
2023-03-01,2023,3,住宿及餐飲業,525288.6875,202303
2023-03-01,2023,3,出版影音及資通訊業,316802.8125,202303
2023-03-01,2023,3,金融及保險業,103678.8984375,202303
2023-03-01,2023,3,不動產業,50432.8984375,202303
2023-03-01,2023,3,醫療保健及社會工作服務業,252651.5,202303
2023-03-01,2023,3,藝術、娛樂及休閒服務業,101089.1015625,202303
2023-03-01,2023,3,運輸用電,147614.703125,202303
2023-03-01,2023,3,公路,20450.099609375,202303
2023-03-01,2023,3,鐵路,124774.5,202303
2023-03-01,2023,3,管線運輸,2390.0,202303
2023-03-01,2023,3,能源部門自用,1508764.0,202303
2023-03-01,2023,3,農業部門,231897.796875,202303
2023-04-01,2023,4,全國用電量,20839992.0,202304
2023-04-01,2023,4,工業用電,12086494.0,202304
2023-04-01,2023,4,紡織成衣及服飾品製造業,299680.59375,202304
2023-04-01,2023,4,紙漿、紙及紙製品製造業,268841.6875,202304
2023-04-01,2023,4,化學材料及肥料製造業,2194985.5,202304
2023-04-01,2023,4,塑膠製品製造業,347945.3125,202304
2023-04-01,2023,4,非金屬礦物製品製造業,437297.40625,202304
2023-04-01,2023,4,基本金屬製造業,1573871.75,202304
2023-04-01,2023,4,金屬製品製造業,446684.8125,202304
2023-04-01,2023,4,電子產品及電力設備製造業,5008123.5,202304
2023-04-01,2023,4,住宅用電,3326238.75,202304
2023-04-01,2023,4,服務業用電,3451134.5,202304
2023-04-01,2023,4,運輸及倉儲業,251843.90625,202304
2023-04-01,2023,4,住宿及餐飲業,537078.0,202304
2023-04-01,2023,4,出版影音及資通訊業,301613.1875,202304
2023-04-01,2023,4,金融及保險業,99857.0,202304
2023-04-01,2023,4,不動產業,48379.5,202304
2023-04-01,2023,4,醫療保健及社會工作服務業,259901.5,202304
2023-04-01,2023,4,藝術、娛樂及休閒服務業,104760.5,202304
2023-04-01,2023,4,運輸用電,146090.5,202304
2023-04-01,2023,4,公路,20621.599609375,202304
2023-04-01,2023,4,鐵路,123116.703125,202304
2023-04-01,2023,4,管線運輸,2352.10009765625,202304
2023-04-01,2023,4,能源部門自用,1588042.75,202304
2023-04-01,2023,4,農業部門,241991.5,202304
2023-05-01,2023,5,全國用電量,22489556.0,202305
2023-05-01,2023,5,工業用電,13041172.0,202305
2023-05-01,2023,5,紡織成衣及服飾品製造業,323740.0,202305
2023-05-01,2023,5,紙漿、紙及紙製品製造業,303482.90625,202305
2023-05-01,2023,5,化學材料及肥料製造業,2384933.75,202305
2023-05-01,2023,5,塑膠製品製造業,388487.90625,202305
2023-05-01,2023,5,非金屬礦物製品製造業,447646.1875,202305
2023-05-01,2023,5,基本金屬製造業,1580891.125,202305
2023-05-01,2023,5,金屬製品製造業,500227.6875,202305
2023-05-01,2023,5,電子產品及電力設備製造業,5411855.5,202305
2023-05-01,2023,5,住宅用電,3455048.75,202305
2023-05-01,2023,5,服務業用電,3945539.75,202305
2023-05-01,2023,5,運輸及倉儲業,282644.5,202305
2023-05-01,2023,5,住宿及餐飲業,611036.3125,202305
2023-05-01,2023,5,出版影音及資通訊業,325921.59375,202305
2023-05-01,2023,5,金融及保險業,120856.5,202305
2023-05-01,2023,5,不動產業,58240.30078125,202305
2023-05-01,2023,5,醫療保健及社會工作服務業,300678.40625,202305
2023-05-01,2023,5,藝術、娛樂及休閒服務業,117727.6015625,202305
2023-05-01,2023,5,運輸用電,155933.40625,202305
2023-05-01,2023,5,公路,21722.0,202305
2023-05-01,2023,5,鐵路,131917.703125,202305
2023-05-01,2023,5,管線運輸,2293.699951171875,202305
2023-05-01,2023,5,能源部門自用,1635608.75,202305
2023-05-01,2023,5,農業部門,256253.796875,202305
2023-06-01,2023,6,全國用電量,22913940.0,202306
2023-06-01,2023,6,工業用電,12918059.0,202306
2023-06-01,2023,6,紡織成衣及服飾品製造業,318572.1875,202306
2023-06-01,2023,6,紙漿、紙及紙製品製造業,296144.6875,202306
2023-06-01,2023,6,化學材料及肥料製造業,2367870.75,202306
2023-06-01,2023,6,塑膠製品製造業,374497.5,202306
2023-06-01,2023,6,非金屬礦物製品製造業,432550.8125,202306
2023-06-01,2023,6,基本金屬製造業,1508622.875,202306
2023-06-01,2023,6,金屬製品製造業,487359.40625,202306
2023-06-01,2023,6,電子產品及電力設備製造業,5415313.0,202306
2023-06-01,2023,6,住宅用電,3843845.25,202306
2023-06-01,2023,6,服務業用電,4121545.5,202306
2023-06-01,2023,6,運輸及倉儲業,301717.8125,202306
2023-06-01,2023,6,住宿及餐飲業,644681.8125,202306
2023-06-01,2023,6,出版影音及資通訊業,319156.09375,202306
2023-06-01,2023,6,金融及保險業,125548.0,202306
2023-06-01,2023,6,不動產業,60566.80078125,202306
2023-06-01,2023,6,醫療保健及社會工作服務業,324314.8125,202306
2023-06-01,2023,6,藝術、娛樂及休閒服務業,127063.5,202306
2023-06-01,2023,6,運輸用電,156946.296875,202306
2023-06-01,2023,6,公路,22467.19921875,202306
2023-06-01,2023,6,鐵路,132123.296875,202306
2023-06-01,2023,6,管線運輸,2355.699951171875,202306
2023-06-01,2023,6,能源部門自用,1608837.875,202306
2023-06-01,2023,6,農業部門,264705.59375,202306
2023-07-01,2023,7,全國用電量,25100936.0,202307
2023-07-01,2023,7,工業用電,13624398.0,202307
2023-07-01,2023,7,紡織成衣及服飾品製造業,345514.1875,202307
2023-07-01,2023,7,紙漿、紙及紙製品製造業,295043.09375,202307
2023-07-01,2023,7,化學材料及肥料製造業,2481350.5,202307
2023-07-01,2023,7,塑膠製品製造業,393903.90625,202307
2023-07-01,2023,7,非金屬礦物製品製造業,456760.1875,202307
2023-07-01,2023,7,基本金屬製造業,1581529.5,202307
2023-07-01,2023,7,金屬製品製造業,512892.8125,202307
2023-07-01,2023,7,電子產品及電力設備製造業,5734998.0,202307
2023-07-01,2023,7,住宅用電,4662959.5,202307
2023-07-01,2023,7,服務業用電,4634700.5,202307
2023-07-01,2023,7,運輸及倉儲業,333161.6875,202307
2023-07-01,2023,7,住宿及餐飲業,770543.3125,202307
2023-07-01,2023,7,出版影音及資通訊業,351908.3125,202307
2023-07-01,2023,7,金融及保險業,147700.296875,202307
2023-07-01,2023,7,不動產業,72055.0,202307
2023-07-01,2023,7,醫療保健及社會工作服務業,354805.0,202307
2023-07-01,2023,7,藝術、娛樂及休閒服務業,148405.09375,202307
2023-07-01,2023,7,運輸用電,162440.09375,202307
2023-07-01,2023,7,公路,22985.599609375,202307
2023-07-01,2023,7,鐵路,137183.703125,202307
2023-07-01,2023,7,管線運輸,2270.699951171875,202307
2023-07-01,2023,7,能源部門自用,1705256.25,202307
2023-07-01,2023,7,農業部門,311180.59375,202307
2023-08-01,2023,8,全國用電量,25679012.0,202308
2023-08-01,2023,8,工業用電,13583139.0,202308
2023-08-01,2023,8,紡織成衣及服飾品製造業,361806.0,202308
2023-08-01,2023,8,紙漿、紙及紙製品製造業,285501.0,202308
2023-08-01,2023,8,化學材料及肥料製造業,2380468.0,202308
2023-08-01,2023,8,塑膠製品製造業,407606.3125,202308
2023-08-01,2023,8,非金屬礦物製品製造業,477151.8125,202308
2023-08-01,2023,8,基本金屬製造業,1551873.5,202308
2023-08-01,2023,8,金屬製品製造業,533211.875,202308
2023-08-01,2023,8,電子產品及電力設備製造業,5728511.0,202308
2023-08-01,2023,8,住宅用電,5334301.5,202308
2023-08-01,2023,8,服務業用電,4651729.0,202308
2023-08-01,2023,8,運輸及倉儲業,332525.09375,202308
2023-08-01,2023,8,住宿及餐飲業,784551.375,202308
2023-08-01,2023,8,出版影音及資通訊業,345089.90625,202308
2023-08-01,2023,8,金融及保險業,146612.703125,202308
2023-08-01,2023,8,不動產業,72942.796875,202308
2023-08-01,2023,8,醫療保健及社會工作服務業,355698.59375,202308
2023-08-01,2023,8,藝術、娛樂及休閒服務業,150549.40625,202308
2023-08-01,2023,8,運輸用電,170705.5,202308
2023-08-01,2023,8,公路,23810.099609375,202308
2023-08-01,2023,8,鐵路,144692.59375,202308
2023-08-01,2023,8,管線運輸,2202.60009765625,202308
2023-08-01,2023,8,能源部門自用,1627480.125,202308
2023-08-01,2023,8,農業部門,311656.6875,202308
2023-09-01,2023,9,全國用電量,25809316.0,202309
2023-09-01,2023,9,工業用電,13147487.0,202309
2023-09-01,2023,9,紡織成衣及服飾品製造業,347789.6875,202309
2023-09-01,2023,9,紙漿、紙及紙製品製造業,293994.0,202309
2023-09-01,2023,9,化學材料及肥料製造業,2354830.5,202309
2023-09-01,2023,9,塑膠製品製造業,390472.40625,202309
2023-09-01,2023,9,非金屬礦物製品製造業,449817.8125,202309
2023-09-01,2023,9,基本金屬製造業,1512144.25,202309
2023-09-01,2023,9,金屬製品製造業,509947.5,202309
2023-09-01,2023,9,電子產品及電力設備製造業,5498348.5,202309
2023-09-01,2023,9,住宅用電,5723339.0,202309
2023-09-01,2023,9,服務業用電,4866958.5,202309
2023-09-01,2023,9,運輸及倉儲業,344376.8125,202309
2023-09-01,2023,9,住宿及餐飲業,826208.5,202309
2023-09-01,2023,9,出版影音及資通訊業,357646.0,202309
2023-09-01,2023,9,金融及保險業,154515.59375,202309
2023-09-01,2023,9,不動產業,75382.0,202309
2023-09-01,2023,9,醫療保健及社會工作服務業,340295.6875,202309
2023-09-01,2023,9,藝術、娛樂及休閒服務業,150952.59375,202309
2023-09-01,2023,9,運輸用電,152587.0,202309
2023-09-01,2023,9,公路,24289.19921875,202309
2023-09-01,2023,9,鐵路,125958.3984375,202309
2023-09-01,2023,9,管線運輸,2339.39990234375,202309
2023-09-01,2023,9,能源部門自用,1599743.25,202309
2023-09-01,2023,9,農業部門,319200.8125,202309
2023-10-01,2023,10,全國用電量,24754948.0,202310
2023-10-01,2023,10,工業用電,13164181.0,202310
2023-10-01,2023,10,紡織成衣及服飾品製造業,336963.90625,202310
2023-10-01,2023,10,紙漿、紙及紙製品製造業,303394.40625,202310
2023-10-01,2023,10,化學材料及肥料製造業,2399851.5,202310
2023-10-01,2023,10,塑膠製品製造業,357675.1875,202310
2023-10-01,2023,10,非金屬礦物製品製造業,467131.8125,202310
2023-10-01,2023,10,基本金屬製造業,1538966.75,202310
2023-10-01,2023,10,金屬製品製造業,487587.5,202310
2023-10-01,2023,10,電子產品及電力設備製造業,5576793.0,202310
2023-10-01,2023,10,住宅用電,5202981.0,202310
2023-10-01,2023,10,服務業用電,4436950.0,202310
2023-10-01,2023,10,運輸及倉儲業,316147.6875,202310
2023-10-01,2023,10,住宿及餐飲業,748340.125,202310
2023-10-01,2023,10,出版影音及資通訊業,344989.1875,202310
2023-10-01,2023,10,金融及保險業,135026.703125,202310
2023-10-01,2023,10,不動產業,65301.19921875,202310
2023-10-01,2023,10,醫療保健及社會工作服務業,317032.0,202310
2023-10-01,2023,10,藝術、娛樂及休閒服務業,137542.5,202310
2023-10-01,2023,10,運輸用電,156193.59375,202310
2023-10-01,2023,10,公路,25195.0,202310
2023-10-01,2023,10,鐵路,128972.796875,202310
2023-10-01,2023,10,管線運輸,2025.699951171875,202310
2023-10-01,2023,10,能源部門自用,1498040.125,202310
2023-10-01,2023,10,農業部門,296601.1875,202310
2023-11-01,2023,11,全國用電量,23205010.0,202311
2023-11-01,2023,11,工業用電,12550627.0,202311
2023-11-01,2023,11,紡織成衣及服飾品製造業,329375.8125,202311
2023-11-01,2023,11,紙漿、紙及紙製品製造業,296882.6875,202311
2023-11-01,2023,11,化學材料及肥料製造業,2311886.5,202311
2023-11-01,2023,11,塑膠製品製造業,385388.8125,202311
2023-11-01,2023,11,非金屬礦物製品製造業,433719.1875,202311
2023-11-01,2023,11,基本金屬製造業,1515713.0,202311
2023-11-01,2023,11,金屬製品製造業,496190.90625,202311
2023-11-01,2023,11,電子產品及電力設備製造業,5126736.5,202311
2023-11-01,2023,11,住宅用電,4610995.5,202311
2023-11-01,2023,11,服務業用電,4156373.0,202311
2023-11-01,2023,11,運輸及倉儲業,278127.1875,202311
2023-11-01,2023,11,住宿及餐飲業,700925.8125,202311
2023-11-01,2023,11,出版影音及資通訊業,332465.59375,202311
2023-11-01,2023,11,金融及保險業,127962.1015625,202311
2023-11-01,2023,11,不動產業,62137.6015625,202311
2023-11-01,2023,11,醫療保健及社會工作服務業,280558.1875,202311
2023-11-01,2023,11,藝術、娛樂及休閒服務業,125553.8984375,202311
2023-11-01,2023,11,運輸用電,159154.09375,202311
2023-11-01,2023,11,公路,25977.69921875,202311
2023-11-01,2023,11,鐵路,130882.0,202311
2023-11-01,2023,11,管線運輸,2294.300048828125,202311
2023-11-01,2023,11,能源部門自用,1451084.375,202311
2023-11-01,2023,11,農業部門,276775.5,202311
2023-12-01,2023,12,全國用電量,22025076.0,202312
2023-12-01,2023,12,工業用電,12748695.0,202312
2023-12-01,2023,12,紡織成衣及服飾品製造業,328392.90625,202312
2023-12-01,2023,12,紙漿、紙及紙製品製造業,295753.3125,202312
2023-12-01,2023,12,化學材料及肥料製造業,2365119.0,202312
2023-12-01,2023,12,塑膠製品製造業,366328.1875,202312
2023-12-01,2023,12,非金屬礦物製品製造業,444843.5,202312
2023-12-01,2023,12,基本金屬製造業,1630091.125,202312
2023-12-01,2023,12,金屬製品製造業,496057.0,202312
2023-12-01,2023,12,電子產品及電力設備製造業,5238746.5,202312
2023-12-01,2023,12,住宅用電,3697277.75,202312
2023-12-01,2023,12,服務業用電,3743514.25,202312
2023-12-01,2023,12,運輸及倉儲業,253529.09375,202312
2023-12-01,2023,12,住宿及餐飲業,616506.125,202312
2023-12-01,2023,12,出版影音及資通訊業,322537.3125,202312
2023-12-01,2023,12,金融及保險業,111486.796875,202312
2023-12-01,2023,12,不動產業,52835.80078125,202312
2023-12-01,2023,12,醫療保健及社會工作服務業,261269.296875,202312
2023-12-01,2023,12,藝術、娛樂及休閒服務業,113352.703125,202312
2023-12-01,2023,12,運輸用電,167755.59375,202312
2023-12-01,2023,12,公路,26948.80078125,202312
2023-12-01,2023,12,鐵路,138487.09375,202312
2023-12-01,2023,12,管線運輸,2319.60009765625,202312
2023-12-01,2023,12,能源部門自用,1405568.5,202312
2023-12-01,2023,12,農業部門,262265.1875,202312
2024-01-01,2024,1,全國用電量,21953592.0,202401
2024-01-01,2024,1,工業用電,12706309.0,202401
2024-01-01,2024,1,紡織成衣及服飾品製造業,347394.5,202401
2024-01-01,2024,1,紙漿、紙及紙製品製造業,302119.40625,202401
2024-01-01,2024,1,化學材料及肥料製造業,2329501.5,202401
2024-01-01,2024,1,塑膠製品製造業,371477.40625,202401
2024-01-01,2024,1,非金屬礦物製品製造業,467396.1875,202401
2024-01-01,2024,1,基本金屬製造業,1574551.0,202401
2024-01-01,2024,1,金屬製品製造業,508188.90625,202401
2024-01-01,2024,1,電子產品及電力設備製造業,5198291.0,202401
2024-01-01,2024,1,住宅用電,3784689.25,202401
2024-01-01,2024,1,服務業用電,3692897.25,202401
2024-01-01,2024,1,運輸及倉儲業,253145.203125,202401
2024-01-01,2024,1,住宿及餐飲業,606376.6875,202401
2024-01-01,2024,1,出版影音及資通訊業,327434.90625,202401
2024-01-01,2024,1,金融及保險業,108732.1015625,202401
2024-01-01,2024,1,不動產業,52909.1015625,202401
2024-01-01,2024,1,醫療保健及社會工作服務業,248391.90625,202401
2024-01-01,2024,1,藝術、娛樂及休閒服務業,109229.6015625,202401
2024-01-01,2024,1,運輸用電,159050.796875,202401
2024-01-01,2024,1,公路,27205.0,202401
2024-01-01,2024,1,鐵路,129733.1015625,202401
2024-01-01,2024,1,管線運輸,2112.60009765625,202401
2024-01-01,2024,1,能源部門自用,1350511.0,202401
2024-01-01,2024,1,農業部門,260134.40625,202401
2024-02-01,2024,2,全國用電量,19840810.0,202402
2024-02-01,2024,2,工業用電,11194616.0,202402
2024-02-01,2024,2,紡織成衣及服飾品製造業,278862.40625,202402
2024-02-01,2024,2,紙漿、紙及紙製品製造業,237002.09375,202402
2024-02-01,2024,2,化學材料及肥料製造業,2089595.75,202402
2024-02-01,2024,2,塑膠製品製造業,284852.59375,202402
2024-02-01,2024,2,非金屬礦物製品製造業,387678.0,202402
2024-02-01,2024,2,基本金屬製造業,1392289.875,202402
2024-02-01,2024,2,金屬製品製造業,392703.09375,202402
2024-02-01,2024,2,電子產品及電力設備製造業,4793796.0,202402
2024-02-01,2024,2,住宅用電,3704862.5,202402
2024-02-01,2024,2,服務業用電,3234568.25,202402
2024-02-01,2024,2,運輸及倉儲業,230593.59375,202402
2024-02-01,2024,2,住宿及餐飲業,526182.1875,202402
2024-02-01,2024,2,出版影音及資通訊業,291205.40625,202402
2024-02-01,2024,2,金融及保險業,92636.1015625,202402
2024-02-01,2024,2,不動產業,44519.69921875,202402
2024-02-01,2024,2,醫療保健及社會工作服務業,228476.296875,202402
2024-02-01,2024,2,藝術、娛樂及休閒服務業,97035.1015625,202402
2024-02-01,2024,2,運輸用電,152313.5,202402
2024-02-01,2024,2,公路,27455.69921875,202402
2024-02-01,2024,2,鐵路,122762.703125,202402
2024-02-01,2024,2,管線運輸,2094.89990234375,202402
2024-02-01,2024,2,能源部門自用,1321944.375,202402
