年月,年,月,行業別,用電量,年月KEY
2019-07-01,2019,7,紙漿、紙及紙製品製造業,321680.0,201907
2019-07-01,2019,7,化學材料及肥料製造業,2784668.5,201907
2019-07-01,2019,7,塑膠製品製造業,479602.59375,201907
2019-07-01,2019,7,非金屬礦物製品製造業,492539.6875,201907
2019-07-01,2019,7,基本金屬製造業,1570882.75,201907
2019-07-01,2019,7,金屬製品製造業,590768.0,201907
2019-07-01,2019,7,電子產品及電力設備製造業,4680534.5,201907
2019-07-01,2019,7,住宅用電,4354231.0,201907
2019-07-01,2019,7,服務業用電,4436938.0,201907
2019-07-01,2019,7,運輸及倉儲業,304241.40625,201907
2019-07-01,2019,7,住宿及餐飲業,712343.8125,201907
2019-07-01,2019,7,出版影音及資通訊業,307774.59375,201907
2019-07-01,2019,7,金融及保險業,182810.703125,201907
2019-07-01,2019,7,不動產業,130476.6015625,201907
2019-07-01,2019,7,醫療保健及社會工作服務業,340387.6875,201907
2019-07-01,2019,7,藝術、娛樂及休閒服務業,131912.296875,201907
2019-07-01,2019,7,運輸用電,138056.5,201907
2019-07-01,2019,7,公路,6768.0,201907
2019-07-01,2019,7,鐵路,128156.5,201907
2019-07-01,2019,7,管線運輸,3131.89990234375,201907
2019-07-01,2019,7,能源部門自用,1762690.375,201907
2019-07-01,2019,7,農業部門,267814.8125,201907
2019-08-01,2019,8,全國用電量,24853146.0,201908
2019-08-01,2019,8,工業用電,13209471.0,201908
2019-08-01,2019,8,紡織成衣及服飾品製造業,519783.8125,201908
2019-08-01,2019,8,紙漿、紙及紙製品製造業,307297.5,201908
2019-08-01,2019,8,化學材料及肥料製造業,2814182.75,201908
2019-08-01,2019,8,塑膠製品製造業,481536.0,201908
2019-08-01,2019,8,非金屬礦物製品製造業,493734.3125,201908
2019-08-01,2019,8,基本金屬製造業,1563444.75,201908
2019-08-01,2019,8,金屬製品製造業,596896.625,201908
2019-08-01,2019,8,電子產品及電力設備製造業,4692077.0,201908
2019-08-01,2019,8,住宅用電,4879273.5,201908
2019-08-01,2019,8,服務業用電,4523003.5,201908
2019-08-01,2019,8,運輸及倉儲業,317070.3125,201908
2019-08-01,2019,8,住宿及餐飲業,749898.0,201908
2019-08-01,2019,8,出版影音及資通訊業,309122.3125,201908
2019-08-01,2019,8,金融及保險業,177900.703125,201908
2019-08-01,2019,8,不動產業,119522.3984375,201908
2019-08-01,2019,8,醫療保健及社會工作服務業,345417.5,201908
2019-08-01,2019,8,藝術、娛樂及休閒服務業,141533.703125,201908
2019-08-01,2019,8,運輸用電,136473.90625,201908
2019-08-01,2019,8,公路,6860.2001953125,201908
2019-08-01,2019,8,鐵路,126210.1015625,201908
2019-08-01,2019,8,管線運輸,3403.39990234375,201908
2019-08-01,2019,8,能源部門自用,1811451.375,201908
2019-08-01,2019,8,農業部門,293472.6875,201908
2019-09-01,2019,9,全國用電量,24187348.0,201909
2019-09-01,2019,9,工業用電,12300103.0,201909
2019-09-01,2019,9,紡織成衣及服飾品製造業,479262.1875,201909
2019-09-01,2019,9,紙漿、紙及紙製品製造業,294240.09375,201909
2019-09-01,2019,9,化學材料及肥料製造業,2452983.5,201909
2019-09-01,2019,9,塑膠製品製造業,453583.0,201909
2019-09-01,2019,9,非金屬礦物製品製造業,470419.1875,201909
2019-09-01,2019,9,基本金屬製造業,1488499.0,201909
2019-09-01,2019,9,金屬製品製造業,561849.3125,201909
2019-09-01,2019,9,電子產品及電力設備製造業,4431567.5,201909
2019-09-01,2019,9,住宅用電,5398177.0,201909
2019-09-01,2019,9,服務業用電,4491902.0,201909
2019-09-01,2019,9,運輸及倉儲業,304888.1875,201909
2019-09-01,2019,9,住宿及餐飲業,769750.3125,201909
2019-09-01,2019,9,出版影音及資通訊業,311208.90625,201909
2019-09-01,2019,9,金融及保險業,173947.0,201909
2019-09-01,2019,9,不動產業,110835.296875,201909
2019-09-01,2019,9,醫療保健及社會工作服務業,317692.09375,201909
2019-09-01,2019,9,藝術、娛樂及休閒服務業,137755.796875,201909
2019-09-01,2019,9,運輸用電,132293.296875,201909
2019-09-01,2019,9,公路,7108.2998046875,201909
2019-09-01,2019,9,鐵路,122068.5,201909
2019-09-01,2019,9,管線運輸,3116.39990234375,201909
2019-09-01,2019,9,能源部門自用,1576774.375,201909
2019-09-01,2019,9,農業部門,288098.0,201909
2019-10-01,2019,10,全國用電量,23698612.0,201910
2019-10-01,2019,10,工業用電,12678816.0,201910
2019-10-01,2019,10,紡織成衣及服飾品製造業,477674.6875,201910
2019-10-01,2019,10,紙漿、紙及紙製品製造業,300260.09375,201910
2019-10-01,2019,10,化學材料及肥料製造業,2709916.5,201910
2019-10-01,2019,10,塑膠製品製造業,467785.6875,201910
2019-10-01,2019,10,非金屬礦物製品製造業,483811.5,201910
2019-10-01,2019,10,基本金屬製造業,1524952.125,201910
2019-10-01,2019,10,金屬製品製造業,561656.6875,201910
2019-10-01,2019,10,電子產品及電力設備製造業,4484457.5,201910
2019-10-01,2019,10,住宅用電,4746353.0,201910
2019-10-01,2019,10,服務業用電,4168967.25,201910
2019-10-01,2019,10,運輸及倉儲業,288594.59375,201910
2019-10-01,2019,10,住宿及餐飲業,690794.875,201910
2019-10-01,2019,10,出版影音及資通訊業,291065.09375,201910
2019-10-01,2019,10,金融及保險業,157725.0,201910
2019-10-01,2019,10,不動產業,98493.796875,201910
2019-10-01,2019,10,醫療保健及社會工作服務業,302047.09375,201910
2019-10-01,2019,10,藝術、娛樂及休閒服務業,127880.3984375,201910
2019-10-01,2019,10,運輸用電,137619.296875,201910
2019-10-01,2019,10,公路,7518.10009765625,201910
2019-10-01,2019,10,鐵路,127086.6015625,201910
2019-10-01,2019,10,管線運輸,3014.5,201910
2019-10-01,2019,10,能源部門自用,1683106.0,201910
2019-10-01,2019,10,農業部門,283750.59375,201910
2019-11-01,2019,11,全國用電量,22056616.0,201911
2019-11-01,2019,11,工業用電,12177679.0,201911
2019-11-01,2019,11,紡織成衣及服飾品製造業,451073.1875,201911
2019-11-01,2019,11,紙漿、紙及紙製品製造業,293349.59375,201911
2019-11-01,2019,11,化學材料及肥料製造業,2638655.5,201911
2019-11-01,2019,11,塑膠製品製造業,447732.1875,201911
2019-11-01,2019,11,非金屬礦物製品製造業,488334.5,201911
2019-11-01,2019,11,基本金屬製造業,1461640.75,201911
2019-11-01,2019,11,金屬製品製造業,545879.375,201911
2019-11-01,2019,11,電子產品及電力設備製造業,4261736.5,201911
2019-11-01,2019,11,住宅用電,4086702.5,201911
2019-11-01,2019,11,服務業用電,3829241.25,201911
2019-11-01,2019,11,運輸及倉儲業,263030.09375,201911
2019-11-01,2019,11,住宿及餐飲業,642611.6875,201911
2019-11-01,2019,11,出版影音及資通訊業,287220.5,201911
2019-11-01,2019,11,金融及保險業,133956.796875,201911
2019-11-01,2019,11,不動產業,72339.703125,201911
2019-11-01,2019,11,醫療保健及社會工作服務業,261697.5,201911
2019-11-01,2019,11,藝術、娛樂及休閒服務業,116060.796875,201911
2019-11-01,2019,11,運輸用電,129057.3984375,201911
2019-11-01,2019,11,公路,7805.60009765625,201911
2019-11-01,2019,11,鐵路,118437.1015625,201911
2019-11-01,2019,11,管線運輸,2814.60009765625,201911
2019-11-01,2019,11,能源部門自用,1564295.5,201911
2019-11-01,2019,11,農業部門,269640.59375,201911
2019-12-01,2019,12,全國用電量,20750990.0,201912
2019-12-01,2019,12,工業用電,12294958.0,201912
2019-12-01,2019,12,紡織成衣及服飾品製造業,450508.8125,201912
2019-12-01,2019,12,紙漿、紙及紙製品製造業,319160.8125,201912
2019-12-01,2019,12,化學材料及肥料製造業,2642873.5,201912
2019-12-01,2019,12,塑膠製品製造業,453184.3125,201912
2019-12-01,2019,12,非金屬礦物製品製造業,498566.59375,201912
2019-12-01,2019,12,基本金屬製造業,1519051.75,201912
2019-12-01,2019,12,金屬製品製造業,546841.1875,201912
2019-12-01,2019,12,電子產品及電力設備製造業,4323639.0,201912
2019-12-01,2019,12,住宅用電,3105834.5,201912
2019-12-01,2019,12,服務業用電,3380467.5,201912
2019-12-01,2019,12,運輸及倉儲業,244021.90625,201912
2019-12-01,2019,12,住宿及餐飲業,548394.375,201912
2019-12-01,2019,12,出版影音及資通訊業,273736.6875,201912
2019-12-01,2019,12,金融及保險業,115466.1015625,201912
2019-12-01,2019,12,不動產業,57848.5,201912
2019-12-01,2019,12,醫療保健及社會工作服務業,244847.703125,201912
2019-12-01,2019,12,藝術、娛樂及休閒服務業,103691.703125,201912
2019-12-01,2019,12,運輸用電,132328.90625,201912
2019-12-01,2019,12,公路,8626.2001953125,201912
2019-12-01,2019,12,鐵路,120983.0,201912
2019-12-01,2019,12,管線運輸,2719.60009765625,201912
2019-12-01,2019,12,能源部門自用,1596061.125,201912
2019-12-01,2019,12,農業部門,241339.703125,201912
2020-01-01,2020,1,全國用電量,19982096.0,202001
2020-01-01,2020,1,工業用電,11694838.0,202001
2020-01-01,2020,1,紡織成衣及服飾品製造業,400964.09375,202001
2020-01-01,2020,1,紙漿、紙及紙製品製造業,289124.1875,202001
2020-01-01,2020,1,化學材料及肥料製造業,2640606.5,202001
2020-01-01,2020,1,塑膠製品製造業,388666.5,202001
2020-01-01,2020,1,非金屬礦物製品製造業,444568.5,202001
2020-01-01,2020,1,基本金屬製造業,1454483.125,202001
2020-01-01,2020,1,金屬製品製造業,462908.6875,202001
2020-01-01,2020,1,電子產品及電力設備製造業,4232038.0,202001
2020-01-01,2020,1,住宅用電,3156055.5,202001
2020-01-01,2020,1,服務業用電,3228265.0,202001
2020-01-01,2020,1,運輸及倉儲業,235315.203125,202001
2020-01-01,2020,1,住宿及餐飲業,513866.09375,202001
2020-01-01,2020,1,出版影音及資通訊業,268941.40625,202001
2020-01-01,2020,1,金融及保險業,106034.6015625,202001
2020-01-01,2020,1,不動產業,55330.30078125,202001
2020-01-01,2020,1,醫療保健及社會工作服務業,232234.296875,202001
2020-01-01,2020,1,藝術、娛樂及休閒服務業,95332.6015625,202001
2020-01-01,2020,1,運輸用電,132182.5,202001
2020-01-01,2020,1,公路,7314.2001953125,202001
2020-01-01,2020,1,鐵路,122055.8984375,202001
2020-01-01,2020,1,管線運輸,2812.300048828125,202001
2020-01-01,2020,1,能源部門自用,1551360.125,202001
2020-01-01,2020,1,農業部門,219394.703125,202001
2020-02-01,2020,2,全國用電量,20085772.0,202002
2020-02-01,2020,2,工業用電,11549283.0,202002
2020-02-01,2020,2,紡織成衣及服飾品製造業,425432.0,202002
2020-02-01,2020,2,紙漿、紙及紙製品製造業,274928.8125,202002
2020-02-01,2020,2,化學材料及肥料製造業,2410447.5,202002
2020-02-01,2020,2,塑膠製品製造業,422556.8125,202002
2020-02-01,2020,2,非金屬礦物製品製造業,447814.09375,202002
2020-02-01,2020,2,基本金屬製造業,1507095.125,202002
2020-02-01,2020,2,金屬製品製造業,506942.6875,202002
2020-02-01,2020,2,電子產品及電力設備製造業,4103400.25,202002
2020-02-01,2020,2,住宅用電,3484946.75,202002
2020-02-01,2020,2,服務業用電,3187123.75,202002
2020-02-01,2020,2,運輸及倉儲業,227127.0,202002
2020-02-01,2020,2,住宿及餐飲業,522809.90625,202002
2020-02-01,2020,2,出版影音及資通訊業,273334.09375,202002
2020-02-01,2020,2,金融及保險業,103039.8984375,202002
2020-02-01,2020,2,不動產業,51372.8984375,202002
2020-02-01,2020,2,醫療保健及社會工作服務業,226495.90625,202002
2020-02-01,2020,2,藝術、娛樂及休閒服務業,98366.296875,202002
2020-02-01,2020,2,運輸用電,119628.0,202002
2020-02-01,2020,2,公路,7388.0,202002
2020-02-01,2020,2,鐵路,109853.203125,202002
2020-02-01,2020,2,管線運輸,2386.699951171875,202002
2020-02-01,2020,2,能源部門自用,1493474.625,202002
2020-02-01,2020,2,農業部門,251316.796875,202002
2020-03-01,2020,3,全國用電量,21298532.0,202003
2020-03-01,2020,3,工業用電,12429784.0,202003
2020-03-01,2020,3,紡織成衣及服飾品製造業,460718.8125,202003
2020-03-01,2020,3,紙漿、紙及紙製品製造業,313972.3125,202003
2020-03-01,2020,3,化學材料及肥料製造業,2499940.5,202003
2020-03-01,2020,3,塑膠製品製造業,444059.0,202003
2020-03-01,2020,3,非金屬礦物製品製造業,490032.59375,202003
2020-03-01,2020,3,基本金屬製造業,1619076.625,202003
2020-03-01,2020,3,金屬製品製造業,563494.0,202003
2020-03-01,2020,3,電子產品及電力設備製造業,4478231.5,202003
2020-03-01,2020,3,住宅用電,3596554.0,202003
2020-03-01,2020,3,服務業用電,3293301.0,202003
2020-03-01,2020,3,運輸及倉儲業,242882.5,202003
2020-03-01,2020,3,住宿及餐飲業,495564.40625,202003
2020-03-01,2020,3,出版影音及資通訊業,276329.3125,202003
2020-03-01,2020,3,金融及保險業,111584.5,202003
2020-03-01,2020,3,不動產業,55914.80078125,202003
2020-03-01,2020,3,醫療保健及社會工作服務業,249190.796875,202003
2020-03-01,2020,3,藝術、娛樂及休閒服務業,97005.796875,202003
2020-03-01,2020,3,運輸用電,129107.6015625,202003
2020-03-01,2020,3,公路,7964.0,202003
2020-03-01,2020,3,鐵路,119129.0,202003
2020-03-01,2020,3,管線運輸,2014.5,202003
2020-03-01,2020,3,能源部門自用,1620981.0,202003
2020-03-01,2020,3,農業部門,228803.59375,202003
2020-04-01,2020,4,全國用電量,20359060.0,202004
2020-04-01,2020,4,工業用電,11802215.0,202004
2020-04-01,2020,4,紡織成衣及服飾品製造業,344883.8125,202004
2020-04-01,2020,4,紙漿、紙及紙製品製造業,305410.6875,202004
2020-04-01,2020,4,化學材料及肥料製造業,2377811.0,202004
2020-04-01,2020,4,塑膠製品製造業,429528.6875,202004
2020-04-01,2020,4,非金屬礦物製品製造業,464200.40625,202004
2020-04-01,2020,4,基本金屬製造業,1499062.25,202004
2020-04-01,2020,4,金屬製品製造業,538748.5,202004
2020-04-01,2020,4,電子產品及電力設備製造業,4354421.5,202004
2020-04-01,2020,4,住宅用電,3349521.5,202004
2020-04-01,2020,4,服務業用電,3270255.0,202004
2020-04-01,2020,4,運輸及倉儲業,238167.09375,202004
2020-04-01,2020,4,住宿及餐飲業,494497.8125,202004
2020-04-01,2020,4,出版影音及資通訊業,274655.1875,202004
2020-04-01,2020,4,金融及保險業,109138.5,202004
2020-04-01,2020,4,不動產業,52357.80078125,202004
2020-04-01,2020,4,醫療保健及社會工作服務業,244503.703125,202004
2020-04-01,2020,4,藝術、娛樂及休閒服務業,96792.1015625,202004
2020-04-01,2020,4,運輸用電,124868.5,202004
2020-04-01,2020,4,公路,8015.0,202004
2020-04-01,2020,4,鐵路,114497.703125,202004
2020-04-01,2020,4,管線運輸,2355.699951171875,202004
2020-04-01,2020,4,能源部門自用,1561732.375,202004
2020-04-01,2020,4,農業部門,250467.90625,202004
2020-05-01,2020,5,全國用電量,21916106.0,202005
2020-05-01,2020,5,工業用電,12542202.0,202005
2020-05-01,2020,5,紡織成衣及服飾品製造業,341486.1875,202005
2020-05-01,2020,5,紙漿、紙及紙製品製造業,305339.40625,202005
2020-05-01,2020,5,化學材料及肥料製造業,2590471.5,202005
2020-05-01,2020,5,塑膠製品製造業,435862.09375,202005
2020-05-01,2020,5,非金屬礦物製品製造業,490801.90625,202005
2020-05-01,2020,5,基本金屬製造業,1508743.125,202005
2020-05-01,2020,5,金屬製品製造業,530436.3125,202005
2020-05-01,2020,5,電子產品及電力設備製造業,4757244.0,202005
2020-05-01,2020,5,住宅用電,3600446.0,202005
2020-05-01,2020,5,服務業用電,3762746.0,202005
2020-05-01,2020,5,運輸及倉儲業,282033.8125,202005
2020-05-01,2020,5,住宿及餐飲業,555370.8125,202005
2020-05-01,2020,5,出版影音及資通訊業,292984.8125,202005
2020-05-01,2020,5,金融及保險業,129417.703125,202005
2020-05-01,2020,5,不動產業,64207.1015625,202005
2020-05-01,2020,5,醫療保健及社會工作服務業,298722.90625,202005
2020-05-01,2020,5,藝術、娛樂及休閒服務業,110767.5,202005
2020-05-01,2020,5,運輸用電,124551.6015625,202005
2020-05-01,2020,5,公路,8189.89990234375,202005
2020-05-01,2020,5,鐵路,113617.6015625,202005
2020-05-01,2020,5,管線運輸,2744.0,202005
2020-05-01,2020,5,能源部門自用,1623137.25,202005
2020-05-01,2020,5,農業部門,263023.5,202005
2020-06-01,2020,6,全國用電量,22945986.0,202006
2020-06-01,2020,6,工業用電,12587521.0,202006
2020-06-01,2020,6,紡織成衣及服飾品製造業,352694.6875,202006
2020-06-01,2020,6,紙漿、紙及紙製品製造業,292031.1875,202006
2020-06-01,2020,6,化學材料及肥料製造業,2634269.0,202006
2020-06-01,2020,6,塑膠製品製造業,443041.59375,202006
2020-06-01,2020,6,非金屬礦物製品製造業,487679.3125,202006
2020-06-01,2020,6,基本金屬製造業,1482004.5,202006
2020-06-01,2020,6,金屬製品製造業,529143.6875,202006
2020-06-01,2020,6,電子產品及電力設備製造業,4722445.5,202006
2020-06-01,2020,6,住宅用電,4238831.5,202006
2020-06-01,2020,6,服務業用電,4083530.5,202006
2020-06-01,2020,6,運輸及倉儲業,295070.3125,202006
2020-06-01,2020,6,住宿及餐飲業,634250.1875,202006
2020-06-01,2020,6,出版影音及資通訊業,294683.5,202006
2020-06-01,2020,6,金融及保險業,141788.59375,202006
2020-06-01,2020,6,不動產業,68075.6015625,202006
2020-06-01,2020,6,醫療保健及社會工作服務業,324893.6875,202006
2020-06-01,2020,6,藝術、娛樂及休閒服務業,128287.703125,202006
2020-06-01,2020,6,運輸用電,132066.40625,202006
2020-06-01,2020,6,公路,8317.5,202006
2020-06-01,2020,6,鐵路,121247.0,202006
2020-06-01,2020,6,管線運輸,2501.699951171875,202006
2020-06-01,2020,6,能源部門自用,1618869.0,202006
2020-06-01,2020,6,農業部門,285167.6875,202006
2020-07-01,2020,7,全國用電量,25442564.0,202007
2020-07-01,2020,7,工業用電,13306414.0,202007
2020-07-01,2020,7,紡織成衣及服飾品製造業,399133.5,202007
2020-07-01,2020,7,紙漿、紙及紙製品製造業,316417.0,202007
2020-07-01,2020,7,化學材料及肥料製造業,2724455.5,202007
2020-07-01,2020,7,塑膠製品製造業,489968.09375,202007
2020-07-01,2020,7,非金屬礦物製品製造業,493458.3125,202007
2020-07-01,2020,7,基本金屬製造業,1448192.0,202007
2020-07-01,2020,7,金屬製品製造業,590489.3125,202007
2020-07-01,2020,7,電子產品及電力設備製造業,4994954.5,202007
2020-07-01,2020,7,住宅用電,5243628.0,202007
2020-07-01,2020,7,服務業用電,4663314.0,202007
2020-07-01,2020,7,運輸及倉儲業,328275.0,202007
2020-07-01,2020,7,住宿及餐飲業,784718.1875,202007
2020-07-01,2020,7,出版影音及資通訊業,328420.3125,202007
2020-07-01,2020,7,金融及保險業,167655.59375,202007
2020-07-01,2020,7,不動產業,82600.796875,202007
2020-07-01,2020,7,醫療保健及社會工作服務業,356758.1875,202007
2020-07-01,2020,7,藝術、娛樂及休閒服務業,154691.5,202007
2020-07-01,2020,7,運輸用電,139389.90625,202007
2020-07-01,2020,7,公路,8526.099609375,202007
2020-07-01,2020,7,鐵路,128182.8984375,202007
2020-07-01,2020,7,管線運輸,2680.800048828125,202007
2020-07-01,2020,7,能源部門自用,1757880.625,202007
2020-07-01,2020,7,農業部門,331938.5,202007
2020-08-01,2020,8,全國用電量,25231268.0,202008
2020-08-01,2020,8,工業用電,13120368.0,202008
2020-08-01,2020,8,紡織成衣及服飾品製造業,408574.5,202008
2020-08-01,2020,8,紙漿、紙及紙製品製造業,295875.5,202008
2020-08-01,2020,8,化學材料及肥料製造業,2613252.75,202008
2020-08-01,2020,8,塑膠製品製造業,480360.40625,202008
2020-08-01,2020,8,非金屬礦物製品製造業,494966.40625,202008
2020-08-01,2020,8,基本金屬製造業,1508167.25,202008
2020-08-01,2020,8,金屬製品製造業,575710.375,202008
2020-08-01,2020,8,電子產品及電力設備製造業,4976697.5,202008
2020-08-01,2020,8,住宅用電,5522824.0,202008
2020-08-01,2020,8,服務業用電,4375801.5,202008
2020-08-01,2020,8,運輸及倉儲業,314483.3125,202008
2020-08-01,2020,8,住宿及餐飲業,743002.6875,202008
2020-08-01,2020,8,出版影音及資通訊業,304079.1875,202008
2020-08-01,2020,8,金融及保險業,153250.09375,202008
2020-08-01,2020,8,不動產業,77131.703125,202008
2020-08-01,2020,8,醫療保健及社會工作服務業,343057.5,202008
2020-08-01,2020,8,藝術、娛樂及休閒服務業,148619.5,202008
2020-08-01,2020,8,運輸用電,140697.0,202008
2020-08-01,2020,8,公路,8750.2001953125,202008
2020-08-01,2020,8,鐵路,129184.796875,202008
2020-08-01,2020,8,管線運輸,2761.89990234375,202008
2020-08-01,2020,8,能源部門自用,1769315.625,202008
2020-08-01,2020,8,農業部門,302262.3125,202008
2020-09-01,2020,9,全國用電量,25361004.0,202009
2020-09-01,2020,9,工業用電,12977175.0,202009
2020-09-01,2020,9,紡織成衣及服飾品製造業,421583.09375,202009
2020-09-01,2020,9,紙漿、紙及紙製品製造業,297824.90625,202009
2020-09-01,2020,9,化學材料及肥料製造業,2556894.5,202009
2020-09-01,2020,9,塑膠製品製造業,496419.3125,202009
2020-09-01,2020,9,非金屬礦物製品製造業,473121.09375,202009
2020-09-01,2020,9,基本金屬製造業,1488124.75,202009
2020-09-01,2020,9,金屬製品製造業,608289.375,202009
2020-09-01,2020,9,電子產品及電力設備製造業,4821671.5,202009
2020-09-01,2020,9,住宅用電,5606457.5,202009
2020-09-01,2020,9,服務業用電,4630702.5,202009
2020-09-01,2020,9,運輸及倉儲業,314333.59375,202009
2020-09-01,2020,9,住宿及餐飲業,799538.1875,202009
2020-09-01,2020,9,出版影音及資通訊業,323035.09375,202009
2020-09-01,2020,9,金融及保險業,162576.703125,202009
2020-09-01,2020,9,不動產業,80401.8984375,202009
2020-09-01,2020,9,醫療保健及社會工作服務業,329519.59375,202009
2020-09-01,2020,9,藝術、娛樂及休閒服務業,149976.90625,202009
2020-09-01,2020,9,運輸用電,136862.0,202009
2020-09-01,2020,9,公路,9117.900390625,202009
2020-09-01,2020,9,鐵路,125143.8984375,202009
2020-09-01,2020,9,管線運輸,2600.10009765625,202009
2020-09-01,2020,9,能源部門自用,1684907.25,202009
2020-09-01,2020,9,農業部門,324899.6875,202009
2020-10-01,2020,10,全國用電量,24049960.0,202010
2020-10-01,2020,10,工業用電,13011970.0,202010
2020-10-01,2020,10,紡織成衣及服飾品製造業,408194.0,202010
2020-10-01,2020,10,紙漿、紙及紙製品製造業,312280.59375,202010
2020-10-01,2020,10,化學材料及肥料製造業,2746709.0,202010
2020-10-01,2020,10,塑膠製品製造業,465195.59375,202010
2020-10-01,2020,10,非金屬礦物製品製造業,487823.59375,202010
2020-10-01,2020,10,基本金屬製造業,1536028.75,202010
2020-10-01,2020,10,金屬製品製造業,577043.1875,202010
2020-10-01,2020,10,電子產品及電力設備製造業,4811702.5,202010
2020-10-01,2020,10,住宅用電,4962034.5,202010
2020-10-01,2020,10,服務業用電,4062145.25,202010
2020-10-01,2020,10,運輸及倉儲業,285712.59375,202010
2020-10-01,2020,10,住宿及餐飲業,694231.875,202010
2020-10-01,2020,10,出版影音及資通訊業,295803.09375,202010
2020-10-01,2020,10,金融及保險業,134825.09375,202010
2020-10-01,2020,10,不動產業,68487.1015625,202010
2020-10-01,2020,10,醫療保健及社會工作服務業,298654.40625,202010
2020-10-01,2020,10,藝術、娛樂及休閒服務業,133701.0,202010
2020-10-01,2020,10,運輸用電,136880.40625,202010
2020-10-01,2020,10,公路,9237.2998046875,202010
2020-10-01,2020,10,鐵路,125048.3984375,202010
2020-10-01,2020,10,管線運輸,2594.5,202010
2020-10-01,2020,10,能源部門自用,1583862.0,202010
2020-10-01,2020,10,農業部門,293066.3125,202010
2020-11-01,2020,11,全國用電量,22640894.0,202011
2020-11-01,2020,11,工業用電,12773048.0,202011
2020-11-01,2020,11,紡織成衣及服飾品製造業,405765.90625,202011
2020-11-01,2020,11,紙漿、紙及紙製品製造業,308945.3125,202011
2020-11-01,2020,11,化學材料及肥料製造業,2664490.0,202011
2020-11-01,2020,11,塑膠製品製造業,467903.59375,202011
2020-11-01,2020,11,非金屬礦物製品製造業,477287.6875,202011
2020-11-01,2020,11,基本金屬製造業,1549111.5,202011
2020-11-01,2020,11,金屬製品製造業,582827.1875,202011
2020-11-01,2020,11,電子產品及電力設備製造業,4680023.5,202011
2020-11-01,2020,11,住宅用電,4108157.0,202011
2020-11-01,2020,11,服務業用電,3851729.25,202011
2020-11-01,2020,11,運輸及倉儲業,264670.8125,202011
2020-11-01,2020,11,住宿及餐飲業,635409.0,202011
2020-11-01,2020,11,出版影音及資通訊業,294386.90625,202011
2020-11-01,2020,11,金融及保險業,130002.5,202011
2020-11-01,2020,11,不動產業,65235.3984375,202011
2020-11-01,2020,11,醫療保健及社會工作服務業,272574.5,202011
2020-11-01,2020,11,藝術、娛樂及休閒服務業,122328.8984375,202011
2020-11-01,2020,11,運輸用電,131907.90625,202011
2020-11-01,2020,11,公路,9392.5,202011
2020-11-01,2020,11,鐵路,119901.203125,202011
2020-11-01,2020,11,管線運輸,2614.0,202011
2020-11-01,2020,11,能源部門自用,1503350.25,202011
2020-11-01,2020,11,農業部門,272701.90625,202011
2020-12-01,2020,12,全國用電量,21922498.0,202012
2020-12-01,2020,12,工業用電,13081030.0,202012
2020-12-01,2020,12,紡織成衣及服飾品製造業,416483.1875,202012
2020-12-01,2020,12,紙漿、紙及紙製品製造業,320658.5,202012
2020-12-01,2020,12,化學材料及肥料製造業,2716897.5,202012
2020-12-01,2020,12,塑膠製品製造業,476598.09375,202012
2020-12-01,2020,12,非金屬礦物製品製造業,504096.3125,202012
2020-12-01,2020,12,基本金屬製造業,1643088.75,202012
2020-12-01,2020,12,金屬製品製造業,612573.125,202012
2020-12-01,2020,12,電子產品及電力設備製造業,4741524.5,202012
2020-12-01,2020,12,住宅用電,3211394.5,202012
2020-12-01,2020,12,服務業用電,3709116.25,202012
2020-12-01,2020,12,運輸及倉儲業,253069.203125,202012
2020-12-01,2020,12,住宿及餐飲業,614454.875,202012
2020-12-01,2020,12,出版影音及資通訊業,292488.59375,202012
2020-12-01,2020,12,金融及保險業,123288.796875,202012
2020-12-01,2020,12,不動產業,62750.5,202012
2020-12-01,2020,12,醫療保健及社會工作服務業,254202.703125,202012
2020-12-01,2020,12,藝術、娛樂及休閒服務業,113638.203125,202012
2020-12-01,2020,12,運輸用電,132422.09375,202012
2020-12-01,2020,12,公路,10061.0,202012
2020-12-01,2020,12,鐵路,119529.203125,202012
2020-12-01,2020,12,管線運輸,2831.800048828125,202012
2020-12-01,2020,12,能源部門自用,1537147.875,202012
2020-12-01,2020,12,農業部門,251385.703125,202012
2021-01-01,2021,1,全國用電量,21607600.0,202101
2021-01-01,2021,1,工業用電,12815665.0,202101
2021-01-01,2021,1,紡織成衣及服飾品製造業,422191.1875,202101
2021-01-01,2021,1,紙漿、紙及紙製品製造業,309073.59375,202101
2021-01-01,2021,1,化學材料及肥料製造業,2780085.0,202101
2021-01-01,2021,1,塑膠製品製造業,468987.90625,202101
2021-01-01,2021,1,非金屬礦物製品製造業,501908.40625,202101
2021-01-01,2021,1,基本金屬製造業,1650089.75,202101
2021-01-01,2021,1,金屬製品製造業,604102.0,202101
2021-01-01,2021,1,電子產品及電力設備製造業,4494081.5,202101
2021-01-01,2021,1,住宅用電,3526160.5,202101
2021-01-01,2021,1,服務業用電,3396383.0,202101
2021-01-01,2021,1,運輸及倉儲業,235478.90625,202101
2021-01-01,2021,1,住宿及餐飲業,540607.875,202101
2021-01-01,2021,1,出版影音及資通訊業,290238.59375,202101
2021-01-01,2021,1,金融及保險業,108763.8984375,202101
2021-01-01,2021,1,不動產業,56189.1015625,202101
2021-01-01,2021,1,醫療保健及社會工作服務業,233934.796875,202101
