路線方向,路段,交流道,進出口,週六,週日,平日
國3北向路段,非主線資料,新台五路,出口,14512,13273,18808
國3北向路段,非主線資料,汐止系統,出口,29070,28477,30927
國3北向路段,非主線資料,瑪東系統,出口,3128,1707,1852
國3北向路段,非主線資料,基金,出口,22984,20300,21683
國5北向路段,非主線資料,羅東,出口,3133,1525,3388
國5北向路段,非主線資料,宜蘭(壯圍),出口,5186,2641,5322
國5北向路段,非主線資料,頭城,出口,5113,2298,4742
國5北向路段,非主線資料,坪林交控專用道,出口,464,388,404
國5北向路段,非主線資料,石碇,出口,3060,3836,2605
國5北向路段,非主線資料,南港系統,出口,35596,40540,29654
國1高架北向路段,非主線資料,中壢轉接道,出口,13782,14473,15455
國1高架北向路段,非主線資料,機場系統,出口,6134,5952,6857
國1高架北向路段,非主線資料,泰山轉接道,出口,33740,33244,29797
國1高架北向路段,非主線資料,環北,出口,25160,23843,25318
國1高架北向路段,非主線資料,下塔悠北上出口匝道,出口,6068,5556,8394
國1高架北向路段,非主線資料,堤頂,出口,17256,16150,21485
國1高架北向路段,非主線資料,汐止端,出口,38778,33321,34020
國3甲西向路段,非主線資料,萬芳,出口,17723,16606,19062
國3甲西向路段,非主線資料,台北端,出口,20628,18902,22130
國2西向路段,非主線資料,大湳,出口,22390,20562,24001
國2西向路段,非主線資料,南桃園,出口,18602,16590,20005
國2西向路段,非主線資料,機場系統,出口,48358,44261,48777
國2西向路段,非主線資料,大竹,出口,29940,31090,31952
國2西向路段,非主線資料,大園,出口,20748,18753,23412
國2西向路段,非主線資料,機場端,出口,28768,29684,31119
國4西向路段,非主線資料,潭子,出口,11421,10560,11972
國4西向路段,非主線資料,豐勢,出口,9400,8596,7378
國4西向路段,非主線資料,台中系統,出口,22515,23081,18930
國4西向路段,非主線資料,神岡,出口,6121,5486,8199
國4西向路段,非主線資料,中港系統,出口,18175,17734,16548
國4西向路段,非主線資料,清水端,出口,18027,15426,18090
國6西向路段,非主線資料,愛蘭,出口,476,473,384
國6西向路段,非主線資料,國姓,出口,489,609,521
國6西向路段,非主線資料,東草屯,出口,1082,1618,1012
國6西向路段,非主線資料,舊正,出口,2749,3396,2483
國6西向路段,非主線資料,霧峰系統,出口,24667,28329,20446
國8西向路段,非主線資料,新化系統,出口,4071,4062,3645
國8西向路段,非主線資料,新市,出口,4320,5148,4494
國8西向路段,非主線資料,台南系統,出口,17122,16834,17446
國8西向路段,非主線資料,新吉,出口,17494,15793,18166
國8西向路段,非主線資料,台南端,出口,10220,9810,9734
國10西向路段,非主線資料,燕巢系統,出口,6720,6526,5604
國10西向路段,非主線資料,燕巢,出口,8249,8384,8991
國10西向路段,非主線資料,仁武,出口,10005,9413,10677
國10西向路段,非主線資料,鼎金系統,出口,23683,28996,30985
國10西向路段,非主線資料,左營端,出口,45015,44737,42427
