路線方向,路段,交流道,進出口,週六,週日,平日
國3南向路段,非主線資料,東山服務區,出口,671,784,390
國3南向路段,非主線資料,柳營,出口,1096,1176,955
國3南向路段,非主線資料,烏山頭,出口,1113,1066,1016
國3南向路段,非主線資料,官田系統,出口,3498,3451,2495
國3南向路段,非主線資料,善化,出口,3392,3799,3528
國3南向路段,非主線資料,新化系統,出口,12424,13659,9590
國3南向路段,非主線資料,關廟,出口,10210,10713,9859
國3南向路段,非主線資料,關廟服務區,出口,384,349,410
國3南向路段,非主線資料,田寮,出口,2876,3318,2019
國3南向路段,非主線資料,燕巢系統,出口,17848,17392,14263
國3南向路段,非主線資料,九如,出口,8429,7747,7619
國3南向路段,非主線資料,屏東,出口,5858,5322,5436
國3南向路段,非主線資料,長治,出口,5088,4642,4086
國3南向路段,非主線資料,麟洛,出口,5019,4390,4599
國3南向路段,非主線資料,竹田系統,出口,10210,9240,9605
國3南向路段,非主線資料,崁頂,出口,4854,3967,4213
國3南向路段,非主線資料,南州,出口,16060,13006,10578
國3南向路段,非主線資料,大鵬灣端,出口,8660,7204,5455
國5南向路段,非主線資料,石碇,出口,2398,2932,2970
國5南向路段,非主線資料,坪林交控專用道,出口,2096,2330,1782
國5南向路段,非主線資料,頭城,出口,11184,8024,7567
國5南向路段,非主線資料,宜蘭(壯圍),出口,12634,9236,10245
國5南向路段,非主線資料,羅東,出口,16634,11443,13177
國5南向路段,非主線資料,蘇澳,出口,12033,9375,10546
國1高架南向路段,非主線資料,堤頂,出口,8922,7902,11078
國1高架南向路段,非主線資料,五股轉接道,出口,43303,38454,47933
國1高架南向路段,非主線資料,機場系統,出口,22424,22370,23211
國1高架南向路段,非主線資料,中壢轉接道,出口,20772,19630,20400
國1高架南向路段,非主線資料,楊梅端,出口,43068,38178,38172
國3甲東向路段,非主線資料,萬芳,出口,6970,5934,7171
國3甲東向路段,非主線資料,深坑端,出口,29534,24660,30726
國2東向路段,非主線資料,大園,出口,7372,7320,8458
國2東向路段,非主線資料,大竹,出口,7774,6946,8595
國2東向路段,非主線資料,機場系統,出口,51005,49359,55002
國2東向路段,非主線資料,南桃園,出口,33751,31535,35446
國2東向路段,非主線資料,大湳,出口,20890,18701,21800
國2東向路段,非主線資料,鶯歌系統,出口,59743,52064,64406
國4東向路段,非主線資料,中港系統,出口,5812,5404,5649
國4東向路段,非主線資料,神岡,出口,2741,2499,3499
國4東向路段,非主線資料,台中系統,出口,17678,16728,19100
國4東向路段,非主線資料,后豐,出口,9914,8848,11511
國4東向路段,非主線資料,豐勢,出口,11639,10072,10421
國4東向路段,非主線資料,潭子,出口,2704,2367,3259
國4東向路段,非主線資料,潭子系統,出口,32214,29413,28924
國6東向路段,非主線資料,舊正,出口,3058,2859,3344
國6東向路段,非主線資料,東草屯,出口,4046,3625,3968
國6東向路段,非主線資料,國姓,出口,3601,2684,2322
國6東向路段,非主線資料,北山,出口,1588,1004,683
國6東向路段,非主線資料,愛蘭,出口,13019,10650,8220
國6東向路段,非主線資料,埔里,出口,5781,4868,3996
國6東向路段,非主線資料,埔里端,出口,4090,2962,2500
國8東向路段,非主線資料,台南系統,出口,15293,14166,15099
國8東向路段,非主線資料,新市,出口,8954,8180,12391
國8東向路段,非主線資料,新化系統,出口,19560,16866,15869
國8東向路段,非主線資料,新化端,出口,7205,7950,7134
國10東向路段,非主線資料,鼎金系統,出口,17566,16706,17014
國10東向路段,非主線資料,仁武,出口,14892,12272,16897
國10東向路段,非主線資料,燕巢,出口,5820,4798,8847
國10東向路段,非主線資料,燕巢系統,出口,23220,20464,21163
國10東向路段,非主線資料,嶺口,出口,5090,4987,4336
國10東向路段,非主線資料,里港,出口,6136,2937,5958
國10東向路段,非主線資料,旗山端,出口,15101,11471,10916
國2甲東向路段,非主線資料,大園,出口,17466,14824,22497
國1北向路段,非主線資料,五甲,出口,6606,6090,6319
國1北向路段,非主線資料,中正路,出口,21266,20808,20007
國1北向路段,非主線資料,鼎金系統,出口,51474,48120,49665
國1北向路段,非主線資料,楠梓,出口,23390,20328,24861
國1北向路段,非主線資料,岡山,出口,16282,13959,18291
國1北向路段,非主線資料,高科,出口,6004,4526,9340
國1北向路段,非主線資料,路竹,出口,6366,5822,7181
國1北向路段,非主線資料,仁德系統,出口,18020,16640,17124
國1北向路段,非主線資料,仁德,出口,23552,23447,22785
國1北向路段,非主線資料,永康,出口,13778,12735,16200
國1北向路段,非主線資料,台南系統,出口,21792,20356,23341
國1北向路段,非主線資料,安定,出口,5919,5432,9952
國1北向路段,非主線資料,麻豆,出口,9393,8497,9589
國1北向路段,非主線資料,下營系統,出口,9176,8987,7607
國1北向路段,非主線資料,新營,出口,11287,9713,11444
國1北向路段,非主線資料,新營服務區,出口,1076,1006,1207
國1北向路段,非主線資料,嘉義系統,出口,10429,10031,7750
國1北向路段,非主線資料,水上,出口,2397,2119,2112
國1北向路段,非主線資料,嘉義,出口,9046,7778,7631
國1北向路段,非主線資料,民雄,出口,6260,5642,5822
國1北向路段,非主線資料,大林,出口,2837,2826,3266
國1北向路段,非主線資料,雲林系統,出口,10354,9610,8311
國1北向路段,非主線資料,斗南,出口,6408,5969,6853
國1北向路段,非主線資料,虎尾,出口,3024,2791,3151
國1北向路段,非主線資料,西螺,出口,6165,5407,5850
國1北向路段,非主線資料,北斗,出口,4484,4537,3796
國1北向路段,非主線資料,員林,出口,3662,3539,3322
國1北向路段,非主線資料,埔鹽系統,出口,11081,10436,10867
國1北向路段,非主線資料,彰化,出口,14367,12331,14716
國1北向路段,非主線資料,彰化系統,出口,31447,32704,28844
國1北向路段,非主線資料,王田,出口,8301,7916,9721
國1北向路段,非主線資料,南屯,出口,13538,13038,14183
國1北向路段,非主線資料,台中,出口,16589,15901,16352
國1北向路段,非主線資料,大雅,出口,12363,10653,14044
國1北向路段,非主線資料,豐原,出口,11806,10566,14703
國1北向路段,非主線資料,台中系統,出口,25610,22888,26673
國1北向路段,非主線資料,后里,出口,11968,10553,13683
國1北向路段,非主線資料,三義,出口,4392,4287,3245
國1北向路段,非主線資料,銅鑼,出口,3960,3770,3471
國1北向路段,非主線資料,苗栗,出口,6392,5787,5696
國1北向路段,非主線資料,頭屋,出口,1278,1280,1087
國1北向路段,非主線資料,頭份,出口,6833,6450,6254
國1北向路段,非主線資料,新竹系統,出口,19780,21832,14031
國1北向路段,非主線資料,新竹,出口,24341,26947,29113
國1北向路段,非主線資料,竹北,出口,18103,16054,24062
國1北向路段,非主線資料,湖口,出口,15539,13764,21346
國1北向路段,非主線資料,高架楊梅端,出口,32209,33230,28790
國1北向路段,非主線資料,楊梅,出口,5004,4628,6690
國1北向路段,非主線資料,幼獅,出口,2673,2029,4053
國1北向路段,非主線資料,平鎮系統,出口,19445,16642,21434
國1北向路段,非主線資料,中壢,出口,10048,8860,8770
國1北向路段,非主線資料,內壢,出口,19210,17903,20696
國1北向路段,非主線資料,中壢服務區,出口,3966,3632,4949
國1北向路段,非主線資料,機場系統,出口,24457,22485,27144
國1北向路段,非主線資料,桃園,出口,45170,41568,52712
國1北向路段,非主線資料,林口,出口,37853,35217,44477
國1北向路段,非主線資料,高公局,出口,299,244,465
國1北向路段,非主線資料,五股,出口,23480,23718,21196
國1北向路段,非主線資料,三重,出口,13736,13810,12260
國1北向路段,非主線資料,台北,出口,19362,17360,18172
國1北向路段,非主線資料,圓山,出口,58746,55385,56463
國1北向路段,非主線資料,內湖,出口,14621,13270,18489
國1北向路段,非主線資料,東湖,出口,15588,14726,15191
國1北向路段,非主線資料,汐止&汐止系統,出口,25569,21316,28353
國1北向路段,非主線資料,五堵,出口,7321,6356,9288
國1北向路段,非主線資料,大華系統,出口,27397,24335,24211
國1北向路段,非主線資料,八堵,出口,6642,5766,5659
國1北向路段,非主線資料,基隆,出口,6198,5660,6887
國1北向路段,非主線資料,基隆端,出口,29066,25304,26488
國3北向路段,非主線資料,南州,出口,489,424,430
國3北向路段,非主線資料,竹田系統,出口,12762,14996,10571
國3北向路段,非主線資料,麟洛,出口,7823,7412,7587
國3北向路段,非主線資料,長治,出口,4773,4126,4508
國3北向路段,非主線資料,九如,出口,2998,2762,2903
國3北向路段,非主線資料,燕巢系統,出口,12624,12272,13320
國3北向路段,非主線資料,田寮,出口,3150,3327,3080
國3北向路段,非主線資料,關廟服務區,出口,416,381,370
國3北向路段,非主線資料,關廟,出口,7918,9052,6479
國3北向路段,非主線資料,新化系統,出口,9490,9927,10124
國3北向路段,非主線資料,善化,出口,4464,4542,4770
國3北向路段,非主線資料,官田系統,出口,7850,7384,6761
國3北向路段,非主線資料,烏山頭,出口,3260,3078,3135
國3北向路段,非主線資料,柳營,出口,3086,2673,3429
國3北向路段,非主線資料,東山服務區,出口,1236,1226,725
國3北向路段,非主線資料,白河,出口,3395,3708,2047
國3北向路段,非主線資料,水上系統,出口,3382,3482,2692
國3北向路段,非主線資料,中埔,出口,8397,7965,5650
國3北向路段,非主線資料,竹崎,出口,6678,6176,6271
國3北向路段,非主線資料,梅山,出口,5162,4788,4871
國3北向路段,非主線資料,古坑服務區,出口,588,606,391
國3北向路段,非主線資料,古坑(南),出口,1787,1610,1177
國3北向路段,非主線資料,古坑(北)&古坑系統,出口,4325,4565,3518
國3北向路段,非主線資料,斗六,出口,4195,4025,4222
國3北向路段,非主線資料,南雲,出口,2607,2263,1991
國3北向路段,非主線資料,竹山,出口,4621,4183,2987
國3北向路段,非主線資料,名間,出口,2194,2372,2062
國3北向路段,非主線資料,南投服務區,出口,1533,1448,1248
國3北向路段,非主線資料,南投,出口,2839,2500,2985
國3北向路段,非主線資料,中興,出口,4854,4188,4927
國3北向路段,非主線資料,中興系統,出口,6450,6333,6011
國3北向路段,非主線資料,草屯,出口,3282,3127,3445
國3北向路段,非主線資料,霧峰系統,出口,7113,5602,5147
國3北向路段,非主線資料,霧峰,出口,34430,37312,29377
國3北向路段,非主線資料,中投,出口,11492,12140,11038
國3北向路段,非主線資料,烏日,出口,4850,4464,6655
國3北向路段,非主線資料,快官,出口,22556,22580,23528
國3北向路段,非主線資料,彰化系統,出口,15178,14709,15728
國3北向路段,非主線資料,和美,出口,14108,12062,16545
國3北向路段,非主線資料,龍井,出口,10532,10738,11325
國3北向路段,非主線資料,沙鹿,出口,9772,9217,10628
國3北向路段,非主線資料,清水服務區,出口,1937,2314,1073
國3北向路段,非主線資料,中港系統,出口,7310,6679,8262
國3北向路段,非主線資料,大甲,出口,10878,10334,10583
國3北向路段,非主線資料,苑裡,出口,9510,7876,8593
國3北向路段,非主線資料,通霄,出口,4956,5233,2597
國3北向路段,非主線資料,西湖服務區,出口,696,932,557
國3北向路段,非主線資料,後龍,出口,3328,4315,2800
國3北向路段,非主線資料,大山,出口,886,1579,823
國3北向路段,非主線資料,竹南,出口,5221,6340,4607
國3北向路段,非主線資料,香山,出口,4110,4022,5611
國3北向路段,非主線資料,茄苳,出口,6030,6187,6260
國3北向路段,非主線資料,新竹系統,出口,28142,28746,28886
國3北向路段,非主線資料,寶山,出口,4924,4479,8433
國3北向路段,非主線資料,竹林,出口,6458,5681,7502
國3北向路段,非主線資料,關西,出口,3110,2967,2941
國3北向路段,非主線資料,關西服務區,出口,1172,1571,877
國3北向路段,非主線資料,高原,出口,3264,3988,3323
國3北向路段,非主線資料,龍潭,出口,5465,6758,5861
國3北向路段,非主線資料,大溪,出口,10314,10652,10039
國3北向路段,非主線資料,鶯歌系統,出口,22886,21170,24609
國3北向路段,非主線資料,三鶯,出口,17525,16390,18545
國3北向路段,非主線資料,土城,出口,37123,36070,37468
國3北向路段,非主線資料,中和,出口,36104,35022,33913
國3北向路段,非主線資料,安坑,出口,25416,24007,27021
國3北向路段,非主線資料,新店,出口,8368,7953,8936
國3北向路段,非主線資料,木柵,出口,14544,12392,15362
國3北向路段,非主線資料,南港系統,出口,18300,14220,12642
國3北向路段,非主線資料,南港,出口,15782,15340,18877
國3北向路段,非主線資料,新台五路,出口,14077,12887,18011
國3北向路段,非主線資料,汐止系統,出口,27872,26651,29308
國3北向路段,非主線資料,瑪東系統,出口,2633,1400,2298
國3北向路段,非主線資料,基金,出口,21583,19136,22113
國5北向路段,非主線資料,羅東,出口,3152,1758,3598
國5北向路段,非主線資料,宜蘭(壯圍),出口,5261,3058,5655
國5北向路段,非主線資料,頭城,出口,4836,2552,4699
國5北向路段,非主線資料,坪林交控專用道,出口,454,399,408
國5北向路段,非主線資料,石碇,出口,2885,3391,2663
國5北向路段,非主線資料,南港系統,出口,35260,38494,29174
國1高架北向路段,非主線資料,中壢轉接道,出口,13601,13736,15574
國1高架北向路段,非主線資料,機場系統,出口,7310,7168,8053
國1高架北向路段,非主線資料,泰山轉接道,出口,32722,32153,30114
國1高架北向路段,非主線資料,環北,出口,24120,22868,25075
國1高架北向路段,非主線資料,下塔悠北上出口匝道,出口,5840,5001,8442
國1高架北向路段,非主線資料,堤頂,出口,17161,15993,21310
國1高架北向路段,非主線資料,汐止端,出口,35199,30588,32600
國3甲西向路段,非主線資料,萬芳,出口,16968,15577,18698
國3甲西向路段,非主線資料,台北端,出口,19558,17408,21251
國2西向路段,非主線資料,大湳,出口,23015,21737,25322
國2西向路段,非主線資料,南桃園,出口,18356,16533,20359
國2西向路段,非主線資料,機場系統,出口,46621,43618,48226
國2西向路段,非主線資料,大竹,出口,25269,22906,23976
國2西向路段,非主線資料,大園,出口,28031,23612,34891
國2西向路段,非主線資料,機場端,出口,41610,44391,44718
國4西向路段,非主線資料,潭子,出口,12518,11240,13929
國4西向路段,非主線資料,豐勢,出口,9023,8619,7782
國4西向路段,非主線資料,台中系統,出口,19784,21090,18974
國4西向路段,非主線資料,神岡,出口,6793,5434,7949
國4西向路段,非主線資料,中港系統,出口,19912,19735,17915
國4西向路段,非主線資料,清水端,出口,17871,15191,18038
國6西向路段,非主線資料,愛蘭,出口,517,612,444
國6西向路段,非主線資料,國姓,出口,458,510,520
國6西向路段,非主線資料,東草屯,出口,1144,1335,980
國6西向路段,非主線資料,舊正,出口,2541,2408,2148
國6西向路段,非主線資料,霧峰系統,出口,24702,27786,20525
國8西向路段,非主線資料,新化系統,出口,3878,3758,3682
國8西向路段,非主線資料,新市,出口,4881,5423,4833
國8西向路段,非主線資料,台南系統,出口,18159,17057,19595
國8西向路段,非主線資料,新吉,出口,7220,6715,7297
國8西向路段,非主線資料,台南端,出口,11168,10472,11887
國10西向路段,非主線資料,燕巢系統,出口,6691,6117,5840
國10西向路段,非主線資料,燕巢,出口,9787,9645,10063
國10西向路段,非主線資料,仁武,出口,9920,8822,11119
國10西向路段,非主線資料,鼎金系統,出口,23602,22766,23532
國10西向路段,非主線資料,左營端,出口,45256,44599,42889
國2甲西向路段,非主線資料,圳頭,出口,17220,13809,23180
