路線方向,路段,交流道,進出口,週六,週日,平日
國1北向路段,非主線資料,林口,出口,37884,34855,43397
國1北向路段,非主線資料,高公局,出口,264,181,504
國1北向路段,非主線資料,五股,出口,22978,23698,20260
國1北向路段,非主線資料,三重,出口,14181,14019,12155
國1北向路段,非主線資料,台北,出口,20931,18098,18348
國1北向路段,非主線資料,圓山,出口,60189,56424,56628
國1北向路段,非主線資料,內湖,出口,15724,14084,19281
國1北向路段,非主線資料,東湖,出口,14866,14183,14460
國1北向路段,非主線資料,汐止&汐止系統,出口,25168,21218,26069
國1北向路段,非主線資料,五堵,出口,7510,6582,9087
國1北向路段,非主線資料,大華系統,出口,30034,27632,23663
國1北向路段,非主線資料,八堵,出口,7116,6194,5700
國1北向路段,非主線資料,基隆,出口,6333,5710,6881
國1北向路段,非主線資料,基隆端,出口,29616,25863,26424
國3北向路段,非主線資料,南州,出口,521,476,435
國3北向路段,非主線資料,竹田系統,出口,13339,15717,10695
國3北向路段,非主線資料,麟洛,出口,7928,7561,7582
國3北向路段,非主線資料,長治,出口,4880,4322,4515
國3北向路段,非主線資料,九如,出口,3052,2936,2853
國3北向路段,非主線資料,燕巢系統,出口,12718,12774,12619
國3北向路段,非主線資料,田寮,出口,3174,3590,2871
國3北向路段,非主線資料,關廟服務區,出口,369,440,319
國3北向路段,非主線資料,關廟,出口,7958,9778,6110
國3北向路段,非主線資料,新化系統,出口,9621,10701,9852
國3北向路段,非主線資料,善化,出口,4456,4532,4493
國3北向路段,非主線資料,官田系統,出口,8071,7992,6094
國3北向路段,非主線資料,烏山頭,出口,3564,3381,3083
國3北向路段,非主線資料,柳營,出口,3048,2726,3136
國3北向路段,非主線資料,東山服務區,出口,1238,1348,714
國3北向路段,非主線資料,白河,出口,3643,3902,2135
國3北向路段,非主線資料,水上系統,出口,3372,3659,2471
國3北向路段,非主線資料,中埔,出口,8714,8408,5402
國3北向路段,非主線資料,竹崎,出口,6653,6256,5809
國3北向路段,非主線資料,梅山,出口,5458,5146,4650
國3北向路段,非主線資料,古坑服務區,出口,566,656,349
國3北向路段,非主線資料,古坑(南),出口,1614,1615,1063
國3北向路段,非主線資料,古坑(北)&古坑系統,出口,4514,4726,3259
國3北向路段,非主線資料,斗六,出口,4224,4174,3930
國3北向路段,非主線資料,南雲,出口,2535,2290,1847
國3北向路段,非主線資料,竹山,出口,4787,4337,2679
國3北向路段,非主線資料,名間,出口,2103,2688,1813
國3北向路段,非主線資料,南投服務區,出口,1482,1521,1130
國3北向路段,非主線資料,南投,出口,2758,2935,2811
國3北向路段,非主線資料,中興,出口,4998,4211,4801
國3北向路段,非主線資料,中興系統,出口,6563,6451,5698
國3北向路段,非主線資料,草屯,出口,3441,3594,3492
國3北向路段,非主線資料,霧峰系統,出口,7374,5764,4880
國3北向路段,非主線資料,霧峰,出口,34929,38416,28924
國3北向路段,非主線資料,中投,出口,11923,12168,10690
國3北向路段,非主線資料,烏日,出口,4805,4624,6357
國3北向路段,非主線資料,快官,出口,23216,23684,23385
國3北向路段,非主線資料,彰化系統,出口,15019,14536,14518
國3北向路段,非主線資料,和美,出口,14594,12456,15660
國3北向路段,非主線資料,龍井,出口,10948,11177,11247
國3北向路段,非主線資料,沙鹿,出口,9914,9121,10148
國3北向路段,非主線資料,清水服務區,出口,922,1071,690
國3北向路段,非主線資料,中港系統,出口,7313,6649,7855
國3北向路段,非主線資料,大甲,出口,10991,10120,10381
國3北向路段,非主線資料,苑裡,出口,8601,7586,8313
國3北向路段,非主線資料,通霄,出口,3864,4144,2437
國3北向路段,非主線資料,西湖服務區,出口,382,499,460
國3北向路段,非主線資料,後龍,出口,3126,3990,2897
國3北向路段,非主線資料,大山,出口,995,1355,842
國3北向路段,非主線資料,竹南,出口,5290,6209,4379
國3北向路段,非主線資料,香山,出口,4101,4148,5288
國3北向路段,非主線資料,茄苳,出口,5810,6463,5960
國3北向路段,非主線資料,新竹系統,出口,27826,29055,28267
國3北向路段,非主線資料,寶山,出口,5226,4919,7985
國3北向路段,非主線資料,竹林,出口,7081,6352,7336
國3北向路段,非主線資料,關西,出口,3192,2976,2722
國3北向路段,非主線資料,關西服務區,出口,1090,1425,819
國3北向路段,非主線資料,高原,出口,3540,4448,3198
國3北向路段,非主線資料,龍潭,出口,5790,7352,5732
國3北向路段,非主線資料,大溪,出口,10371,10564,9234
國3北向路段,非主線資料,鶯歌系統,出口,23098,22452,23467
國3北向路段,非主線資料,三鶯,出口,18555,17216,18222
國3北向路段,非主線資料,土城,出口,38384,37353,38038
國3北向路段,非主線資料,中和,出口,37322,36318,34140
國3北向路段,非主線資料,安坑,出口,25423,24513,26715
國3北向路段,非主線資料,新店,出口,8682,8376,9421
國3北向路段,非主線資料,木柵,出口,15448,13340,15205
國3北向路段,非主線資料,南港系統,出口,18478,14419,12458
國3北向路段,非主線資料,南港,出口,14890,14862,18043
國3北向路段,非主線資料,新台五路,出口,14427,13379,18101
國3北向路段,非主線資料,汐止系統,出口,28302,28010,28880
國3北向路段,非主線資料,瑪東系統,出口,3739,1974,2239
國3北向路段,非主線資料,基金,出口,24108,20750,21797
國5北向路段,非主線資料,羅東,出口,3046,1720,3168
國5北向路段,非主線資料,宜蘭(壯圍),出口,5037,2691,5094
國5北向路段,非主線資料,頭城,出口,4936,2638,4368
國5北向路段,非主線資料,坪林交控專用道,出口,488,375,384
國5北向路段,非主線資料,石碇,出口,2941,3596,2598
國5北向路段,非主線資料,南港系統,出口,35030,39103,28036
國1高架北向路段,非主線資料,中壢轉接道,出口,13370,13985,14745
國1高架北向路段,非主線資料,機場系統,出口,7060,7209,7612
國1高架北向路段,非主線資料,泰山轉接道,出口,33937,33117,29314
國1高架北向路段,非主線資料,環北,出口,25084,24082,25164
國1高架北向路段,非主線資料,下塔悠北上出口匝道,出口,6071,5451,8403
國1高架北向路段,非主線資料,堤頂,出口,17354,16394,20480
國1高架北向路段,非主線資料,汐止端,出口,39013,33308,32772
國3甲西向路段,非主線資料,萬芳,出口,17758,16494,18878
國3甲西向路段,非主線資料,台北端,出口,20456,18719,21444
國2西向路段,非主線資料,大湳,出口,22843,21617,24047
國2西向路段,非主線資料,南桃園,出口,18594,16976,19724
國2西向路段,非主線資料,機場系統,出口,48455,44453,47484
國2西向路段,非主線資料,大竹,出口,25557,23557,25709
國2西向路段,非主線資料,大園,出口,28643,24368,33459
國2西向路段,非主線資料,機場端,出口,38416,41006,40934
國4西向路段,非主線資料,潭子,出口,12184,11057,13439
國4西向路段,非主線資料,豐勢,出口,9556,9075,7833
國4西向路段,非主線資料,台中系統,出口,22635,21882,19554
國4西向路段,非主線資料,神岡,出口,6375,5629,8374
國4西向路段,非主線資料,中港系統,出口,19390,19159,15846
國4西向路段,非主線資料,清水端,出口,18663,16206,19271
國6西向路段,非主線資料,愛蘭,出口,448,490,404
國6西向路段,非主線資料,國姓,出口,507,430,642
國6西向路段,非主線資料,東草屯,出口,1104,1443,954
國6西向路段,非主線資料,舊正,出口,2636,3551,2223
國6西向路段,非主線資料,霧峰系統,出口,24940,28346,19936
國8西向路段,非主線資料,新化系統,出口,4146,4095,3653
國8西向路段,非主線資料,新市,出口,4757,5718,4612
國8西向路段,非主線資料,台南系統,出口,17872,17428,19038
國8西向路段,非主線資料,新吉,出口,7768,7148,7236
國8西向路段,非主線資料,台南端,出口,11861,11039,11558
國10西向路段,非主線資料,燕巢系統,出口,6707,6532,5163
國10西向路段,非主線資料,燕巢,出口,9434,9990,9348
國10西向路段,非主線資料,仁武,出口,9887,9505,10466
國10西向路段,非主線資料,鼎金系統,出口,23546,23456,26610
國10西向路段,非主線資料,左營端,出口,45127,45104,42489
