年,月,縣市,行政區,店面數,土地面積,超商密度
2022,5,南投縣,名間鄉,6,83.0955,0.072206
2022,5,南投縣,竹山鎮,16,247.3339,0.06469
2022,5,南投縣,信義鄉,1,1422.42,0.000703
2022,5,南投縣,南投市,25,71.6021,0.349152
2022,5,南投縣,埔里鎮,32,162.2227,0.19726
2022,5,南投縣,草屯鎮,19,104.0327,0.182635
2022,5,南投縣,國姓鄉,2,175.7042,0.011383
2022,5,南投縣,魚池鄉,9,121.3735,0.074151
2022,5,南投縣,鹿谷鄉,7,141.8981,0.049331
2022,5,南投縣,集集鎮,2,49.7268,0.04022
2022,5,屏東縣,九如鄉,8,42.0187,0.190391
2022,5,屏東縣,三地門鄉,1,196.3965,0.005092
2022,5,屏東縣,內埔鄉,22,81.8554,0.268767
2022,5,屏東縣,竹田鄉,2,29.0732,0.068792
2022,5,屏東縣,牡丹鄉,1,181.8366,0.005499
2022,5,屏東縣,車城鄉,5,49.8517,0.100297
2022,5,屏東縣,里港鄉,4,68.9208,0.058038
2022,5,屏東縣,佳冬鄉,5,30.9842,0.161373
2022,5,屏東縣,枋山鄉,3,17.2697,0.173715
2022,5,屏東縣,枋寮鄉,9,57.7347,0.155885
2022,5,屏東縣,東港鎮,14,29.4635,0.475164
2022,5,屏東縣,林邊鄉,3,15.6233,0.192021
2022,5,屏東縣,長治鄉,10,39.8861,0.250714
2022,5,屏東縣,南州鄉,3,18.97,0.158144
2022,5,屏東縣,屏東市,50,65.067,0.768439
2022,5,屏東縣,恆春鎮,15,136.763,0.109679
2022,5,屏東縣,崁頂鄉,3,31.2659,0.095951
2022,5,屏東縣,泰武鄉,1,118.6266,0.00843
2022,5,屏東縣,琉球鄉,2,6.8018,0.29404
2022,5,屏東縣,高樹鄉,2,90.1522,0.022185
2022,5,屏東縣,新埤鄉,4,59.0102,0.067785
2022,5,屏東縣,新園鄉,8,38.3109,0.208818
2022,5,屏東縣,獅子鄉,1,301.0018,0.003322
2022,5,屏東縣,萬丹鄉,11,57.4679,0.191411
2022,5,屏東縣,萬巒鄉,5,60.7315,0.08233
2022,5,屏東縣,滿州鄉,1,142.2013,0.007032
2022,5,屏東縣,瑪家鄉,1,78.7008,0.012706
2022,5,屏東縣,潮州鎮,18,42.4331,0.424197
2022,5,屏東縣,霧臺鄉,1,278.796,0.003587
2022,5,屏東縣,麟洛鄉,1,16.26,0.061501
2022,5,屏東縣,鹽埔鄉,4,64.3493,0.062161
2022,5,苗栗縣,三義鄉,6,69.3424,0.086527
2022,5,苗栗縣,三灣鄉,2,52.2964,0.038244
2022,5,苗栗縣,大湖鄉,5,90.8396,0.055042
2022,5,苗栗縣,公館鄉,8,71.4523,0.111963
2022,5,苗栗縣,竹南鎮,39,37.5592,1.038361
2022,5,苗栗縣,西湖鄉,1,41.0758,0.024345
2022,5,苗栗縣,卓蘭鎮,5,76.3153,0.065518
2022,5,苗栗縣,南庄鄉,3,165.4938,0.018128
2022,5,苗栗縣,後龍鎮,11,75.8079,0.145104
2022,5,苗栗縣,苗栗市,36,37.8878,0.950174
2022,5,苗栗縣,苑裡鎮,16,68.2473,0.234442
2022,5,苗栗縣,泰安鄉,3,614.5127,0.004882
2022,5,苗栗縣,通霄鎮,6,107.8486,0.055634
2022,5,苗栗縣,造橋鄉,3,47.9978,0.062503
2022,5,苗栗縣,獅潭鄉,2,79.4324,0.025179
2022,5,苗栗縣,銅鑼鄉,7,78.3805,0.089308
2022,5,苗栗縣,頭份市,50,53.3205,0.937726
2022,5,苗栗縣,頭屋鄉,4,52.5046,0.076184
2022,5,桃園市,八德區,87,33.7111,2.580752
2022,5,桃園市,大園區,48,87.3925,0.549246
2022,5,桃園市,大溪區,27,105.1206,0.256848
2022,5,桃園市,中壢區,185,76.52,2.417669
2022,5,桃園市,平鎮區,80,47.7532,1.67528
2022,5,桃園市,桃園區,184,34.8046,5.286658
2022,5,桃園市,復興區,1,350.7775,0.002851
2022,5,桃園市,新屋區,15,85.0166,0.176436
2022,5,桃園市,楊梅區,70,89.1229,0.785432
2022,5,桃園市,龍潭區,54,75.2341,0.71776
2022,5,桃園市,龜山區,99,72.0177,1.374662
2022,5,桃園市,蘆竹區,94,75.5025,1.244992
2022,5,桃園市,觀音區,29,87.9807,0.329618
2022,5,高雄市,三民區,83,19.7866,4.194758
2022,5,高雄市,大社區,11,26.5848,0.41377
2022,5,高雄市,大寮區,42,71.04,0.591216
2022,5,高雄市,大樹區,10,66.9811,0.149296
2022,5,高雄市,小港區,33,45.4426,0.726191
2022,5,高雄市,仁武區,39,36.0808,1.080907
2022,5,高雄市,內門區,3,95.6224,0.031373
2022,5,高雄市,六龜區,1,194.1584,0.00515
2022,5,高雄市,左營區,70,19.3823,3.611543
2022,5,高雄市,永安區,1,22.6141,0.04422
2022,5,高雄市,田寮區,1,92.6802,0.01079
2022,5,高雄市,甲仙區,1,124.034,0.008062
2022,5,高雄市,杉林區,2,104.0036,0.01923
2022,5,高雄市,那瑪夏區,1,252.9895,0.003953
2022,5,高雄市,岡山區,35,47.9421,0.730047
2022,5,高雄市,林園區,17,32.286,0.526544
2022,5,高雄市,阿蓮區,4,34.6164,0.115552
2022,5,高雄市,前金區,17,1.8573,9.153071
2022,5,高雄市,前鎮區,55,19.1207,2.876464
2022,5,高雄市,美濃區,5,120.0316,0.041656
2022,5,高雄市,茄萣區,5,15.7624,0.317211
2022,5,高雄市,茂林區,1,194,0.005155
2022,5,高雄市,苓雅區,62,8.1522,7.605309
2022,5,高雄市,桃源區,1,928.98,0.001076
2022,5,高雄市,梓官區,8,11.5967,0.689851
2022,5,高雄市,鳥松區,15,24.5927,0.609937
2022,5,高雄市,湖內區,4,20.1615,0.198398
2022,5,高雄市,新興區,30,1.9764,15.179113
2022,5,高雄市,楠梓區,57,25.8276,2.206941
2022,5,高雄市,路竹區,16,48.4348,0.330341
2022,5,高雄市,鼓山區,66,14.7523,4.473879
2022,5,高雄市,旗山區,3,94.6122,0.031708
2022,5,高雄市,旗津區,4,1.7341,2.306672
2022,5,高雄市,鳳山區,99,26.759,3.69969
2022,5,高雄市,橋頭區,13,25.9379,0.501197
2022,5,高雄市,燕巢區,7,65.395,0.107042
2022,5,高雄市,彌陀區,4,14.7772,0.270687
2022,5,高雄市,鹽埕區,13,1.4161,9.180142
2022,5,基隆市,七堵區,23,56.2659,0.408773
2022,5,基隆市,中山區,14,10.5238,1.330318
2022,5,基隆市,中正區,28,10.2118,2.741926
2022,5,基隆市,仁愛區,31,4.2335,7.322546
2022,5,基隆市,安樂區,33,18.025,1.830791
2022,5,基隆市,信義區,20,10.6706,1.874309
2022,5,基隆市,暖暖區,13,22.8283,0.569469
2022,5,連江縣,北竿鄉,3,9.9,0.30303
2022,5,連江縣,東引鄉,1,3.8,0.263158
2022,5,連江縣,南竿鄉,5,10.4,0.480769
2022,5,連江縣,莒光鄉,1,4.7,0.212766
2022,5,雲林縣,二崙鄉,4,59.5625,0.067156
2022,5,雲林縣,口湖鄉,4,80.4612,0.049713
2022,5,雲林縣,土庫鎮,6,49.0212,0.122396
2022,5,雲林縣,大埤鄉,4,44.9973,0.088894
2022,5,雲林縣,元長鄉,2,71.5872,0.027938
2022,5,雲林縣,斗六市,43,93.7151,0.458837
2022,5,雲林縣,斗南鎮,12,48.1505,0.249219
2022,5,雲林縣,北港鎮,7,41.4999,0.168675
2022,5,雲林縣,古坑鄉,5,166.6059,0.030011
2022,5,雲林縣,四湖鄉,4,77.1189,0.051868
2022,5,雲林縣,西螺鎮,16,49.7985,0.321295
2022,5,雲林縣,東勢鄉,1,48.3562,0.02068
2022,5,雲林縣,林內鄉,2,37.6035,0.053187
2022,5,雲林縣,虎尾鎮,36,68.742,0.523697
2022,5,雲林縣,崙背鄉,4,58.484,0.068395
2022,5,雲林縣,麥寮鄉,12,80.1668,0.149688
2022,5,雲林縣,莿桐鄉,7,50.8502,0.137659
2022,5,雲林縣,臺西鄉,6,54.0983,0.110909
2022,5,雲林縣,褒忠鄉,4,37.0552,0.107947
2022,5,新北市,八里區,25,39.4933,0.633019
2022,5,新北市,三芝區,6,65.9909,0.090922
2022,5,新北市,三重區,179,16.317,10.970154
2022,5,新北市,三峽區,44,191.4508,0.229824
2022,5,新北市,土城區,86,29.5578,2.909553
2022,5,新北市,中和區,164,20.144,8.141382
2022,5,新北市,五股區,44,34.8632,1.262076
2022,5,新北市,平溪區,4,71.3382,0.056071
2022,5,新北市,永和區,65,5.7138,11.375967
2022,5,新北市,石門區,1,51.2645,0.019507
2022,5,新北市,石碇區,2,144.3498,0.013855
2022,5,新北市,汐止區,94,71.2354,1.319569
2022,5,新北市,坪林區,1,170.835,0.005854
2022,5,新北市,林口區,64,54.1519,1.181861
2022,5,新北市,板橋區,225,23.1373,9.724557
2022,5,新北市,金山區,5,49.2132,0.101599
2022,5,新北市,泰山區,24,19.1603,1.25259
2022,5,新北市,烏來區,2,321.1306,0.006228
2022,5,新北市,貢寮區,6,99.9734,0.060016
2022,5,新北市,淡水區,110,70.6565,1.556828
2022,5,新北市,深坑區,8,20.5787,0.388751
2022,5,新北市,新店區,128,120.2255,1.064666
2022,5,新北市,新莊區,153,19.7383,7.751427
2022,5,新北市,瑞芳區,15,70.7336,0.212063
2022,5,新北市,萬里區,4,63.3766,0.063115
2022,5,新北市,樹林區,68,33.1288,2.052595
2022,5,新北市,蘆洲區,80,7.4351,10.759774
2022,5,新北市,鶯歌區,29,21.1248,1.372794
2022,5,新竹市,北區,57,15.7267,3.624409
2022,5,新竹市,東區,104,33.5768,3.097377
2022,5,新竹市,香山區,31,54.8491,0.565187
2022,5,新竹縣,五峰鄉,1,227.728,0.004391
2022,5,新竹縣,北埔鄉,2,50.6676,0.039473
2022,5,新竹縣,尖石鄉,1,527.5795,0.001895
2022,5,新竹縣,竹北市,131,46.8341,2.797107
2022,5,新竹縣,竹東鎮,30,53.5133,0.560608
2022,5,新竹縣,芎林鄉,8,40.7858,0.196147
2022,5,新竹縣,峨眉鄉,1,46.801,0.021367
2022,5,新竹縣,湖口鄉,49,58.4303,0.838606
2022,5,新竹縣,新埔鎮,19,72.1911,0.26319
2022,5,新竹縣,新豐鄉,22,46.3496,0.474653
2022,5,新竹縣,橫山鄉,3,66.3502,0.045215
2022,5,新竹縣,關西鎮,5,125.5193,0.039835
2022,5,新竹縣,寶山鄉,7,64.7871,0.108046
2022,5,嘉義市,西區,55,29.87,1.841312
2022,5,嘉義市,東區,41,30.1556,1.359615
2022,5,嘉義縣,大林鎮,12,64.1663,0.187014
2022,5,嘉義縣,大埔鄉,1,173.2472,0.005772
2022,5,嘉義縣,中埔鄉,12,129.5016,0.092663
2022,5,嘉義縣,六腳鄉,2,62.2619,0.032122
2022,5,嘉義縣,太保市,10,66.8964,0.149485
2022,5,嘉義縣,水上鄉,13,69.1198,0.188079
2022,5,嘉義縣,布袋鎮,8,61.7307,0.129595
2022,5,嘉義縣,民雄鄉,26,85.4969,0.304105
2022,5,嘉義縣,朴子市,16,49.5737,0.322752
2022,5,嘉義縣,竹崎鄉,1,162.2256,0.006164
2022,5,嘉義縣,東石鄉,4,81.5821,0.04903
2022,5,嘉義縣,梅山鄉,5,119.7571,0.041751
2022,5,嘉義縣,鹿草鄉,1,54.3151,0.018411
2022,5,嘉義縣,番路鄉,3,117.5269,0.025526
2022,5,嘉義縣,新港鄉,6,66.0495,0.090841
2022,5,嘉義縣,義竹鄉,2,79.2925,0.025223
2022,5,彰化縣,二水鄉,3,29.4449,0.101885
2022,5,彰化縣,二林鎮,15,92.8478,0.161555
2022,5,彰化縣,大村鄉,6,30.7837,0.194908
2022,5,彰化縣,大城鄉,2,63.7406,0.031377
2022,5,彰化縣,北斗鎮,10,19.2547,0.519354
2022,5,彰化縣,永靖鄉,10,20.6382,0.484538
2022,5,彰化縣,田中鎮,10,34.6056,0.288971
2022,5,彰化縣,田尾鄉,4,24.0375,0.166407
2022,5,彰化縣,竹塘鄉,2,42.1662,0.047431
2022,5,彰化縣,伸港鄉,1,22.3268,0.044789
2022,5,彰化縣,秀水鄉,5,29.3447,0.170389
2022,5,彰化縣,和美鎮,28,39.9345,0.701148
2022,5,彰化縣,社頭鄉,14,36.1449,0.38733
2022,5,彰化縣,芳苑鄉,6,91.3827,0.065658
2022,5,彰化縣,花壇鄉,12,36.3469,0.330152
2022,5,彰化縣,芬園鄉,2,38.0204,0.052603
2022,5,彰化縣,員林市,35,40.038,0.87417
2022,5,彰化縣,埔心鄉,8,20.9526,0.381814
2022,5,彰化縣,埔鹽鄉,6,38.6081,0.155408
2022,5,彰化縣,埤頭鄉,8,42.7508,0.187131
2022,5,彰化縣,鹿港鎮,27,39.4625,0.684194
2022,5,彰化縣,溪州鄉,5,75.831,0.065936
2022,5,彰化縣,溪湖鎮,10,32.0592,0.311923
2022,5,彰化縣,彰化市,66,65.6947,1.004647
2022,5,彰化縣,福興鄉,12,49.8934,0.240513
2022,5,彰化縣,線西鄉,4,18.0856,0.22117
2022,5,臺中市,大甲區,25,58.5192,0.42721
2022,5,臺中市,大安區,3,27.4045,0.109471
2022,5,臺中市,大肚區,15,37.0024,0.405379
2022,5,臺中市,大里區,67,28.8758,2.320282
2022,5,臺中市,大雅區,28,32.4109,0.863907
2022,5,臺中市,中區,21,0.8803,23.855504
2022,5,臺中市,太平區,57,120.7473,0.47206
2022,5,臺中市,北屯區,96,62.7034,1.531017
2022,5,臺中市,北區,62,6.9376,8.936808
2022,5,臺中市,外埔區,1,42.4099,0.023579
2022,5,臺中市,石岡區,4,18.2105,0.219653
2022,5,臺中市,后里區,24,58.9439,0.407167
2022,5,臺中市,西屯區,125,39.8467,3.137023
2022,5,臺中市,西區,39,5.7042,6.837068
2022,5,臺中市,沙鹿區,40,40.4604,0.988621
2022,5,臺中市,和平區,4,1037.8199,0.003854
2022,5,臺中市,東區,31,9.2855,3.338539
2022,5,臺中市,東勢區,6,117.4065,0.051104
2022,5,臺中市,南屯區,67,31.2578,2.143465
2022,5,臺中市,南區,43,6.8101,6.314151
2022,5,臺中市,烏日區,31,43.4032,0.714233
2022,5,臺中市,神岡區,20,35.0445,0.570703
2022,5,臺中市,梧棲區,32,16.6049,1.927142
2022,5,臺中市,清水區,22,64.1709,0.342835
2022,5,臺中市,新社區,3,68.8874,0.043549
2022,5,臺中市,潭子區,30,25.8497,1.160555
2022,5,臺中市,龍井區,25,38.0377,0.657243
2022,5,臺中市,豐原區,42,41.1845,1.019801
2022,5,臺中市,霧峰區,26,98.0779,0.265095
2022,5,臺北市,士林區,98,62.3682,1.571314
2022,5,臺北市,大同區,49,5.6815,8.624483
2022,5,臺北市,大安區,123,11.3614,10.826131
2022,5,臺北市,中山區,164,13.6821,11.986464
2022,5,臺北市,中正區,101,7.6071,13.27707
2022,5,臺北市,內湖區,139,31.5787,4.401701
2022,5,臺北市,文山區,75,31.509,2.380272
2022,5,臺北市,北投區,70,56.8216,1.231926
2022,5,臺北市,松山區,99,9.2878,10.659144
2022,5,臺北市,信義區,93,11.2077,8.297867
2022,5,臺北市,南港區,58,21.8424,2.655386
2022,5,臺北市,萬華區,73,8.8522,8.246538
2022,5,臺東縣,大武鄉,1,69.1454,0.014462
2022,5,臺東縣,太麻里鄉,4,96.6523,0.041385
2022,5,臺東縣,成功鎮,3,143.9939,0.020834
2022,5,臺東縣,池上鄉,2,82.6854,0.024188
2022,5,臺東縣,卑南鄉,1,412.6871,0.002423
2022,5,臺東縣,東河鄉,1,210.1908,0.004758
2022,5,臺東縣,海端鄉,1,880.0382,0.001136
2022,5,臺東縣,達仁鄉,2,306.4454,0.006526
2022,5,臺東縣,臺東市,33,109.7691,0.300631
2022,5,臺東縣,關山鎮,3,58.7351,0.051077
2022,5,臺東縣,蘭嶼鄉,2,48.3892,0.041332
2022,5,臺南市,七股區,1,110.1492,0.009079
2022,5,臺南市,下營區,2,33.5291,0.05965
2022,5,臺南市,大內區,2,70.3125,0.028444
2022,5,臺南市,山上區,2,27.878,0.071741
2022,5,臺南市,中西區,33,6.26,5.271565
2022,5,臺南市,仁德區,26,50.7664,0.51215
2022,5,臺南市,六甲區,5,67.5471,0.074022
2022,5,臺南市,北門區,1,44.1003,0.022676
2022,5,臺南市,北區,32,10.434,3.066897
2022,5,臺南市,永康區,95,40.2753,2.358766
2022,5,臺南市,玉井區,3,76.3662,0.039284
2022,5,臺南市,白河區,8,126.4046,0.063289
2022,5,臺南市,安平區,26,11.0663,2.349475
2022,5,臺南市,安定區,11,31.27,0.351775
2022,5,臺南市,安南區,46,107.2016,0.429098
2022,5,臺南市,西港區,6,33.7666,0.17769
2022,5,臺南市,佳里區,23,38.9422,0.590619
2022,5,臺南市,官田區,4,70.7953,0.056501
2022,5,臺南市,東山區,4,124.9178,0.032021
2022,5,臺南市,東區,60,13.4156,4.472405
2022,5,臺南市,南化區,2,171.5198,0.01166
2022,5,臺南市,南區,44,27.2681,1.613607
2022,5,臺南市,後壁區,4,72.2189,0.055387
2022,5,臺南市,柳營區,5,61.2929,0.081576
2022,5,臺南市,將軍區,2,41.9796,0.047642
2022,5,臺南市,麻豆區,18,53.9744,0.333491
2022,5,臺南市,善化區,16,55.3097,0.28928
2022,5,臺南市,新化區,11,62.0579,0.177254
2022,5,臺南市,新市區,20,47.8096,0.418326
2022,5,臺南市,新營區,13,38.5386,0.337324
2022,5,臺南市,楠西區,3,109.6316,0.027364
2022,5,臺南市,學甲區,5,53.9919,0.092606
2022,5,臺南市,龍崎區,2,64.0814,0.03121
2022,5,臺南市,歸仁區,15,55.7913,0.268859
2022,5,臺南市,關廟區,9,53.6413,0.167781
2022,5,臺南市,鹽水區,4,52.2455,0.076562
2022,5,澎湖縣,七美鄉,1,6.9868,0.143127
2022,5,澎湖縣,白沙鄉,2,20.0875,0.099564
2022,5,澎湖縣,西嶼鄉,2,18.7148,0.106867
2022,5,澎湖縣,馬公市,28,33.9918,0.823728
2022,5,澎湖縣,湖西鄉,3,33.3008,0.090088
2022,6,宜蘭縣,三星鄉,7,144.2238,0.048536
2022,6,宜蘭縣,大同鄉,2,657.5442,0.003042
2022,6,宜蘭縣,五結鄉,12,38.8671,0.308744
2022,6,宜蘭縣,冬山鄉,14,79.8573,0.175313
2022,6,宜蘭縣,壯圍鄉,6,38.4769,0.155938
2022,6,宜蘭縣,宜蘭市,51,29.408,1.734222
2022,6,宜蘭縣,南澳鄉,3,740.652,0.00405
2022,6,宜蘭縣,員山鄉,3,111.9106,0.026807
2022,6,宜蘭縣,頭城鎮,12,100.893,0.118938
2022,6,宜蘭縣,礁溪鄉,12,101.4278,0.118311
2022,6,宜蘭縣,羅東鎮,33,11.3448,2.908822
2022,6,宜蘭縣,蘇澳鎮,18,89.0196,0.202203
2022,6,花蓮縣,玉里鎮,6,252.3719,0.023774
2022,6,花蓮縣,光復鄉,2,157.11,0.01273
2022,6,花蓮縣,吉安鄉,16,65.2582,0.24518
2022,6,花蓮縣,秀林鄉,6,1641.86,0.003654
2022,6,花蓮縣,卓溪鄉,1,1021.31,0.000979
2022,6,花蓮縣,花蓮市,34,29.4095,1.156089
2022,6,花蓮縣,富里鄉,2,176.3705,0.01134
2022,6,花蓮縣,新城鄉,5,29.4095,0.170013
2022,6,花蓮縣,瑞穗鄉,3,135.5862,0.022126
2022,6,花蓮縣,壽豐鄉,6,218.4448,0.027467
2022,6,花蓮縣,鳳林鎮,3,120.5181,0.024893
2022,6,金門縣,金沙鎮,3,41.19,0.072833
2022,6,金門縣,金城鎮,9,21.713,0.414498
2022,6,金門縣,金湖鎮,10,41.696,0.239831
2022,6,金門縣,金寧鄉,7,29.854,0.234474
2022,6,金門縣,烈嶼鄉,1,16.003,0.062488
2022,6,南投縣,中寮鄉,1,146.6541,0.006819
2022,6,南投縣,仁愛鄉,5,1273.53,0.003926
2022,6,南投縣,水里鄉,3,106.8424,0.028079
2022,6,南投縣,名間鄉,6,83.0955,0.072206
2022,6,南投縣,竹山鎮,16,247.3339,0.06469
2022,6,南投縣,信義鄉,1,1422.42,0.000703
2022,6,南投縣,南投市,25,71.6021,0.349152
2022,6,南投縣,埔里鎮,32,162.2227,0.19726
2022,6,南投縣,草屯鎮,19,104.0327,0.182635
2022,6,南投縣,國姓鄉,2,175.7042,0.011383
2022,6,南投縣,魚池鄉,9,121.3735,0.074151
2022,6,南投縣,鹿谷鄉,7,141.8981,0.049331
2022,6,南投縣,集集鎮,2,49.7268,0.04022
2022,6,屏東縣,九如鄉,8,42.0187,0.190391
2022,6,屏東縣,三地門鄉,1,196.3965,0.005092
2022,6,屏東縣,內埔鄉,22,81.8554,0.268767
2022,6,屏東縣,竹田鄉,2,29.0732,0.068792
2022,6,屏東縣,牡丹鄉,1,181.8366,0.005499
2022,6,屏東縣,車城鄉,5,49.8517,0.100297
2022,6,屏東縣,里港鄉,4,68.9208,0.058038
2022,6,屏東縣,佳冬鄉,5,30.9842,0.161373
2022,6,屏東縣,枋山鄉,3,17.2697,0.173715
2022,6,屏東縣,枋寮鄉,9,57.7347,0.155885
2022,6,屏東縣,東港鎮,14,29.4635,0.475164
2022,6,屏東縣,林邊鄉,3,15.6233,0.192021
2022,6,屏東縣,長治鄉,10,39.8861,0.250714
2022,6,屏東縣,南州鄉,3,18.97,0.158144
2022,6,屏東縣,屏東市,50,65.067,0.768439
2022,6,屏東縣,恆春鎮,15,136.763,0.109679
2022,6,屏東縣,崁頂鄉,3,31.2659,0.095951
2022,6,屏東縣,泰武鄉,1,118.6266,0.00843
2022,6,屏東縣,琉球鄉,2,6.8018,0.29404
2022,6,屏東縣,高樹鄉,2,90.1522,0.022185
2022,6,屏東縣,新埤鄉,4,59.0102,0.067785
2022,6,屏東縣,新園鄉,8,38.3109,0.208818
2022,6,屏東縣,獅子鄉,1,301.0018,0.003322
2022,6,屏東縣,萬丹鄉,11,57.4679,0.191411
2022,6,屏東縣,萬巒鄉,5,60.7315,0.08233
2022,6,屏東縣,滿州鄉,1,142.2013,0.007032
2022,6,屏東縣,瑪家鄉,1,78.7008,0.012706
2022,6,屏東縣,潮州鎮,18,42.4331,0.424197
2022,6,屏東縣,霧臺鄉,1,278.796,0.003587
2022,6,屏東縣,麟洛鄉,1,16.26,0.061501
2022,6,屏東縣,鹽埔鄉,5,64.3493,0.077701
2022,6,苗栗縣,三義鄉,6,69.3424,0.086527
2022,6,苗栗縣,三灣鄉,2,52.2964,0.038244
2022,6,苗栗縣,大湖鄉,5,90.8396,0.055042
2022,6,苗栗縣,公館鄉,8,71.4523,0.111963
2022,6,苗栗縣,竹南鎮,39,37.5592,1.038361
2022,6,苗栗縣,西湖鄉,1,41.0758,0.024345
2022,6,苗栗縣,卓蘭鎮,5,76.3153,0.065518
2022,6,苗栗縣,南庄鄉,3,165.4938,0.018128
2022,6,苗栗縣,後龍鎮,11,75.8079,0.145104
2022,6,苗栗縣,苗栗市,36,37.8878,0.950174
2022,6,苗栗縣,苑裡鎮,16,68.2473,0.234442
2022,6,苗栗縣,泰安鄉,3,614.5127,0.004882
2022,6,苗栗縣,通霄鎮,6,107.8486,0.055634
2022,6,苗栗縣,造橋鄉,3,47.9978,0.062503
2022,6,苗栗縣,獅潭鄉,2,79.4324,0.025179
2022,6,苗栗縣,銅鑼鄉,7,78.3805,0.089308
2022,6,苗栗縣,頭份市,50,53.3205,0.937726
2022,6,苗栗縣,頭屋鄉,4,52.5046,0.076184
2022,6,桃園市,八德區,87,33.7111,2.580752
2022,6,桃園市,大園區,49,87.3925,0.560689
2022,6,桃園市,大溪區,27,105.1206,0.256848
2022,6,桃園市,中壢區,187,76.52,2.443806
2022,6,桃園市,平鎮區,80,47.7532,1.67528
2022,6,桃園市,桃園區,185,34.8046,5.315389
2022,6,桃園市,復興區,1,350.7775,0.002851
2022,6,桃園市,新屋區,15,85.0166,0.176436
2022,6,桃園市,楊梅區,70,89.1229,0.785432
2022,6,桃園市,龍潭區,54,75.2341,0.71776
2022,6,桃園市,龜山區,100,72.0177,1.388548
2022,6,桃園市,蘆竹區,94,75.5025,1.244992
2022,6,桃園市,觀音區,29,87.9807,0.329618
2022,6,高雄市,三民區,85,19.7866,4.295837
2022,6,高雄市,大社區,11,26.5848,0.41377
2022,6,高雄市,大寮區,43,71.04,0.605293
2022,6,高雄市,大樹區,10,66.9811,0.149296
2022,6,高雄市,小港區,34,45.4426,0.748197
2022,6,高雄市,仁武區,39,36.0808,1.080907
2022,6,高雄市,內門區,3,95.6224,0.031373
2022,6,高雄市,六龜區,1,194.1584,0.00515
2022,6,高雄市,左營區,70,19.3823,3.611543
2022,6,高雄市,永安區,1,22.6141,0.04422
2022,6,高雄市,田寮區,1,92.6802,0.01079
2022,6,高雄市,甲仙區,1,124.034,0.008062
2022,6,高雄市,杉林區,2,104.0036,0.01923
2022,6,高雄市,那瑪夏區,1,252.9895,0.003953
2022,6,高雄市,岡山區,35,47.9421,0.730047
2022,6,高雄市,林園區,17,32.286,0.526544
2022,6,高雄市,阿蓮區,4,34.6164,0.115552
2022,6,高雄市,前金區,17,1.8573,9.153071
2022,6,高雄市,前鎮區,55,19.1207,2.876464
2022,6,高雄市,美濃區,5,120.0316,0.041656
2022,6,高雄市,茄萣區,5,15.7624,0.317211
2022,6,高雄市,茂林區,1,194,0.005155
2022,6,高雄市,苓雅區,62,8.1522,7.605309
2022,6,高雄市,桃源區,1,928.98,0.001076
2022,6,高雄市,梓官區,8,11.5967,0.689851
2022,6,高雄市,鳥松區,15,24.5927,0.609937
2022,6,高雄市,湖內區,4,20.1615,0.198398
2022,6,高雄市,新興區,31,1.9764,15.685084
2022,6,高雄市,楠梓區,57,25.8276,2.206941
2022,6,高雄市,路竹區,16,48.4348,0.330341
2022,6,高雄市,鼓山區,67,14.7523,4.541665
2022,6,高雄市,旗山區,3,94.6122,0.031708
2022,6,高雄市,旗津區,4,1.7341,2.306672
2022,6,高雄市,鳳山區,99,26.759,3.69969
2022,6,高雄市,橋頭區,13,25.9379,0.501197
2022,6,高雄市,燕巢區,7,65.395,0.107042
2022,6,高雄市,彌陀區,4,14.7772,0.270687
2022,6,高雄市,鹽埕區,13,1.4161,9.180142
2022,6,基隆市,七堵區,23,56.2659,0.408773
2022,6,基隆市,中山區,14,10.5238,1.330318
2022,6,基隆市,中正區,28,10.2118,2.741926
2022,6,基隆市,仁愛區,31,4.2335,7.322546
2022,6,基隆市,安樂區,33,18.025,1.830791
2022,6,基隆市,信義區,20,10.6706,1.874309
2022,6,基隆市,暖暖區,13,22.8283,0.569469
2022,6,連江縣,北竿鄉,3,9.9,0.30303
2022,6,連江縣,東引鄉,1,3.8,0.263158
2022,6,連江縣,南竿鄉,5,10.4,0.480769
2022,6,連江縣,莒光鄉,1,4.7,0.212766
2022,6,雲林縣,二崙鄉,4,59.5625,0.067156
2022,6,雲林縣,口湖鄉,4,80.4612,0.049713
2022,6,雲林縣,土庫鎮,6,49.0212,0.122396
2022,6,雲林縣,大埤鄉,4,44.9973,0.088894
2022,6,雲林縣,元長鄉,2,71.5872,0.027938
2022,6,雲林縣,斗六市,44,93.7151,0.469508
2022,6,雲林縣,斗南鎮,12,48.1505,0.249219
2022,6,雲林縣,北港鎮,7,41.4999,0.168675
2022,6,雲林縣,古坑鄉,5,166.6059,0.030011
2022,6,雲林縣,四湖鄉,4,77.1189,0.051868
2022,6,雲林縣,西螺鎮,16,49.7985,0.321295
2022,6,雲林縣,東勢鄉,1,48.3562,0.02068
2022,6,雲林縣,林內鄉,2,37.6035,0.053187
2022,6,雲林縣,虎尾鎮,36,68.742,0.523697
2022,6,雲林縣,崙背鄉,4,58.484,0.068395
2022,6,雲林縣,麥寮鄉,12,80.1668,0.149688
2022,6,雲林縣,莿桐鄉,7,50.8502,0.137659
2022,6,雲林縣,臺西鄉,6,54.0983,0.110909
