日期,年,月,日,農曆,屬性,值
2019/9/29,2019,9,29,九月,白肉雞(門市價高屏),27.8
2019/9/29,2019,9,29,九月,雞蛋(大運輸價),27.5
2019/9/30,2019,9,30,初二,白肉雞(2.0Kg以上),26.3
2019/9/30,2019,9,30,初二,白肉雞(1.75-1.95Kg),26.3
2019/9/30,2019,9,30,初二,白肉雞(門市價高屏),27.8
2019/9/30,2019,9,30,初二,雞蛋(大運輸價),27.5
2019/10/1,2019,10,1,初三,白肉雞(2.0Kg以上),26.3
2019/10/1,2019,10,1,初三,白肉雞(1.75-1.95Kg),26.3
2019/10/1,2019,10,1,初三,白肉雞(門市價高屏),27.8
2019/10/1,2019,10,1,初三,雞蛋(大運輸價),27.5
2019/10/2,2019,10,2,初四,白肉雞(2.0Kg以上),26.3
2019/10/2,2019,10,2,初四,白肉雞(1.75-1.95Kg),26.3
2019/10/2,2019,10,2,初四,白肉雞(門市價高屏),27.8
2019/10/2,2019,10,2,初四,雞蛋(大運輸價),27.5
2019/10/3,2019,10,3,初五,白肉雞(2.0Kg以上),26.3
2019/10/3,2019,10,3,初五,白肉雞(1.75-1.95Kg),26.3
2019/10/3,2019,10,3,初五,白肉雞(門市價高屏),27.8
2019/10/3,2019,10,3,初五,雞蛋(大運輸價),27.5
2019/10/4,2019,10,4,初六,白肉雞(2.0Kg以上),26.3
2019/10/4,2019,10,4,初六,白肉雞(1.75-1.95Kg),26.3
2019/10/4,2019,10,4,初六,白肉雞(門市價高屏),27.8
2019/10/4,2019,10,4,初六,雞蛋(大運輸價),27.5
2019/10/5,2019,10,5,初七,白肉雞(2.0Kg以上),26.3
2019/10/5,2019,10,5,初七,白肉雞(1.75-1.95Kg),26.3
2019/10/5,2019,10,5,初七,白肉雞(門市價高屏),27.8
2019/10/5,2019,10,5,初七,雞蛋(大運輸價),27.5
2019/10/6,2019,10,6,初八,白肉雞(2.0Kg以上),26.3
2019/10/6,2019,10,6,初八,白肉雞(1.75-1.95Kg),26.3
2019/10/6,2019,10,6,初八,白肉雞(門市價高屏),27.8
2019/10/6,2019,10,6,初八,雞蛋(大運輸價),27.5
2019/10/7,2019,10,7,重陽,白肉雞(2.0Kg以上),26.3
2019/10/7,2019,10,7,重陽,白肉雞(1.75-1.95Kg),26.3
2019/10/7,2019,10,7,重陽,白肉雞(門市價高屏),27.8
2019/10/7,2019,10,7,重陽,雞蛋(大運輸價),27.5
2019/10/8,2019,10,8,寒露,白肉雞(2.0Kg以上),26.3
2019/10/8,2019,10,8,寒露,白肉雞(1.75-1.95Kg),26.3
2019/10/8,2019,10,8,寒露,白肉雞(門市價高屏),27.8
2019/10/8,2019,10,8,寒露,雞蛋(大運輸價),24.5
2019/10/9,2019,10,9,十一,白肉雞(2.0Kg以上),26.3
2019/10/9,2019,10,9,十一,白肉雞(1.75-1.95Kg),26.3
2019/10/9,2019,10,9,十一,白肉雞(門市價高屏),27.8
2019/10/9,2019,10,9,十一,雞蛋(大運輸價),24.5
2019/10/1,2019,10,10,十二,白肉雞(2.0Kg以上),26.3
2019/10/1,2019,10,10,十二,白肉雞(1.75-1.95Kg),26.3
2019/10/1,2019,10,10,十二,白肉雞(門市價高屏),27.8
2019/10/1,2019,10,10,十二,雞蛋(大運輸價),24.5
2019/10/1,2019,10,11,十三,白肉雞(2.0Kg以上),26.3
2019/10/1,2019,10,11,十三,白肉雞(1.75-1.95Kg),26.3
2019/10/1,2019,10,11,十三,白肉雞(門市價高屏),27.8
2019/10/1,2019,10,11,十三,雞蛋(大運輸價),24.5
2019/10/1,2019,10,12,十四,白肉雞(2.0Kg以上),26.3
2019/10/1,2019,10,12,十四,白肉雞(1.75-1.95Kg),26.3
2019/10/1,2019,10,12,十四,白肉雞(門市價高屏),27.8
2019/10/1,2019,10,12,十四,雞蛋(大運輸價),24.5
2019/10/1,2019,10,13,十五,白肉雞(2.0Kg以上),26.3
2019/10/1,2019,10,13,十五,白肉雞(1.75-1.95Kg),26.3
2019/10/1,2019,10,13,十五,白肉雞(門市價高屏),27.8
2019/10/1,2019,10,13,十五,雞蛋(大運輸價),24.5
2019/10/1,2019,10,14,十六,白肉雞(2.0Kg以上),26.3
2019/10/1,2019,10,14,十六,白肉雞(1.75-1.95Kg),26.3
2019/10/1,2019,10,14,十六,白肉雞(門市價高屏),27.8
2019/10/1,2019,10,14,十六,雞蛋(大運輸價),24.5
2019/10/1,2019,10,15,十七,白肉雞(2.0Kg以上),26.3
2019/10/1,2019,10,15,十七,白肉雞(1.75-1.95Kg),26.3
2019/10/1,2019,10,15,十七,白肉雞(門市價高屏),27.8
2019/10/1,2019,10,15,十七,雞蛋(大運輸價),24.5
2019/10/1,2019,10,16,十八,白肉雞(2.0Kg以上),26.3
2019/10/1,2019,10,16,十八,白肉雞(1.75-1.95Kg),26.3
2019/10/1,2019,10,16,十八,白肉雞(門市價高屏),27.8
2019/10/1,2019,10,16,十八,雞蛋(大運輸價),24.5
2019/10/1,2019,10,17,十九,白肉雞(2.0Kg以上),26.3
2019/10/1,2019,10,17,十九,白肉雞(1.75-1.95Kg),26.3
2019/10/1,2019,10,17,十九,白肉雞(門市價高屏),27.8
2019/10/1,2019,10,17,十九,雞蛋(大運輸價),24.5
2019/10/1,2019,10,18,二十,白肉雞(2.0Kg以上),26.3
2019/10/1,2019,10,18,二十,白肉雞(1.75-1.95Kg),26.3
2019/10/1,2019,10,18,二十,白肉雞(門市價高屏),27.8
2019/10/1,2019,10,18,二十,雞蛋(大運輸價),24.5
2019/10/1,2019,10,19,廿一,白肉雞(2.0Kg以上),26.3
2019/10/1,2019,10,19,廿一,白肉雞(1.75-1.95Kg),26.3
2019/10/1,2019,10,19,廿一,白肉雞(門市價高屏),27.8
2019/10/1,2019,10,19,廿一,雞蛋(大運輸價),24.5
2019/10/2,2019,10,20,廿二,白肉雞(2.0Kg以上),26.3
2019/10/2,2019,10,20,廿二,白肉雞(1.75-1.95Kg),26.3
2019/10/2,2019,10,20,廿二,白肉雞(門市價高屏),27.8
2019/10/2,2019,10,20,廿二,雞蛋(大運輸價),24.5
2019/10/2,2019,10,21,廿三,白肉雞(2.0Kg以上),26.3
2019/10/2,2019,10,21,廿三,白肉雞(1.75-1.95Kg),26.3
2019/10/2,2019,10,21,廿三,白肉雞(門市價高屏),27.8
2019/10/2,2019,10,21,廿三,雞蛋(大運輸價),24.5
2019/10/2,2019,10,22,廿四,白肉雞(2.0Kg以上),26.3
2019/10/2,2019,10,22,廿四,白肉雞(1.75-1.95Kg),26.3
2019/10/2,2019,10,22,廿四,白肉雞(門市價高屏),27.8
2019/10/2,2019,10,22,廿四,雞蛋(大運輸價),24.5
2019/10/2,2019,10,23,廿五,白肉雞(2.0Kg以上),26.3
2019/10/2,2019,10,23,廿五,白肉雞(1.75-1.95Kg),26.3
2019/10/2,2019,10,23,廿五,白肉雞(門市價高屏),27.8
2019/10/2,2019,10,23,廿五,雞蛋(大運輸價),24.5
2019/10/2,2019,10,24,霜降,白肉雞(2.0Kg以上),26.3
2019/10/2,2019,10,24,霜降,白肉雞(1.75-1.95Kg),26.3
2019/10/2,2019,10,24,霜降,白肉雞(門市價高屏),27.8
2019/10/2,2019,10,24,霜降,雞蛋(大運輸價),24.5
2019/10/2,2019,10,25,廿七,白肉雞(2.0Kg以上),26.3
2019/10/2,2019,10,25,廿七,白肉雞(1.75-1.95Kg),26.3
2019/10/2,2019,10,25,廿七,白肉雞(門市價高屏),27.8
2019/10/2,2019,10,25,廿七,雞蛋(大運輸價),24.5
2019/10/2,2019,10,26,廿八,白肉雞(2.0Kg以上),26.3
2019/10/2,2019,10,26,廿八,白肉雞(1.75-1.95Kg),26.3
2019/10/2,2019,10,26,廿八,白肉雞(門市價高屏),27.8
2019/10/2,2019,10,26,廿八,雞蛋(大運輸價),24.5
2019/10/2,2019,10,27,廿九,白肉雞(2.0Kg以上),26.3
2019/10/2,2019,10,27,廿九,白肉雞(1.75-1.95Kg),26.3
2019/10/2,2019,10,27,廿九,白肉雞(門市價高屏),27.8
2019/10/2,2019,10,27,廿九,雞蛋(大運輸價),24.5
2019/10/2,2019,10,28,十月,白肉雞(2.0Kg以上),26.3
2019/10/2,2019,10,28,十月,白肉雞(1.75-1.95Kg),26.3
2019/10/2,2019,10,28,十月,白肉雞(門市價高屏),27.8
2019/10/2,2019,10,28,十月,雞蛋(大運輸價),24.5
2019/10/2,2019,10,29,初二,白肉雞(2.0Kg以上),26.3
2019/10/2,2019,10,29,初二,白肉雞(1.75-1.95Kg),26.3
2019/10/2,2019,10,29,初二,白肉雞(門市價高屏),27.8
2019/10/2,2019,10,29,初二,雞蛋(大運輸價),24.5
2019/10/3,2019,10,30,初三,白肉雞(2.0Kg以上),26.3
2019/10/3,2019,10,30,初三,白肉雞(1.75-1.95Kg),26.3
2019/10/3,2019,10,30,初三,白肉雞(門市價高屏),27.8
2019/10/3,2019,10,30,初三,雞蛋(大運輸價),26.5
2019/10/3,2019,10,31,初四,白肉雞(2.0Kg以上),26.3
2019/10/3,2019,10,31,初四,白肉雞(1.75-1.95Kg),26.3
2019/10/3,2019,10,31,初四,白肉雞(門市價高屏),27.8
2019/10/3,2019,10,31,初四,雞蛋(大運輸價),26.5
2019/11/1,2019,11,1,初五,白肉雞(2.0Kg以上),26.3
2019/11/1,2019,11,1,初五,白肉雞(1.75-1.95Kg),26.3
2019/11/1,2019,11,1,初五,白肉雞(門市價高屏),27.8
2019/11/1,2019,11,1,初五,雞蛋(大運輸價),26.5
2019/11/2,2019,11,2,初六,白肉雞(2.0Kg以上),26.3
2019/11/2,2019,11,2,初六,白肉雞(1.75-1.95Kg),26.3
2019/11/2,2019,11,2,初六,白肉雞(門市價高屏),27.8
2019/11/2,2019,11,2,初六,雞蛋(大運輸價),26.5
2019/11/3,2019,11,3,初七,白肉雞(2.0Kg以上),26.3
2019/11/3,2019,11,3,初七,白肉雞(1.75-1.95Kg),26.3
2019/11/3,2019,11,3,初七,白肉雞(門市價高屏),27.8
2019/11/3,2019,11,3,初七,雞蛋(大運輸價),26.5
2019/11/4,2019,11,4,初八,白肉雞(2.0Kg以上),26.3
2019/11/4,2019,11,4,初八,白肉雞(1.75-1.95Kg),26.3
2019/11/4,2019,11,4,初八,白肉雞(門市價高屏),27.8
2019/11/4,2019,11,4,初八,雞蛋(大運輸價),26.5
2019/11/5,2019,11,5,初九,白肉雞(2.0Kg以上),26.3
2019/11/5,2019,11,5,初九,白肉雞(1.75-1.95Kg),26.3
2019/11/5,2019,11,5,初九,白肉雞(門市價高屏),27.8
2019/11/5,2019,11,5,初九,雞蛋(大運輸價),26.5
2019/11/6,2019,11,6,初十,白肉雞(2.0Kg以上),26.3
2019/11/6,2019,11,6,初十,白肉雞(1.75-1.95Kg),26.3
2019/11/6,2019,11,6,初十,白肉雞(門市價高屏),27.8
2019/11/6,2019,11,6,初十,雞蛋(大運輸價),26.5
2019/11/7,2019,11,7,十一,白肉雞(2.0Kg以上),26.3
2019/11/7,2019,11,7,十一,白肉雞(1.75-1.95Kg),26.3
2019/11/7,2019,11,7,十一,白肉雞(門市價高屏),27.8
2019/11/7,2019,11,7,十一,雞蛋(大運輸價),26.5
2019/11/8,2019,11,8,立冬,白肉雞(2.0Kg以上),26.3
2019/11/8,2019,11,8,立冬,白肉雞(1.75-1.95Kg),26.3
2019/11/8,2019,11,8,立冬,白肉雞(門市價高屏),27.8
2019/11/8,2019,11,8,立冬,雞蛋(大運輸價),26.5
2019/11/9,2019,11,9,十三,白肉雞(2.0Kg以上),26.3
2019/11/9,2019,11,9,十三,白肉雞(1.75-1.95Kg),26.3
2019/11/9,2019,11,9,十三,白肉雞(門市價高屏),27.8
2019/11/9,2019,11,9,十三,雞蛋(大運輸價),26.5
2019/11/1,2019,11,10,十四,白肉雞(2.0Kg以上),26.3
2019/11/1,2019,11,10,十四,白肉雞(1.75-1.95Kg),26.3
2019/11/1,2019,11,10,十四,白肉雞(門市價高屏),27.8
2019/11/1,2019,11,10,十四,雞蛋(大運輸價),26.5
2019/11/1,2019,11,11,十五,白肉雞(2.0Kg以上),26.3
2019/11/1,2019,11,11,十五,白肉雞(1.75-1.95Kg),26.3
2019/11/1,2019,11,11,十五,白肉雞(門市價高屏),27.8
2019/11/1,2019,11,11,十五,雞蛋(大運輸價),26.5
2019/11/1,2019,11,12,十六,白肉雞(2.0Kg以上),26.3
2019/11/1,2019,11,12,十六,白肉雞(1.75-1.95Kg),26.3
2019/11/1,2019,11,12,十六,白肉雞(門市價高屏),27.8
2019/11/1,2019,11,12,十六,雞蛋(大運輸價),26.5
2019/11/1,2019,11,13,十七,白肉雞(2.0Kg以上),26.3
2019/11/1,2019,11,13,十七,白肉雞(1.75-1.95Kg),26.3
2019/11/1,2019,11,13,十七,白肉雞(門市價高屏),27.8
2019/11/1,2019,11,13,十七,雞蛋(大運輸價),28.5
2019/11/1,2019,11,14,十八,白肉雞(2.0Kg以上),26.3
2019/11/1,2019,11,14,十八,白肉雞(1.75-1.95Kg),26.3
2019/11/1,2019,11,14,十八,白肉雞(門市價高屏),27.8
2019/11/1,2019,11,14,十八,雞蛋(大運輸價),28.5
2019/11/1,2019,11,15,十九,白肉雞(2.0Kg以上),26.3
2019/11/1,2019,11,15,十九,白肉雞(1.75-1.95Kg),26.3
2019/11/1,2019,11,15,十九,白肉雞(門市價高屏),27.8
2019/11/1,2019,11,15,十九,雞蛋(大運輸價),28.5
2019/11/1,2019,11,16,二十,白肉雞(2.0Kg以上),26.3
2019/11/1,2019,11,16,二十,白肉雞(1.75-1.95Kg),26.3
2019/11/1,2019,11,16,二十,白肉雞(門市價高屏),27.8
2019/11/1,2019,11,16,二十,雞蛋(大運輸價),28.5
2019/11/1,2019,11,17,廿一,白肉雞(2.0Kg以上),26.3
2019/11/1,2019,11,17,廿一,白肉雞(1.75-1.95Kg),26.3
2019/11/1,2019,11,17,廿一,白肉雞(門市價高屏),27.8
2019/11/1,2019,11,17,廿一,雞蛋(大運輸價),28.5
2019/11/1,2019,11,18,廿二,白肉雞(2.0Kg以上),26.3
2019/11/1,2019,11,18,廿二,白肉雞(1.75-1.95Kg),26.3
2019/11/1,2019,11,18,廿二,白肉雞(門市價高屏),27.8
2019/11/1,2019,11,18,廿二,雞蛋(大運輸價),28.5
2019/11/1,2019,11,19,廿三,白肉雞(2.0Kg以上),26.3
2019/11/1,2019,11,19,廿三,白肉雞(1.75-1.95Kg),26.3
2019/11/1,2019,11,19,廿三,白肉雞(門市價高屏),27.8
2019/11/1,2019,11,19,廿三,雞蛋(大運輸價),28.5
2019/11/2,2019,11,20,廿四,白肉雞(2.0Kg以上),26.3
2019/11/2,2019,11,20,廿四,白肉雞(1.75-1.95Kg),26.3
2019/11/2,2019,11,20,廿四,白肉雞(門市價高屏),27.8
2019/11/2,2019,11,20,廿四,雞蛋(大運輸價),28.5
2019/11/2,2019,11,21,廿五,白肉雞(2.0Kg以上),26.3
2019/11/2,2019,11,21,廿五,白肉雞(1.75-1.95Kg),26.3
2019/11/2,2019,11,21,廿五,白肉雞(門市價高屏),27.8
2019/11/2,2019,11,21,廿五,雞蛋(大運輸價),28.5
2019/11/2,2019,11,22,小雪,白肉雞(2.0Kg以上),26.3
2019/11/2,2019,11,22,小雪,白肉雞(1.75-1.95Kg),26.3
2019/11/2,2019,11,22,小雪,白肉雞(門市價高屏),27.8
2019/11/2,2019,11,22,小雪,雞蛋(大運輸價),28.5
2019/11/2,2019,11,23,廿七,白肉雞(2.0Kg以上),26.3
2019/11/2,2019,11,23,廿七,白肉雞(1.75-1.95Kg),26.3
2019/11/2,2019,11,23,廿七,白肉雞(門市價高屏),27.8
2019/11/2,2019,11,23,廿七,雞蛋(大運輸價),28.5
2019/11/2,2019,11,24,廿八,白肉雞(2.0Kg以上),26.3
2019/11/2,2019,11,24,廿八,白肉雞(1.75-1.95Kg),26.3
2019/11/2,2019,11,24,廿八,白肉雞(門市價高屏),27.8
2019/11/2,2019,11,24,廿八,雞蛋(大運輸價),28.5
2019/11/2,2019,11,25,廿九,白肉雞(2.0Kg以上),26.3
2019/11/2,2019,11,25,廿九,白肉雞(1.75-1.95Kg),26.3
2019/11/2,2019,11,25,廿九,白肉雞(門市價高屏),27.8
2019/11/2,2019,11,25,廿九,雞蛋(大運輸價),28.5
2019/11/2,2019,11,26,十一月,白肉雞(2.0Kg以上),26.3
2019/11/2,2019,11,26,十一月,白肉雞(1.75-1.95Kg),26.3
2019/11/2,2019,11,26,十一月,白肉雞(門市價高屏),27.8
2019/11/2,2019,11,26,十一月,雞蛋(大運輸價),28.5
2019/11/2,2019,11,27,初二,白肉雞(2.0Kg以上),26.3
2019/11/2,2019,11,27,初二,白肉雞(1.75-1.95Kg),26.3
2019/11/2,2019,11,27,初二,白肉雞(門市價高屏),27.8
2019/11/2,2019,11,27,初二,雞蛋(大運輸價),28.5
2019/11/2,2019,11,28,初三,白肉雞(2.0Kg以上),26.3
2019/11/2,2019,11,28,初三,白肉雞(1.75-1.95Kg),26.3
2019/11/2,2019,11,28,初三,白肉雞(門市價高屏),27.8
2019/11/2,2019,11,28,初三,雞蛋(大運輸價),28.5
2019/11/2,2019,11,29,初四,白肉雞(2.0Kg以上),26.3
2019/11/2,2019,11,29,初四,白肉雞(1.75-1.95Kg),26.3
2019/11/2,2019,11,29,初四,白肉雞(門市價高屏),27.8
2019/11/2,2019,11,29,初四,雞蛋(大運輸價),28.5
2019/11/3,2019,11,30,初五,白肉雞(2.0Kg以上),26.3
2019/11/3,2019,11,30,初五,白肉雞(1.75-1.95Kg),26.3
2019/11/3,2019,11,30,初五,白肉雞(門市價高屏),27.8
2019/11/3,2019,11,30,初五,雞蛋(大運輸價),28.5
2019/12/1,2019,12,1,初六,白肉雞(2.0Kg以上),26.3
2019/12/1,2019,12,1,初六,白肉雞(1.75-1.95Kg),26.3
2019/12/1,2019,12,1,初六,白肉雞(門市價高屏),27.8
2019/12/1,2019,12,1,初六,雞蛋(大運輸價),28.5
2019/12/2,2019,12,2,初七,白肉雞(2.0Kg以上),26.3
2019/12/2,2019,12,2,初七,白肉雞(1.75-1.95Kg),26.3
2019/12/2,2019,12,2,初七,白肉雞(門市價高屏),27.8
2019/12/2,2019,12,2,初七,雞蛋(大運輸價),28.5
2019/12/3,2019,12,3,初七,白肉雞(2.0Kg以上),26.3
2019/12/3,2019,12,3,初七,白肉雞(1.75-1.95Kg),26.3
2019/12/3,2019,12,3,初七,白肉雞(門市價高屏),27.8
2019/12/3,2019,12,3,初七,雞蛋(大運輸價),26.5
2019/12/4,2019,12,4,初九,白肉雞(2.0Kg以上),26.3
2019/12/4,2019,12,4,初九,白肉雞(1.75-1.95Kg),26.3
2019/12/4,2019,12,4,初九,白肉雞(門市價高屏),27.8
2019/12/4,2019,12,4,初九,雞蛋(大運輸價),26.5
2019/12/5,2019,12,5,初十,白肉雞(2.0Kg以上),26.3
2019/12/5,2019,12,5,初十,白肉雞(1.75-1.95Kg),26.3
2019/12/5,2019,12,5,初十,白肉雞(門市價高屏),27.8
2019/12/5,2019,12,5,初十,雞蛋(大運輸價),26.5
2019/12/6,2019,12,6,十一,白肉雞(2.0Kg以上),26.3
2019/12/6,2019,12,6,十一,白肉雞(1.75-1.95Kg),26.3
2019/12/6,2019,12,6,十一,白肉雞(門市價高屏),27.8
2019/12/6,2019,12,6,十一,雞蛋(大運輸價),26.5
2019/12/7,2019,12,7,大雪,白肉雞(2.0Kg以上),26.3
2019/12/7,2019,12,7,大雪,白肉雞(1.75-1.95Kg),26.3
2019/12/7,2019,12,7,大雪,白肉雞(門市價高屏),27.8
2019/12/7,2019,12,7,大雪,雞蛋(大運輸價),26.5
2019/12/8,2019,12,8,十三,白肉雞(2.0Kg以上),26.3
2019/12/8,2019,12,8,十三,白肉雞(1.75-1.95Kg),26.3
2019/12/8,2019,12,8,十三,白肉雞(門市價高屏),27.8
2019/12/8,2019,12,8,十三,雞蛋(大運輸價),26.5
2019/12/9,2019,12,9,十四,白肉雞(2.0Kg以上),26.3
2019/12/9,2019,12,9,十四,白肉雞(1.75-1.95Kg),26.3
2019/12/9,2019,12,9,十四,白肉雞(門市價高屏),27.8
2019/12/9,2019,12,9,十四,雞蛋(大運輸價),26.5
2019/12/1,2019,12,10,十五,白肉雞(2.0Kg以上),26.3
2019/12/1,2019,12,10,十五,白肉雞(1.75-1.95Kg),26.3
2019/12/1,2019,12,10,十五,白肉雞(門市價高屏),27.8
2019/12/1,2019,12,10,十五,雞蛋(大運輸價),26.5
2019/12/1,2019,12,11,十六,白肉雞(2.0Kg以上),26.3
2019/12/1,2019,12,11,十六,白肉雞(1.75-1.95Kg),26.3
2019/12/1,2019,12,11,十六,白肉雞(門市價高屏),27.8
2019/12/1,2019,12,11,十六,雞蛋(大運輸價),29.5
2019/12/1,2019,12,12,十七,白肉雞(2.0Kg以上),26.3
2019/12/1,2019,12,12,十七,白肉雞(1.75-1.95Kg),26.3
2019/12/1,2019,12,12,十七,白肉雞(門市價高屏),27.8
2019/12/1,2019,12,12,十七,雞蛋(大運輸價),29.5
2019/12/1,2019,12,13,十八,白肉雞(2.0Kg以上),26.3
2019/12/1,2019,12,13,十八,白肉雞(1.75-1.95Kg),26.3
2019/12/1,2019,12,13,十八,白肉雞(門市價高屏),27.8
2019/12/1,2019,12,13,十八,雞蛋(大運輸價),29.5
2019/12/1,2019,12,14,十九,白肉雞(2.0Kg以上),26.3
2019/12/1,2019,12,14,十九,白肉雞(1.75-1.95Kg),26.3
2019/12/1,2019,12,14,十九,白肉雞(門市價高屏),27.8
2019/12/1,2019,12,14,十九,雞蛋(大運輸價),29.5
2019/12/1,2019,12,15,二十,白肉雞(2.0Kg以上),26.3
2019/12/1,2019,12,15,二十,白肉雞(1.75-1.95Kg),26.3
2019/12/1,2019,12,15,二十,白肉雞(門市價高屏),27.8
2019/12/1,2019,12,15,二十,雞蛋(大運輸價),29.5
2019/12/1,2019,12,16,廿一,白肉雞(2.0Kg以上),26.3
2019/12/1,2019,12,16,廿一,白肉雞(1.75-1.95Kg),26.3
2019/12/1,2019,12,16,廿一,白肉雞(門市價高屏),27.8
2019/12/1,2019,12,16,廿一,雞蛋(大運輸價),29.5
2019/12/1,2019,12,17,廿二,白肉雞(2.0Kg以上),26.3
2019/12/1,2019,12,17,廿二,白肉雞(1.75-1.95Kg),26.3
2019/12/1,2019,12,17,廿二,白肉雞(門市價高屏),27.8
2019/12/1,2019,12,17,廿二,雞蛋(大運輸價),29.5
2019/12/1,2019,12,18,廿三,白肉雞(2.0Kg以上),26.3
2019/12/1,2019,12,18,廿三,白肉雞(1.75-1.95Kg),26.3
2019/12/1,2019,12,18,廿三,白肉雞(門市價高屏),27.8
2019/12/1,2019,12,18,廿三,雞蛋(大運輸價),29.5
2019/12/1,2019,12,19,廿四,白肉雞(2.0Kg以上),26.3
2019/12/1,2019,12,19,廿四,白肉雞(1.75-1.95Kg),26.3
2019/12/1,2019,12,19,廿四,白肉雞(門市價高屏),27.8
2019/12/1,2019,12,19,廿四,雞蛋(大運輸價),29.5
2019/12/2,2019,12,20,廿五,白肉雞(2.0Kg以上),26.3
2019/12/2,2019,12,20,廿五,白肉雞(1.75-1.95Kg),26.3
2019/12/2,2019,12,20,廿五,白肉雞(門市價高屏),27.8
2019/12/2,2019,12,20,廿五,雞蛋(大運輸價),29.5
2019/12/2,2019,12,21,廿六,白肉雞(2.0Kg以上),26.3
2019/12/2,2019,12,21,廿六,白肉雞(1.75-1.95Kg),26.3
2019/12/2,2019,12,21,廿六,白肉雞(門市價高屏),27.8
2019/12/2,2019,12,21,廿六,雞蛋(大運輸價),29.5
2019/12/2,2019,12,22,冬至,白肉雞(2.0Kg以上),26.3
2019/12/2,2019,12,22,冬至,白肉雞(1.75-1.95Kg),26.3
2019/12/2,2019,12,22,冬至,白肉雞(門市價高屏),27.8
2019/12/2,2019,12,22,冬至,雞蛋(大運輸價),29.5
2019/12/2,2019,12,23,廿八,白肉雞(2.0Kg以上),26.3
2019/12/2,2019,12,23,廿八,白肉雞(1.75-1.95Kg),26.3
2019/12/2,2019,12,23,廿八,白肉雞(門市價高屏),27.8
2019/12/2,2019,12,23,廿八,雞蛋(大運輸價),29.5
2019/12/2,2019,12,24,廿九,白肉雞(2.0Kg以上),26.5
2019/12/2,2019,12,24,廿九,白肉雞(1.75-1.95Kg),26.5
2019/12/2,2019,12,24,廿九,白肉雞(門市價高屏),28
2019/12/2,2019,12,24,廿九,雞蛋(大運輸價),27.5
2019/12/2,2019,12,25,三十,白肉雞(2.0Kg以上),26.5
2019/12/2,2019,12,25,三十,白肉雞(1.75-1.95Kg),26.5
2019/12/2,2019,12,25,三十,白肉雞(門市價高屏),28
2019/12/2,2019,12,25,三十,雞蛋(大運輸價),27.5
2019/12/2,2019,12,26,十二月,白肉雞(2.0Kg以上),26.5
2019/12/2,2019,12,26,十二月,白肉雞(1.75-1.95Kg),26.5
2019/12/2,2019,12,26,十二月,白肉雞(門市價高屏),28
2019/12/2,2019,12,26,十二月,雞蛋(大運輸價),27.5
2019/12/2,2019,12,27,初二,白肉雞(2.0Kg以上),26.5
2019/12/2,2019,12,27,初二,白肉雞(1.75-1.95Kg),26.5
2019/12/2,2019,12,27,初二,白肉雞(門市價高屏),28
2019/12/2,2019,12,27,初二,雞蛋(大運輸價),27.5
2019/12/2,2019,12,28,初三,白肉雞(2.0Kg以上),26.5
2019/12/2,2019,12,28,初三,白肉雞(1.75-1.95Kg),26.5
2019/12/2,2019,12,28,初三,白肉雞(門市價高屏),28
2019/12/2,2019,12,28,初三,雞蛋(大運輸價),27.5
2019/12/2,2019,12,29,初四,白肉雞(2.0Kg以上),26.5
2019/12/2,2019,12,29,初四,白肉雞(1.75-1.95Kg),26.5
2019/12/2,2019,12,29,初四,白肉雞(門市價高屏),28
2019/12/2,2019,12,29,初四,雞蛋(大運輸價),27.5
2019/12/3,2019,12,30,初五,白肉雞(2.0Kg以上),26.5
2019/12/3,2019,12,30,初五,白肉雞(1.75-1.95Kg),26.5
2019/12/3,2019,12,30,初五,白肉雞(門市價高屏),28
2019/12/3,2019,12,30,初五,雞蛋(大運輸價),27.5
2019/12/3,2019,12,31,初六,白肉雞(2.0Kg以上),26.5
2019/12/3,2019,12,31,初六,白肉雞(1.75-1.95Kg),26.5
2019/12/3,2019,12,31,初六,白肉雞(門市價高屏),28
2019/12/3,2019,12,31,初六,雞蛋(大運輸價),27.5
2020/1/1,2020,1,1,初七,白肉雞(2.0Kg以上),26.5
2020/1/1,2020,1,1,初七,白肉雞(1.75-1.95Kg),26.5
2020/1/1,2020,1,1,初七,白肉雞(門市價高屏),28
2020/1/1,2020,1,1,初七,雞蛋(大運輸價),27.5
2020/1/2,2020,1,2,初八,白肉雞(2.0Kg以上),26.5
2020/1/2,2020,1,2,初八,白肉雞(1.75-1.95Kg),26.5
2020/1/2,2020,1,2,初八,白肉雞(門市價高屏),28
2020/1/2,2020,1,2,初八,雞蛋(大運輸價),27.5
2020/1/3,2020,1,3,初九,白肉雞(2.0Kg以上),26.5
2020/1/3,2020,1,3,初九,白肉雞(1.75-1.95Kg),26.5
2020/1/3,2020,1,3,初九,白肉雞(門市價高屏),28
2020/1/3,2020,1,3,初九,雞蛋(大運輸價),27.5
2020/1/4,2020,1,4,初十,白肉雞(2.0Kg以上),26.5
2020/1/4,2020,1,4,初十,白肉雞(1.75-1.95Kg),26.5
2020/1/4,2020,1,4,初十,白肉雞(門市價高屏),28
2020/1/4,2020,1,4,初十,雞蛋(大運輸價),27.5
2020/1/5,2020,1,5,十一,白肉雞(2.0Kg以上),26.5
2020/1/5,2020,1,5,十一,白肉雞(1.75-1.95Kg),26.5
2020/1/5,2020,1,5,十一,白肉雞(門市價高屏),28
