年,月,產業別,營業額(千元)
2022,3,便利商店業,29790314
2022,3,其他綜合商品零售業,9041498
2022,3,文教育樂用品零售業,6819777
2022,3,汽機車及其零配件、用品零售業,64550129
2022,3,燃料及相關產品零售業,24789822
2022,3,百貨公司業,29623471
2022,3,資通訊及家電設備零售業,24550874
2022,3,超級市場業,18036771
2022,3,零售式量販業,18190841
2022,3,電子購物及郵購業,35025307
2022,3,食品、飲料及菸草製品零售業,22434499
2022,3,餐飲業_外燴及團膳承包業,3119998
2022,3,餐飲業_飲料店,9936024
2022,3,餐飲業_餐館,54067401
2022,4,便利商店業,30016712
2022,4,其他綜合商品零售業,9479917
2022,4,文教育樂用品零售業,6688988
2022,4,汽機車及其零配件、用品零售業,64157514
2022,4,燃料及相關產品零售業,23076735
2022,4,百貨公司業,30671287
2022,4,資通訊及家電設備零售業,24723455
2022,4,超級市場業,20093608
2022,4,零售式量販業,18886617
2022,4,電子購物及郵購業,33986972
2022,4,食品、飲料及菸草製品零售業,22661681
2022,4,餐飲業_外燴及團膳承包業,3221103
2022,4,餐飲業_飲料店,8924961
2022,4,餐飲業_餐館,47650583
2022,5,便利商店業,30163986
2022,5,其他綜合商品零售業,8830462
2022,5,文教育樂用品零售業,5777442
2022,5,汽機車及其零配件、用品零售業,56716312
2022,5,燃料及相關產品零售業,21425387
2022,5,百貨公司業,22865553
2022,5,資通訊及家電設備零售業,25222415
2022,5,超級市場業,21644158
2022,5,零售式量販業,19181859
2022,5,電子購物及郵購業,36561212
2022,5,食品、飲料及菸草製品零售業,21481546
2022,5,餐飲業_外燴及團膳承包業,2711098
2022,5,餐飲業_飲料店,8497761
2022,5,餐飲業_餐館,44264983
2022,6,便利商店業,30776906
2022,6,其他綜合商品零售業,9136342
2022,6,文教育樂用品零售業,6447886
2022,6,汽機車及其零配件、用品零售業,56224917
2022,6,燃料及相關產品零售業,22312298
2022,6,百貨公司業,24487920
2022,6,資通訊及家電設備零售業,23729009
2022,6,超級市場業,20159588
2022,6,零售式量販業,19342405
2022,6,電子購物及郵購業,37256253
2022,6,食品、飲料及菸草製品零售業,20776972
2022,6,餐飲業_外燴及團膳承包業,3010049
2022,6,餐飲業_飲料店,9176215
2022,6,餐飲業_餐館,47498431
2022,7,便利商店業,33420947
2022,7,其他綜合商品零售業,10037937
2022,7,文教育樂用品零售業,7448014
2022,7,汽機車及其零配件、用品零售業,65647987
2022,7,燃料及相關產品零售業,24674333
2022,7,百貨公司業,31577647
2022,7,資通訊及家電設備零售業,24660266
2022,7,超級市場業,20930580
2022,7,零售式量販業,21289539
2022,7,電子購物及郵購業,33969789
2022,7,食品、飲料及菸草製品零售業,22667444
2022,7,餐飲業_外燴及團膳承包業,2669830
2022,7,餐飲業_飲料店,10180980
2022,7,餐飲業_餐館,59808375
2022,8,便利商店業,33016691
2022,8,其他綜合商品零售業,10840518
2022,8,文教育樂用品零售業,7258425
2022,8,汽機車及其零配件、用品零售業,62589851
2022,8,燃料及相關產品零售業,24350656
2022,8,百貨公司業,30680281
2022,8,資通訊及家電設備零售業,23548586
2022,8,超級市場業,22254728
2022,8,零售式量販業,21467091
2022,8,電子購物及郵購業,34920139
2022,8,食品、飲料及菸草製品零售業,25939580
2022,8,餐飲業_外燴及團膳承包業,2824388
2022,8,餐飲業_飲料店,11383758
2022,8,餐飲業_餐館,61276264
2022,9,便利商店業,31320047
2022,9,其他綜合商品零售業,10278043
2022,9,文教育樂用品零售業,6585750
2022,9,汽機車及其零配件、用品零售業,65146911
2022,9,燃料及相關產品零售業,22832690
2022,9,百貨公司業,32266355
2022,9,資通訊及家電設備零售業,24351785
2022,9,超級市場業,19589708
2022,9,零售式量販業,20345186
2022,9,電子購物及郵購業,33853002
2022,9,食品、飲料及菸草製品零售業,23069569
2022,9,餐飲業_外燴及團膳承包業,3725161
2022,9,餐飲業_飲料店,9996280
2022,9,餐飲業_餐館,55729434
2022,10,便利商店業,31770915
2022,10,其他綜合商品零售業,10730768
2022,10,文教育樂用品零售業,6761671
2022,10,汽機車及其零配件、用品零售業,64140622
2022,10,燃料及相關產品零售業,23194828
2022,10,百貨公司業,47480415
2022,10,資通訊及家電設備零售業,26385978
2022,10,超級市場業,20534959
2022,10,零售式量販業,19863888
2022,10,電子購物及郵購業,35602800
2022,10,食品、飲料及菸草製品零售業,24158460
2022,10,餐飲業_外燴及團膳承包業,4008530
2022,10,餐飲業_飲料店,9888000
2022,10,餐飲業_餐館,60094298
2022,11,便利商店業,32083425
2022,11,其他綜合商品零售業,10417109
2022,11,文教育樂用品零售業,7012351
2022,11,汽機車及其零配件、用品零售業,66246581
2022,11,燃料及相關產品零售業,22672414
2022,11,百貨公司業,42584365
2022,11,資通訊及家電設備零售業,24055861
2022,11,超級市場業,18867498
2022,11,零售式量販業,19325514
2022,11,電子購物及郵購業,52608660
2022,11,食品、飲料及菸草製品零售業,23960940
2022,11,餐飲業_外燴及團膳承包業,4340121
2022,11,餐飲業_飲料店,10138277
2022,11,餐飲業_餐館,58078583
2022,12,便利商店業,31743791
2022,12,其他綜合商品零售業,11805635
2022,12,文教育樂用品零售業,7672536
2022,12,汽機車及其零配件、用品零售業,71281428
2022,12,燃料及相關產品零售業,24073493
2022,12,百貨公司業,41429121
2022,12,資通訊及家電設備零售業,24089953
2022,12,超級市場業,20492234
2022,12,零售式量販業,21872652
2022,12,電子購物及郵購業,43113315
2022,12,食品、飲料及菸草製品零售業,27209176
2022,12,餐飲業_外燴及團膳承包業,4779536
2022,12,餐飲業_飲料店,11720838
2022,12,餐飲業_餐館,67872315
2023,1,便利商店業,33630712
2023,1,其他綜合商品零售業,12425445
2023,1,文教育樂用品零售業,7929522
2023,1,汽機車及其零配件、用品零售業,63150390
2023,1,燃料及相關產品零售業,23029858
2023,1,百貨公司業,44087068
2023,1,資通訊及家電設備零售業,24286304
2023,1,超級市場業,22149652
2023,1,零售式量販業,26647637
2023,1,電子購物及郵購業,36315670
2023,1,食品、飲料及菸草製品零售業,27998098
2023,1,餐飲業_外燴及團膳承包業,4311770
2023,1,餐飲業_飲料店,11828394
2023,1,餐飲業_餐館,81377077
2023,2,便利商店業,28798001
2023,2,其他綜合商品零售業,10452544
2023,2,文教育樂用品零售業,6668477
2023,2,汽機車及其零配件、用品零售業,62587140
2023,2,燃料及相關產品零售業,20892620
2023,2,百貨公司業,30111794
2023,2,資通訊及家電設備零售業,20296556
2023,2,超級市場業,17200949
2023,2,零售式量販業,16829360
2023,2,電子購物及郵購業,33762003
2023,2,食品、飲料及菸草製品零售業,21145975
2023,2,餐飲業_外燴及團膳承包業,3795785
2023,2,餐飲業_飲料店,9325595
2023,2,餐飲業_餐館,62444638
2023,3,便利商店業,32500751
2023,3,其他綜合商品零售業,11855963
2023,3,文教育樂用品零售業,6491308
2023,3,汽機車及其零配件、用品零售業,84310224
2023,3,燃料及相關產品零售業,23374953
2023,3,百貨公司業,29894370
2023,3,資通訊及家電設備零售業,22105037
2023,3,超級市場業,18631699
2023,3,零售式量販業,18242236
2023,3,電子購物及郵購業,35918946
2023,3,食品、飲料及菸草製品零售業,23529294
2023,3,餐飲業_外燴及團膳承包業,4604682
2023,3,餐飲業_飲料店,10380248
2023,3,餐飲業_餐館,60302733
2023,4,便利商店業,32030146
2023,4,其他綜合商品零售業,12759976
2023,4,文教育樂用品零售業,7061982
2023,4,汽機車及其零配件、用品零售業,72623980
2023,4,燃料及相關產品零售業,22278617
2023,4,百貨公司業,38041004
2023,4,資通訊及家電設備零售業,22063990
2023,4,超級市場業,19145436
2023,4,零售式量販業,18848569
2023,4,電子購物及郵購業,33214530
2023,4,食品、飲料及菸草製品零售業,21950625
2023,4,餐飲業_外燴及團膳承包業,4666953
2023,4,餐飲業_飲料店,9836927
2023,4,餐飲業_餐館,64930173
2023,5,便利商店業,33822821
2023,5,其他綜合商品零售業,12790714
2023,5,文教育樂用品零售業,6794356
2023,5,汽機車及其零配件、用品零售業,79890533
2023,5,燃料及相關產品零售業,23043932
2023,5,百貨公司業,34803933
2023,5,資通訊及家電設備零售業,23103297
2023,5,超級市場業,19568718
2023,5,零售式量販業,18125802
2023,5,電子購物及郵購業,37140376
2023,5,食品、飲料及菸草製品零售業,22997018
2023,5,餐飲業_外燴及團膳承包業,4871458
2023,5,餐飲業_飲料店,10425460
2023,5,餐飲業_餐館,66237895
2023,6,便利商店業,33767126
2023,6,其他綜合商品零售業,12926292
2023,6,文教育樂用品零售業,7227107
2023,6,汽機車及其零配件、用品零售業,82936983
2023,6,燃料及相關產品零售業,22978369
2023,6,百貨公司業,31144615
2023,6,資通訊及家電設備零售業,22210001
2023,6,超級市場業,19090696
2023,6,零售式量販業,17930726
2023,6,電子購物及郵購業,37579653
2023,6,食品、飲料及菸草製品零售業,22268383
2023,6,餐飲業_外燴及團膳承包業,5150638
2023,6,餐飲業_飲料店,10552347
2023,6,餐飲業_餐館,65722862
2023,7,便利商店業,36062584
2023,7,其他綜合商品零售業,12787871
2023,7,文教育樂用品零售業,7925326
2023,7,汽機車及其零配件、用品零售業,77049708
2023,7,燃料及相關產品零售業,23883267
2023,7,百貨公司業,34181898
2023,7,資通訊及家電設備零售業,23042556
2023,7,超級市場業,21449096
2023,7,零售式量販業,19797620
2023,7,電子購物及郵購業,35226966
2023,7,食品、飲料及菸草製品零售業,22046833
2023,7,餐飲業_外燴及團膳承包業,4576435
2023,7,餐飲業_飲料店,11082484
2023,7,餐飲業_餐館,71877031
2023,8,便利商店業,35590334
2023,8,其他綜合商品零售業,12854607
2023,8,文教育樂用品零售業,7070582
2023,8,汽機車及其零配件、用品零售業,66820166
2023,8,燃料及相關產品零售業,24662578
2023,8,百貨公司業,31832389
2023,8,資通訊及家電設備零售業,22441287
2023,8,超級市場業,24548315
2023,8,零售式量販業,22176307
2023,8,電子購物及郵購業,36471385
2023,8,食品、飲料及菸草製品零售業,24425809
2023,8,餐飲業_外燴及團膳承包業,4414190
2023,8,餐飲業_飲料店,11286463
2023,8,餐飲業_餐館,71708485
2023,9,便利商店業,34120287
2023,9,其他綜合商品零售業,12374676
2023,9,文教育樂用品零售業,6582672
2023,9,汽機車及其零配件、用品零售業,69600053
2023,9,燃料及相關產品零售業,24018707
2023,9,百貨公司業,35027344
2023,9,資通訊及家電設備零售業,23255374
2023,9,超級市場業,21052573
2023,9,零售式量販業,20346304
2023,9,電子購物及郵購業,35083919
2023,9,食品、飲料及菸草製品零售業,27162416
2023,9,餐飲業_外燴及團膳承包業,4821258
2023,9,餐飲業_飲料店,10987030
2023,9,餐飲業_餐館,65403862
2023,10,便利商店業,34417959
2023,10,其他綜合商品零售業,13096990
2023,10,文教育樂用品零售業,7025416
2023,10,汽機車及其零配件、用品零售業,73557055
2023,10,燃料及相關產品零售業,23593819
2023,10,百貨公司業,48358262
2023,10,資通訊及家電設備零售業,25955537
2023,10,超級市場業,21007183
2023,10,零售式量販業,18665685
2023,10,電子購物及郵購業,36156380
2023,10,食品、飲料及菸草製品零售業,24354752
2023,10,餐飲業_外燴及團膳承包業,5394236
2023,10,餐飲業_飲料店,10502008
2023,10,餐飲業_餐館,67524017
2023,11,便利商店業,33465149
2023,11,其他綜合商品零售業,12495115
2023,11,文教育樂用品零售業,7321358
2023,11,汽機車及其零配件、用品零售業,78800918
2023,11,燃料及相關產品零售業,22715482
2023,11,百貨公司業,44960812
2023,11,資通訊及家電設備零售業,24797915
2023,11,超級市場業,19556440
2023,11,零售式量販業,19831027
2023,11,電子購物及郵購業,54540350
2023,11,食品、飲料及菸草製品零售業,23200649
2023,11,餐飲業_外燴及團膳承包業,5613024
2023,11,餐飲業_飲料店,10608309
2023,11,餐飲業_餐館,63449102
2023,12,便利商店業,33610084
2023,12,其他綜合商品零售業,13321069
2023,12,文教育樂用品零售業,8274968
2023,12,汽機車及其零配件、用品零售業,77133249
2023,12,燃料及相關產品零售業,23549552
2023,12,百貨公司業,40259361
2023,12,資通訊及家電設備零售業,22839350
2023,12,超級市場業,21039138
2023,12,零售式量販業,20255010
2023,12,電子購物及郵購業,41713864
2023,12,食品、飲料及菸草製品零售業,29004211
2023,12,餐飲業_外燴及團膳承包業,5942216
2023,12,餐飲業_飲料店,11761303
2023,12,餐飲業_餐館,74203589
2024,1,便利商店業,34301306
2024,1,其他綜合商品零售業,13162378
2024,1,文教育樂用品零售業,7157734
2024,1,汽機車及其零配件、用品零售業,85638166
2024,1,燃料及相關產品零售業,22825917
2024,1,百貨公司業,36723496
2024,1,資通訊及家電設備零售業,23560774
2024,1,超級市場業,20647214
2024,1,零售式量販業,23778687
2024,1,電子購物及郵購業,40445304
2024,1,食品、飲料及菸草製品零售業,27606288
2024,1,餐飲業_外燴及團膳承包業,5637787
2024,1,餐飲業_飲料店,11618789
2024,1,餐飲業_餐館,72521662
2024,2,便利商店業,32494729
2024,2,其他綜合商品零售業,13164448
2024,2,文教育樂用品零售業,7581824
2024,2,汽機車及其零配件、用品零售業,51137196
2024,2,燃料及相關產品零售業,20724042
2024,2,百貨公司業,38724976
2024,2,資通訊及家電設備零售業,22638008
2024,2,超級市場業,20580238
2024,2,零售式量販業,21175682
2024,2,電子購物及郵購業,34559827
2024,2,食品、飲料及菸草製品零售業,24144955
2024,2,餐飲業_外燴及團膳承包業,4260029
2024,2,餐飲業_飲料店,10383421
2024,2,餐飲業_餐館,76552225
2024,3,便利商店業,33771390
2024,3,其他綜合商品零售業,12620646
2024,3,文教育樂用品零售業,7075542
2024,3,汽機車及其零配件、用品零售業,81927048
2024,3,燃料及相關產品零售業,22633826
2024,3,百貨公司業,32798255
2024,3,資通訊及家電設備零售業,21329284
2024,3,超級市場業,19614271
2024,3,零售式量販業,18257214
2024,3,電子購物及郵購業,38272352
2024,3,食品、飲料及菸草製品零售業,23323479
2024,3,餐飲業_外燴及團膳承包業,5138358
2024,3,餐飲業_飲料店,10834029
2024,3,餐飲業_餐館,67186637
2024,4,便利商店業,33895747
2024,4,其他綜合商品零售業,12881161
2024,4,文教育樂用品零售業,6858491
2024,4,汽機車及其零配件、用品零售業,74047498
2024,4,燃料及相關產品零售業,22189015
2024,4,百貨公司業,37628676
2024,4,資通訊及家電設備零售業,23411174
2024,4,超級市場業,19832158
2024,4,零售式量販業,18379083
2024,4,電子購物及郵購業,35266838
2024,4,食品、飲料及菸草製品零售業,21785300
2024,4,餐飲業_外燴及團膳承包業,5660980
2024,4,餐飲業_飲料店,10806124
2024,4,餐飲業_餐館,63507650
2024,5,便利商店業,35251399
2024,5,其他綜合商品零售業,13736541
2024,5,文教育樂用品零售業,6838370
2024,5,汽機車及其零配件、用品零售業,85232294
2024,5,燃料及相關產品零售業,22610397
2024,5,百貨公司業,34875712
2024,5,資通訊及家電設備零售業,22609128
2024,5,超級市場業,20265555
2024,5,零售式量販業,18667968
2024,5,電子購物及郵購業,37514522
2024,5,食品、飲料及菸草製品零售業,23033320
2024,5,餐飲業_外燴及團膳承包業,5810734
2024,5,餐飲業_飲料店,11091987
2024,5,餐飲業_餐館,67765636
2024,6,便利商店業,35366163
2024,6,其他綜合商品零售業,13760412
2024,6,文教育樂用品零售業,7268799
2024,6,汽機車及其零配件、用品零售業,86593180
2024,6,燃料及相關產品零售業,22311081
2024,6,百貨公司業,33118991
2024,6,資通訊及家電設備零售業,21895455
2024,6,超級市場業,20652135
2024,6,零售式量販業,18887318
2024,6,電子購物及郵購業,37656556
2024,6,食品、飲料及菸草製品零售業,22917551
2024,6,餐飲業_外燴及團膳承包業,5705793
2024,6,餐飲業_飲料店,11252723
2024,6,餐飲業_餐館,70039677
2024,7,便利商店業,37701368
2024,7,其他綜合商品零售業,13602948
2024,7,文教育樂用品零售業,7066224
2024,7,汽機車及其零配件、用品零售業,87933338
2024,7,燃料及相關產品零售業,22821230
2024,7,百貨公司業,32444804
2024,7,資通訊及家電設備零售業,23521684
2024,7,超級市場業,23033175
2024,7,零售式量販業,20300509
2024,7,電子購物及郵購業,35881501
2024,7,食品、飲料及菸草製品零售業,22053038
2024,7,餐飲業_外燴及團膳承包業,4798014
2024,7,餐飲業_飲料店,11068535
2024,7,餐飲業_餐館,68932538
2024,8,便利商店業,37183421
2024,8,其他綜合商品零售業,13946364
2024,8,文教育樂用品零售業,7009016
2024,8,汽機車及其零配件、用品零售業,63456688
2024,8,燃料及相關產品零售業,23408385
2024,8,百貨公司業,33400724
2024,8,資通訊及家電設備零售業,23064075
2024,8,超級市場業,24847577
2024,8,零售式量販業,22952454
2024,8,電子購物及郵購業,37025447
2024,8,食品、飲料及菸草製品零售業,24584056
2024,8,餐飲業_外燴及團膳承包業,4699160
2024,8,餐飲業_飲料店,11462350
2024,8,餐飲業_餐館,72853588
2024,9,便利商店業,36087251
2024,9,其他綜合商品零售業,13658254
2024,9,文教育樂用品零售業,6507808
2024,9,汽機車及其零配件、用品零售業,76366380
2024,9,燃料及相關產品零售業,22377626
2024,9,百貨公司業,35080432
2024,9,資通訊及家電設備零售業,24060106
2024,9,超級市場業,22793727
2024,9,零售式量販業,22183545
2024,9,電子購物及郵購業,35031139
2024,9,食品、飲料及菸草製品零售業,26120404
2024,9,餐飲業_外燴及團膳承包業,5448929
2024,9,餐飲業_飲料店,11065857
2024,9,餐飲業_餐館,67747451
2024,10,便利商店業,36725640
2024,10,其他綜合商品零售業,13706758
2024,10,文教育樂用品零售業,6559796
2024,10,汽機車及其零配件、用品零售業,67726259
2024,10,燃料及相關產品零售業,21194991
2024,10,百貨公司業,46472422
2024,10,資通訊及家電設備零售業,26272744
2024,10,超級市場業,24034712
2024,10,零售式量販業,20556588
2024,10,電子購物及郵購業,37279524
2024,10,食品、飲料及菸草製品零售業,24237616
2024,10,餐飲業_外燴及團膳承包業,5915110
2024,10,餐飲業_飲料店,10731999
2024,10,餐飲業_餐館,65285463
2024,11,便利商店業,35471506
2024,11,其他綜合商品零售業,13531727
2024,11,文教育樂用品零售業,7684622
2024,11,汽機車及其零配件、用品零售業,75554910
2024,11,燃料及相關產品零售業,21774280
2024,11,百貨公司業,46572913
2024,11,資通訊及家電設備零售業,25896383
2024,11,超級市場業,21385686
2024,11,零售式量販業,21303508
2024,11,電子購物及郵購業,54789991
2024,11,食品、飲料及菸草製品零售業,23950261
2024,11,餐飲業_外燴及團膳承包業,6219072
2024,11,餐飲業_飲料店,10862549
2024,11,餐飲業_餐館,68932820
2024,12,便利商店業,35246568
2024,12,其他綜合商品零售業,14818761
2024,12,文教育樂用品零售業,8753377
2024,12,汽機車及其零配件、用品零售業,75736446
2024,12,燃料及相關產品零售業,22482873
2024,12,百貨公司業,41275022
2024,12,資通訊及家電設備零售業,23997769
2024,12,超級市場業,22077223
2024,12,零售式量販業,21960920
2024,12,電子購物及郵購業,43037498
2024,12,食品、飲料及菸草製品零售業,29166349
2024,12,餐飲業_外燴及團膳承包業,6599113
2024,12,餐飲業_飲料店,11952130
2024,12,餐飲業_餐館,77421090
2025,1,便利商店業,37585896
2025,1,其他綜合商品零售業,14698102
2025,1,文教育樂用品零售業,8649260
2025,1,汽機車及其零配件、用品零售業,77742405
2025,1,燃料及相關產品零售業,22151427
2025,1,百貨公司業,45771732
2025,1,資通訊及家電設備零售業,24102694
2025,1,超級市場業,23887094
2025,1,零售式量販業,27601441
2025,1,電子購物及郵購業,38868109
2025,1,食品、飲料及菸草製品零售業,30878797
2025,1,餐飲業_外燴及團膳承包業,5725697
2025,1,餐飲業_飲料店,12456689
2025,1,餐飲業_餐館,87429734
2025,2,便利商店業,31680173
2025,2,其他綜合商品零售業,12577275
2025,2,文教育樂用品零售業,7030341
2025,2,汽機車及其零配件、用品零售業,61676298
2025,2,燃料及相關產品零售業,20102213
2025,2,百貨公司業,31237619
2025,2,資通訊及家電設備零售業,21741904
2025,2,超級市場業,19141566
2025,2,零售式量販業,17568376
2025,2,電子購物及郵購業,35925211
2025,2,食品、飲料及菸草製品零售業,22909591
2025,2,餐飲業_外燴及團膳承包業,5006662
2025,2,餐飲業_飲料店,10435352
2025,2,餐飲業_餐館,67403127
2025,3,便利商店業,35129188
2025,3,其他綜合商品零售業,12857652
2025,3,文教育樂用品零售業,6910242
2025,3,汽機車及其零配件、用品零售業,78324522
2025,3,燃料及相關產品零售業,22482598
2025,3,百貨公司業,32334797
2025,3,資通訊及家電設備零售業,21194541
2025,3,超級市場業,21372926
2025,3,零售式量販業,20256043
2025,3,電子購物及郵購業,38644816
2025,3,食品、飲料及菸草製品零售業,24356369
2025,3,餐飲業_外燴及團膳承包業,5883860
2025,3,餐飲業_飲料店,11407664
2025,3,餐飲業_餐館,68399035
2025,4,便利商店業,35300832
2025,4,其他綜合商品零售業,12992865
2025,4,文教育樂用品零售業,6861904
2025,4,汽機車及其零配件、用品零售業,70229695
2025,4,燃料及相關產品零售業,21061883
2025,4,百貨公司業,36482034
2025,4,資通訊及家電設備零售業,22180958
2025,4,超級市場業,21309258
2025,4,零售式量販業,19540189
2025,4,電子購物及郵購業,36191103
2025,4,食品、飲料及菸草製品零售業,24104676
2025,4,餐飲業_外燴及團膳承包業,6255073
2025,4,餐飲業_飲料店,11490705
2025,4,餐飲業_餐館,63796700
2025,5,便利商店業,37835916
2025,5,其他綜合商品零售業,13870062
2025,5,文教育樂用品零售業,6746479
2025,5,汽機車及其零配件、用品零售業,69922619
2025,5,燃料及相關產品零售業,20663355
2025,5,百貨公司業,36295886
2025,5,資通訊及家電設備零售業,23531022
2025,5,超級市場業,22008490
2025,5,零售式量販業,20821107
2025,5,電子購物及郵購業,38165120
2025,5,食品、飲料及菸草製品零售業,25674200
2025,5,餐飲業_外燴及團膳承包業,6249177
2025,5,餐飲業_飲料店,12027499
2025,5,餐飲業_餐館,72140290
2025,6,便利商店業,37005168
2025,6,其他綜合商品零售業,13636970
2025,6,文教育樂用品零售業,7211753
2025,6,汽機車及其零配件、用品零售業,71604467
2025,6,燃料及相關產品零售業,20782389
2025,6,百貨公司業,31939653
2025,6,資通訊及家電設備零售業,22465891
2025,6,超級市場業,21874503
2025,6,零售式量販業,19604094
2025,6,電子購物及郵購業,40990743
2025,6,食品、飲料及菸草製品零售業,24687403
2025,6,餐飲業_外燴及團膳承包業,6184741
2025,6,餐飲業_飲料店,11542187
2025,6,餐飲業_餐館,67539794
2025,7,便利商店業,38814905
2025,7,其他綜合商品零售業,13663219
2025,7,文教育樂用品零售業,7600773
2025,7,汽機車及其零配件、用品零售業,70182060
2025,7,燃料及相關產品零售業,20819694
2025,7,百貨公司業,32361283
2025,7,資通訊及家電設備零售業,22653693
2025,7,超級市場業,23330112
2025,7,零售式量販業,19982847
2025,7,電子購物及郵購業,38431653
2025,7,食品、飲料及菸草製品零售業,24241344
2025,7,餐飲業_外燴及團膳承包業,5415639
2025,7,餐飲業_飲料店,11890146
2025,7,餐飲業_餐館,69256660
2025,8,便利商店業,38687411
2025,8,其他綜合商品零售業,14356784
2025,8,文教育樂用品零售業,7651644
2025,8,汽機車及其零配件、用品零售業,60605413
2025,8,燃料及相關產品零售業,21730452
2025,8,百貨公司業,34918865
2025,8,資通訊及家電設備零售業,22709368
2025,8,超級市場業,25044993
2025,8,零售式量販業,23150059
2025,8,電子購物及郵購業,39255001
2025,8,食品、飲料及菸草製品零售業,24579164
2025,8,餐飲業_外燴及團膳承包業,5041370
2025,8,餐飲業_飲料店,12377650
2025,8,餐飲業_餐館,75866072
2025,9,便利商店業,36786568
2025,9,其他綜合商品零售業,13805267
2025,9,文教育樂用品零售業,7015739
2025,9,汽機車及其零配件、用品零售業,64918881
2025,9,燃料及相關產品零售業,20685850
2025,9,百貨公司業,36005493
2025,9,資通訊及家電設備零售業,24895368
2025,9,超級市場業,24207846
2025,9,零售式量販業,21293696
2025,9,電子購物及郵購業,38328758
2025,9,食品、飲料及菸草製品零售業,27894697
2025,9,餐飲業_外燴及團膳承包業,5890722
2025,9,餐飲業_飲料店,12305005
2025,9,餐飲業_餐館,64739193
2025,10,便利商店業,38439863
2025,10,其他綜合商品零售業,14195132
2025,10,文教育樂用品零售業,7715000
2025,10,汽機車及其零配件、用品零售業,64269920
2025,10,燃料及相關產品零售業,21381336
2025,10,百貨公司業,48341624
2025,10,資通訊及家電設備零售業,27753128
2025,10,超級市場業,23648950
2025,10,零售式量販業,21037624
2025,10,電子購物及郵購業,38661571
2025,10,食品、飲料及菸草製品零售業,26527950
2025,10,餐飲業_外燴及團膳承包業,6507294
2025,10,餐飲業_飲料店,12310947
2025,10,餐飲業_餐館,70651574
2025,11,便利商店業,37272873
2025,11,其他綜合商品零售業,13754536
2025,11,文教育樂用品零售業,8147612
2025,11,汽機車及其零配件、用品零售業,70312264
2025,11,燃料及相關產品零售業,20343867
2025,11,百貨公司業,49906377
2025,11,資通訊及家電設備零售業,27675463
2025,11,超級市場業,22834485
2025,11,零售式量販業,23783986
2025,11,電子購物及郵購業,55356355
2025,11,食品、飲料及菸草製品零售業,24915515
2025,11,餐飲業_外燴及團膳承包業,6502064
2025,11,餐飲業_飲料店,11732050
2025,11,餐飲業_餐館,70611332
2025,12,便利商店業,37479078
2025,12,其他綜合商品零售業,14620371
2025,12,文教育樂用品零售業,8632615
2025,12,汽機車及其零配件、用品零售業,83452649
2025,12,燃料及相關產品零售業,20839910
2025,12,百貨公司業,39921836
2025,12,資通訊及家電設備零售業,25119612
2025,12,超級市場業,22186855
2025,12,零售式量販業,21673043
2025,12,電子購物及郵購業,43864191
2025,12,食品、飲料及菸草製品零售業,28388301
2025,12,餐飲業_外燴及團膳承包業,6899228
2025,12,餐飲業_飲料店,12587446
2025,12,餐飲業_餐館,75466065
2026,1,便利商店業,38070156
2026,1,其他綜合商品零售業,14299058
2026,1,文教育樂用品零售業,8437742
2026,1,汽機車及其零配件、用品零售業,72514833
2026,1,燃料及相關產品零售業,20345676
2026,1,百貨公司業,40552225
2026,1,資通訊及家電設備零售業,25311626
2026,1,超級市場業,22098389
2026,1,零售式量販業,24887964
2026,1,電子購物及郵購業,43754042
2026,1,食品、飲料及菸草製品零售業,29576068
2026,1,餐飲業_外燴及團膳承包業,6731464
2026,1,餐飲業_飲料店,12473208
2026,1,餐飲業_餐館,77497777
2026,2,便利商店業,34838912
2026,2,其他綜合商品零售業,14506849
2026,2,文教育樂用品零售業,8000122
2026,2,汽機車及其零配件、用品零售業,46023050
2026,2,燃料及相關產品零售業,18364652
2026,2,百貨公司業,42696798
2026,2,資通訊及家電設備零售業,23033433
2026,2,超級市場業,22075999
2026,2,零售式量販業,23804197
2026,2,電子購物及郵購業,36382145
2026,2,食品、飲料及菸草製品零售業,27505632
2026,2,餐飲業_外燴及團膳承包業,4843229
2026,2,餐飲業_飲料店,12042381
2026,2,餐飲業_餐館,83452023
