年,月,居住地,年齡層,性別,旅客數
2025,6,大洋洲地區(Oceania),13-19歲,男,581
2025,7,大洋洲地區(Oceania),13-19歲,男,1421
2025,8,大洋洲地區(Oceania),13-19歲,男,979
2025,9,大洋洲地區(Oceania),13-19歲,男,102
2025,10,大洋洲地區(Oceania),13-19歲,男,169
2025,11,大洋洲地區(Oceania),13-19歲,男,42
2025,12,大洋洲地區(Oceania),13-19歲,男,190
2026,1,大洋洲地區(Oceania),13-19歲,男,1102
2019,1,大洋洲地區(Oceania),13-19歲,女,839
2019,2,大洋洲地區(Oceania),13-19歲,女,443
2019,3,大洋洲地區(Oceania),13-19歲,女,212
2019,4,大洋洲地區(Oceania),13-19歲,女,184
2019,5,大洋洲地區(Oceania),13-19歲,女,295
2019,6,大洋洲地區(Oceania),13-19歲,女,745
2019,7,大洋洲地區(Oceania),13-19歲,女,1316
2019,8,大洋洲地區(Oceania),13-19歲,女,1246
2019,9,大洋洲地區(Oceania),13-19歲,女,204
2019,10,大洋洲地區(Oceania),13-19歲,女,179
2019,11,大洋洲地區(Oceania),13-19歲,女,62
2019,12,大洋洲地區(Oceania),13-19歲,女,155
2020,1,大洋洲地區(Oceania),13-19歲,女,951
2020,2,大洋洲地區(Oceania),13-19歲,女,391
2020,3,大洋洲地區(Oceania),13-19歲,女,10
2020,4,大洋洲地區(Oceania),13-19歲,女,1
2020,5,大洋洲地區(Oceania),13-19歲,女,1
2020,6,大洋洲地區(Oceania),13-19歲,女,8
2020,7,大洋洲地區(Oceania),13-19歲,女,5
2020,8,大洋洲地區(Oceania),13-19歲,女,2
2020,9,大洋洲地區(Oceania),13-19歲,女,2
2020,10,大洋洲地區(Oceania),13-19歲,女,3
2020,11,大洋洲地區(Oceania),13-19歲,女,0
2020,12,大洋洲地區(Oceania),13-19歲,女,4
2021,1,大洋洲地區(Oceania),13-19歲,女,12
2021,2,大洋洲地區(Oceania),13-19歲,女,5
2021,3,大洋洲地區(Oceania),13-19歲,女,0
2021,4,大洋洲地區(Oceania),13-19歲,女,3
2021,5,大洋洲地區(Oceania),13-19歲,女,2
2021,6,大洋洲地區(Oceania),13-19歲,女,1
2021,7,大洋洲地區(Oceania),13-19歲,女,4
2021,8,大洋洲地區(Oceania),13-19歲,女,20
2021,9,大洋洲地區(Oceania),13-19歲,女,12
2021,10,大洋洲地區(Oceania),13-19歲,女,1
2021,11,大洋洲地區(Oceania),13-19歲,女,2
2021,12,大洋洲地區(Oceania),13-19歲,女,5
2022,1,大洋洲地區(Oceania),13-19歲,女,16
2022,2,大洋洲地區(Oceania),13-19歲,女,27
2022,3,大洋洲地區(Oceania),13-19歲,女,9
2022,4,大洋洲地區(Oceania),13-19歲,女,12
2022,5,大洋洲地區(Oceania),13-19歲,女,10
2022,6,大洋洲地區(Oceania),13-19歲,女,43
2022,7,大洋洲地區(Oceania),13-19歲,女,129
2022,8,大洋洲地區(Oceania),13-19歲,女,52
2022,9,大洋洲地區(Oceania),13-19歲,女,50
2022,10,大洋洲地區(Oceania),13-19歲,女,67
2022,11,大洋洲地區(Oceania),13-19歲,女,41
2022,12,大洋洲地區(Oceania),13-19歲,女,118
2023,1,大洋洲地區(Oceania),13-19歲,女,734
2023,2,大洋洲地區(Oceania),13-19歲,女,287
2023,3,大洋洲地區(Oceania),13-19歲,女,96
2023,4,大洋洲地區(Oceania),13-19歲,女,152
2023,5,大洋洲地區(Oceania),13-19歲,女,230
2023,6,大洋洲地區(Oceania),13-19歲,女,457
2023,7,大洋洲地區(Oceania),13-19歲,女,1276
2023,8,大洋洲地區(Oceania),13-19歲,女,751
2023,9,大洋洲地區(Oceania),13-19歲,女,121
2023,10,大洋洲地區(Oceania),13-19歲,女,121
2023,11,大洋洲地區(Oceania),13-19歲,女,50
2023,12,大洋洲地區(Oceania),13-19歲,女,149
2024,1,大洋洲地區(Oceania),13-19歲,女,884
2024,2,大洋洲地區(Oceania),13-19歲,女,491
2024,3,大洋洲地區(Oceania),13-19歲,女,155
2024,4,大洋洲地區(Oceania),13-19歲,女,199
2024,5,大洋洲地區(Oceania),13-19歲,女,166
2024,6,大洋洲地區(Oceania),13-19歲,女,757
2024,7,大洋洲地區(Oceania),13-19歲,女,1597
2024,8,大洋洲地區(Oceania),13-19歲,女,831
2024,9,大洋洲地區(Oceania),13-19歲,女,144
2024,10,大洋洲地區(Oceania),13-19歲,女,132
2024,11,大洋洲地區(Oceania),13-19歲,女,55
2024,12,大洋洲地區(Oceania),13-19歲,女,135
2025,1,大洋洲地區(Oceania),13-19歲,女,847
2025,2,大洋洲地區(Oceania),13-19歲,女,434
2025,3,大洋洲地區(Oceania),13-19歲,女,131
2025,4,大洋洲地區(Oceania),13-19歲,女,232
2025,5,大洋洲地區(Oceania),13-19歲,女,258
2025,6,大洋洲地區(Oceania),13-19歲,女,681
2025,7,大洋洲地區(Oceania),13-19歲,女,1686
2025,8,大洋洲地區(Oceania),13-19歲,女,1003
2025,9,大洋洲地區(Oceania),13-19歲,女,161
2025,10,大洋洲地區(Oceania),13-19歲,女,219
2025,11,大洋洲地區(Oceania),13-19歲,女,57
2025,12,大洋洲地區(Oceania),13-19歲,女,190
2026,1,大洋洲地區(Oceania),13-19歲,女,1129
2019,1,大洋洲地區(Oceania),20-29歲,男,1142
2019,2,大洋洲地區(Oceania),20-29歲,男,1906
2019,3,大洋洲地區(Oceania),20-29歲,男,1232
2019,4,大洋洲地區(Oceania),20-29歲,男,1073
2019,5,大洋洲地區(Oceania),20-29歲,男,1126
2019,6,大洋洲地區(Oceania),20-29歲,男,1402
2019,7,大洋洲地區(Oceania),20-29歲,男,1164
2019,8,大洋洲地區(Oceania),20-29歲,男,1598
2019,9,大洋洲地區(Oceania),20-29歲,男,1456
2019,10,大洋洲地區(Oceania),20-29歲,男,1330
2019,11,大洋洲地區(Oceania),20-29歲,男,1159
2019,12,大洋洲地區(Oceania),20-29歲,男,1197
2020,1,大洋洲地區(Oceania),20-29歲,男,1512
2020,2,大洋洲地區(Oceania),20-29歲,男,2290
2020,3,大洋洲地區(Oceania),20-29歲,男,510
2020,4,大洋洲地區(Oceania),20-29歲,男,4
2020,5,大洋洲地區(Oceania),20-29歲,男,3
2020,6,大洋洲地區(Oceania),20-29歲,男,8
2020,7,大洋洲地區(Oceania),20-29歲,男,12
2020,8,大洋洲地區(Oceania),20-29歲,男,2
2020,9,大洋洲地區(Oceania),20-29歲,男,7
2020,10,大洋洲地區(Oceania),20-29歲,男,4
2020,11,大洋洲地區(Oceania),20-29歲,男,13
2020,12,大洋洲地區(Oceania),20-29歲,男,10
2021,1,大洋洲地區(Oceania),20-29歲,男,9
2021,2,大洋洲地區(Oceania),20-29歲,男,14
2021,3,大洋洲地區(Oceania),20-29歲,男,23
2021,4,大洋洲地區(Oceania),20-29歲,男,18
2021,5,大洋洲地區(Oceania),20-29歲,男,21
2021,6,大洋洲地區(Oceania),20-29歲,男,6
2021,7,大洋洲地區(Oceania),20-29歲,男,21
2021,8,大洋洲地區(Oceania),20-29歲,男,73
2021,9,大洋洲地區(Oceania),20-29歲,男,102
2021,10,大洋洲地區(Oceania),20-29歲,男,47
2021,11,大洋洲地區(Oceania),20-29歲,男,7
2021,12,大洋洲地區(Oceania),20-29歲,男,41
2022,1,大洋洲地區(Oceania),20-29歲,男,85
2022,2,大洋洲地區(Oceania),20-29歲,男,229
2022,3,大洋洲地區(Oceania),20-29歲,男,102
2022,4,大洋洲地區(Oceania),20-29歲,男,96
2022,5,大洋洲地區(Oceania),20-29歲,男,95
2022,6,大洋洲地區(Oceania),20-29歲,男,136
2022,7,大洋洲地區(Oceania),20-29歲,男,323
2022,8,大洋洲地區(Oceania),20-29歲,男,248
2022,9,大洋洲地區(Oceania),20-29歲,男,271
2022,10,大洋洲地區(Oceania),20-29歲,男,339
2022,11,大洋洲地區(Oceania),20-29歲,男,351
2022,12,大洋洲地區(Oceania),20-29歲,男,500
2023,1,大洋洲地區(Oceania),20-29歲,男,816
2023,2,大洋洲地區(Oceania),20-29歲,男,1429
2023,3,大洋洲地區(Oceania),20-29歲,男,806
2023,4,大洋洲地區(Oceania),20-29歲,男,650
2023,5,大洋洲地區(Oceania),20-29歲,男,708
2023,6,大洋洲地區(Oceania),20-29歲,男,1030
2023,7,大洋洲地區(Oceania),20-29歲,男,1067
2023,8,大洋洲地區(Oceania),20-29歲,男,996
2023,9,大洋洲地區(Oceania),20-29歲,男,836
2023,10,大洋洲地區(Oceania),20-29歲,男,910
2023,11,大洋洲地區(Oceania),20-29歲,男,724
2023,12,大洋洲地區(Oceania),20-29歲,男,727
2024,1,大洋洲地區(Oceania),20-29歲,男,982
2024,2,大洋洲地區(Oceania),20-29歲,男,1840
2024,3,大洋洲地區(Oceania),20-29歲,男,931
2024,4,大洋洲地區(Oceania),20-29歲,男,792
2024,5,大洋洲地區(Oceania),20-29歲,男,766
2024,6,大洋洲地區(Oceania),20-29歲,男,1055
2024,7,大洋洲地區(Oceania),20-29歲,男,1244
2024,8,大洋洲地區(Oceania),20-29歲,男,975
2024,9,大洋洲地區(Oceania),20-29歲,男,835
2024,10,大洋洲地區(Oceania),20-29歲,男,854
2024,11,大洋洲地區(Oceania),20-29歲,男,784
2024,12,大洋洲地區(Oceania),20-29歲,男,778
2025,1,大洋洲地區(Oceania),20-29歲,男,943
2025,2,大洋洲地區(Oceania),20-29歲,男,1731
2025,3,大洋洲地區(Oceania),20-29歲,男,1015
2025,4,大洋洲地區(Oceania),20-29歲,男,757
2025,5,大洋洲地區(Oceania),20-29歲,男,832
2025,6,大洋洲地區(Oceania),20-29歲,男,1121
2025,7,大洋洲地區(Oceania),20-29歲,男,1214
2025,8,大洋洲地區(Oceania),20-29歲,男,1221
2025,9,大洋洲地區(Oceania),20-29歲,男,1135
2025,10,大洋洲地區(Oceania),20-29歲,男,954
2025,11,大洋洲地區(Oceania),20-29歲,男,864
2025,12,大洋洲地區(Oceania),20-29歲,男,906
2026,1,大洋洲地區(Oceania),20-29歲,男,1030
2019,1,大洋洲地區(Oceania),20-29歲,女,1537
2019,2,大洋洲地區(Oceania),20-29歲,女,2836
2019,3,大洋洲地區(Oceania),20-29歲,女,1838
2019,4,大洋洲地區(Oceania),20-29歲,女,1633
2019,5,大洋洲地區(Oceania),20-29歲,女,1739
2019,6,大洋洲地區(Oceania),20-29歲,女,2194
2019,7,大洋洲地區(Oceania),20-29歲,女,1851
2019,8,大洋洲地區(Oceania),20-29歲,女,2385
2019,9,大洋洲地區(Oceania),20-29歲,女,2409
2019,10,大洋洲地區(Oceania),20-29歲,女,2326
2019,11,大洋洲地區(Oceania),20-29歲,女,1848
2019,12,大洋洲地區(Oceania),20-29歲,女,2009
2020,1,大洋洲地區(Oceania),20-29歲,女,1911
2020,2,大洋洲地區(Oceania),20-29歲,女,3312
2020,3,大洋洲地區(Oceania),20-29歲,女,737
2020,4,大洋洲地區(Oceania),20-29歲,女,4
2020,5,大洋洲地區(Oceania),20-29歲,女,4
2020,6,大洋洲地區(Oceania),20-29歲,女,12
2020,7,大洋洲地區(Oceania),20-29歲,女,7
2020,8,大洋洲地區(Oceania),20-29歲,女,5
2020,9,大洋洲地區(Oceania),20-29歲,女,6
2020,10,大洋洲地區(Oceania),20-29歲,女,9
2020,11,大洋洲地區(Oceania),20-29歲,女,7
2020,12,大洋洲地區(Oceania),20-29歲,女,12
2021,1,大洋洲地區(Oceania),20-29歲,女,12
2021,2,大洋洲地區(Oceania),20-29歲,女,8
2021,3,大洋洲地區(Oceania),20-29歲,女,5
2021,4,大洋洲地區(Oceania),20-29歲,女,29
2021,5,大洋洲地區(Oceania),20-29歲,女,13
2021,6,大洋洲地區(Oceania),20-29歲,女,8
2021,7,大洋洲地區(Oceania),20-29歲,女,16
2021,8,大洋洲地區(Oceania),20-29歲,女,82
2021,9,大洋洲地區(Oceania),20-29歲,女,134
2021,10,大洋洲地區(Oceania),20-29歲,女,50
2021,11,大洋洲地區(Oceania),20-29歲,女,3
2021,12,大洋洲地區(Oceania),20-29歲,女,36
2022,1,大洋洲地區(Oceania),20-29歲,女,103
2022,2,大洋洲地區(Oceania),20-29歲,女,292
2022,3,大洋洲地區(Oceania),20-29歲,女,106
2022,4,大洋洲地區(Oceania),20-29歲,女,116
2022,5,大洋洲地區(Oceania),20-29歲,女,124
2022,6,大洋洲地區(Oceania),20-29歲,女,201
2022,7,大洋洲地區(Oceania),20-29歲,女,496
2022,8,大洋洲地區(Oceania),20-29歲,女,396
2022,9,大洋洲地區(Oceania),20-29歲,女,478
2022,10,大洋洲地區(Oceania),20-29歲,女,599
2022,11,大洋洲地區(Oceania),20-29歲,女,539
2022,12,大洋洲地區(Oceania),20-29歲,女,794
2023,1,大洋洲地區(Oceania),20-29歲,女,1177
2023,2,大洋洲地區(Oceania),20-29歲,女,2150
2023,3,大洋洲地區(Oceania),20-29歲,女,1327
2023,4,大洋洲地區(Oceania),20-29歲,女,1113
2023,5,大洋洲地區(Oceania),20-29歲,女,1033
2023,6,大洋洲地區(Oceania),20-29歲,女,1661
2023,7,大洋洲地區(Oceania),20-29歲,女,1649
2023,8,大洋洲地區(Oceania),20-29歲,女,1572
2023,9,大洋洲地區(Oceania),20-29歲,女,1475
2023,10,大洋洲地區(Oceania),20-29歲,女,1544
2023,11,大洋洲地區(Oceania),20-29歲,女,1224
2023,12,大洋洲地區(Oceania),20-29歲,女,1202
2024,1,大洋洲地區(Oceania),20-29歲,女,1426
2024,2,大洋洲地區(Oceania),20-29歲,女,2669
2024,3,大洋洲地區(Oceania),20-29歲,女,1417
2024,4,大洋洲地區(Oceania),20-29歲,女,1351
2024,5,大洋洲地區(Oceania),20-29歲,女,1206
2024,6,大洋洲地區(Oceania),20-29歲,女,1770
2024,7,大洋洲地區(Oceania),20-29歲,女,1998
2024,8,大洋洲地區(Oceania),20-29歲,女,1544
2024,9,大洋洲地區(Oceania),20-29歲,女,1508
2024,10,大洋洲地區(Oceania),20-29歲,女,1426
2024,11,大洋洲地區(Oceania),20-29歲,女,1385
2024,12,大洋洲地區(Oceania),20-29歲,女,1186
2025,1,大洋洲地區(Oceania),20-29歲,女,1370
2025,2,大洋洲地區(Oceania),20-29歲,女,2590
2025,3,大洋洲地區(Oceania),20-29歲,女,1675
2025,4,大洋洲地區(Oceania),20-29歲,女,1135
2025,5,大洋洲地區(Oceania),20-29歲,女,1422
2025,6,大洋洲地區(Oceania),20-29歲,女,1739
2025,7,大洋洲地區(Oceania),20-29歲,女,1776
2025,8,大洋洲地區(Oceania),20-29歲,女,1843
2025,9,大洋洲地區(Oceania),20-29歲,女,1804
2025,10,大洋洲地區(Oceania),20-29歲,女,1660
2025,11,大洋洲地區(Oceania),20-29歲,女,1568
2025,12,大洋洲地區(Oceania),20-29歲,女,1590
2026,1,大洋洲地區(Oceania),20-29歲,女,1553
2019,1,大洋洲地區(Oceania),30-39歲,男,1306
2019,2,大洋洲地區(Oceania),30-39歲,男,1804
2019,3,大洋洲地區(Oceania),30-39歲,男,1632
2019,4,大洋洲地區(Oceania),30-39歲,男,1389
2019,5,大洋洲地區(Oceania),30-39歲,男,1489
2019,6,大洋洲地區(Oceania),30-39歲,男,1181
2019,7,大洋洲地區(Oceania),30-39歲,男,838
2019,8,大洋洲地區(Oceania),30-39歲,男,1297
2019,9,大洋洲地區(Oceania),30-39歲,男,1583
2019,10,大洋洲地區(Oceania),30-39歲,男,1769
2019,11,大洋洲地區(Oceania),30-39歲,男,1512
2019,12,大洋洲地區(Oceania),30-39歲,男,1480
2020,1,大洋洲地區(Oceania),30-39歲,男,1748
2020,2,大洋洲地區(Oceania),30-39歲,男,1772
2020,3,大洋洲地區(Oceania),30-39歲,男,478
2020,4,大洋洲地區(Oceania),30-39歲,男,15
2020,5,大洋洲地區(Oceania),30-39歲,男,5
2020,6,大洋洲地區(Oceania),30-39歲,男,20
2020,7,大洋洲地區(Oceania),30-39歲,男,10
2020,8,大洋洲地區(Oceania),30-39歲,男,11
2020,9,大洋洲地區(Oceania),30-39歲,男,13
2020,10,大洋洲地區(Oceania),30-39歲,男,14
2020,11,大洋洲地區(Oceania),30-39歲,男,12
2020,12,大洋洲地區(Oceania),30-39歲,男,15
2021,1,大洋洲地區(Oceania),30-39歲,男,17
2021,2,大洋洲地區(Oceania),30-39歲,男,17
2021,3,大洋洲地區(Oceania),30-39歲,男,41
2021,4,大洋洲地區(Oceania),30-39歲,男,40
2021,5,大洋洲地區(Oceania),30-39歲,男,16
2021,6,大洋洲地區(Oceania),30-39歲,男,11
2021,7,大洋洲地區(Oceania),30-39歲,男,13
2021,8,大洋洲地區(Oceania),30-39歲,男,81
2021,9,大洋洲地區(Oceania),30-39歲,男,116
2021,10,大洋洲地區(Oceania),30-39歲,男,91
2021,11,大洋洲地區(Oceania),30-39歲,男,8
2021,12,大洋洲地區(Oceania),30-39歲,男,76
2022,1,大洋洲地區(Oceania),30-39歲,男,39
2022,2,大洋洲地區(Oceania),30-39歲,男,53
2022,3,大洋洲地區(Oceania),30-39歲,男,86
2022,4,大洋洲地區(Oceania),30-39歲,男,73
2022,5,大洋洲地區(Oceania),30-39歲,男,93
2022,6,大洋洲地區(Oceania),30-39歲,男,105
2022,7,大洋洲地區(Oceania),30-39歲,男,150
2022,8,大洋洲地區(Oceania),30-39歲,男,230
2022,9,大洋洲地區(Oceania),30-39歲,男,272
2022,10,大洋洲地區(Oceania),30-39歲,男,393
2022,11,大洋洲地區(Oceania),30-39歲,男,558
2022,12,大洋洲地區(Oceania),30-39歲,男,685
2023,1,大洋洲地區(Oceania),30-39歲,男,1075
2023,2,大洋洲地區(Oceania),30-39歲,男,1428
2023,3,大洋洲地區(Oceania),30-39歲,男,1325
2023,4,大洋洲地區(Oceania),30-39歲,男,1227
2023,5,大洋洲地區(Oceania),30-39歲,男,927
2023,6,大洋洲地區(Oceania),30-39歲,男,1032
2023,7,大洋洲地區(Oceania),30-39歲,男,793
2023,8,大洋洲地區(Oceania),30-39歲,男,898
2023,9,大洋洲地區(Oceania),30-39歲,男,1155
2023,10,大洋洲地區(Oceania),30-39歲,男,1498
2023,11,大洋洲地區(Oceania),30-39歲,男,1144
2023,12,大洋洲地區(Oceania),30-39歲,男,1100
2024,1,大洋洲地區(Oceania),30-39歲,男,1069
2024,2,大洋洲地區(Oceania),30-39歲,男,1687
2024,3,大洋洲地區(Oceania),30-39歲,男,1391
2024,4,大洋洲地區(Oceania),30-39歲,男,1265
2024,5,大洋洲地區(Oceania),30-39歲,男,1143
2024,6,大洋洲地區(Oceania),30-39歲,男,1071
2024,7,大洋洲地區(Oceania),30-39歲,男,795
2024,8,大洋洲地區(Oceania),30-39歲,男,963
2024,9,大洋洲地區(Oceania),30-39歲,男,1094
2024,10,大洋洲地區(Oceania),30-39歲,男,1104
2024,11,大洋洲地區(Oceania),30-39歲,男,1150
2024,12,大洋洲地區(Oceania),30-39歲,男,1010
2025,1,大洋洲地區(Oceania),30-39歲,男,1231
2025,2,大洋洲地區(Oceania),30-39歲,男,1534
2025,3,大洋洲地區(Oceania),30-39歲,男,1519
2025,4,大洋洲地區(Oceania),30-39歲,男,1160
2025,5,大洋洲地區(Oceania),30-39歲,男,1364
2025,6,大洋洲地區(Oceania),30-39歲,男,1087
2025,7,大洋洲地區(Oceania),30-39歲,男,871
2025,8,大洋洲地區(Oceania),30-39歲,男,1176
2025,9,大洋洲地區(Oceania),30-39歲,男,1365
2025,10,大洋洲地區(Oceania),30-39歲,男,1492
2025,11,大洋洲地區(Oceania),30-39歲,男,1359
2025,12,大洋洲地區(Oceania),30-39歲,男,1300
2026,1,大洋洲地區(Oceania),30-39歲,男,1099
2019,1,大洋洲地區(Oceania),30-39歲,女,1850
2019,2,大洋洲地區(Oceania),30-39歲,女,2659
2019,3,大洋洲地區(Oceania),30-39歲,女,2398
2019,4,大洋洲地區(Oceania),30-39歲,女,2111
2019,5,大洋洲地區(Oceania),30-39歲,女,2116
2019,6,大洋洲地區(Oceania),30-39歲,女,1868
2019,7,大洋洲地區(Oceania),30-39歲,女,1296
2019,8,大洋洲地區(Oceania),30-39歲,女,2010
2019,9,大洋洲地區(Oceania),30-39歲,女,2248
2019,10,大洋洲地區(Oceania),30-39歲,女,2625
2019,11,大洋洲地區(Oceania),30-39歲,女,2160
2019,12,大洋洲地區(Oceania),30-39歲,女,2224
2020,1,大洋洲地區(Oceania),30-39歲,女,2552
2020,2,大洋洲地區(Oceania),30-39歲,女,2742
2020,3,大洋洲地區(Oceania),30-39歲,女,665
2020,4,大洋洲地區(Oceania),30-39歲,女,19
2020,5,大洋洲地區(Oceania),30-39歲,女,16
2020,6,大洋洲地區(Oceania),30-39歲,女,53
2020,7,大洋洲地區(Oceania),30-39歲,女,22
2020,8,大洋洲地區(Oceania),30-39歲,女,18
2020,9,大洋洲地區(Oceania),30-39歲,女,12
2020,10,大洋洲地區(Oceania),30-39歲,女,15
2020,11,大洋洲地區(Oceania),30-39歲,女,16
2020,12,大洋洲地區(Oceania),30-39歲,女,30
2021,1,大洋洲地區(Oceania),30-39歲,女,27
2021,2,大洋洲地區(Oceania),30-39歲,女,17
2021,3,大洋洲地區(Oceania),30-39歲,女,36
2021,4,大洋洲地區(Oceania),30-39歲,女,43
2021,5,大洋洲地區(Oceania),30-39歲,女,27
2021,6,大洋洲地區(Oceania),30-39歲,女,15
2021,7,大洋洲地區(Oceania),30-39歲,女,25
2021,8,大洋洲地區(Oceania),30-39歲,女,96
2021,9,大洋洲地區(Oceania),30-39歲,女,140
2021,10,大洋洲地區(Oceania),30-39歲,女,70
2021,11,大洋洲地區(Oceania),30-39歲,女,11
2021,12,大洋洲地區(Oceania),30-39歲,女,72
2022,1,大洋洲地區(Oceania),30-39歲,女,43
2022,2,大洋洲地區(Oceania),30-39歲,女,71
2022,3,大洋洲地區(Oceania),30-39歲,女,127
2022,4,大洋洲地區(Oceania),30-39歲,女,130
2022,5,大洋洲地區(Oceania),30-39歲,女,119
2022,6,大洋洲地區(Oceania),30-39歲,女,230
2022,7,大洋洲地區(Oceania),30-39歲,女,270
2022,8,大洋洲地區(Oceania),30-39歲,女,353
2022,9,大洋洲地區(Oceania),30-39歲,女,377
2022,10,大洋洲地區(Oceania),30-39歲,女,657
2022,11,大洋洲地區(Oceania),30-39歲,女,748
2022,12,大洋洲地區(Oceania),30-39歲,女,1067
2023,1,大洋洲地區(Oceania),30-39歲,女,1810
2023,2,大洋洲地區(Oceania),30-39歲,女,2081
2023,3,大洋洲地區(Oceania),30-39歲,女,1894
2023,4,大洋洲地區(Oceania),30-39歲,女,1868
2023,5,大洋洲地區(Oceania),30-39歲,女,1457
2023,6,大洋洲地區(Oceania),30-39歲,女,1576
2023,7,大洋洲地區(Oceania),30-39歲,女,1321
2023,8,大洋洲地區(Oceania),30-39歲,女,1318
2023,9,大洋洲地區(Oceania),30-39歲,女,1811
2023,10,大洋洲地區(Oceania),30-39歲,女,2077
2023,11,大洋洲地區(Oceania),30-39歲,女,1587
2023,12,大洋洲地區(Oceania),30-39歲,女,1618
2024,1,大洋洲地區(Oceania),30-39歲,女,1644
2024,2,大洋洲地區(Oceania),30-39歲,女,2494
2024,3,大洋洲地區(Oceania),30-39歲,女,2087
2024,4,大洋洲地區(Oceania),30-39歲,女,1800
2024,5,大洋洲地區(Oceania),30-39歲,女,1760
2024,6,大洋洲地區(Oceania),30-39歲,女,1569
2024,7,大洋洲地區(Oceania),30-39歲,女,1386
2024,8,大洋洲地區(Oceania),30-39歲,女,1396
2024,9,大洋洲地區(Oceania),30-39歲,女,1698
2024,10,大洋洲地區(Oceania),30-39歲,女,1808
2024,11,大洋洲地區(Oceania),30-39歲,女,1784
2024,12,大洋洲地區(Oceania),30-39歲,女,1601
2025,1,大洋洲地區(Oceania),30-39歲,女,1801
2025,2,大洋洲地區(Oceania),30-39歲,女,2266
2025,3,大洋洲地區(Oceania),30-39歲,女,2327
2025,4,大洋洲地區(Oceania),30-39歲,女,1870
2025,5,大洋洲地區(Oceania),30-39歲,女,1990
2025,6,大洋洲地區(Oceania),30-39歲,女,1604
2025,7,大洋洲地區(Oceania),30-39歲,女,1450
2025,8,大洋洲地區(Oceania),30-39歲,女,1812
2025,9,大洋洲地區(Oceania),30-39歲,女,2003
2025,10,大洋洲地區(Oceania),30-39歲,女,2259
2025,11,大洋洲地區(Oceania),30-39歲,女,2143
2025,12,大洋洲地區(Oceania),30-39歲,女,1990
2026,1,大洋洲地區(Oceania),30-39歲,女,1663
2019,1,大洋洲地區(Oceania),40-49歲,男,1477
2019,2,大洋洲地區(Oceania),40-49歲,男,1257
2019,3,大洋洲地區(Oceania),40-49歲,男,1172
2019,4,大洋洲地區(Oceania),40-49歲,男,1084
2019,5,大洋洲地區(Oceania),40-49歲,男,1129
2019,6,大洋洲地區(Oceania),40-49歲,男,1327
2019,7,大洋洲地區(Oceania),40-49歲,男,1357
2019,8,大洋洲地區(Oceania),40-49歲,男,1934
2019,9,大洋洲地區(Oceania),40-49歲,男,1120
2019,10,大洋洲地區(Oceania),40-49歲,男,1293
2019,11,大洋洲地區(Oceania),40-49歲,男,1071
2019,12,大洋洲地區(Oceania),40-49歲,男,920
2020,1,大洋洲地區(Oceania),40-49歲,男,1966
2020,2,大洋洲地區(Oceania),40-49歲,男,1086
2020,3,大洋洲地區(Oceania),40-49歲,男,266
2020,4,大洋洲地區(Oceania),40-49歲,男,11
2020,5,大洋洲地區(Oceania),40-49歲,男,5
2020,6,大洋洲地區(Oceania),40-49歲,男,22
2020,7,大洋洲地區(Oceania),40-49歲,男,7
2020,8,大洋洲地區(Oceania),40-49歲,男,14
2020,9,大洋洲地區(Oceania),40-49歲,男,15
2020,10,大洋洲地區(Oceania),40-49歲,男,16
2020,11,大洋洲地區(Oceania),40-49歲,男,17
2020,12,大洋洲地區(Oceania),40-49歲,男,14
2021,1,大洋洲地區(Oceania),40-49歲,男,24
2021,2,大洋洲地區(Oceania),40-49歲,男,9
2021,3,大洋洲地區(Oceania),40-49歲,男,27
2021,4,大洋洲地區(Oceania),40-49歲,男,53
2021,5,大洋洲地區(Oceania),40-49歲,男,27
2021,6,大洋洲地區(Oceania),40-49歲,男,10
2021,7,大洋洲地區(Oceania),40-49歲,男,16
2021,8,大洋洲地區(Oceania),40-49歲,男,68
2021,9,大洋洲地區(Oceania),40-49歲,男,93
2021,10,大洋洲地區(Oceania),40-49歲,男,51
2021,11,大洋洲地區(Oceania),40-49歲,男,9
2021,12,大洋洲地區(Oceania),40-49歲,男,77
2022,1,大洋洲地區(Oceania),40-49歲,男,32
2022,2,大洋洲地區(Oceania),40-49歲,男,40
2022,3,大洋洲地區(Oceania),40-49歲,男,51
2022,4,大洋洲地區(Oceania),40-49歲,男,69
2022,5,大洋洲地區(Oceania),40-49歲,男,53
2022,6,大洋洲地區(Oceania),40-49歲,男,121
2022,7,大洋洲地區(Oceania),40-49歲,男,160
2022,8,大洋洲地區(Oceania),40-49歲,男,191
2022,9,大洋洲地區(Oceania),40-49歲,男,203
2022,10,大洋洲地區(Oceania),40-49歲,男,283
2022,11,大洋洲地區(Oceania),40-49歲,男,395
2022,12,大洋洲地區(Oceania),40-49歲,男,568
2023,1,大洋洲地區(Oceania),40-49歲,男,1216
2023,2,大洋洲地區(Oceania),40-49歲,男,909
2023,3,大洋洲地區(Oceania),40-49歲,男,846
2023,4,大洋洲地區(Oceania),40-49歲,男,883
2023,5,大洋洲地區(Oceania),40-49歲,男,679
2023,6,大洋洲地區(Oceania),40-49歲,男,918
2023,7,大洋洲地區(Oceania),40-49歲,男,1267
2023,8,大洋洲地區(Oceania),40-49歲,男,1115
2023,9,大洋洲地區(Oceania),40-49歲,男,860
2023,10,大洋洲地區(Oceania),40-49歲,男,985
2023,11,大洋洲地區(Oceania),40-49歲,男,838
