股票名稱,股票金額,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
統一,1216,2024/11/7,"3,995,220","353,069,155",88,89.2,87.9,88.2,-0.5,"2,688",
統一,1216,2024/11/8,"7,283,399","636,267,872",88.6,88.7,86.7,87.3,-0.9,"5,556",
統一,1216,2024/11/11,"5,518,780","478,213,932",87.3,87.3,86.1,87,-0.3,"4,095",
統一,1216,2024/11/12,"11,267,033","969,954,714",86,86.8,85.7,86,-1,"5,830",
統一,1216,2024/11/13,"8,994,330","778,264,489",85.4,87.3,85.1,86.9,0.9,"4,942",
統一,1216,2024/11/14,"8,460,538","730,376,475",86.1,87,85.8,86,-0.9,"3,569",
統一,1216,2024/11/15,"8,401,322","722,822,193",87.2,87.3,85.5,85.9,-0.1,"4,465",
統一,1216,2024/11/18,"9,469,345","805,375,932",86,86.4,84.2,84.9,-1,"5,672",
統一,1216,2024/11/19,"11,386,842","957,765,869",84.9,85,83.2,84.7,-0.2,"7,291",
統一,1216,2024/11/20,"10,666,205","910,402,580",84.2,86,84,86,1.3,"5,691",
統一,1216,2024/11/21,"9,802,126","835,450,282",85.1,85.7,84.6,85.5,-0.5,"4,283",
統一,1216,2024/11/22,"5,859,156","499,945,879",85.5,86.3,85.1,85.1,-0.4,"2,988",
統一,1216,2024/11/25,"15,215,007","1,322,803,585",86,87.3,85.9,87,1.9,"4,061",
統一,1216,2024/11/26,"4,642,980","399,067,454",86.3,86.5,85.4,86.1,-0.9,"2,745",
統一,1216,2024/11/27,"4,378,572","378,409,038",86,86.9,85.9,86.5,0.4,"2,161",
統一,1216,2024/11/28,"4,208,266","362,261,472",86.5,87,85.5,85.9,-0.6,"2,687",
統一,1216,2024/11/29,"7,503,887","636,030,323",84.8,85.8,84.5,84.5,-1.4,"3,164",
統一,1216,2024/12/2,"5,630,843","480,383,351",84.6,85.6,84.6,85.6,1.1,"2,714",
統一,1216,2024/12/3,"5,606,145","481,592,337",85.1,86.2,85.1,86.1,0.5,"3,033",
統一,1216,2024/12/4,"5,766,060","497,210,536",86.3,86.5,85.6,86.5,0.4,"2,756",
統一,1216,2024/12/5,"3,173,748","271,875,937",86.5,86.5,85.4,85.6,-0.9,"2,193",
統一,1216,2024/12/6,"4,890,218","421,106,124",86.4,86.4,85.3,86.4,0.8,"2,801",
統一,1216,2024/12/9,"7,224,109","613,287,565",85.8,86,84.6,84.6,-1.8,"5,029",
統一,1216,2024/12/10,"4,892,137","414,843,134",84.6,85.1,84.1,85,0.4,"2,574",
統一,1216,2024/12/11,"3,857,911","328,676,893",85,85.4,84.6,85.4,0.4,"2,291",
統一,1216,2024/12/12,"4,968,896","419,754,528",84.9,85.3,84.2,84.3,-1.1,"3,281",
統一,1216,2024/12/13,"5,039,934","424,065,560",84.1,84.5,83.8,84.3,0,"3,514",
統一,1216,2024/12/16,"6,636,047","567,152,571",84.8,85.7,84.5,85.7,1.4,"2,978",
統一,1216,2024/12/17,"12,632,015","1,062,137,555",84.9,85.6,83.6,83.6,-2.1,"5,512",
統一,1216,2024/12/18,"9,771,068","818,396,912",83.4,84.1,83.3,84.1,0.5,"5,393",
統一,1216,2024/12/19,"9,717,370","803,508,257",82.6,83.7,82.1,82.7,-1.4,"7,009",
統一,1216,2024/12/20,"17,256,145","1,403,032,162",81.8,82.5,81,81,-1.7,"7,294",
統一,1216,2024/12/23,"7,840,532","650,127,236",81.4,83.6,81.4,83.1,2.1,"5,026",
統一,1216,2024/12/24,"3,628,111","302,737,898",83.2,83.8,82.9,83.4,0.3,"2,612",
統一,1216,2024/12/25,"1,454,382","121,686,443",84.1,84.1,83.1,83.8,0.4,"1,292",
統一,1216,2024/12/26,"2,492,386","206,106,532",83.8,83.9,82.4,82.4,-1.4,"2,115",
統一,1216,2024/12/27,"1,502,265","124,236,417",83.3,83.3,82.3,82.8,0.4,"1,346",
統一,1216,2024/12/30,"3,600,112","295,490,856",82.3,82.8,81.9,81.9,-0.9,"2,367",
統一,1216,2024/12/31,"6,717,406","544,443,770",81.3,81.6,80.8,80.9,-1,"5,146",
統一,1216,2025/1/2,"16,255,478","1,295,063,496",80.4,80.9,78.9,79.9,-1,"10,913",
統一,1216,2025/1/3,"14,117,517","1,123,802,114",80.4,81,79.1,79.6,-0.3,"8,645",
統一,1216,2025/1/6,"17,396,225","1,396,431,617",79.8,81,79.6,80.9,1.3,"9,535",
統一,1216,2025/1/7,"18,186,069","1,452,535,027",81.2,81.9,79,79.5,-1.4,"10,141",
統一,1216,2025/1/8,"16,084,080","1,265,407,692",79.5,79.7,78.3,78.7,-0.8,"10,186",
統一,1216,2025/1/9,"6,452,467","507,952,450",78.6,79.2,78,78.6,-0.1,"4,280",
統一,1216,2025/1/10,"4,523,508","354,208,509",78.1,79,77.8,78.5,-0.1,"3,805",
統一,1216,2025/1/13,"22,027,034","1,707,506,599",78.1,78.5,77,78,-0.5,"5,215",
統一,1216,2025/1/14,"4,802,506","379,470,843",78.7,79.3,78.5,79,1,"3,875",
統一,1216,2025/1/15,"5,714,493","446,011,126",78.8,79,77.7,77.7,-1.3,"4,671",
統一,1216,2025/1/16,"5,618,119","442,430,767",78.9,79.1,78.3,78.8,1.1,"3,087",
統一,1216,2025/1/17,"6,907,356","541,550,005",79.3,79.3,77.9,78.5,-0.3,"3,386",
統一,1216,2025/1/20,"4,258,002","332,676,826",78.7,78.7,77.8,77.8,-0.7,"3,539",
統一,1216,2025/1/21,"4,084,154","319,525,016",77.9,78.7,77.5,78.4,0.6,"2,913",
統一,1216,2025/1/22,"6,626,295","520,211,475",79,79,78.2,78.4,0,"3,648",
統一,1216,2025/2/3,"14,663,313","1,149,731,007",76.2,79.3,76.2,79.2,0.8,"7,504",
統一,1216,2025/2/4,"9,865,720","778,047,760",79.5,79.8,78.3,78.4,-0.8,"6,174",
統一,1216,2025/2/5,"7,552,331","598,335,306",79.3,79.9,78.7,79.2,0.8,"4,020",
統一,1216,2025/2/6,"6,298,894","500,615,844",79,79.8,78.8,79.8,0.6,"3,519",
統一,1216,2025/2/7,"5,685,465","451,992,302",79.5,79.8,79.2,79.6,-0.2,"3,577",
統一,1216,2025/2/10,"5,225,878","413,833,532",79.4,79.6,78.8,79.4,-0.2,"3,402",
統一,1216,2025/2/11,"4,713,208","373,537,195",79.8,79.8,78.8,79.1,-0.3,"2,971",
統一,1216,2025/2/12,"6,221,959","496,552,945",79.3,80,79.2,80,0.9,"2,820",
統一,1216,2025/2/13,"8,647,015","697,559,719",80.6,81.3,80.1,80.9,0.9,"5,381",
統一,1216,2025/2/14,"5,848,631","473,143,214",80.8,81.3,80.3,80.9,0,"3,613",
統一,1216,2025/2/17,"4,975,113","405,049,232",81.5,81.6,81.1,81.3,0.4,"4,649",
統一,1216,2025/2/18,"6,249,114","506,103,392",81,81.2,80.7,81,-0.3,"2,707",
統一,1216,2025/2/19,"5,444,986","442,160,644",81,81.5,80.8,81.5,0.5,"3,245",
統一,1216,2025/2/20,"4,268,078","349,843,848",81.3,82.2,81.1,82,0.5,"3,479",
統一,1216,2025/2/21,"5,757,075","477,236,026",82.5,83.2,82.4,82.8,0.8,"4,706",
統一,1216,2025/2/24,"4,534,676","375,162,683",82.3,83.2,82.2,82.5,-0.3,"5,893",
統一,1216,2025/2/25,"4,180,600","344,059,409",82,82.8,82,82.1,-0.4,"3,704",
統一,1216,2025/2/26,"6,365,270","525,609,972",81.9,83,81.5,82.8,0.7,"4,067",
統一,1216,2025/2/27,"12,831,440","1,049,068,867",82.5,82.7,81.5,81.5,-1.3,"5,447",
統一,1216,2025/3/3,"11,986,989","991,714,730",81.3,83.6,81.3,83.6,2.1,"6,262",
統一,1216,2025/3/4,"8,048,512","661,077,812",82.4,83.1,81.5,81.5,-2.1,"6,862",
統一,1216,2025/3/5,"5,992,414","492,881,311",82.4,82.6,81.9,82.4,0.9,"3,157",
統一,1216,2025/3/6,"7,963,526","661,864,785",82,83.6,81.8,83,0.6,"4,462",
統一,1216,2025/3/7,"9,690,676","789,310,864",82.5,82.5,81.2,81.2,-1.8,"6,697",
統一,1216,2025/3/10,"7,051,166","582,358,409",81.7,82.9,81.7,82.9,1.7,"3,638",
統一,1216,2025/3/11,"11,311,650","930,562,068",81.4,83,81.4,82.6,-0.3,"5,066",
統一,1216,2025/3/12,"7,349,542","610,367,246",83,83.6,82.5,83.1,0.5,"3,572",
統一,1216,2025/3/13,"7,972,474","659,266,461",83.3,83.4,82.2,82.3,-0.8,"3,502",
統一,1216,2025/3/14,"6,419,072","528,797,085",82.9,83.4,81.8,82.4,0.1,"4,700",
統一,1216,2025/3/17,"10,034,600","820,075,869",81.9,82.4,81.1,81.5,-0.9,"5,770",
統一,1216,2025/3/18,"7,718,378","633,891,174",81.9,82.7,81.8,82.1,0.6,"4,059",
統一,1216,2025/3/19,"8,148,233","661,743,500",82.3,82.3,80.7,80.8,-1.3,"5,844",
統一,1216,2025/3/20,"7,794,202","633,152,506",80.7,81.6,80.7,81.3,0.5,"3,728",
統一,1216,2025/3/21,"12,466,421","1,022,096,762",81.3,82.3,80.9,82.1,0.8,"3,320",
統一,1216,2025/3/24,"4,309,127","353,984,671",81.7,82.6,81.7,82,-0.1,"2,718",
統一,1216,2025/3/25,"5,840,959","481,317,829",82.4,83.2,81.8,82.5,0.5,"2,993",
統一,1216,2025/3/26,"5,940,288","489,248,852",82.6,82.7,82,82.3,-0.2,"3,274",
統一,1216,2025/3/27,"7,134,925","590,375,298",82.3,83.2,82.1,83,0.7,"3,265",
統一,1216,2025/3/28,"6,426,795","529,084,037",82.6,82.7,81.9,82.3,-0.7,"3,090",
統一,1216,2025/3/31,"11,620,322","943,073,029",81.2,82.1,80.5,80.5,-1.8,"5,311",
統一,1216,2025/4/1,"7,536,787","616,509,686",81.1,82.3,81.1,82.1,1.6,"4,187",
統一,1216,2025/4/2,"5,634,284","462,062,059",81.5,82.4,81.5,81.9,-0.2,"3,094",
統一,1216,2025/4/7,"21,230,946","1,588,631,959",73.8,76.5,73.8,74.5,-7.4,"12,893",
統一,1216,2025/4/8,"30,612,113","2,373,015,940",76.8,79.1,75.8,78.3,3.8,"15,374",
統一,1216,2025/4/9,"27,009,535","2,096,709,352",75.2,80,75,75,-3.3,"13,629",
統一,1216,2025/4/10,"32,911,723","2,607,480,248",80.9,81.8,77.8,78.4,3.4,"17,781",
統一,1216,2025/4/11,"21,951,871","1,718,756,469",78.4,79.7,77.8,78,-0.4,"9,325",
統一,1216,2025/4/14,"16,640,706","1,289,387,366",77.6,78.8,76.5,76.5,-1.5,"10,403",
統一,1216,2025/4/15,"20,451,914","1,558,067,932",76.5,77,75.6,75.6,-0.9,"12,289",
統一,1216,2025/4/16,"17,482,452","1,325,889,100",75.1,76.8,74.7,76.8,1.2,"9,564",
統一,1216,2025/4/17,"14,601,504","1,102,725,241",76,76.4,75,75.6,-1.2,"8,094",
統一,1216,2025/4/18,"8,589,016","644,599,571",75.4,75.6,74.8,74.9,-0.7,"5,108",
統一,1216,2025/4/21,"9,617,601","720,612,548",75.3,75.6,74.5,74.7,-0.2,"6,305",
統一,1216,2025/4/22,"20,360,793","1,525,254,570",74.7,75.6,73.9,75.4,0.7,"8,827",
統一,1216,2025/4/23,"17,194,933","1,321,512,571",75.4,77.5,75,77.5,2.1,"8,971",
統一,1216,2025/4/24,"12,721,372","973,901,829",77,77.2,76,76.5,-1,"8,276",
統一,1216,2025/4/25,"14,201,785","1,084,711,950",76.5,76.9,75.8,76.2,-0.3,"5,534",
統一,1216,2025/4/28,"6,911,417","530,383,434",76.6,77.3,76.3,76.8,0.6,"3,351",
統一,1216,2025/4/29,"7,779,188","597,152,707",76.6,77,76.4,76.7,-0.1,"3,962",
統一,1216,2025/4/30,"8,360,881","642,254,434",76.4,77.2,76.3,76.8,0.1,"4,413",
統一,1216,2025/5/2,"6,927,075","538,989,658",77.3,78.2,77.1,78.1,1.3,"4,378",
統一,1216,2025/5/5,"23,255,370","1,876,507,240",79.3,82.1,79,80.8,2.7,"11,856",
統一,1216,2025/5/6,"12,272,658","995,943,645",81.5,82.3,80.4,80.7,-0.1,"8,950",
統一,1216,2025/5/7,"9,055,834","733,188,807",81.5,81.5,80.4,80.7,0,"5,112",
統一,1216,2025/5/8,"6,985,895","564,851,820",80.3,81.3,80.3,80.7,0,"3,816",
統一,1216,2025/5/9,"9,302,562","751,042,081",80,81.4,79.7,81.2,0.5,"4,998",
統一,1216,2025/5/12,"9,444,176","762,659,817",82,82,80.1,80.3,-0.9,"9,616",
統一,1216,2025/5/13,"13,159,771","1,038,826,585",79.8,80,78.4,78.7,-1.6,"16,588",
統一,1216,2025/5/14,"15,508,649","1,215,574,350",79.5,79.5,78,78.5,-0.2,"9,203",
統一,1216,2025/5/15,"14,669,754","1,157,462,643",78.8,79.6,78,79.5,1,"8,748",
統一,1216,2025/5/16,"10,224,248","808,740,458",78.8,79.6,78.6,79.6,0.1,"6,629",
統一,1216,2025/5/19,"29,423,455","2,422,691,053",79.8,83.2,79.7,83,3.4,"16,259",
統一,1216,2025/5/20,"15,773,360","1,294,852,597",83,83.7,81.5,81.5,-1.5,"15,997",
統一,1216,2025/5/21,"15,240,848","1,234,124,276",81.5,82,80.7,81,-0.5,"9,398",
統一,1216,2025/5/22,"12,975,473","1,041,134,819",80.5,81.1,79.9,80.4,-0.6,"5,710",
統一,1216,2025/5/23,"13,622,691","1,088,452,098",80,80.4,79.6,79.9,-0.5,"6,341",
統一,1216,2025/5/26,"25,005,712","1,980,937,223",79.9,79.9,78.7,79.7,-0.2,"10,852",
統一,1216,2025/5/27,"23,464,760","1,899,777,358",80,81.8,79.9,80.8,1.1,"10,272",
統一,1216,2025/5/28,"10,961,996","888,400,317",81,81.3,80.4,81.3,0.5,"5,901",
統一,1216,2025/5/29,"21,567,373","1,728,171,101",81.5,81.6,79.6,79.6,-1.7,"7,350",
統一,1216,2025/6/2,"19,417,974","1,541,563,571",79.5,80.3,78.9,79,-0.6,"8,497",
統一,1216,2025/6/3,"26,744,163","2,110,843,277",79.2,79.8,78.3,79.3,0.3,"12,272",
統一,1216,2025/6/4,"16,941,889","1,342,400,308",79.3,79.9,78.8,78.8,-0.5,"6,622",
統一,1216,2025/6/5,"9,035,623","719,721,285",78.8,80,78.8,79.7,0.9,"4,587",
統一,1216,2025/6/6,"9,349,034","742,766,201",79.9,80,79.1,79.1,-0.6,"4,764",
統一,1216,2025/6/9,"9,486,952","754,289,046",79.6,80.4,79.1,79.1,0,"5,604",
統一,1216,2025/6/10,"12,957,925","1,025,682,753",79.2,79.5,78.9,79.1,0,"5,208",
統一,1216,2025/6/11,"12,886,546","1,018,529,643",79.1,79.8,78.8,78.8,-0.3,"6,324",
統一,1216,2025/6/12,"8,188,649","648,204,790",79.4,79.5,78.8,79.2,0.4,"3,882",
統一,1216,2025/6/13,"12,327,162","981,789,234",78.9,80.1,78.9,79.7,0.5,"4,917",
統一,1216,2025/6/16,"13,809,511","1,101,481,322",79.5,80.4,79.4,79.4,-0.3,"5,002",
統一,1216,2025/6/17,"24,486,964","1,934,619,880",79.8,80.4,78.4,78.9,-0.5,"8,381",
統一,1216,2025/6/18,"26,500,123","2,071,137,572",78.7,78.9,77.9,78,-0.9,"11,008",
統一,1216,2025/6/19,"25,674,713","1,991,506,697",78,78.4,77.3,77.5,-0.5,"8,442",
統一,1216,2025/6/20,"50,853,039","3,964,886,668",77.7,78.8,77.4,77.9,0.4,"12,904",
統一,1216,2025/6/23,"39,602,080","3,117,505,700",77.8,79.2,77.3,79.2,1.3,"8,894",
統一,1216,2025/6/24,"46,335,689","3,691,943,050",79.6,80,78.8,79.9,0.7,"10,217",
統一,1216,2025/6/25,"41,682,281","3,310,809,123",80,80.2,79,79.4,-0.5,"10,750",
統一,1216,2025/6/26,"44,793,577","3,588,660,410",79.6,81,79.3,80.3,0.9,"10,714",
統一,1216,2025/6/27,"28,475,652","2,288,895,697",80.3,80.9,79.9,80.1,-0.2,"14,321",
統一,1216,2025/6/30,"28,802,549","2,346,859,084",80.8,82.4,80.5,81,0.9,"10,733",
統一,1216,2025/7/1,"19,629,188","1,602,608,023",81.1,82.5,81,81.7,0.7,"11,612",
統一,1216,2025/7/2,"19,328,750","1,574,060,444",80.6,82.1,80.6,82,0.3,"7,903",
統一,1216,2025/7/3,"18,977,988","1,542,865,276",81.4,82.2,80.9,81.1,-0.9,"8,258",
統一,1216,2025/7/4,"11,226,697","925,606,429",81.7,82.9,81.3,82.5,1.4,"6,535",
統一,1216,2025/7/7,"7,453,508","618,730,269",82.1,83.4,82.1,82.7,0.2,"5,330",
統一,1216,2025/7/8,"11,475,451","959,924,294",82.8,84,82.8,83.8,1.1,"6,961",
統一,1216,2025/7/9,"11,804,623","987,775,303",83.4,84,83,83.5,-0.3,"6,224",
統一,1216,2025/7/10,"9,098,167","764,843,478",83.1,84.6,83.1,84,0.5,"7,321",
統一,1216,2025/7/11,"10,965,352","931,425,611",83.9,85.3,83.8,84.9,0.9,"7,259",
統一,1216,2025/7/14,"12,305,110","1,056,204,473",85.3,86.6,85,85.3,0.4,"7,928",
統一,1216,2025/7/15,"10,009,393","848,961,342",85,85.9,84.3,84.6,-0.7,"8,282",
統一,1216,2025/7/16,"11,862,573","1,013,641,166",84,86,84,85.5,0.9,"7,606",
統一,1216,2025/7/17,"11,431,608","980,681,164",85.4,86.2,85.1,85.9,0.4,"6,579",
統一,1216,2025/7/18,"10,812,868","929,922,138",85.9,86.5,85.5,86.1,0.2,"7,269",
統一,1216,2025/7/21,"10,738,645","926,518,864",86.2,86.8,85.6,86.6,0.5,"5,623",
統一,1216,2025/7/22,"11,838,973","1,027,719,609",86.6,87.1,86.1,87,0.4,"6,396",
統一,1216,2025/7/23,"11,946,568","1,034,812,602",87.1,87.2,86.2,86.3,-0.7,"9,117",
統一,1216,2025/7/24,"9,572,970","818,730,614",86.3,86.5,85,85.4,-0.9,"10,067",
統一,1216,2025/7/25,"8,344,608","710,732,439",85,85.9,84.9,84.9,-0.5,"7,853",
統一,1216,2025/7/28,"15,986,995","1,334,157,489",85,85.5,82.8,83.4,-1.5,"50,801",
統一,1216,2025/7/29,"9,950,713","822,329,427",83.4,83.6,82.1,82.6,-0.8,"13,409",
統一,1216,2025/7/30,"8,250,491","682,159,566",82.5,82.9,82.2,82.7,0.1,"5,879",
統一,1216,2025/7/31,"16,549,302","1,307,073,477",79.7,79.7,78.6,79.2,X0.00,"11,662",
統一,1216,2025/8/1,"7,677,704","610,616,875",78.9,80.1,78.9,79.4,0.2,"5,908",
統一,1216,2025/8/4,"6,118,058","486,936,858",79.2,80,79.2,80,0.6,"4,455",
統一,1216,2025/8/5,"8,136,708","647,496,950",79.8,80.4,79.4,79.8,-0.2,"6,347",
統一,1216,2025/8/6,"7,487,658","593,387,972",79.8,79.8,79,79.1,-0.7,"6,810",
統一,1216,2025/8/7,"10,111,835","801,629,349",79.3,79.8,78.9,79.1,0,"5,901",
統一,1216,2025/8/8,"12,775,057","999,764,986",78.8,79.1,77.8,78.2,-0.9,"11,447",
統一,1216,2025/8/11,"11,037,355","857,402,933",78.2,78.2,77.3,77.8,-0.4,"10,226",
統一,1216,2025/8/12,"10,895,627","848,049,256",78,78.2,77.6,77.8,0,"6,107",
統一,1216,2025/8/13,"13,214,520","1,025,206,769",78.4,78.4,77.2,77.6,-0.2,"10,321",
統一,1216,2025/8/14,"7,386,892","576,872,825",77.9,78.4,77.6,78.2,0.6,"4,324",
統一,1216,2025/8/15,"8,067,858","631,858,670",78.6,78.8,77.7,78.8,0.6,"4,124",
統一,1216,2025/8/18,"8,218,872","639,222,043",78.5,78.6,77.5,77.8,-1,"7,695",
統一,1216,2025/8/19,"7,568,390","584,415,601",77.6,77.6,77,77.3,-0.5,"6,495",
統一,1216,2025/8/20,"7,786,251","599,552,016",77.2,77.4,76.8,77.1,-0.2,"6,760",
統一,1216,2025/8/21,"9,005,381","699,604,156",77.7,78.3,77.3,77.8,0.7,"7,177",
統一,1216,2025/8/22,"8,816,575","684,993,755",78.2,78.4,77.3,77.5,-0.3,"5,007",
統一,1216,2025/8/25,"8,328,914","646,209,748",77.8,78.1,77.3,77.8,0.3,"4,598",
統一,1216,2025/8/26,"18,616,972","1,425,922,225",77.5,77.5,76.3,76.3,-1.5,"12,302",
統一,1216,2025/8/27,"7,396,942","567,584,928",76.4,77.2,76.2,76.7,0.4,"5,244",
統一,1216,2025/8/28,"11,198,572","868,085,821",76.5,77.9,76.4,77.7,1,"5,352",
統一,1216,2025/8/29,"11,740,973","912,279,067",77.9,78.1,77.2,77.4,-0.3,"4,904",
統一,1216,2025/9/1,"3,943,425","305,944,540",77.4,77.9,77.1,77.4,0,"3,207",
統一,1216,2025/9/2,"5,378,072","419,452,915",77.3,78.2,77.3,78.2,0.8,"3,661",
統一,1216,2025/9/3,"4,423,185","344,897,793",78.1,78.3,77.7,77.9,-0.3,"3,286",
統一,1216,2025/9/4,"5,442,607","425,051,561",78,78.3,77.7,78.1,0.2,"3,069",
統一,1216,2025/9/5,"4,947,791","387,317,513",78.2,78.5,78.1,78.1,0,"3,467",
統一,1216,2025/9/8,"6,876,658","540,610,689",78.1,79.1,78.1,78.9,0.8,"3,976",
統一,1216,2025/9/9,"11,414,751","906,484,467",78.9,79.8,78.7,79.4,0.5,"6,094",
統一,1216,2025/9/10,"9,585,758","763,345,890",79.4,79.9,79.1,79.5,0.1,"6,632",
統一,1216,2025/9/11,"7,989,354","632,955,202",79.3,79.7,78.7,78.9,-0.6,"4,933",
統一,1216,2025/9/12,"5,800,215","458,893,210",79,79.5,78.8,79.3,0.4,"4,352",
統一,1216,2025/9/15,"4,976,918","393,817,243",78.7,79.4,78.6,79.2,-0.1,"3,494",
統一,1216,2025/9/16,"7,280,486","577,421,752",79.5,79.6,78.8,79.4,0.2,"3,597",
統一,1216,2025/9/17,"5,502,107","433,881,357",79,79.3,78.4,79,-0.4,"5,907",
統一,1216,2025/9/18,"5,473,298","432,699,320",79.3,79.4,78.5,79.2,0.2,"2,637",
統一,1216,2025/9/19,"12,961,154","1,017,879,632",79.2,79.2,78.4,78.4,-0.8,"3,798",
統一,1216,2025/9/22,"5,591,864","439,189,041",78.8,78.8,78.3,78.6,0.2,"2,898",
統一,1216,2025/9/23,"8,343,420","653,545,158",78.2,78.5,78.2,78.4,-0.2,"3,136",
統一,1216,2025/9/24,"7,610,108","601,135,985",78.5,79.1,78.3,79.1,0.7,"2,927",
統一,1216,2025/9/25,"9,413,819","738,957,288",79.1,79.4,78.2,78.3,-0.8,"5,488",
統一,1216,2025/9/26,"6,957,730","545,324,013",78.7,78.7,78,78.4,0.1,"3,835",
統一,1216,2025/9/30,"9,551,809","749,713,253",78.9,79,78.2,78.4,0,"4,058",
統一,1216,2025/10/1,"5,750,465","450,401,833",77.8,78.7,77.8,78.3,-0.1,"3,671",
統一,1216,2025/10/2,"6,014,682","470,203,037",78.4,78.6,78,78,-0.3,"3,940",
統一,1216,2025/10/3,"5,871,003","455,404,472",78.1,78.1,77.3,77.4,-0.6,"5,357",
統一,1216,2025/10/7,"5,996,405","466,937,070",77.2,78.2,77.2,78.1,0.7,"3,718",
統一,1216,2025/10/8,"6,292,486","490,918,889",78.3,78.4,77.8,78,-0.1,"3,955",
統一,1216,2025/10/9,"4,285,466","333,219,183",77.9,78.3,77.6,77.6,-0.4,"3,229",
統一,1216,2025/10/13,"10,440,410","808,424,926",78,78,76.7,77.6,0,"5,477",
統一,1216,2025/10/14,"10,418,858","814,887,033",77.5,78.6,77.5,78,0.4,"4,289",
統一,1216,2025/10/15,"6,694,833","520,265,557",77.8,78.5,77.5,77.5,-0.5,"4,949",
統一,1216,2025/10/16,"4,947,278","384,183,495",77.3,78.3,77.3,77.6,0.1,"2,940",
統一,1216,2025/10/17,"7,232,062","567,041,355",78,78.9,78,78.2,0.6,"3,276",
統一,1216,2025/10/20,"3,720,422","292,378,358",78.6,79.1,78.2,78.7,0.5,"3,604",
統一,1216,2025/10/21,"5,299,097","418,429,238",78.8,79.2,78.6,79.1,0.4,"3,327",
統一,1216,2025/10/22,"5,671,700","448,636,606",79.2,79.4,78.8,78.9,-0.2,"4,509",
統一,1216,2025/10/23,"10,247,955","816,511,045",78.9,80,78.9,79.9,1,"5,691",
統一,1216,2025/10/27,"8,317,296","660,535,945",80,80.2,79,79,-0.9,"7,475",
統一,1216,2025/10/28,"4,270,765","336,934,771",79.3,79.4,78.7,79,0,"4,079",
統一,1216,2025/10/29,"6,088,701","479,256,933",79,79.4,78.3,78.8,-0.2,"9,691",
統一,1216,2025/10/30,"6,289,153","497,481,780",78.4,79.6,78.4,79.6,0.8,"4,298",
統一,1216,2025/10/31,"6,507,130","513,002,624",79.7,79.7,78.7,78.7,-0.9,"3,563",
統一,1216,2025/11/3,"4,997,260","390,918,506",78.1,78.9,78,78.1,-0.6,"3,694",
統一,1216,2025/11/4,"5,672,072","442,193,551",77.7,78.1,77.7,78.1,0,"3,247",
統一,1216,2025/11/5,"7,189,343","558,661,245",77.9,78.1,77.1,78.1,0,"4,805",
統一,1216,2025/11/6,"6,894,307","535,385,084",78.4,78.6,77.4,77.5,-0.6,"4,227",
統一,1216,2025/11/7,"10,650,131","812,177,314",77.3,77.3,75.6,76.4,-1.1,"9,193",
統一,1216,2025/11/10,"10,535,372","794,469,265",76.4,76.4,75,75.5,-0.9,"8,994",
統一,1216,2025/11/11,"14,118,194","1,054,746,349",75.5,75.5,74.2,75,-0.5,"11,296",
統一,1216,2025/11/12,"7,996,255","603,726,875",75,75.9,74.8,75.3,0.3,"5,815",
統一,1216,2025/11/13,"11,530,176","863,584,741",75.1,75.4,74.6,74.8,-0.5,"6,544",
統一,1216,2025/11/14,"6,898,140","519,638,836",74.6,75.9,74.4,75.2,0.4,"4,611",
統一,1216,2025/11/17,"8,200,796","617,787,350",75.5,75.8,75.1,75.1,-0.1,"4,494",
統一,1216,2025/11/18,"10,026,997","751,454,172",74.6,75.5,74.5,75,-0.1,"5,150",
統一,1216,2025/11/19,"7,651,659","573,492,261",75.5,75.6,74.7,74.8,-0.2,"4,854",
統一,1216,2025/11/20,"6,409,375","481,643,890",75.2,75.5,74.8,75,0.2,"3,509",
統一,1216,2025/11/21,"12,391,233","930,432,408",75,75.7,74.7,74.8,-0.2,"5,240",
統一,1216,2025/11/24,"16,608,517","1,247,043,677",75,75.5,74.8,74.9,0.1,"5,169",
統一,1216,2025/11/25,"7,549,371","567,170,176",74.8,75.4,74.8,74.9,0,"4,097",
統一,1216,2025/11/26,"7,724,493","580,572,021",75.1,75.4,74.9,75.2,0.3,"4,367",
統一,1216,2025/11/27,"11,703,058","893,840,302",75,77.2,75,76.6,1.4,"6,351",
統一,1216,2025/11/28,"4,750,594","363,401,972",76.6,77,76.2,76.5,-0.1,"4,106",
統一,1216,2025/12/1,"6,017,144","461,294,303",76.2,77.1,76.1,76.5,0,"2,956",
統一,1216,2025/12/2,"7,756,424","589,772,348",77,77.3,75.7,75.7,-0.8,"5,402",
統一,1216,2025/12/3,"5,876,934","444,447,522",76.3,76.5,75.3,75.3,-0.4,"3,454",
統一,1216,2025/12/4,"5,135,983","387,797,461",75.5,75.8,75.2,75.7,0.4,"2,958",
統一,1216,2025/12/5,"5,753,388","437,201,794",75.5,76.4,75.4,76.4,0.7,"3,276",
統一,1216,2025/12/8,"6,599,006","499,292,403",76.5,76.7,75.3,75.3,-1.1,"4,454",
統一,1216,2025/12/9,"7,313,896","548,118,699",75.3,75.5,74.8,74.8,-0.5,"6,075",
統一,1216,2025/12/10,"6,073,120","457,773,218",75.5,76,75,75,0.2,"3,441",
統一,1216,2025/12/11,"6,353,184","475,475,337",75.5,75.5,74.7,74.7,-0.3,"5,742",
