Stock_Name,日期,Close,High,Low,Open,Volume,Ticker
儒鴻,2018/4/24,353.5,359,340,359,1348586,1476
儒鴻,2018/4/25,360,361,346,350,902220,1476
儒鴻,2018/4/26,357.5,364,356.5,363.5,1047222,1476
儒鴻,2018/4/27,360,362,354,360.5,538106,1476
儒鴻,2018/4/30,359.5,362,355.5,362,835025,1476
儒鴻,2018/5/2,356,363,356,363,772038,1476
儒鴻,2018/5/3,358.5,360.5,351.5,356.5,1124507,1476
儒鴻,2018/5/4,333,358,325,357.5,3658006,1476
儒鴻,2018/5/7,342.5,345.5,330,330,1679656,1476
儒鴻,2018/5/8,360,371.5,355.5,360,4684919,1476
儒鴻,2018/5/9,370,370,356,363,1822230,1476
儒鴻,2018/5/10,370,375,368,373,2164475,1476
儒鴻,2018/5/11,367,372,362.5,365,1327615,1476
儒鴻,2018/5/14,372.5,373,362,368,991255,1476
儒鴻,2018/5/15,370.5,373,366.5,372.5,650933,1476
儒鴻,2018/5/16,371,376.5,369,370.5,1136705,1476
儒鴻,2018/5/17,380,383,370,372.5,3113376,1476
儒鴻,2018/5/18,376,380,374,377,1433556,1476
儒鴻,2018/5/21,379.5,386,376.5,378.5,1637683,1476
儒鴻,2018/5/22,377,382,375,381.5,854128,1476
儒鴻,2018/5/23,378,381,372,378,620399,1476
儒鴻,2018/5/24,370,379,370,378,648452,1476
儒鴻,2018/5/25,372.5,376.5,365.5,371.5,645697,1476
儒鴻,2018/5/28,370.5,377,367,373.5,687064,1476
儒鴻,2018/5/29,372,373,365,372.5,842529,1476
儒鴻,2018/5/30,359,369.5,357.5,369,1422993,1476
儒鴻,2018/5/31,366,367.5,363,363,1291888,1476
儒鴻,2018/6/1,378.5,379,369.5,369.5,1624008,1476
儒鴻,2018/6/4,385,387.5,378.5,380,1926229,1476
儒鴻,2018/6/5,379,384,377.5,383,1152111,1476
儒鴻,2018/6/6,389.5,393.5,381,381,1643573,1476
儒鴻,2018/6/7,361,378,359,378,4587687,1476
儒鴻,2018/6/8,369,370,360.5,366,1907794,1476
儒鴻,2018/6/11,354.5,363.5,351.5,363.5,2175013,1476
儒鴻,2018/6/12,358,367,356,359,2066040,1476
儒鴻,2018/6/13,357,365,352.5,363,1491185,1476
儒鴻,2018/6/14,347.5,359.5,347,359,2074578,1476
儒鴻,2018/6/15,356.5,356.5,348.5,350,1404480,1476
儒鴻,2018/6/19,355.5,358.5,347.5,349.5,1106760,1476
儒鴻,2018/6/20,350,356.5,350,355.5,762213,1476
儒鴻,2018/6/21,350,356,349,353,681092,1476
儒鴻,2018/6/22,345.5,353,345,353,652159,1476
儒鴻,2018/6/25,345,350,342.5,347.5,549106,1476
儒鴻,2018/6/26,347,348.5,337,341.5,943672,1476
儒鴻,2018/6/27,352.5,353.5,346,346,676281,1476
儒鴻,2018/6/28,352.5,354,346.5,354,601709,1476
儒鴻,2018/6/29,362.5,362.5,354,354.5,1019541,1476
儒鴻,2018/7/2,362,366,360,363,895781,1476
儒鴻,2018/7/3,354,365,352,363,1092917,1476
儒鴻,2018/7/4,357,365,355,359,513423,1476
儒鴻,2018/7/5,360.5,363.5,357.5,361.5,734275,1476
儒鴻,2018/7/6,355,361.5,353,360.5,765001,1476
儒鴻,2018/7/9,349,352.5,345.5,345.5,610055,1476
儒鴻,2018/7/10,347,350,337,345,1471308,1476
儒鴻,2018/7/11,335,345,334,342,1211915,1476
儒鴻,2018/7/12,347,348.5,335,335,1126341,1476
儒鴻,2018/7/13,347.5,349,344,345.5,444511,1476
儒鴻,2018/7/16,350,352,347.5,347.5,473706,1476
儒鴻,2018/7/17,352,357,349,353,836676,1476
儒鴻,2018/7/18,350,352,346,352,463273,1476
儒鴻,2018/7/19,350.5,354.5,350.5,351,390815,1476
儒鴻,2018/7/20,351.5,353,350.5,353,228524,1476
儒鴻,2018/7/23,352.5,354.5,350.5,354.5,365201,1476
儒鴻,2018/7/24,353,354,352,354,211589,1476
儒鴻,2018/7/25,350,356,347.5,356,383088,1476
儒鴻,2018/7/26,347,354,345,354,551398,1476
儒鴻,2018/7/27,349,354,348,348,706816,1476
儒鴻,2018/7/30,349,353,347.5,351,477083,1476
儒鴻,2018/7/31,352.5,352.5,346.5,349.5,554347,1476
儒鴻,2018/8/1,350,352.5,346,352.5,628546,1476
儒鴻,2018/8/2,339.5,350,338.5,350,703798,1476
儒鴻,2018/8/3,342,347,341,341,394682,1476
儒鴻,2018/8/6,342,344.5,340,344,240610,1476
儒鴻,2018/8/7,345,349,341,342,329905,1476
儒鴻,2018/8/8,375,378.5,359,360,4815462,1476
儒鴻,2018/8/9,377,379,370.5,370.5,1408485,1476
儒鴻,2018/8/10,377,382,374,374,1133482,1476
儒鴻,2018/8/13,380,380,371,377,1538619,1476
儒鴻,2018/8/14,386,388,378,381.5,1448137,1476
儒鴻,2018/8/15,386,389.5,383,386,1353516,1476
儒鴻,2018/8/16,383.5,386,377,385,1031885,1476
儒鴻,2018/8/17,389.5,390,381,381,833155,1476
儒鴻,2018/8/20,378.5,401.5,378.5,389.5,3312540,1476
儒鴻,2018/8/21,397.5,397.5,379,379,2049148,1476
儒鴻,2018/8/22,395,400,390,395,1613851,1476
儒鴻,2018/8/23,388.5,391,381,385,1148589,1476
儒鴻,2018/8/24,375,383.5,371.5,383.5,1613237,1476
儒鴻,2018/8/27,381,383.5,375,375,587599,1476
儒鴻,2018/8/28,377.5,384.5,377,381,572079,1476
儒鴻,2018/8/29,370,379.5,365.5,378,1717667,1476
儒鴻,2018/8/30,368,374.5,365,371.5,1023510,1476
儒鴻,2018/8/31,373,378,370.5,372,1265647,1476
儒鴻,2018/9/3,380,383,374,377.5,1162271,1476
儒鴻,2018/9/4,371,382.5,366,382.5,1788670,1476
儒鴻,2018/9/5,366.5,373,366,371,874335,1476
儒鴻,2018/9/6,366.5,372.5,364,366.5,760922,1476
儒鴻,2018/9/7,375,376.5,368,370,1511550,1476
儒鴻,2018/9/10,376,377,367.5,377,997756,1476
儒鴻,2018/9/11,381,381,375,376,731560,1476
儒鴻,2018/9/12,390.5,391.5,381.5,384,1897276,1476
儒鴻,2018/9/13,394.5,398.5,385,390,1900025,1476
儒鴻,2018/9/14,392.5,399.5,390.5,397,1006572,1476
儒鴻,2018/9/17,396,398,394,394,796430,1476
儒鴻,2018/9/18,394.5,398,391.5,396,532528,1476
儒鴻,2018/9/19,389.5,400,388.5,400,820729,1476
儒鴻,2018/9/20,384.5,394,384.5,392.5,630880,1476
儒鴻,2018/9/21,402.5,404.5,388,388,2536617,1476
儒鴻,2018/9/25,425,425,402,403.5,3628839,1476
儒鴻,2018/9/26,383,409,383,404,3227978,1476
儒鴻,2018/9/27,378,390,370.5,390,2074020,1476
儒鴻,2018/9/28,378,383,373,380,1087143,1476
儒鴻,2018/10/1,376,388,376,388,571604,1476
儒鴻,2018/10/2,374.5,380,366,380,855542,1476
儒鴻,2018/10/3,376,377,368.5,374,500529,1476
儒鴻,2018/10/4,370,377,368,376,792897,1476
儒鴻,2018/10/5,363,376,360,370,924287,1476
儒鴻,2018/10/8,369,376,359.5,363,871575,1476
儒鴻,2018/10/9,366,370,362,368,1266115,1476
儒鴻,2018/10/11,341,343.5,331.5,337,2666698,1476
儒鴻,2018/10/12,343,346,335.5,341,961029,1476
儒鴻,2018/10/15,344,347.5,338.5,343,808049,1476
儒鴻,2018/10/16,351.5,358,343,343,1084604,1476
儒鴻,2018/10/17,351.5,360,351,357,820648,1476
儒鴻,2018/10/18,364.5,367.5,354,354,1684901,1476
儒鴻,2018/10/19,367,369.5,357,358,828180,1476
儒鴻,2018/10/22,365,365,360,363,587411,1476
儒鴻,2018/10/23,353,365,350,361,957285,1476
儒鴻,2018/10/24,350,361,350,354,1053261,1476
儒鴻,2018/10/25,350,350,338.5,342,1086346,1476
儒鴻,2018/10/26,342,356,340,356,754499,1476
儒鴻,2018/10/29,345,346,336.5,342,586819,1476
儒鴻,2018/10/30,358.5,359.5,346,348,1357403,1476
儒鴻,2018/10/31,367.5,372.5,362.5,370,1287735,1476
儒鴻,2018/11/1,368.5,374,367,369.5,867043,1476
儒鴻,2018/11/2,370,371,365,371,629581,1476
儒鴻,2018/11/5,369,372.5,366,370,390722,1476
儒鴻,2018/11/6,378,382,371,372,1082175,1476
儒鴻,2018/11/7,390.5,393.5,381.5,382,2240284,1476
儒鴻,2018/11/8,390.5,395,385.5,392.5,1140872,1476
儒鴻,2018/11/9,383.5,393,378.5,393,982660,1476
儒鴻,2018/11/12,395,398,382.5,386,1785012,1476
儒鴻,2018/11/13,388,396,386,389.5,1267746,1476
儒鴻,2018/11/14,390,397,387,390,1197026,1476
儒鴻,2018/11/15,390,396,386,392,483399,1476
儒鴻,2018/11/16,385,392.5,383,392,532905,1476
儒鴻,2018/11/19,380,389,378.5,389,909093,1476
儒鴻,2018/11/20,378.5,388,378.5,380,1236116,1476
儒鴻,2018/11/21,384,384.5,378.5,382,688266,1476
儒鴻,2018/11/22,379,385,377.5,384,317917,1476
儒鴻,2018/11/23,374,381.5,374,381.5,551507,1476
儒鴻,2018/11/26,382,388,374,375,1124534,1476
儒鴻,2018/11/27,381.5,383,377,381.5,714777,1476
儒鴻,2018/11/28,386,390,384,384.5,1509919,1476
儒鴻,2018/11/29,379,391,379,387.5,1201151,1476
儒鴻,2018/11/30,387,387,379.5,382,982998,1476
儒鴻,2018/12/3,378.5,390,378,389,1134311,1476
儒鴻,2018/12/4,369,379,369,378,1155176,1476
儒鴻,2018/12/5,332.5,353,332.5,351,5700599,1476
儒鴻,2018/12/6,338,344,326,326,3992061,1476
儒鴻,2018/12/7,332,340,327,338,2405195,1476
儒鴻,2018/12/10,333,337.5,321,321,949503,1476
儒鴻,2018/12/11,343.5,347,334.5,336,1180910,1476
儒鴻,2018/12/12,341.5,349,341,347,582845,1476
儒鴻,2018/12/13,343,344,332,336,926571,1476
儒鴻,2018/12/14,345,347.5,337,343,1050882,1476
儒鴻,2018/12/17,346,349,341,341,502062,1476
儒鴻,2018/12/18,342,348,338,346,740886,1476
儒鴻,2018/12/19,339.5,347,339.5,346,679581,1476
儒鴻,2018/12/20,333,341.5,332.5,340,1039574,1476
儒鴻,2018/12/21,338,339.5,332.5,334,1303421,1476
儒鴻,2018/12/24,339.5,354,339,354,855440,1476
儒鴻,2018/12/25,334.5,338,331.5,331.5,433109,1476
儒鴻,2018/12/26,335,340,335,338,257606,1476
儒鴻,2018/12/27,344,348,339,342,706010,1476
儒鴻,2018/12/28,348,349.5,344,347,428720,1476
儒鴻,2019/1/2,352,353,348.5,350,650610,1476
儒鴻,2019/1/3,350,351.5,345,348.5,632370,1476
儒鴻,2019/1/4,349,352,345,348.5,459880,1476
儒鴻,2019/1/7,360,360,351.5,354.5,826915,1476
儒鴻,2019/1/8,356.5,362.5,356.5,360.5,653087,1476
儒鴻,2019/1/9,363,363.5,358,360,463496,1476
儒鴻,2019/1/10,361.5,363,360,362.5,177167,1476
儒鴻,2019/1/11,358.5,363,358,360.5,367310,1476
儒鴻,2019/1/14,349.5,358.5,349,358.5,493308,1476
儒鴻,2019/1/15,360,360.5,352,353,1802101,1476
儒鴻,2019/1/16,358.5,360.5,356,359,310184,1476
儒鴻,2019/1/17,356.5,362,355.5,360,204390,1476
儒鴻,2019/1/18,359,362,355,356.5,385383,1476
儒鴻,2019/1/21,358.5,361,357.5,361,136675,1476
儒鴻,2019/1/22,358.5,361,358,358,312137,1476
儒鴻,2019/1/23,357,360,356,359.5,192211,1476
儒鴻,2019/1/24,343,346.5,336,343.5,2159015,1476
儒鴻,2019/1/25,341.5,341.5,338,340,1565876,1476
儒鴻,2019/1/28,341.5,342.5,339.5,341.5,579035,1476
儒鴻,2019/1/29,345,347.5,340.5,342,625026,1476
儒鴻,2019/1/30,348,350.5,343.5,347,1130185,1476
儒鴻,2019/2/11,355.5,363,354,354,1381693,1476
儒鴻,2019/2/12,353,356.5,350,356.5,817578,1476
儒鴻,2019/2/13,345.5,359.5,344.5,358.5,1202200,1476
儒鴻,2019/2/14,345,351,343.5,345,1156776,1476
儒鴻,2019/2/15,355,357,348,352,1646833,1476
儒鴻,2019/2/18,352,356.5,348.5,356,987839,1476
儒鴻,2019/2/19,354,355,350,350,496783,1476
儒鴻,2019/2/20,348,355,348,355,1133961,1476
儒鴻,2019/2/21,349,353.5,339,339,2002001,1476
儒鴻,2019/2/22,347.5,350,346.5,347,917066,1476
儒鴻,2019/2/25,346.5,350,343,345.5,844404,1476
儒鴻,2019/2/26,354.5,356,346.5,349.5,1160290,1476
儒鴻,2019/2/27,352.5,360,351,360,1030375,1476
儒鴻,2019/3/4,351,356.5,350.5,355,636510,1476
儒鴻,2019/3/5,352,352.5,349,352.5,454534,1476
儒鴻,2019/3/6,355,355,352,353,408202,1476
儒鴻,2019/3/7,355,358,352.5,356,638414,1476
儒鴻,2019/3/8,352.5,356,351.5,355,401781,1476
儒鴻,2019/3/11,360,360,348,348,813208,1476
儒鴻,2019/3/12,384.5,387,362,362,3570554,1476
儒鴻,2019/3/13,385,385,376,378,982224,1476
儒鴻,2019/3/14,400,417,395,402,7246122,1476
儒鴻,2019/3/15,420.5,420.5,400,400,4506754,1476
儒鴻,2019/3/18,418.5,420.5,411,420.5,1036241,1476
儒鴻,2019/3/19,426,433,416.5,418.5,2713199,1476
儒鴻,2019/3/20,426.5,427.5,416,419,1723914,1476
儒鴻,2019/3/21,431,431,423,425.5,1866764,1476
儒鴻,2019/3/22,430.5,433,424,429,1643646,1476
儒鴻,2019/3/25,422,425,418,421,802571,1476
儒鴻,2019/3/26,425,426,421.5,424.5,461766,1476
儒鴻,2019/3/27,413,422,410.5,421.5,2133393,1476
儒鴻,2019/3/28,418,424,412.5,415,1304998,1476
儒鴻,2019/3/29,415,422,410.5,422,1819697,1476
儒鴻,2019/4/1,409.5,419,408,414,1128490,1476
儒鴻,2019/4/2,414.5,414.5,409.5,412,787827,1476
儒鴻,2019/4/3,415.5,416.5,411.5,416,479642,1476
儒鴻,2019/4/8,414.5,421.5,410,421.5,740918,1476
儒鴻,2019/4/9,418,425,414.5,417,888627,1476
儒鴻,2019/4/10,431.5,436,416,420,1747421,1476
儒鴻,2019/4/11,436.5,444,428,428,1300100,1476
儒鴻,2019/4/12,431.5,435,426,434.5,1220249,1476
儒鴻,2019/4/15,428.5,436,425,433,1083984,1476
儒鴻,2019/4/16,430,432,423,428.5,429638,1476
儒鴻,2019/4/17,424.5,439,421.5,432.5,820200,1476
儒鴻,2019/4/18,430,431,424.5,424.5,472595,1476
儒鴻,2019/4/19,430.5,434,429,430,241357,1476
儒鴻,2019/4/22,423,433,422.5,433,313509,1476
儒鴻,2019/4/23,432.5,433,426.5,428.5,533024,1476
儒鴻,2019/4/24,439,441,435,435,888368,1476
儒鴻,2019/4/25,456.5,458.5,439,439,1511057,1476
儒鴻,2019/4/26,441,449,439,448.5,866756,1476
儒鴻,2019/4/29,440,445,436.5,443.5,911434,1476
儒鴻,2019/4/30,440,444.5,438,440,359792,1476
儒鴻,2019/5/2,439,443.5,434.5,442.5,1125365,1476
儒鴻,2019/5/3,415,421.5,403,420,3822763,1476
儒鴻,2019/5/6,407.5,423.5,407.5,408,1248735,1476
儒鴻,2019/5/7,415,420,410.5,414,834928,1476
儒鴻,2019/5/8,412,416.5,408,408,1164411,1476
儒鴻,2019/5/9,387.5,407.5,387.5,405,3327544,1476
儒鴻,2019/5/10,396.5,400.5,395,395,1372316,1476
儒鴻,2019/5/13,398,399,394,396.5,392532,1476
儒鴻,2019/5/14,395.5,398,390,391,735870,1476
儒鴻,2019/5/15,400,402,397,400,706802,1476
儒鴻,2019/5/16,396,404,395,400,511969,1476
儒鴻,2019/5/17,402,405,398,402,605588,1476
儒鴻,2019/5/20,414.5,420,406.5,409,1405328,1476
儒鴻,2019/5/21,423.5,424.5,406.5,408.5,1021999,1476
儒鴻,2019/5/22,420,429,415.5,426.5,589419,1476
儒鴻,2019/5/23,424.5,424.5,416,420,365651,1476
儒鴻,2019/5/24,424.5,425,416.5,424,456111,1476
儒鴻,2019/5/27,424,427,422,424,408029,1476
儒鴻,2019/5/28,429.5,429.5,421.5,424,1369142,1476
儒鴻,2019/5/29,417,425,411,411,959417,1476
儒鴻,2019/5/30,405.5,411,395,402,2362692,1476
儒鴻,2019/5/31,410.5,412,398.5,400,1240515,1476
儒鴻,2019/6/3,399,410,397,410,1035714,1476
儒鴻,2019/6/4,406.5,407,399,399,794325,1476
儒鴻,2019/6/5,411,414,407,412,741222,1476
儒鴻,2019/6/6,412,412,408.5,408.5,658619,1476
儒鴻,2019/6/10,395,415.5,395,412.5,2550988,1476
儒鴻,2019/6/11,399.5,404.5,398.5,398.5,1190433,1476
儒鴻,2019/6/12,400.5,406.5,398,400,946600,1476
儒鴻,2019/6/13,404,406,400.5,405,780088,1476
儒鴻,2019/6/14,403,406,400,406,471430,1476
儒鴻,2019/6/17,401,407.5,400.5,405.5,514356,1476
儒鴻,2019/6/18,405,406.5,400,400,700253,1476
儒鴻,2019/6/19,410,417.5,406.5,415,2126516,1476
儒鴻,2019/6/20,409,416,409,413,1058023,1476
儒鴻,2019/6/21,411,413.5,407.5,411,1216480,1476
儒鴻,2019/6/24,406.5,413,406.5,413,401099,1476
儒鴻,2019/6/25,400,407.5,399,407,653548,1476
儒鴻,2019/6/26,400,405.5,396.5,401.5,829757,1476
儒鴻,2019/6/27,398,401,397.5,397.5,859487,1476
儒鴻,2019/6/28,398,402.5,398,401,549555,1476
儒鴻,2019/7/1,407,409,401,404,687002,1476
儒鴻,2019/7/2,401.5,408.5,401.5,407,599605,1476
儒鴻,2019/7/3,402.5,406,402,404,405231,1476
儒鴻,2019/7/4,410,410,404.5,406,554138,1476
儒鴻,2019/7/5,405.5,413,401.5,412,847520,1476
儒鴻,2019/7/8,397,402,397,400,1088782,1476
儒鴻,2019/7/9,390.5,396,390.5,396,862784,1476
儒鴻,2019/7/10,398,400,393,396,867608,1476
儒鴻,2019/7/11,392.5,394.5,388.5,388.5,1184911,1476
儒鴻,2019/7/12,390,394,390,392.5,590570,1476
儒鴻,2019/7/15,403.5,404,388.5,391,1363345,1476
儒鴻,2019/7/16,412,412,402,403.5,1318281,1476
儒鴻,2019/7/17,407,411,403,408,901300,1476
儒鴻,2019/7/18,404,410,403.5,403.5,288623,1476
儒鴻,2019/7/19,408,409.5,404,406.5,362425,1476
儒鴻,2019/7/22,406,409.5,406,409.5,233662,1476
儒鴻,2019/7/23,412,415,408,409.5,624931,1476
儒鴻,2019/7/24,410,414.5,406.5,412,478017,1476
儒鴻,2019/7/25,411.5,411.5,406,411.5,357324,1476
儒鴻,2019/7/26,407,412,406,411.5,343241,1476
儒鴻,2019/7/29,409,411.5,405.5,405.5,300373,1476
儒鴻,2019/7/30,407.5,411.5,407.5,411.5,202181,1476
儒鴻,2019/7/31,411,411,404,406,434293,1476
儒鴻,2019/8/1,401,407,401,405.5,509984,1476
儒鴻,2019/8/2,395,401,395,395,507425,1476
儒鴻,2019/8/5,393,397,390.5,392,508414,1476
儒鴻,2019/8/6,385.5,392,372,385,1294534,1476
儒鴻,2019/8/7,393,405,387,388,1231400,1476
儒鴻,2019/8/8,388,394.5,385.5,393.5,813742,1476
儒鴻,2019/8/12,385.5,388.5,381.5,388,687065,1476
儒鴻,2019/8/13,382,388.5,381.5,386,573963,1476
儒鴻,2019/8/14,387,390,382,385,823190,1476
儒鴻,2019/8/15,381,386,380.5,382,528400,1476
儒鴻,2019/8/16,372,383,370,380,1457547,1476
儒鴻,2019/8/19,372.5,376.5,370.5,373,539100,1476
儒鴻,2019/8/20,376,377.5,367,371,875737,1476
儒鴻,2019/8/21,381,382.5,374.5,377,912094,1476
儒鴻,2019/8/22,383.5,388.5,381.5,381.5,652912,1476
儒鴻,2019/8/23,382,384.5,378.5,382,401200,1476
儒鴻,2019/8/26,379,384.5,376.5,380,658225,1476
儒鴻,2019/8/27,382,386,381.5,383,985208,1476
儒鴻,2019/8/28,384,384.5,380.5,380.5,286760,1476
儒鴻,2019/8/29,379,381.5,377,380.5,485260,1476
儒鴻,2019/8/30,384,385,379.5,384,788252,1476
儒鴻,2019/9/2,386,388.5,380.5,380.5,443593,1476
儒鴻,2019/9/3,382,388,382,385,387954,1476
儒鴻,2019/9/4,392,392,382,382,1109420,1476
儒鴻,2019/9/5,385,395.5,385,393.5,1042316,1476
儒鴻,2019/9/6,391,393,385.5,385.5,921438,1476
儒鴻,2019/9/10,399.5,399.5,392.5,399,1078494,1476
儒鴻,2019/9/11,396,403,394.5,400,489789,1476
儒鴻,2019/9/12,400,401,399,400,378333,1476
儒鴻,2019/9/16,396,401,395.5,399,373069,1476
儒鴻,2019/9/17,397.5,397.5,393.5,393.5,441180,1476
儒鴻,2019/9/18,403.5,406,397.5,397.5,1192532,1476
儒鴻,2019/9/19,398,404,397.5,404,455183,1476
儒鴻,2019/9/20,412,416.5,409,410,2126192,1476
儒鴻,2019/9/23,407,416,407,416,826357,1476
儒鴻,2019/9/24,418,418,407.5,410,859015,1476
儒鴻,2019/9/25,417,419.5,413,419.5,948997,1476
儒鴻,2019/9/26,419,423.5,418,419,911468,1476
儒鴻,2019/9/27,416,418.5,414,415,504643,1476
儒鴻,2019/10/1,414,424,413,422,764526,1476
儒鴻,2019/10/2,421,422,414,414,587622,1476
儒鴻,2019/10/3,413.5,415.5,412.5,412.5,572107,1476
儒鴻,2019/10/4,418,418,412.5,413,274715,1476
儒鴻,2019/10/7,413.5,416.5,413,415,263845,1476
儒鴻,2019/10/8,413.5,419,412.5,413,283912,1476
儒鴻,2019/10/9,400.5,412.5,400.5,410,913330,1476
儒鴻,2019/10/14,409.5,413,404,405,651809,1476
儒鴻,2019/10/15,413.5,413.5,405.5,408,572514,1476
儒鴻,2019/10/16,408,417,407,414,561029,1476
儒鴻,2019/10/17,412,413,408.5,409,339204,1476
儒鴻,2019/10/18,413.5,413.5,410,413.5,300474,1476
儒鴻,2019/10/21,412,414,409,413.5,186623,1476
儒鴻,2019/10/22,418,419,412.5,415,446640,1476
儒鴻,2019/10/23,415,424.5,414.5,420,538530,1476
儒鴻,2019/10/24,416,419,414.5,415,364568,1476
儒鴻,2019/10/25,416,418.5,414,418.5,312412,1476
儒鴻,2019/10/28,412.5,419,411.5,419,238227,1476
儒鴻,2019/10/29,409,415.5,408.5,415.5,365510,1476
儒鴻,2019/10/30,408,412,407,409,414148,1476
儒鴻,2019/10/31,409.5,416,409,410.5,696600,1476
儒鴻,2019/11/1,405,410,402,406.5,599421,1476
儒鴻,2019/11/4,402,405,401,405,824511,1476
儒鴻,2019/11/5,396,406,392,403,1189873,1476
儒鴻,2019/11/6,391,399,391,399,922900,1476
儒鴻,2019/11/7,390.5,392.5,390,391,617520,1476
儒鴻,2019/11/8,392.5,394,389,393,338286,1476
儒鴻,2019/11/11,388,393,386,393,405582,1476
儒鴻,2019/11/12,404,404,395,400.5,999454,1476
儒鴻,2019/11/13,399.5,406.5,398,406,750408,1476
儒鴻,2019/11/14,393,402,393,402,427735,1476
儒鴻,2019/11/15,404.5,404.5,396,396,563918,1476
儒鴻,2019/11/18,400,405,399,404.5,190626,1476
儒鴻,2019/11/19,401.5,402,397,397,245431,1476
儒鴻,2019/11/20,403.5,403.5,398.5,401.5,281743,1476
儒鴻,2019/11/21,397,400,396.5,398.5,267369,1476
儒鴻,2019/11/22,399,401,395.5,397.5,300551,1476
儒鴻,2019/11/25,391,397.5,391,395.5,639371,1476
儒鴻,2019/11/26,396.5,398.5,392,392,575465,1476
儒鴻,2019/11/27,396,398,396,398,91620,1476
儒鴻,2019/11/28,400,400,396,396,212515,1476
儒鴻,2019/11/29,396,400,392.5,400,281255,1476
儒鴻,2019/12/2,393,397.5,392,395,453164,1476
儒鴻,2019/12/3,392,396,390.5,395,379640,1476
儒鴻,2019/12/4,391.5,394.5,390,394.5,426917,1476
儒鴻,2019/12/5,394,397.5,393.5,394.5,247773,1476
儒鴻,2019/12/6,390.5,395,390.5,392,258548,1476
儒鴻,2019/12/9,391,394,390.5,391.5,278658,1476
儒鴻,2019/12/10,395,395,391,391,162003,1476
儒鴻,2019/12/11,397,402,395.5,396,623512,1476
儒鴻,2019/12/12,399,400.5,396.5,398,442754,1476
儒鴻,2019/12/13,395.5,400,395.5,396.5,313941,1476
儒鴻,2019/12/16,395.5,402,395.5,397,617,1476
儒鴻,2019/12/17,402.5,402.5,395,398.5,523289,1476
儒鴻,2019/12/18,412,412,402,404.5,1137255,1476
儒鴻,2019/12/19,410.5,411.5,407,410,314591,1476
儒鴻,2019/12/20,407.5,412,407.5,411.5,545984,1476
儒鴻,2019/12/23,410,411,408,408,208048,1476
儒鴻,2019/12/24,408,410,407,410,65408,1476
儒鴻,2019/12/25,408,409.5,405.5,408,122375,1476
儒鴻,2019/12/26,406,409,405.5,409,73738,1476
儒鴻,2019/12/27,405,410,405,410,119901,1476
儒鴻,2019/12/30,399,406.5,399,405,262272,1476
儒鴻,2019/12/31,403,408,400,404.5,332345,1476
儒鴻,2020/1/2,403.5,406.5,400.5,403,239246,1476
儒鴻,2020/1/3,408,408.5,402.5,403.5,561336,1476
儒鴻,2020/1/6,409,412,403,408,388388,1476
儒鴻,2020/1/7,407.5,414,405,409,573155,1476
儒鴻,2020/1/8,403.5,409.5,403.5,404.5,419877,1476
儒鴻,2020/1/9,402.5,412,401.5,411.5,396349,1476
儒鴻,2020/1/10,397,405,397,403,546320,1476
儒鴻,2020/1/13,402,403,397.5,401.5,353781,1476
儒鴻,2020/1/14,408,408,403,403.5,469346,1476
儒鴻,2020/1/15,410,410,406,409,310094,1476
儒鴻,2020/1/16,404.5,416,403.5,410,716856,1476
儒鴻,2020/1/17,405.5,406.5,403,405,198928,1476
儒鴻,2020/1/20,402.5,406,402,405.5,159361,1476
儒鴻,2020/1/30,384,402,380,402,1198656,1476
儒鴻,2020/1/31,390,394,386,386,742615,1476
儒鴻,2020/2/3,386,387,382.5,387,600530,1476
儒鴻,2020/2/4,390,397,390,397,378705,1476
儒鴻,2020/2/5,391.5,398,389,391.5,484299,1476
儒鴻,2020/2/6,387,390,382.5,390,959216,1476
儒鴻,2020/2/7,374.5,385.5,374.5,384.5,1156440,1476
儒鴻,2020/2/10,364,374,364,374,1413527,1476
儒鴻,2020/2/11,370.5,374,368,368,1353231,1476
儒鴻,2020/2/12,370,374,365.5,370,1319775,1476
儒鴻,2020/2/13,379,380,372,372.5,897197,1476
儒鴻,2020/2/14,379,382,377,379,381358,1476
儒鴻,2020/2/17,378.5,379.5,376,379,319801,1476
儒鴻,2020/2/18,377,378.5,373.5,375.5,432068,1476
儒鴻,2020/2/19,374,380,374,379.5,727714,1476
儒鴻,2020/2/20,375,378,374.5,376.5,292873,1476
儒鴻,2020/2/21,374.5,376.5,372.5,374,255700,1476
儒鴻,2020/2/24,367,369,366.5,369,418569,1476
儒鴻,2020/2/25,369,370,361,361,327570,1476
儒鴻,2020/2/26,368,369.5,362,362,481535,1476
儒鴻,2020/2/27,360,368,360,366.5,598159,1476
儒鴻,2020/3/2,351,354.5,348,351,827361,1476
儒鴻,2020/3/3,352,359,352,357,526472,1476
儒鴻,2020/3/4,358.5,360,350,350,761790,1476
儒鴻,2020/3/5,367.5,368,361,362,625427,1476
儒鴻,2020/3/6,351,361,351,360,1380170,1476
儒鴻,2020/3/9,336,344,335,344,1419796,1476
儒鴻,2020/3/10,337,347.5,330,333,1522109,1476
儒鴻,2020/3/11,331.5,340.5,331.5,336.5,1114460,1476
儒鴻,2020/3/12,301.5,325.5,299,325.5,2021303,1476
儒鴻,2020/3/13,282,289,271.5,272,3071047,1476
儒鴻,2020/3/16,263.5,280.5,262,275.5,2145334,1476
儒鴻,2020/3/17,263,269,241,251,2233505,1476
