年月,年,月,行業別,用電量
2019年10月,2019,10,運輸及倉儲業,288594.672
2019年10月,2019,10,住宿及餐飲業,690794.979
2019年10月,2019,10,出版影音及資通訊業,291065.1678
2019年10月,2019,10,金融及保險業,157725.085
2019年10月,2019,10,不動產業,98493.80749
2019年10月,2019,10,醫療保健及社會工作服務業,302047.1951
2019年10月,2019,10,藝術、娛樂及休閒服務業,127880.402
2019年10月,2019,10,運輸用電,137619.374
2019年10月,2019,10,公路,7518.153
2019年10月,2019,10,鐵路,127086.663
2019年10月,2019,10,管線運輸,3014.558
2019年10月,2019,10,能源部門自用,1683106.044
2019年10月,2019,10,農業部門,283750.6928
2019年11月,2019,11,全國用電量,22056616.34
2019年11月,2019,11,工業用電,12177678.79
2019年11月,2019,11,紡織成衣及服飾品製造業,451073.235
2019年11月,2019,11,紙漿、紙及紙製品製造業,293349.661
2019年11月,2019,11,化學材料及肥料製造業,2638655.421
2019年11月,2019,11,塑膠製品製造業,447732.201
2019年11月,2019,11,非金屬礦物製品製造業,488334.594
2019年11月,2019,11,基本金屬製造業,1461640.797
2019年11月,2019,11,金屬製品製造業,545879.4169
2019年11月,2019,11,電子產品及電力設備製造業,4261736.788
2019年11月,2019,11,住宅用電,4086702.547
2019年11月,2019,11,服務業用電,3829241.328
2019年11月,2019,11,運輸及倉儲業,263030.145
2019年11月,2019,11,住宿及餐飲業,642611.777
2019年11月,2019,11,出版影音及資通訊業,287220.5698
2019年11月,2019,11,金融及保險業,133956.846
2019年11月,2019,11,不動產業,72339.75428
2019年11月,2019,11,醫療保健及社會工作服務業,261697.5303
2019年11月,2019,11,藝術、娛樂及休閒服務業,116060.85
2019年11月,2019,11,運輸用電,129057.46
2019年11月,2019,11,公路,7805.653
2019年11月,2019,11,鐵路,118437.111
2019年11月,2019,11,管線運輸,2814.696
2019年11月,2019,11,能源部門自用,1564295.526
2019年11月,2019,11,農業部門,269640.6871
2019年12月,2019,12,全國用電量,20750989.37
2019年12月,2019,12,工業用電,12294957.59
2019年12月,2019,12,紡織成衣及服飾品製造業,450508.899
2019年12月,2019,12,紙漿、紙及紙製品製造業,319160.879
2019年12月,2019,12,化學材料及肥料製造業,2642873.592
2019年12月,2019,12,塑膠製品製造業,453184.342
2019年12月,2019,12,非金屬礦物製品製造業,498566.617
2019年12月,2019,12,基本金屬製造業,1519051.726
2019年12月,2019,12,金屬製品製造業,546841.2612
2019年12月,2019,12,電子產品及電力設備製造業,4323639.09
2019年12月,2019,12,住宅用電,3105834.468
2019年12月,2019,12,服務業用電,3380467.452
2019年12月,2019,12,運輸及倉儲業,244021.96
2019年12月,2019,12,住宿及餐飲業,548394.412
2019年12月,2019,12,出版影音及資通訊業,273736.7646
2019年12月,2019,12,金融及保險業,115466.146
2019年12月,2019,12,不動產業,57848.56518
2019年12月,2019,12,醫療保健及社會工作服務業,244847.7602
2019年12月,2019,12,藝術、娛樂及休閒服務業,103691.739
2019年12月,2019,12,運輸用電,132328.92
2019年12月,2019,12,公路,8626.229
2019年12月,2019,12,鐵路,120983.078
2019年12月,2019,12,管線運輸,2719.613
2019年12月,2019,12,能源部門自用,1596061.161
2019年12月,2019,12,農業部門,241339.7802
2020年1月,2020,1,全國用電量,19982095.69
2020年1月,2020,1,工業用電,11694837.53
2020年1月,2020,1,紡織成衣及服飾品製造業,400964.166
2020年1月,2020,1,紙漿、紙及紙製品製造業,289124.245
2020年1月,2020,1,化學材料及肥料製造業,2640606.673
2020年1月,2020,1,塑膠製品製造業,388666.588
2020年1月,2020,1,非金屬礦物製品製造業,444568.542
2020年1月,2020,1,基本金屬製造業,1454483.197
2020年1月,2020,1,金屬製品製造業,462908.7757
2020年1月,2020,1,電子產品及電力設備製造業,4232037.876
2020年1月,2020,1,住宅用電,3156055.6
2020年1月,2020,1,服務業用電,3228265.061
2020年1月,2020,1,運輸及倉儲業,235315.257
2020年1月,2020,1,住宿及餐飲業,513866.122
2020年1月,2020,1,出版影音及資通訊業,268941.4328
2020年1月,2020,1,金融及保險業,106034.686
2020年1月,2020,1,不動產業,55330.3001
2020年1月,2020,1,醫療保健及社會工作服務業,232234.3195
2020年1月,2020,1,藝術、娛樂及休閒服務業,95332.637
2020年1月,2020,1,運輸用電,132182.5992
2020年1月,2020,1,公路,7314.296
2020年1月,2020,1,鐵路,122055.926
2020年1月,2020,1,管線運輸,2812.37715
2020年1月,2020,1,能源部門自用,1551360.18
2020年1月,2020,1,農業部門,219394.7271
2020年2月,2020,2,全國用電量,20085772.83
2020年2月,2020,2,工業用電,11549282.68
2020年2月,2020,2,紡織成衣及服飾品製造業,425432.069
2020年2月,2020,2,紙漿、紙及紙製品製造業,274928.801
2020年2月,2020,2,化學材料及肥料製造業,2410447.68
2020年2月,2020,2,塑膠製品製造業,422556.876
2020年2月,2020,2,非金屬礦物製品製造業,447814.129
2020年2月,2020,2,基本金屬製造業,1507095.116
2020年2月,2020,2,金屬製品製造業,506942.7062
2020年2月,2020,2,電子產品及電力設備製造業,4103400.241
2020年2月,2020,2,住宅用電,3484946.751
2020年2月,2020,2,服務業用電,3187123.822
2020年2月,2020,2,運輸及倉儲業,227127.098
2020年2月,2020,2,住宿及餐飲業,522809.929
2020年2月,2020,2,出版影音及資通訊業,273334.106
2020年2月,2020,2,金融及保險業,103039.996
2020年2月,2020,2,不動產業,51372.92193
2020年2月,2020,2,醫療保健及社會工作服務業,226495.9612
2020年2月,2020,2,藝術、娛樂及休閒服務業,98366.393
2020年2月,2020,2,運輸用電,119628.023
2020年2月,2020,2,公路,7388.07
2020年2月,2020,2,鐵路,109853.2
2020年2月,2020,2,管線運輸,2386.75301
2020年2月,2020,2,能源部門自用,1493474.66
2020年2月,2020,2,農業部門,251316.8949
2020年3月,2020,3,全國用電量,21298531.78
2020年3月,2020,3,工業用電,12429784.28
2020年3月,2020,3,紡織成衣及服飾品製造業,460718.832
2020年3月,2020,3,紙漿、紙及紙製品製造業,313972.376
2020年3月,2020,3,化學材料及肥料製造業,2499940.554
2020年3月,2020,3,塑膠製品製造業,444059.014
2020年3月,2020,3,非金屬礦物製品製造業,490032.679
2020年3月,2020,3,基本金屬製造業,1619076.617
2020年3月,2020,3,金屬製品製造業,563494.0483
2020年3月,2020,3,電子產品及電力設備製造業,4478231.415
2020年3月,2020,3,住宅用電,3596554.084
2020年3月,2020,3,服務業用電,3293301.072
2020年3月,2020,3,運輸及倉儲業,242882.517
2020年3月,2020,3,住宿及餐飲業,495564.476
2020年3月,2020,3,出版影音及資通訊業,276329.3193
2020年3月,2020,3,金融及保險業,111584.552
2020年3月,2020,3,不動產業,55914.81869
2020年3月,2020,3,醫療保健及社會工作服務業,249190.8823
2020年3月,2020,3,藝術、娛樂及休閒服務業,97005.865
2020年3月,2020,3,運輸用電,129107.6322
2020年3月,2020,3,公路,7964.022
2020年3月,2020,3,鐵路,119129.063
2020年3月,2020,3,管線運輸,2014.54722
2020年3月,2020,3,能源部門自用,1620981.038
2020年3月,2020,3,農業部門,228803.6711
2020年4月,2020,4,全國用電量,20359060.36
2020年4月,2020,4,工業用電,11802214.69
2020年4月,2020,4,紡織成衣及服飾品製造業,344883.844
2020年4月,2020,4,紙漿、紙及紙製品製造業,305410.75
2020年4月,2020,4,化學材料及肥料製造業,2377810.977
2020年4月,2020,4,塑膠製品製造業,429528.796
2020年4月,2020,4,非金屬礦物製品製造業,464200.477
2020年4月,2020,4,基本金屬製造業,1499062.28
2020年4月,2020,4,金屬製品製造業,538748.5282
2020年4月,2020,4,電子產品及電力設備製造業,4354421.683
2020年4月,2020,4,住宅用電,3349521.573
2020年4月,2020,4,服務業用電,3270255.186
2020年4月,2020,4,運輸及倉儲業,238167.184
2020年4月,2020,4,住宿及餐飲業,494497.814
2020年4月,2020,4,出版影音及資通訊業,274655.2044
2020年4月,2020,4,金融及保險業,109138.585
2020年4月,2020,4,不動產業,52357.8482
2020年4月,2020,4,醫療保健及社會工作服務業,244503.7828
2020年4月,2020,4,藝術、娛樂及休閒服務業,96792.195
2020年4月,2020,4,運輸用電,124868.5515
2020年4月,2020,4,公路,8015.037
2020年4月,2020,4,鐵路,114497.762
2020年4月,2020,4,管線運輸,2355.75246
2020年4月,2020,4,能源部門自用,1561732.41
2020年4月,2020,4,農業部門,250467.9497
2020年5月,2020,5,全國用電量,21916106.1
2020年5月,2020,5,工業用電,12542201.74
2020年5月,2020,5,紡織成衣及服飾品製造業,341486.264
2020年5月,2020,5,紙漿、紙及紙製品製造業,305339.485
2020年5月,2020,5,化學材料及肥料製造業,2590471.551
2020年5月,2020,5,塑膠製品製造業,435862.157
2020年5月,2020,5,非金屬礦物製品製造業,490801.953
2020年5月,2020,5,基本金屬製造業,1508743.159
2020年5月,2020,5,金屬製品製造業,530436.3279
2020年5月,2020,5,電子產品及電力設備製造業,4757244.148
2020年5月,2020,5,住宅用電,3600445.933
2020年5月,2020,5,服務業用電,3762745.993
2020年5月,2020,5,運輸及倉儲業,282033.823
2020年5月,2020,5,住宿及餐飲業,555370.837
2020年5月,2020,5,出版影音及資通訊業,292984.8744
2020年5月,2020,5,金融及保險業,129417.737
2020年5月,2020,5,不動產業,64207.10202
2020年5月,2020,5,醫療保健及社會工作服務業,298722.9995
2020年5月,2020,5,藝術、娛樂及休閒服務業,110767.503
2020年5月,2020,5,運輸用電,124551.6663
2020年5月,2020,5,公路,8189.975
2020年5月,2020,5,鐵路,113617.659
2020年5月,2020,5,管線運輸,2744.03231
2020年5月,2020,5,能源部門自用,1623137.225
2020年5月,2020,5,農業部門,263023.5447
2020年6月,2020,6,全國用電量,22945986.46
2020年6月,2020,6,工業用電,12587521.47
2020年6月,2020,6,紡織成衣及服飾品製造業,352694.766
2020年6月,2020,6,紙漿、紙及紙製品製造業,292031.271
2020年6月,2020,6,化學材料及肥料製造業,2634269.161
2020年6月,2020,6,塑膠製品製造業,443041.675
2020年6月,2020,6,非金屬礦物製品製造業,487679.317
2020年6月,2020,6,基本金屬製造業,1482004.522
2020年6月,2020,6,金屬製品製造業,529143.7056
2020年6月,2020,6,電子產品及電力設備製造業,4722445.536
2020年6月,2020,6,住宅用電,4238831.313
2020年6月,2020,6,服務業用電,4083530.425
2020年6月,2020,6,運輸及倉儲業,295070.337
2020年6月,2020,6,住宿及餐飲業,634250.249
2020年6月,2020,6,出版影音及資通訊業,294683.596
2020年6月,2020,6,金融及保險業,141788.64
2020年6月,2020,6,不動產業,68075.65333
2020年6月,2020,6,醫療保健及社會工作服務業,324893.7223
2020年6月,2020,6,藝術、娛樂及休閒服務業,128287.782
2020年6月,2020,6,運輸用電,132066.4314
2020年6月,2020,6,公路,8317.595
2020年6月,2020,6,鐵路,121247.093
2020年6月,2020,6,管線運輸,2501.74341
2020年6月,2020,6,能源部門自用,1618869.097
2020年6月,2020,6,農業部門,285167.7253
2020年7月,2020,7,全國用電量,25442564.67
2020年7月,2020,7,工業用電,13306413.71
2020年7月,2020,7,紡織成衣及服飾品製造業,399133.549
2020年7月,2020,7,紙漿、紙及紙製品製造業,316417.093
2020年7月,2020,7,化學材料及肥料製造業,2724455.501
2020年7月,2020,7,塑膠製品製造業,489968.188
2020年7月,2020,7,非金屬礦物製品製造業,493458.341
2020年7月,2020,7,基本金屬製造業,1448192.041
2020年7月,2020,7,金屬製品製造業,590489.3923
2020年7月,2020,7,電子產品及電力設備製造業,4994954.776
2020年7月,2020,7,住宅用電,5243627.976
2020年7月,2020,7,服務業用電,4663313.889
2020年7月,2020,7,運輸及倉儲業,328275.011
2020年7月,2020,7,住宿及餐飲業,784718.214
2020年7月,2020,7,出版影音及資通訊業,328420.3608
2020年7月,2020,7,金融及保險業,167655.693
2020年7月,2020,7,不動產業,82600.84368
2020年7月,2020,7,醫療保健及社會工作服務業,356758.2402
2020年7月,2020,7,藝術、娛樂及休閒服務業,154691.566
2020年7月,2020,7,運輸用電,139389.9644
2020年7月,2020,7,公路,8526.147
2020年7月,2020,7,鐵路,128182.983
2020年7月,2020,7,管線運輸,2680.83442
2020年7月,2020,7,能源部門自用,1757880.602
2020年7月,2020,7,農業部門,331938.5316
2020年8月,2020,8,全國用電量,25231268.95
2020年8月,2020,8,工業用電,13120368.28
2020年8月,2020,8,紡織成衣及服飾品製造業,408574.525
2020年8月,2020,8,紙漿、紙及紙製品製造業,295875.505
2020年8月,2020,8,化學材料及肥料製造業,2613252.743
2020年8月,2020,8,塑膠製品製造業,480360.415
2020年8月,2020,8,非金屬礦物製品製造業,494966.449
2020年8月,2020,8,基本金屬製造業,1508167.324
2020年8月,2020,8,金屬製品製造業,575710.4196
2020年8月,2020,8,電子產品及電力設備製造業,4976697.758
2020年8月,2020,8,住宅用電,5522824.185
2020年8月,2020,8,服務業用電,4375801.386
2020年8月,2020,8,運輸及倉儲業,314483.375
2020年8月,2020,8,住宿及餐飲業,743002.759
2020年8月,2020,8,出版影音及資通訊業,304079.2184
2020年8月,2020,8,金融及保險業,153250.151
2020年8月,2020,8,不動產業,77131.72273
2020年8月,2020,8,醫療保健及社會工作服務業,343057.5017
2020年8月,2020,8,藝術、娛樂及休閒服務業,148619.585
2020年8月,2020,8,運輸用電,140697.0804
2020年8月,2020,8,公路,8750.244
2020年8月,2020,8,鐵路,129184.845
2020年8月,2020,8,管線運輸,2761.99136
2020年8月,2020,8,能源部門自用,1769315.65
2020年8月,2020,8,農業部門,302262.3759
2020年9月,2020,9,全國用電量,25361004.26
2020年9月,2020,9,工業用電,12977174.83
2020年9月,2020,9,紡織成衣及服飾品製造業,421583.148
2020年9月,2020,9,紙漿、紙及紙製品製造業,297824.98
2020年9月,2020,9,化學材料及肥料製造業,2556894.659
2020年9月,2020,9,塑膠製品製造業,496419.313
2020年9月,2020,9,非金屬礦物製品製造業,473121.173
2020年9月,2020,9,基本金屬製造業,1488124.78
2020年9月,2020,9,金屬製品製造業,608289.4508
2020年9月,2020,9,電子產品及電力設備製造業,4821671.597
2020年9月,2020,9,住宅用電,5606457.529
2020年9月,2020,9,服務業用電,4630702.754
2020年9月,2020,9,運輸及倉儲業,314333.68
2020年9月,2020,9,住宿及餐飲業,799538.234
2020年9月,2020,9,出版影音及資通訊業,323035.1109
2020年9月,2020,9,金融及保險業,162576.756
2020年9月,2020,9,不動產業,80401.97253
2020年9月,2020,9,醫療保健及社會工作服務業,329519.6261
2020年9月,2020,9,藝術、娛樂及休閒服務業,149976.969
2020年9月,2020,9,運輸用電,136862.0373
2020年9月,2020,9,公路,9117.972
2020年9月,2020,9,鐵路,125143.9
2020年9月,2020,9,管線運輸,2600.16528
2020年9月,2020,9,能源部門自用,1684907.384
2020年9月,2020,9,農業部門,324899.7268
2020年10月,2020,10,全國用電量,24049959.06
2020年10月,2020,10,工業用電,13011970.54
2020年10月,2020,10,紡織成衣及服飾品製造業,408194.071
2020年10月,2020,10,紙漿、紙及紙製品製造業,312280.61
2020年10月,2020,10,化學材料及肥料製造業,2746709.087
2020年10月,2020,10,塑膠製品製造業,465195.614
2020年10月,2020,10,非金屬礦物製品製造業,487823.69
2020年10月,2020,10,基本金屬製造業,1536028.882
2020年10月,2020,10,金屬製品製造業,577043.2585
2020年10月,2020,10,電子產品及電力設備製造業,4811702.745
2020年10月,2020,10,住宅用電,4962034.365
2020年10月,2020,10,服務業用電,4062145.334
2020年10月,2020,10,運輸及倉儲業,285712.6
2020年10月,2020,10,住宿及餐飲業,694231.902
2020年10月,2020,10,出版影音及資通訊業,295803.1575
2020年10月,2020,10,金融及保險業,134825.146
2020年10月,2020,10,不動產業,68487.12296
2020年10月,2020,10,醫療保健及社會工作服務業,298654.4515
2020年10月,2020,10,藝術、娛樂及休閒服務業,133701.084
2020年10月,2020,10,運輸用電,136880.4034
2020年10月,2020,10,公路,9237.393
2020年10月,2020,10,鐵路,125048.411
2020年10月,2020,10,管線運輸,2594.5994
2020年10月,2020,10,能源部門自用,1583862.051
2020年10月,2020,10,農業部門,293066.3645
2020年11月,2020,11,全國用電量,22640894.81
2020年11月,2020,11,工業用電,12773048.36
2020年11月,2020,11,紡織成衣及服飾品製造業,405765.993
2020年11月,2020,11,紙漿、紙及紙製品製造業,308945.393
2020年11月,2020,11,化學材料及肥料製造業,2664490.183
2020年11月,2020,11,塑膠製品製造業,467903.654
2020年11月,2020,11,非金屬礦物製品製造業,477287.736
2020年11月,2020,11,基本金屬製造業,1549111.586
2020年11月,2020,11,金屬製品製造業,582827.2414
2020年11月,2020,11,電子產品及電力設備製造業,4680023.773
2020年11月,2020,11,住宅用電,4108157.102
2020年11月,2020,11,服務業用電,3851729.243
2020年11月,2020,11,運輸及倉儲業,264670.845
2020年11月,2020,11,住宿及餐飲業,635409.088
2020年11月,2020,11,出版影音及資通訊業,294386.9178
2020年11月,2020,11,金融及保險業,130002.547
2020年11月,2020,11,不動產業,65235.49542
2020年11月,2020,11,醫療保健及社會工作服務業,272574.5376
2020年11月,2020,11,藝術、娛樂及休閒服務業,122328.96
2020年11月,2020,11,運輸用電,131907.9074
2020年11月,2020,11,公路,9392.576
2020年11月,2020,11,鐵路,119901.299
2020年11月,2020,11,管線運輸,2614.03237
2020年11月,2020,11,能源部門自用,1503350.255
2020年11月,2020,11,農業部門,272701.9337
2020年12月,2020,12,全國用電量,21922497.26
2020年12月,2020,12,工業用電,13081030.32
2020年12月,2020,12,紡織成衣及服飾品製造業,416483.212
2020年12月,2020,12,紙漿、紙及紙製品製造業,320658.505
2020年12月,2020,12,化學材料及肥料製造業,2716897.437
2020年12月,2020,12,塑膠製品製造業,476598.131
2020年12月,2020,12,非金屬礦物製品製造業,504096.356
2020年12月,2020,12,基本金屬製造業,1643088.871
2020年12月,2020,12,金屬製品製造業,612573.1069
2020年12月,2020,12,電子產品及電力設備製造業,4741524.327
2020年12月,2020,12,住宅用電,3211394.666
2020年12月,2020,12,服務業用電,3709116.383
2020年12月,2020,12,運輸及倉儲業,253069.274
2020年12月,2020,12,住宿及餐飲業,614454.955
2020年12月,2020,12,出版影音及資通訊業,292488.6276
2020年12月,2020,12,金融及保險業,123288.863
2020年12月,2020,12,不動產業,62750.54371
2020年12月,2020,12,醫療保健及社會工作服務業,254202.7298
2020年12月,2020,12,藝術、娛樂及休閒服務業,113638.254
2020年12月,2020,12,運輸用電,132422.1627
2020年12月,2020,12,公路,10061.074
2020年12月,2020,12,鐵路,119529.242
2020年12月,2020,12,管線運輸,2831.84665
2020年12月,2020,12,能源部門自用,1537147.95
2020年12月,2020,12,農業部門,251385.7745
2021年1月,2021,1,全國用電量,21607600.7
2021年1月,2021,1,工業用電,12815664.89
2021年1月,2021,1,紡織成衣及服飾品製造業,422191.286
2021年1月,2021,1,紙漿、紙及紙製品製造業,309073.676
2021年1月,2021,1,化學材料及肥料製造業,2780085.154
2021年1月,2021,1,塑膠製品製造業,468987.976
2021年1月,2021,1,非金屬礦物製品製造業,501908.468
2021年1月,2021,1,基本金屬製造業,1650089.761
2021年1月,2021,1,金屬製品製造業,604102.0017
2021年1月,2021,1,電子產品及電力設備製造業,4494081.52
2021年1月,2021,1,住宅用電,3526160.493
2021年1月,2021,1,服務業用電,3396382.964
2021年1月,2021,1,運輸及倉儲業,235478.998
2021年1月,2021,1,住宿及餐飲業,540607.994
2021年1月,2021,1,出版影音及資通訊業,290238.6547
2021年1月,2021,1,金融及保險業,108763.905
2021年1月,2021,1,不動產業,56189.14706
2021年1月,2021,1,醫療保健及社會工作服務業,233934.8474
2021年1月,2021,1,藝術、娛樂及休閒服務業,103231.143
2021年1月,2021,1,運輸用電,131925.6284
2021年1月,2021,1,公路,10070.719
2021年1月,2021,1,鐵路,119246.315
2021年1月,2021,1,管線運輸,2608.59436
2021年1月,2021,1,能源部門自用,1491366.158
2021年1月,2021,1,農業部門,246100.5604
2021年2月,2021,2,全國用電量,19576618.61
2021年2月,2021,2,工業用電,11265255.69
2021年2月,2021,2,紡織成衣及服飾品製造業,343827.369
2021年2月,2021,2,紙漿、紙及紙製品製造業,265004.49
2021年2月,2021,2,化學材料及肥料製造業,2472404.184
2021年2月,2021,2,塑膠製品製造業,387435.204
2021年2月,2021,2,非金屬礦物製品製造業,398099.431
2021年2月,2021,2,基本金屬製造業,1401893.979
2021年2月,2021,2,金屬製品製造業,487146.2873
2021年2月,2021,2,電子產品及電力設備製造業,4181902.886
2021年2月,2021,2,住宅用電,3599355.453
2021年2月,2021,2,服務業用電,2998605.479
2021年2月,2021,2,運輸及倉儲業,214324.469
2021年2月,2021,2,住宿及餐飲業,484274.347
2021年2月,2021,2,出版影音及資通訊業,263882.6617
2021年2月,2021,2,金融及保險業,92387.194
2021年2月,2021,2,不動產業,48065.0076
2021年2月,2021,2,醫療保健及社會工作服務業,213856.1027
2021年2月,2021,2,藝術、娛樂及休閒服務業,94318.28
2021年2月,2021,2,運輸用電,124264.4299
2021年2月,2021,2,公路,9923.402
2021年2月,2021,2,鐵路,111831.045
2021年2月,2021,2,管線運輸,2509.98292
2021年2月,2021,2,能源部門自用,1356334.064
2021年2月,2021,2,農業部門,232803.4974
2021年3月,2021,3,全國用電量,22567342.64
2021年3月,2021,3,工業用電,13330912.81
2021年3月,2021,3,紡織成衣及服飾品製造業,436028.379
2021年3月,2021,3,紙漿、紙及紙製品製造業,319948.15
2021年3月,2021,3,化學材料及肥料製造業,2758523.585
2021年3月,2021,3,塑膠製品製造業,506372.317
2021年3月,2021,3,非金屬礦物製品製造業,489224.781
2021年3月,2021,3,基本金屬製造業,1688862.23
2021年3月,2021,3,金屬製品製造業,628898.6341
2021年3月,2021,3,電子產品及電力設備製造業,4794309.306
2021年3月,2021,3,住宅用電,3766586.208
2021年3月,2021,3,服務業用電,3541644.903
2021年3月,2021,3,運輸及倉儲業,248797.623
2021年3月,2021,3,住宿及餐飲業,560037.658
2021年3月,2021,3,出版影音及資通訊業,308582.7048
2021年3月,2021,3,金融及保險業,110878.503
2021年3月,2021,3,不動產業,57050.34983
2021年3月,2021,3,醫療保健及社會工作服務業,256451.8695
2021年3月,2021,3,藝術、娛樂及休閒服務業,111091.282
2021年3月,2021,3,運輸用電,136424.7123
2021年3月,2021,3,公路,10509.581
2021年3月,2021,3,鐵路,123136.125
2021年3月,2021,3,管線運輸,2779.00632
2021年3月,2021,3,能源部門自用,1527707.225
2021年3月,2021,3,農業部門,264066.7837
2021年4月,2021,4,全國用電量,21861495.04
2021年4月,2021,4,工業用電,12939855.63
2021年4月,2021,4,紡織成衣及服飾品製造業,425513.074
2021年4月,2021,4,紙漿、紙及紙製品製造業,294259.822
2021年4月,2021,4,化學材料及肥料製造業,2729072.831
2021年4月,2021,4,塑膠製品製造業,477386.442
2021年4月,2021,4,非金屬礦物製品製造業,479370.734
2021年4月,2021,4,基本金屬製造業,1627175.93
2021年4月,2021,4,金屬製品製造業,617174.9865
2021年4月,2021,4,電子產品及電力設備製造業,4683808.87
2021年4月,2021,4,住宅用電,3522039.205
2021年4月,2021,4,服務業用電,3483670.053
2021年4月,2021,4,運輸及倉儲業,253298.793
2021年4月,2021,4,住宿及餐飲業,552103.658
2021年4月,2021,4,出版影音及資通訊業,290954.686
2021年4月,2021,4,金融及保險業,107688.758
2021年4月,2021,4,不動產業,55062.42204
2021年4月,2021,4,醫療保健及社會工作服務業,259893.4186
2021年4月,2021,4,藝術、娛樂及休閒服務業,112443.411
2021年4月,2021,4,運輸用電,135415.9017
2021年4月,2021,4,公路,10652.9
2021年4月,2021,4,鐵路,122194.639
2021年4月,2021,4,管線運輸,2568.36272
2021年4月,2021,4,能源部門自用,1525521.735
2021年4月,2021,4,農業部門,254992.5101
2021年5月,2021,5,全國用電量,23563701.14
2021年5月,2021,5,工業用電,13950764.82
2021年5月,2021,5,紡織成衣及服飾品製造業,467724.484
2021年5月,2021,5,紙漿、紙及紙製品製造業,320474.421
2021年5月,2021,5,化學材料及肥料製造業,2862954.952
2021年5月,2021,5,塑膠製品製造業,504238.251
2021年5月,2021,5,非金屬礦物製品製造業,509413.105
2021年5月,2021,5,基本金屬製造業,1713873.561
2021年5月,2021,5,金屬製品製造業,657729.3551
2021年5月,2021,5,電子產品及電力設備製造業,5201758.801
2021年5月,2021,5,住宅用電,3559758.445
2021年5月,2021,5,服務業用電,3915749.461
2021年5月,2021,5,運輸及倉儲業,293911.049
2021年5月,2021,5,住宿及餐飲業,606854.645
2021年5月,2021,5,出版影音及資通訊業,319649.1193
2021年5月,2021,5,金融及保險業,128608.9
2021年5月,2021,5,不動產業,63306.29097
2021年5月,2021,5,醫療保健及社會工作服務業,311901.2635
2021年5月,2021,5,藝術、娛樂及休閒服務業,115415.454
2021年5月,2021,5,運輸用電,131352.1774
2021年5月,2021,5,公路,10948.228
2021年5月,2021,5,鐵路,117739.084
2021年5月,2021,5,管線運輸,2664.86544
2021年5月,2021,5,能源部門自用,1727974.162
2021年5月,2021,5,農業部門,278102.0671
2021年6月,2021,6,全國用電量,24006022.88
2021年6月,2021,6,工業用電,13794678.8
2021年6月,2021,6,紡織成衣及服飾品製造業,449118.007
2021年6月,2021,6,紙漿、紙及紙製品製造業,313970.022
2021年6月,2021,6,化學材料及肥料製造業,2857189.445
2021年6月,2021,6,塑膠製品製造業,496751.621
2021年6月,2021,6,非金屬礦物製品製造業,484667.8034
2021年6月,2021,6,基本金屬製造業,1672395.82
2021年6月,2021,6,金屬製品製造業,661918.9135
2021年6月,2021,6,電子產品及電力設備製造業,5146990.613
2021年6月,2021,6,住宅用電,4389408.004
2021年6月,2021,6,服務業用電,3757482.621
2021年6月,2021,6,運輸及倉儲業,294113.504
2021年6月,2021,6,住宿及餐飲業,545716.47
2021年6月,2021,6,出版影音及資通訊業,306841.9365
2021年6月,2021,6,金融及保險業,129911.875
2021年6月,2021,6,不動產業,58916.04021
2021年6月,2021,6,醫療保健及社會工作服務業,312840.2561
2021年6月,2021,6,藝術、娛樂及休閒服務業,84252.68
2021年6月,2021,6,運輸用電,107007.191
2021年6月,2021,6,公路,10600.321
2021年6月,2021,6,鐵路,94009.968
2021年6月,2021,6,管線運輸,2396.90195
2021年6月,2021,6,能源部門自用,1662607.705
2021年6月,2021,6,農業部門,294838.5605
2021年7月,2021,7,全國用電量,25657646.89
2021年7月,2021,7,工業用電,14431784.74
2021年7月,2021,7,紡織成衣及服飾品製造業,470703.524
2021年7月,2021,7,紙漿、紙及紙製品製造業,325013.282
2021年7月,2021,7,化學材料及肥料製造業,2964458.405
2021年7月,2021,7,塑膠製品製造業,519142.45
2021年7月,2021,7,非金屬礦物製品製造業,511225.1988
2021年7月,2021,7,基本金屬製造業,1689032.139
2021年7月,2021,7,金屬製品製造業,687923.2572
2021年7月,2021,7,電子產品及電力設備製造業,5440005.328
2021年7月,2021,7,住宅用電,5153130.086
2021年7月,2021,7,服務業用電,3957070.927
2021年7月,2021,7,運輸及倉儲業,318532.194
2021年7月,2021,7,住宿及餐飲業,549462.324
2021年7月,2021,7,出版影音及資通訊業,331173.2311
2021年7月,2021,7,金融及保險業,144629.203
2021年7月,2021,7,不動產業,68590.72564
2021年7月,2021,7,醫療保健及社會工作服務業,339491.6458
2021年7月,2021,7,藝術、娛樂及休閒服務業,79448.338
2021年7月,2021,7,運輸用電,112832.3285
2021年7月,2021,7,公路,10830.215
2021年7月,2021,7,鐵路,99562.567
2021年7月,2021,7,管線運輸,2439.54648
2021年7月,2021,7,能源部門自用,1713979.539
2021年7月,2021,7,農業部門,288849.2682
2021年8月,2021,8,全國用電量,25698069.17
2021年8月,2021,8,工業用電,14275161.25
2021年8月,2021,8,紡織成衣及服飾品製造業,463842.047
2021年8月,2021,8,紙漿、紙及紙製品製造業,320004.196
2021年8月,2021,8,化學材料及肥料製造業,2932736.618
2021年8月,2021,8,塑膠製品製造業,506742.204
2021年8月,2021,8,非金屬礦物製品製造業,489191.3751
2021年8月,2021,8,基本金屬製造業,1689525.539
