年月,年,月,行業別,用電量
2023年6月,2023,6,紙漿、紙及紙製品製造業,296144.787
2023年6月,2023,6,化學材料及肥料製造業,2367870.734
2023年6月,2023,6,塑膠製品製造業,374497.5517
2023年6月,2023,6,非金屬礦物製品製造業,432550.8172
2023年6月,2023,6,基本金屬製造業,1508622.949
2023年6月,2023,6,金屬製品製造業,487359.4529
2023年6月,2023,6,電子產品及電力設備製造業,5415312.907
2023年6月,2023,6,住宅用電,3843845.369
2023年6月,2023,6,服務業用電,4121545.579
2023年6月,2023,6,運輸及倉儲業,301717.85
2023年6月,2023,6,住宿及餐飲業,644681.855
2023年6月,2023,6,出版影音及資通訊業,319156.156
2023年6月,2023,6,金融及保險業,125548.0129
2023年6月,2023,6,不動產業,60566.86363
2023年6月,2023,6,醫療保健及社會工作服務業,324314.8217
2023年6月,2023,6,藝術、娛樂及休閒服務業,127063.582
2023年6月,2023,6,運輸用電,156946.3993
2023年6月,2023,6,公路,22467.234
2023年6月,2023,6,鐵路,132123.37
2023年6月,2023,6,管線運輸,2355.79532
2023年6月,2023,6,能源部門自用,1608837.956
2023年6月,2023,6,農業部門,264705.6229
2023年7月,2023,7,全國用電量,25100935.07
2023年7月,2023,7,工業用電,13624397.98
2023年7月,2023,7,紡織成衣及服飾品製造業,345514.2895
2023年7月,2023,7,紙漿、紙及紙製品製造業,295043.176
2023年7月,2023,7,化學材料及肥料製造業,2481350.664
2023年7月,2023,7,塑膠製品製造業,393903.9996
2023年7月,2023,7,非金屬礦物製品製造業,456760.2918
2023年7月,2023,7,基本金屬製造業,1581529.527
2023年7月,2023,7,金屬製品製造業,512892.8716
2023年7月,2023,7,電子產品及電力設備製造業,5734997.882
2023年7月,2023,7,住宅用電,4662959.545
2023年7月,2023,7,服務業用電,4634700.377
2023年7月,2023,7,運輸及倉儲業,333161.745
2023年7月,2023,7,住宿及餐飲業,770543.337
2023年7月,2023,7,出版影音及資通訊業,351908.379
2023年7月,2023,7,金融及保險業,147700.3108
2023年7月,2023,7,不動產業,72055.0873
2023年7月,2023,7,醫療保健及社會工作服務業,354805.0816
2023年7月,2023,7,藝術、娛樂及休閒服務業,148405.151
2023年7月,2023,7,運輸用電,162440.1594
2023年7月,2023,7,公路,22985.621
2023年7月,2023,7,鐵路,137183.779
2023年7月,2023,7,管線運輸,2270.75944
2023年7月,2023,7,能源部門自用,1705256.319
2023年7月,2023,7,農業部門,311180.682
2023年8月,2023,8,全國用電量,25679012.5
2023年8月,2023,8,工業用電,13583139.49
2023年8月,2023,8,紡織成衣及服飾品製造業,361806.0041
2023年8月,2023,8,紙漿、紙及紙製品製造業,285501.09
2023年8月,2023,8,化學材料及肥料製造業,2380468.055
2023年8月,2023,8,塑膠製品製造業,407606.3604
2023年8月,2023,8,非金屬礦物製品製造業,477151.8556
2023年8月,2023,8,基本金屬製造業,1551873.514
2023年8月,2023,8,金屬製品製造業,533211.9313
2023年8月,2023,8,電子產品及電力設備製造業,5728511.118
2023年8月,2023,8,住宅用電,5334301.448
2023年8月,2023,8,服務業用電,4651729.085
2023年8月,2023,8,運輸及倉儲業,332525.105
2023年8月,2023,8,住宿及餐飲業,784551.49
2023年8月,2023,8,出版影音及資通訊業,345089.9429
2023年8月,2023,8,金融及保險業,146612.7539
2023年8月,2023,8,不動產業,72942.85914
2023年8月,2023,8,醫療保健及社會工作服務業,355698.6175
2023年8月,2023,8,藝術、娛樂及休閒服務業,150549.443
2023年8月,2023,8,運輸用電,170705.5613
2023年8月,2023,8,公路,23810.197
2023年8月,2023,8,鐵路,144692.678
2023年8月,2023,8,管線運輸,2202.68631
2023年8月,2023,8,能源部門自用,1627480.183
2023年8月,2023,8,農業部門,311656.7324
2023年9月,2023,9,全國用電量,25809315.46
2023年9月,2023,9,工業用電,13147486.73
2023年9月,2023,9,紡織成衣及服飾品製造業,347789.7994
2023年9月,2023,9,紙漿、紙及紙製品製造業,293994.074
2023年9月,2023,9,化學材料及肥料製造業,2354830.586
2023年9月,2023,9,塑膠製品製造業,390472.4344
2023年9月,2023,9,非金屬礦物製品製造業,449817.8497
2023年9月,2023,9,基本金屬製造業,1512144.365
2023年9月,2023,9,金屬製品製造業,509947.5255
2023年9月,2023,9,電子產品及電力設備製造業,5498348.608
2023年9月,2023,9,住宅用電,5723338.994
2023年9月,2023,9,服務業用電,4866958.594
2023年9月,2023,9,運輸及倉儲業,344376.81
2023年9月,2023,9,住宿及餐飲業,826208.528
2023年9月,2023,9,出版影音及資通訊業,357646.0922
2023年9月,2023,9,金融及保險業,154515.6088
2023年9月,2023,9,不動產業,75382.09907
2023年9月,2023,9,醫療保健及社會工作服務業,340295.7106
2023年9月,2023,9,藝術、娛樂及休閒服務業,150952.631
2023年9月,2023,9,運輸用電,152587.031
2023年9月,2023,9,公路,24289.202
2023年9月,2023,9,鐵路,125958.408
2023年9月,2023,9,管線運輸,2339.42104
2023年9月,2023,9,能源部門自用,1599743.245
2023年9月,2023,9,農業部門,319200.8627
2023年10月,2023,10,全國用電量,24754947.96
2023年10月,2023,10,工業用電,13164181.39
2023年10月,2023,10,紡織成衣及服飾品製造業,336963.9132
2023年10月,2023,10,紙漿、紙及紙製品製造業,303394.432
2023年10月,2023,10,化學材料及肥料製造業,2399851.486
2023年10月,2023,10,塑膠製品製造業,357675.2604
2023年10月,2023,10,非金屬礦物製品製造業,467131.8613
2023年10月,2023,10,基本金屬製造業,1538966.722
2023年10月,2023,10,金屬製品製造業,487587.5373
2023年10月,2023,10,電子產品及電力設備製造業,5576793.299
2023年10月,2023,10,住宅用電,5202981.278
2023年10月,2023,10,服務業用電,4436950.248
2023年10月,2023,10,運輸及倉儲業,316147.719
2023年10月,2023,10,住宿及餐飲業,748340.122
2023年10月,2023,10,出版影音及資通訊業,344989.2559
2023年10月,2023,10,金融及保險業,135026.7075
2023年10月,2023,10,不動產業,65301.27799
2023年10月,2023,10,醫療保健及社會工作服務業,317032.0319
2023年10月,2023,10,藝術、娛樂及休閒服務業,137542.587
2023年10月,2023,10,運輸用電,156193.6492
2023年10月,2023,10,公路,25195.075
2023年10月,2023,10,鐵路,128972.809
2023年10月,2023,10,管線運輸,2025.76518
2023年10月,2023,10,能源部門自用,1498040.127
2023年10月,2023,10,農業部門,296601.2722
2023年11月,2023,11,全國用電量,23205009.2
2023年11月,2023,11,工業用電,12550626.69
2023年11月,2023,11,紡織成衣及服飾品製造業,329375.8536
2023年11月,2023,11,紙漿、紙及紙製品製造業,296882.756
2023年11月,2023,11,化學材料及肥料製造業,2311886.564
2023年11月,2023,11,塑膠製品製造業,385388.858
2023年11月,2023,11,非金屬礦物製品製造業,433719.2059
2023年11月,2023,11,基本金屬製造業,1515713.028
2023年11月,2023,11,金屬製品製造業,496190.9395
2023年11月,2023,11,電子產品及電力設備製造業,5126736.349
2023年11月,2023,11,住宅用電,4610995.434
2023年11月,2023,11,服務業用電,4156372.92
2023年11月,2023,11,運輸及倉儲業,278127.207
2023年11月,2023,11,住宿及餐飲業,700925.867
2023年11月,2023,11,出版影音及資通訊業,332465.6037
2023年11月,2023,11,金融及保險業,127962.1478
2023年11月,2023,11,不動產業,62137.65483
2023年11月,2023,11,醫療保健及社會工作服務業,280558.2189
2023年11月,2023,11,藝術、娛樂及休閒服務業,125553.935
2023年11月,2023,11,運輸用電,159154.1097
2023年11月,2023,11,公路,25977.732
2023年11月,2023,11,鐵路,130882.066
2023年11月,2023,11,管線運輸,2294.31172
2023年11月,2023,11,能源部門自用,1451084.444
2023年11月,2023,11,農業部門,276775.5955
2023年12月,2023,12,全國用電量,22025076.33
2023年12月,2023,12,工業用電,12748694.87
2023年12月,2023,12,紡織成衣及服飾品製造業,328392.9656
2023年12月,2023,12,紙漿、紙及紙製品製造業,295753.368
2023年12月,2023,12,化學材料及肥料製造業,2365119.176
2023年12月,2023,12,塑膠製品製造業,366328.2334
2023年12月,2023,12,非金屬礦物製品製造業,444843.5742
2023年12月,2023,12,基本金屬製造業,1630091.116
2023年12月,2023,12,金屬製品製造業,496057.0321
2023年12月,2023,12,電子產品及電力設備製造業,5238746.43
2023年12月,2023,12,住宅用電,3697277.766
2023年12月,2023,12,服務業用電,3743514.282
2023年12月,2023,12,運輸及倉儲業,253529.12
2023年12月,2023,12,住宿及餐飲業,616506.165
2023年12月,2023,12,出版影音及資通訊業,322537.3999
2023年12月,2023,12,金融及保險業,111486.8401
2023年12月,2023,12,不動產業,52835.80838
2023年12月,2023,12,醫療保健及社會工作服務業,261269.3289
2023年12月,2023,12,藝術、娛樂及休閒服務業,113352.736
2023年12月,2023,12,運輸用電,167755.632
2023年12月,2023,12,公路,26948.869
2023年12月,2023,12,鐵路,138487.113
2023年12月,2023,12,管線運輸,2319.64996
2023年12月,2023,12,能源部門自用,1405568.504
2023年12月,2023,12,農業部門,262265.2748
2024年1月,2024,1,全國用電量,21953592.29
2024年1月,2024,1,工業用電,12706309.36
2024年1月,2024,1,紡織成衣及服飾品製造業,347394.5307
2024年1月,2024,1,紙漿、紙及紙製品製造業,302119.494
2024年1月,2024,1,化學材料及肥料製造業,2329501.542
2024年1月,2024,1,塑膠製品製造業,371477.4082
2024年1月,2024,1,非金屬礦物製品製造業,467396.2283
2024年1月,2024,1,基本金屬製造業,1574551.047
2024年1月,2024,1,金屬製品製造業,508188.972
2024年1月,2024,1,電子產品及電力設備製造業,5198290.855
2024年1月,2024,1,住宅用電,3784689.258
2024年1月,2024,1,服務業用電,3692897.248
2024年1月,2024,1,運輸及倉儲業,253145.232
2024年1月,2024,1,住宿及餐飲業,606376.75
2024年1月,2024,1,出版影音及資通訊業,327434.9657
2024年1月,2024,1,金融及保險業,108732.155
2024年1月,2024,1,不動產業,52909.18307
2024年1月,2024,1,醫療保健及社會工作服務業,248391.9568
2024年1月,2024,1,藝術、娛樂及休閒服務業,109229.609
2024年1月,2024,1,運輸用電,159050.8997
2024年1月,2024,1,公路,27205.079
2024年1月,2024,1,鐵路,129733.128
2024年1月,2024,1,管線運輸,2112.69274
2024年1月,2024,1,能源部門自用,1350511.064
2024年1月,2024,1,農業部門,260134.4634
2024年2月,2024,2,全國用電量,19840810.06
2024年2月,2024,2,工業用電,11194616.37
2024年2月,2024,2,紡織成衣及服飾品製造業,278862.4165
2024年2月,2024,2,紙漿、紙及紙製品製造業,237002.157
2024年2月,2024,2,化學材料及肥料製造業,2089595.798
2024年2月,2024,2,塑膠製品製造業,284852.6749
2024年2月,2024,2,非金屬礦物製品製造業,387678.0901
2024年2月,2024,2,基本金屬製造業,1392289.92
2024年2月,2024,2,金屬製品製造業,392703.1556
2024年2月,2024,2,電子產品及電力設備製造業,4793795.86
2024年2月,2024,2,住宅用電,3704862.587
2024年2月,2024,2,服務業用電,3234568.388
2024年2月,2024,2,運輸及倉儲業,230593.656
2024年2月,2024,2,住宿及餐飲業,526182.279
2024年2月,2024,2,出版影音及資通訊業,291205.4602
2024年2月,2024,2,金融及保險業,92636.12788
2024年2月,2024,2,不動產業,44519.79344
2024年2月,2024,2,醫療保健及社會工作服務業,228476.3211
2024年2月,2024,2,藝術、娛樂及休閒服務業,97035.121
2024年2月,2024,2,運輸用電,152313.5
2024年2月,2024,2,公路,27455.797
2024年2月,2024,2,鐵路,122762.731
2024年2月,2024,2,管線運輸,2094.97204
2024年2月,2024,2,能源部門自用,1321944.468
2024年2月,2024,2,農業部門,232504.7395
2024年3月,2024,3,全國用電量,21967970.65
2024年3月,2024,3,工業用電,12781677.98
2024年3月,2024,3,紡織成衣及服飾品製造業,343820.7345
2024年3月,2024,3,紙漿、紙及紙製品製造業,298210.577
2024年3月,2024,3,化學材料及肥料製造業,2331494.118
2024年3月,2024,3,塑膠製品製造業,356816.4584
2024年3月,2024,3,非金屬礦物製品製造業,481365.6141
2024年3月,2024,3,基本金屬製造業,1626019.669
2024年3月,2024,3,金屬製品製造業,493859.398
2024年3月,2024,3,電子產品及電力設備製造業,5283240.218
2024年3月,2024,3,住宅用電,3743956.913
2024年3月,2024,3,服務業用電,3546298.388
2024年3月,2024,3,運輸及倉儲業,251848.408
2024年3月,2024,3,住宿及餐飲業,560060.475
2024年3月,2024,3,出版影音及資通訊業,320597.5538
2024年3月,2024,3,金融及保險業,101223.828
2024年3月,2024,3,不動產業,53791.55736
2024年3月,2024,3,醫療保健及社會工作服務業,255042.1008
2024年3月,2024,3,藝術、娛樂及休閒服務業,106918.203
2024年3月,2024,3,運輸用電,161357.6976
2024年3月,2024,3,公路,28309.196
2024年3月,2024,3,鐵路,130745.612
2024年3月,2024,3,管線運輸,2302.88962
2024年3月,2024,3,能源部門自用,1486710.07
2024年3月,2024,3,農業部門,247969.6009
2024年4月,2024,4,全國用電量,21946739.01
2024年4月,2024,4,工業用電,12588793.43
2024年4月,2024,4,紡織成衣及服飾品製造業,340688.4787
2024年4月,2024,4,紙漿、紙及紙製品製造業,254624.846
2024年4月,2024,4,化學材料及肥料製造業,2333182.416
2024年4月,2024,4,塑膠製品製造業,355407.9787
2024年4月,2024,4,非金屬礦物製品製造業,412251.4883
2024年4月,2024,4,基本金屬製造業,1526006.895
2024年4月,2024,4,金屬製品製造業,509377.3083
2024年4月,2024,4,電子產品及電力設備製造業,5255618.539
2024年4月,2024,4,住宅用電,3651415.58
2024年4月,2024,4,服務業用電,3765651.208
2024年4月,2024,4,運輸及倉儲業,282051.865
2024年4月,2024,4,住宿及餐飲業,588778.398
2024年4月,2024,4,出版影音及資通訊業,316450.858
2024年4月,2024,4,金融及保險業,109902.1681
2024年4月,2024,4,不動產業,67855.30254
2024年4月,2024,4,醫療保健及社會工作服務業,281027.8273
2024年4月,2024,4,藝術、娛樂及休閒服務業,116515.957
2024年4月,2024,4,運輸用電,159972.9748
2024年4月,2024,4,公路,27935.329
2024年4月,2024,4,鐵路,129403.301
2024年4月,2024,4,管線運輸,2634.34477
2024年4月,2024,4,能源部門自用,1519230.666
2024年4月,2024,4,農業部門,261675.1529
2024年5月,2024,5,全國用電量,24136635.9
2024年5月,2024,5,工業用電,13698850.98
2024年5月,2024,5,紡織成衣及服飾品製造業,364113.7476
2024年5月,2024,5,紙漿、紙及紙製品製造業,283249.596
2024年5月,2024,5,化學材料及肥料製造業,2576284.344
2024年5月,2024,5,塑膠製品製造業,389397.0286
2024年5月,2024,5,非金屬礦物製品製造業,467201.3527
2024年5月,2024,5,基本金屬製造業,1641944.579
2024年5月,2024,5,金屬製品製造業,565865.3984
2024年5月,2024,5,電子產品及電力設備製造業,5650803.093
2024年5月,2024,5,住宅用電,4066859.224
2024年5月,2024,5,服務業用電,4363791.482
2024年5月,2024,5,運輸及倉儲業,327369.815
2024年5月,2024,5,住宿及餐飲業,714990.568
2024年5月,2024,5,出版影音及資通訊業,353399.5831
2024年5月,2024,5,金融及保險業,128809.099
2024年5月,2024,5,不動產業,75186.72024
2024年5月,2024,5,醫療保健及社會工作服務業,307311.2891
2024年5月,2024,5,藝術、娛樂及休閒服務業,135819.734
2024年5月,2024,5,運輸用電,150410.9547
2024年5月,2024,5,公路,29710.76
2024年5月,2024,5,鐵路,118125.161
2024年5月,2024,5,管線運輸,2575.03368
2024年5月,2024,5,能源部門自用,1555137.798
2024年5月,2024,5,農業部門,301585.4577
2024年6月,2024,6,全國用電量,23840448.94
2024年6月,2024,6,工業用電,13331053.17
2024年6月,2024,6,紡織成衣及服飾品製造業,345487.1989
2024年6月,2024,6,紙漿、紙及紙製品製造業,274801.137
2024年6月,2024,6,化學材料及肥料製造業,2482422.083
2024年6月,2024,6,塑膠製品製造業,365559.0148
2024年6月,2024,6,非金屬礦物製品製造業,477374.85
2024年6月,2024,6,基本金屬製造業,1543347.709
2024年6月,2024,6,金屬製品製造業,531620.2572
2024年6月,2024,6,電子產品及電力設備製造業,5629420.99
2024年6月,2024,6,住宅用電,4297871.781
2024年6月,2024,6,服務業用電,4259213.822
2024年6月,2024,6,運輸及倉儲業,330719.008
2024年6月,2024,6,住宿及餐飲業,682129.177
2024年6月,2024,6,出版影音及資通訊業,329166.8277
2024年6月,2024,6,金融及保險業,128109.913
2024年6月,2024,6,不動產業,75424.39152
2024年6月,2024,6,醫療保健及社會工作服務業,319876.3521
2024年6月,2024,6,藝術、娛樂及休閒服務業,134977.106
2024年6月,2024,6,運輸用電,150696.9599
2024年6月,2024,6,公路,30977.136
2024年6月,2024,6,鐵路,117242.511
2024年6月,2024,6,管線運輸,2477.31288
2024年6月,2024,6,能源部門自用,1525153.182
2024年6月,2024,6,農業部門,276460.0333
2024年7月,2024,7,全國用電量,25677452
2024年7月,2024,7,工業用電,13876600.13
2024年7月,2024,7,紡織成衣及服飾品製造業,371144.7463
2024年7月,2024,7,紙漿、紙及紙製品製造業,289458.759
2024年7月,2024,7,化學材料及肥料製造業,2546325.563
2024年7月,2024,7,塑膠製品製造業,390765.1669
2024年7月,2024,7,非金屬礦物製品製造業,481369.5733
2024年7月,2024,7,基本金屬製造業,1535264.842
2024年7月,2024,7,金屬製品製造業,572666.3896
2024年7月,2024,7,電子產品及電力設備製造業,5851026.181
2024年7月,2024,7,住宅用電,4879269.447
2024年7月,2024,7,服務業用電,4816011.656
2024年7月,2024,7,運輸及倉儲業,367056.609
2024年7月,2024,7,住宿及餐飲業,806612.528
2024年7月,2024,7,出版影音及資通訊業,367685.2435
2024年7月,2024,7,金融及保險業,151753.9833
2024年7月,2024,7,不動產業,87967.03983
2024年7月,2024,7,醫療保健及社會工作服務業,360001.6898
2024年7月,2024,7,藝術、娛樂及休閒服務業,156658.218
2024年7月,2024,7,運輸用電,155926.46
2024年7月,2024,7,公路,32044.998
2024年7月,2024,7,鐵路,121365.182
2024年7月,2024,7,管線運輸,2516.27997
2024年7月,2024,7,能源部門自用,1622416.547
2024年7月,2024,7,農業部門,327227.7601
2024年8月,2024,8,全國用電量,26712914.79
2024年8月,2024,8,工業用電,13862774.5
2024年8月,2024,8,紡織成衣及服飾品製造業,383038.7467
2024年8月,2024,8,紙漿、紙及紙製品製造業,288541.553
2024年8月,2024,8,化學材料及肥料製造業,2354605.815
2024年8月,2024,8,塑膠製品製造業,403480.0455
2024年8月,2024,8,非金屬礦物製品製造業,468381.0757
2024年8月,2024,8,基本金屬製造業,1556437.966
2024年8月,2024,8,金屬製品製造業,598353.807
2024年8月,2024,8,電子產品及電力設備製造業,5925640.029
2024年8月,2024,8,住宅用電,5824735.635
2024年8月,2024,8,服務業用電,4949055.878
2024年8月,2024,8,運輸及倉儲業,375536.317
2024年8月,2024,8,住宿及餐飲業,852073.296
2024年8月,2024,8,出版影音及資通訊業,373026.5142
2024年8月,2024,8,金融及保險業,152863.8548
2024年8月,2024,8,不動產業,88518.48002
2024年8月,2024,8,醫療保健及社會工作服務業,361211.36
2024年8月,2024,8,藝術、娛樂及休閒服務業,164679.046
2024年8月,2024,8,運輸用電,163250.3186
2024年8月,2024,8,公路,32361.171
2024年8月,2024,8,鐵路,128322.689
2024年8月,2024,8,管線運輸,2566.45855
2024年8月,2024,8,能源部門自用,1571425.156
2024年8月,2024,8,農業部門,341673.299
2024年9月,2024,9,全國用電量,27003663.41
2024年9月,2024,9,工業用電,13432526.84
2024年9月,2024,9,紡織成衣及服飾品製造業,359005.8536
2024年9月,2024,9,紙漿、紙及紙製品製造業,272076.767
2024年9月,2024,9,化學材料及肥料製造業,2408622.12
2024年9月,2024,9,塑膠製品製造業,370059.2897
2024年9月,2024,9,非金屬礦物製品製造業,464794.2745
2024年9月,2024,9,基本金屬製造業,1482764.005
2024年9月,2024,9,金屬製品製造業,558267.953
2024年9月,2024,9,電子產品及電力設備製造業,5729978.376
2024年9月,2024,9,住宅用電,6064894.062
2024年9月,2024,9,服務業用電,4970624.046
2024年9月,2024,9,運輸及倉儲業,365440.514
2024年9月,2024,9,住宿及餐飲業,842890.171
2024年9月,2024,9,出版影音及資通訊業,374364.6127
2024年9月,2024,9,金融及保險業,150327.8568
2024年9月,2024,9,不動產業,89680.84031
2024年9月,2024,9,醫療保健及社會工作服務業,344312.9383
2024年9月,2024,9,藝術、娛樂及休閒服務業,156225.875
2024年9月,2024,9,運輸用電,157258.4849
2024年9月,2024,9,公路,33462.843
2024年9月,2024,9,鐵路,121496.857
2024年9月,2024,9,管線運輸,2298.78489
2024年9月,2024,9,能源部門自用,2053613.01
2024年9月,2024,9,農業部門,324746.9682
2024年10月,2024,10,全國用電量,25029547
2024年10月,2024,10,工業用電,13321602.4
2024年10月,2024,10,紡織成衣及服飾品製造業,344933.0288
2024年10月,2024,10,紙漿、紙及紙製品製造業,279318.581
2024年10月,2024,10,化學材料及肥料製造業,2379938.068
2024年10月,2024,10,塑膠製品製造業,364268.6282
2024年10月,2024,10,非金屬礦物製品製造業,449406.6918
2024年10月,2024,10,基本金屬製造業,1492984.432
2024年10月,2024,10,金屬製品製造業,532651.2391
2024年10月,2024,10,電子產品及電力設備製造業,5769760.688
2024年10月,2024,10,住宅用電,5218938.972
2024年10月,2024,10,服務業用電,4506116.656
2024年10月,2024,10,運輸及倉儲業,332883.614
2024年10月,2024,10,住宿及餐飲業,760235.641
2024年10月,2024,10,出版影音及資通訊業,359636.0597
2024年10月,2024,10,金融及保險業,131684.9314
2024年10月,2024,10,不動產業,78888.07692
2024年10月,2024,10,醫療保健及社會工作服務業,321887.2722
2024年10月,2024,10,藝術、娛樂及休閒服務業,142173.905
2024年10月,2024,10,運輸用電,153853.2921
2024年10月,2024,10,公路,34262.627
2024年10月,2024,10,鐵路,117333.732
2024年10月,2024,10,管線運輸,2256.93313
2024年10月,2024,10,能源部門自用,1530674.905
2024年10月,2024,10,農業部門,298360.7707
2024年11月,2024,11,全國用電量,23827738.58
2024年11月,2024,11,工業用電,12923069.88
2024年11月,2024,11,紡織成衣及服飾品製造業,320654.4856
2024年11月,2024,11,紙漿、紙及紙製品製造業,274943.898
2024年11月,2024,11,化學材料及肥料製造業,2323699.889
2024年11月,2024,11,塑膠製品製造業,373549.7167
2024年11月,2024,11,非金屬礦物製品製造業,443355.1435
2024年11月,2024,11,基本金屬製造業,1494046.911
2024年11月,2024,11,金屬製品製造業,545431.8288
2024年11月,2024,11,電子產品及電力設備製造業,5477033.997
2024年11月,2024,11,住宅用電,4711770.869
2024年11月,2024,11,服務業用電,4281177.535
2024年11月,2024,11,運輸及倉儲業,294670.419
2024年11月,2024,11,住宿及餐飲業,733301.989
2024年11月,2024,11,出版影音及資通訊業,356656.198
2024年11月,2024,11,金融及保險業,122821.0819
2024年11月,2024,11,不動產業,74438.58573
2024年11月,2024,11,醫療保健及社會工作服務業,285660.328
2024年11月,2024,11,藝術、娛樂及休閒服務業,134030.405
2024年11月,2024,11,運輸用電,168728.7784
2024年11月,2024,11,公路,34928.132
2024年11月,2024,11,鐵路,131345.934
2024年11月,2024,11,管線運輸,2454.71241
2024年11月,2024,11,能源部門自用,1454062.97
2024年11月,2024,11,農業部門,288928.5449
2024年12月,2024,12,全國用電量,21913788.22
2024年12月,2024,12,工業用電,12847530.98
2024年12月,2024,12,紡織成衣及服飾品製造業,335228.5203
2024年12月,2024,12,紙漿、紙及紙製品製造業,284635.913
2024年12月,2024,12,化學材料及肥料製造業,2328597.484
2024年12月,2024,12,塑膠製品製造業,367751.0809
2024年12月,2024,12,非金屬礦物製品製造業,478863.2743
2024年12月,2024,12,基本金屬製造業,1543059.524
2024年12月,2024,12,金屬製品製造業,540004.2615
2024年12月,2024,12,電子產品及電力設備製造業,5388446.633
2024年12月,2024,12,住宅用電,3492895.852
2024年12月,2024,12,服務業用電,3642008.348
2024年12月,2024,12,運輸及倉儲業,256364.427
2024年12月,2024,12,住宿及餐飲業,600955.491
2024年12月,2024,12,出版影音及資通訊業,335107.4418
2024年12月,2024,12,金融及保險業,105183.0386
2024年12月,2024,12,不動產業,63443.75256
2024年12月,2024,12,醫療保健及社會工作服務業,251086.6139
2024年12月,2024,12,藝術、娛樂及休閒服務業,112008.87
2024年12月,2024,12,運輸用電,175018.5306
2024年12月,2024,12,公路,35690.651
2024年12月,2024,12,鐵路,136858.514
2024年12月,2024,12,管線運輸,2469.36556
2024年12月,2024,12,能源部門自用,1513738.57
2024年12月,2024,12,農業部門,242595.9436
2025年1月,2025,1,全國用電量,20822945.45
2025年1月,2025,1,工業用電,12159078.9
2025年1月,2025,1,紡織成衣及服飾品製造業,295025.7725
2025年1月,2025,1,紙漿、紙及紙製品製造業,254472.799
2025年1月,2025,1,化學材料及肥料製造業,2272331.042
2025年1月,2025,1,塑膠製品製造業,314277.7832
2025年1月,2025,1,非金屬礦物製品製造業,464000.1271
2025年1月,2025,1,基本金屬製造業,1431335.365
2025年1月,2025,1,金屬製品製造業,459350.4213
2025年1月,2025,1,電子產品及電力設備製造業,5222676.323
2025年1月,2025,1,住宅用電,3531865.078
2025年1月,2025,1,服務業用電,3387093.906
2025年1月,2025,1,運輸及倉儲業,235998.414
2025年1月,2025,1,住宿及餐飲業,538565.218
2025年1月,2025,1,出版影音及資通訊業,331999.41
2025年1月,2025,1,金融及保險業,97598.22666
2025年1月,2025,1,不動產業,57943.37325
2025年1月,2025,1,醫療保健及社會工作服務業,232474.7569
2025年1月,2025,1,藝術、娛樂及休閒服務業,99508.458
2025年1月,2025,1,運輸用電,172645.2038
2025年1月,2025,1,公路,36400.263
2025年1月,2025,1,鐵路,133682.414
2025年1月,2025,1,管線運輸,2562.52677
2025年1月,2025,1,能源部門自用,1347344.879
2025年1月,2025,1,農業部門,224917.4821
2025年2月,2025,2,全國用電量,19883959.58
2025年2月,2025,2,工業用電,11400848.34
2025年2月,2025,2,紡織成衣及服飾品製造業,284615.0192
2025年2月,2025,2,紙漿、紙及紙製品製造業,243529.723
2025年2月,2025,2,化學材料及肥料製造業,2068316.756
2025年2月,2025,2,塑膠製品製造業,319037.1169
2025年2月,2025,2,非金屬礦物製品製造業,375211.9668
2025年2月,2025,2,基本金屬製造業,1323566.133
2025年2月,2025,2,金屬製品製造業,469298.7739
2025年2月,2025,2,電子產品及電力設備製造業,4927067.518
2025年2月,2025,2,住宅用電,3756686.403
2025年2月,2025,2,服務業用電,3151775.102
2025年2月,2025,2,運輸及倉儲業,217525.738
2025年2月,2025,2,住宿及餐飲業,510407.102
2025年2月,2025,2,出版影音及資通訊業,313493.5458
2025年2月,2025,2,金融及保險業,86285.99354
2025年2月,2025,2,不動產業,51984.71406
2025年2月,2025,2,醫療保健及社會工作服務業,217472.2084
2025年2月,2025,2,藝術、娛樂及休閒服務業,95436.684
2025年2月,2025,2,運輸用電,157401.6208
2025年2月,2025,2,公路,37151.131
2025年2月,2025,2,鐵路,118048.45
2025年2月,2025,2,管線運輸,2202.03981
2025年2月,2025,2,能源部門自用,1188779.173
2025年2月,2025,2,農業部門,228468.9411
2025年3月,2025,3,全國用電量,21982319.1
2025年3月,2025,3,工業用電,12911464.9
2025年3月,2025,3,紡織成衣及服飾品製造業,321520.8036
2025年3月,2025,3,紙漿、紙及紙製品製造業,267947.229
2025年3月,2025,3,化學材料及肥料製造業,2309380.75
2025年3月,2025,3,塑膠製品製造業,358690.8809
2025年3月,2025,3,非金屬礦物製品製造業,469301.4489
2025年3月,2025,3,基本金屬製造業,1510775.725
2025年3月,2025,3,金屬製品製造業,524506.2787
2025年3月,2025,3,電子產品及電力設備製造業,5594608.91
2025年3月,2025,3,住宅用電,3854175.715
2025年3月,2025,3,服務業用電,3475204.717
2025年3月,2025,3,運輸及倉儲業,243219.877
2025年3月,2025,3,住宿及餐飲業,535201.358
2025年3月,2025,3,出版影音及資通訊業,340425.0739
2025年3月,2025,3,金融及保險業,99744.46973
2025年3月,2025,3,不動產業,60424.44168
2025年3月,2025,3,醫療保健及社會工作服務業,250164.1756
2025年3月,2025,3,藝術、娛樂及休閒服務業,104770.122
2025年3月,2025,3,運輸用電,172666.9617
2025年3月,2025,3,公路,37531.945
